experiment_id,mask_ratio,latent_width,encoder_depth,seed,train_loss,val_loss,best_val_loss,reconstruction_cosine,silhouette,calinski_harabasz,davies_bouldin,cluster_entropy,best_epoch,peak_gpu_gib,train_images_per_city_per_epoch,validation_images_per_city,clustering_view
mask050_w512_d4_seed42,0.5,512,4,42,0.1974132189154624,0.1964718258629242,0.1964718258629242,0.8035281741370758,0.06210720166563988,5.717340742102927,1.9819413446804814,0.9874552928341085,5,2.808669090270996,3200,128,encoder_direction+linearized_decoder_direction
mask075_w512_d4_seed42,0.75,512,4,42,0.2038114432493845,0.2030048761516809,0.2030048761516809,0.796995123848319,0.06512518227100372,5.690949760805554,1.9858334695100663,0.9836878506866573,5,2.236257553100586,3200,128,encoder_direction+linearized_decoder_direction
mask090_w512_d4_seed42,0.9,512,4,42,0.2086151471982399,0.2078949753195047,0.2078949753195047,0.7921050246804953,0.06176455318927765,5.678349720302321,1.9618321683699365,0.9864250460744389,5,1.8960647583007812,3200,128,encoder_direction+linearized_decoder_direction
mask075_w256_d4_seed42,0.75,256,4,42,0.2082970699171225,0.2076644164820512,0.2076644164820512,0.7923355835179489,0.0949343666434288,4.105689059838449,1.528397675421195,0.983280399959437,5,1.7657222747802734,3200,128,encoder_direction+linearized_decoder_direction
mask075_w1024_d4_seed42,0.75,1024,4,42,0.1983615095292528,0.1975465311358372,0.1975465311358372,0.8024534688641628,0.034632883965969086,7.907322126492866,2.4077813301711974,0.9804831043209864,5,2.2064085006713867,3200,128,encoder_direction+linearized_decoder_direction
mask075_w512_d4_seed43,0.75,512,4,43,0.2019361415505409,0.2008601756145556,0.2008601756145556,0.7991398243854444,0.06275578588247299,5.653638261859516,1.9727302119858052,0.9831977647283069,5,2.236257553100586,3200,128,encoder_direction+linearized_decoder_direction
mask075_w512_d4_seed44,0.75,512,4,44,0.2036596692353487,0.2027332236369451,0.2027332236369451,0.7972667763630549,0.06290791183710098,5.574109761753208,1.9869612520658004,0.9832475623990867,5,2.236257553100586,3200,128,encoder_direction+linearized_decoder_direction
