feature_id,coarse_cluster,fine_cluster,coarse_split_sample_jaccard,fine_split_sample_jaccard,top1_patch_support,image_support
450,C017,F021,0.8421052694320679,0.7211538553237915,1331418,209950
451,C008,F008,0.7809523940086365,0.12406015396118164,466506,79480
452,C005,F022,0.49529778957366943,0.6363636255264282,545,318
453,C021,F028,0.7322515249252319,0.75,1403,791
454,C018,F023,0.8500000238418579,0.4749999940395355,160406,57764
455,C023,F054,0.7857142686843872,0.8999999761581421,186336,56537
456,C004,F004,0.19090908765792847,0.8166666626930237,197949,65887
457,C002,F002,0.7000000476837158,0.4588235318660736,31569,13039
458,C021,F028,0.7322515249252319,0.75,390187,123732
459,C006,F006,0.7666666507720947,0.8636363744735718,606,463
460,C006,F006,0.7666666507720947,0.8636363744735718,4800,3048
461,C031,F060,0.7196078300476074,0.4595959782600403,97295,41055
462,C023,F054,0.7857142686843872,0.8999999761581421,333,164
463,C029,F049,0.75,1.0,4392,3208
464,C000,F000,0.4625000059604645,0.5,109035,57797
465,C011,F012,0.03970588371157646,0.09007352590560913,72360,24912
466,C013,F020,0.376086950302124,0.65625,68944,37472
467,C000,F038,0.39959433674812317,0.3461538553237915,4902,2898
468,C000,F038,0.7823529243469238,0.557692289352417,402,249
469,C006,F006,0.5166666507720947,0.53125,90,64
470,C030,F050,0.5833333730697632,0.75,2396,1350
471,C012,F013,0.5821428298950195,0.5653408765792847,1920345,288342
472,C029,F049,0.75,1.0,15949,10197
473,C012,F032,0.4303135871887207,0.4166666865348816,762,584
474,C013,F040,0.6372092962265015,0.516339898109436,487556,134819
475,C018,F024,0.3854166567325592,0.42500001192092896,3,3
476,C008,F008,0.7809523940086365,0.5559440851211548,556295,131154
477,C012,F013,0.5821428298950195,0.6174242496490479,871122,181905
478,C013,F040,0.6372092962265015,0.3582887649536133,1731,1175
479,C008,F008,0.7809523940086365,0.12406015396118164,353662,82484
480,C013,F040,0.6372092962265015,0.3582887649536133,6911,4467
481,C003,F037,0.6165413856506348,0.7803030014038086,5732,3267
482,C025,F042,0.9285714626312256,0.9285714626312256,160,107
483,C004,F004,0.19090908765792847,0.8166666626930237,1863,888
484,C017,F039,0.8421052694320679,0.3413461446762085,215,188
485,C028,F048,0.5227272510528564,0.761904776096344,1627,1226
486,C027,F045,0.5791666507720947,0.75,17989,7129
487,C007,F007,0.7272727489471436,0.8636363744735718,1758,1031
488,C005,F062,0.7248803377151489,0.5,3157,2230
489,C016,F026,0.7670454978942871,0.7857142686843872,830,308
490,C031,F058,0.7196078300476074,0.875,18079,9066
491,C013,F040,0.6372092962265015,0.47593584656715393,806963,217334
492,C016,F026,0.7670454978942871,0.7857142686843872,3457,2335
493,C003,F037,0.6820175647735596,0.47549018263816833,183,151
494,C013,F040,0.6372092962265015,0.3582887649536133,11482,5789
495,C019,F025,0.6136363744735718,0.8136363625526428,168789,69675
496,C014,F015,0.7737153768539429,0.9198718070983887,418979,117457
497,C010,F035,0.6108695268630981,0.4141414165496826,12,12
498,C015,F043,0.6919642686843872,0.8263888955116272,75757,25576
499,C013,F040,0.6372092962265015,0.516339898109436,209038,73802
500,C025,F042,0.9285714626312256,0.9285714626312256,5616,2334
501,C003,F037,0.029629629105329514,0.05756578966975212,11,10
502,C018,F023,0.5006410479545593,0.4749999940395355,105735,33458
503,C021,F028,0.7322515249252319,0.75,1535647,219795
504,C023,F054,0.7857142686843872,0.8999999761581421,584,303
505,C008,F008,0.7809523940086365,0.4707792401313782,51293,20839
506,C013,F040,0.6372092962265015,0.516339898109436,289,196
507,C026,F044,0.8084795475006104,0.8888888955116272,15538,11025
508,C000,F038,0.7823529243469238,0.557692289352417,22299,8357
509,C016,F019,0.7670454978942871,0.5416666269302368,197,163
510,C010,F035,0.03077651560306549,0.0714285746216774,3503,2294
511,C025,F042,0.9285714626312256,0.9285714626312256,17397,6705
