run_a,run_b,seed_a,seed_b,mean_matched_cosine_similarity,median_matched_cosine_similarity,coarse_cluster_ari,coarse_cluster_nmi,fine_cluster_ari,fine_cluster_nmi,coarse_cluster_agreement,fine_cluster_agreement,matching_method
mask075_w512_d4_seed42,mask075_w512_d4_seed43,42,43,0.08252924680709839,0.0814681351184845,0.0054961760854682976,0.28065704252371076,0.0004453127859161414,0.49642989723411163,0.146484375,0.166015625,Hungarian maximum of mean encoder/decoder directional cosine
mask075_w512_d4_seed42,mask075_w512_d4_seed44,42,44,0.08205452561378479,0.08173951506614685,-0.0019859044315816967,0.26175809228831853,0.001389732757192116,0.49861618213120995,0.140625,0.17578125,Hungarian maximum of mean encoder/decoder directional cosine
mask075_w512_d4_seed43,mask075_w512_d4_seed44,43,44,0.08198878169059753,0.08070943504571915,-7.95199515764539e-05,0.26883555377456475,-0.0010124327034749603,0.4945190207209573,0.13671875,0.166015625,Hungarian maximum of mean encoder/decoder directional cosine
