dimension_a,dimension_b,cooccurrence_count,city_balanced_joint_probability,ppmi
D127,D388,4,1.046991986869537e-05,0.0
D127,D392,4,1.0444433993249084e-05,0.0
D127,D393,4,1.0532045914600244e-05,0.0
D127,D426,4,1.0505384588592093e-05,0.0
D127,D439,4,1.04551702279387e-05,0.0
D127,D466,4,1.0500506266943247e-05,0.0
D128,D152,4,1.0492267865059298e-05,0.0
D128,D172,4,1.0963353916537905e-05,0.0
D128,D211,4,1.0786533672476131e-05,0.0
D128,D255,4,1.1156371430062501e-05,0.0
D128,D310,4,1.0482421346148485e-05,0.0
D128,D431,4,1.0476679962897974e-05,0.0
D128,D467,4,1.0864146494162078e-05,0.0
D130,D162,4,1.1076665384922125e-05,0.0
D130,D188,4,1.0758977548816437e-05,0.0
D130,D211,4,1.0504727775311224e-05,0.0
D130,D231,4,1.0469729510479764e-05,0.0
D130,D232,4,1.0457452362841047e-05,0.0
D130,D312,4,1.1055936518628284e-05,0.0
D130,D322,4,1.0659795684397267e-05,0.0
D130,D331,4,1.0673294373184238e-05,0.0
D130,D427,4,1.0659249360605778e-05,0.0
D130,D431,4,1.0489256918349853e-05,0.0
D130,D460,4,1.0460853765191174e-05,0.0
D131,D260,4,1.0481051362740926e-05,0.0
D131,D445,4,1.0496761544692234e-05,0.0
D131,D452,4,1.0611319422355162e-05,0.0
D131,D473,4,1.0668469979645154e-05,0.0
D131,D483,4,1.0479335030229553e-05,0.0
D132,D176,4,1.047960711006971e-05,0.0
D132,D237,4,1.0546812637464887e-05,0.0
D132,D262,4,1.1094585540805879e-05,0.0
D132,D334,4,1.0506654529444506e-05,0.0
D132,D403,4,1.0962698875311251e-05,0.0
D132,D453,4,1.04748560009298e-05,0.0
D133,D144,4,1.0495700962624528e-05,0.0
D133,D159,4,1.0448914065254113e-05,0.0
D133,D233,4,1.066321322178658e-05,0.0
D133,D246,4,1.0658599556971231e-05,0.0
D133,D265,4,1.0803674339713484e-05,0.0
D133,D300,4,1.0478830594052479e-05,0.0
D133,D311,4,1.0657366892577876e-05,0.0
D133,D317,4,1.0526190700462097e-05,0.0
D133,D332,4,1.1227124733355788e-05,0.0
D133,D333,4,1.0542091720736964e-05,0.0
D133,D348,4,1.109085277984219e-05,0.0
D135,D215,4,1.0512414047133312e-05,0.0
D135,D251,4,1.049768414330945e-05,0.0
D135,D281,4,1.0478774446762515e-05,0.0
D135,D303,4,1.0498410981735965e-05,0.0
D135,D305,4,1.0767788365162882e-05,0.0
D135,D317,4,1.0574514631177285e-05,0.0
D135,D328,4,1.0566015076617972e-05,0.0
D135,D379,4,1.051657068305636e-05,0.0
D135,D385,4,1.050891068595574e-05,0.0
D135,D388,4,1.0504480665111088e-05,0.0
D135,D411,4,1.0481665980396686e-05,0.0
D135,D451,4,1.0576972391495163e-05,0.0
D135,D466,4,1.0483710124361413e-05,0.0
D135,D470,4,1.0479961773091494e-05,0.0
D136,D146,4,1.0559257774066151e-05,0.0
D136,D170,4,1.0620963013701894e-05,0.0
D136,D246,4,1.0486370063530422e-05,0.0
D136,D303,4,1.0471706100176772e-05,0.0
D136,D339,4,1.0551225415894197e-05,0.0
D136,D379,4,1.0511490250314782e-05,0.0
D136,D380,4,1.0605009296281778e-05,0.0
D136,D383,4,1.0465118635870337e-05,0.0
D136,D421,4,1.05490165160818e-05,0.0
D136,D440,4,1.0471273020428682e-05,0.0
D136,D447,4,1.054275992169805e-05,0.0
D137,D167,4,1.0493170748496625e-05,0.0
D137,D186,4,1.0558266396432757e-05,0.0
D137,D317,4,1.0514417895539258e-05,0.0
D137,D454,4,1.0491932361982926e-05,0.0
D138,D198,4,1.0812794152540488e-05,0.0
D138,D226,4,1.0470399983033927e-05,0.0
D138,D338,4,1.0587063214261659e-05,0.0
D138,D473,4,1.078389239974835e-05,0.0
D139,D235,4,1.0456948723334036e-05,0.0
D139,D237,4,1.0518280882233676e-05,0.0
D139,D306,4,1.0447806368589355e-05,0.0
D139,D326,4,1.1070424099440872e-05,0.0
D139,D378,4,1.080221834919469e-05,0.0
D139,D388,4,1.0500322399349274e-05,0.0
D139,D421,4,1.0545689976403023e-05,0.0
D139,D457,4,1.0459652306767422e-05,0.0
D139,D461,4,1.0482847518145887e-05,0.0
D140,D153,4,1.0644891122568443e-05,0.0
D140,D193,4,1.0500140997814286e-05,0.0
D140,D196,4,1.1020656110511676e-05,0.0
D140,D228,4,1.0489093580049651e-05,0.0
D140,D231,4,1.0674800345962777e-05,0.0
D140,D247,4,1.0833317106374177e-05,0.0
D140,D248,4,1.0649863658259315e-05,0.0
D140,D287,4,1.050238328376547e-05,0.0
D140,D304,4,1.0477544974768575e-05,0.0
D140,D312,4,1.0460652520014726e-05,0.0
D140,D390,4,1.0504655702720515e-05,0.0
D140,D444,4,1.0468193014999234e-05,0.0
D140,D448,4,1.0445842805870589e-05,0.0
D140,D467,4,1.0473511263620247e-05,0.0
D140,D470,4,1.0700506088867478e-05,0.0
D140,D488,4,1.0596580012083831e-05,0.0
D140,D500,4,1.0554794902783439e-05,0.0
D141,D222,4,1.0537629915953038e-05,0.0
D141,D338,4,1.0515678913710283e-05,0.0
D141,D340,4,1.0445638190538514e-05,0.0
D141,D377,4,1.0458192508131334e-05,0.0
D141,D504,4,1.046126206631295e-05,0.0
D142,D152,4,1.051757041350502e-05,0.0
D142,D156,4,1.0476726791676127e-05,0.0
D142,D170,4,1.0543547404209178e-05,0.0
D142,D176,4,1.048520165511478e-05,0.0
D142,D206,4,1.0540622829767401e-05,0.0
D142,D228,4,1.0500112055076057e-05,0.0
D142,D231,4,1.0863113272651296e-05,0.0
D142,D248,4,1.1129424598617463e-05,0.0
D142,D314,4,1.0977913199078968e-05,0.0
D142,D346,4,1.0498328055869806e-05,0.0
D142,D357,4,1.0660825218789743e-05,0.0
D142,D460,4,1.076742894652673e-05,0.0
D143,D234,4,1.0505216816934165e-05,0.0
D143,D304,4,1.055856460871178e-05,0.0
D143,D327,4,1.0494409136696207e-05,0.0
D143,D360,4,1.0490086489152606e-05,0.0
D143,D478,4,1.0479193562043547e-05,0.0
D143,D487,4,1.0476473181859558e-05,0.0
D144,D304,4,1.0479406758849956e-05,0.0
D144,D312,4,1.050497102651526e-05,0.0
D144,D411,4,1.1059000473276754e-05,0.0
D144,D421,4,1.047794573363662e-05,0.0
D144,D432,4,1.049510599548997e-05,0.0
D144,D463,4,1.0510363618543434e-05,0.0
D144,D467,4,1.0854318268162066e-05,0.0
D144,D468,4,1.0502307656529337e-05,0.0
D145,D163,4,1.0457985727092917e-05,0.0
D145,D180,4,1.04778750207828e-05,0.0
D145,D181,4,1.0489205242092812e-05,0.0
D145,D364,4,1.047174711148586e-05,0.0
D146,D192,4,1.049917787039426e-05,0.0
D146,D210,4,1.0529461814452372e-05,0.0
D146,D224,4,1.0580941049988814e-05,0.0
D146,D265,4,1.0525985216209029e-05,0.0
D146,D274,4,1.0546025175629714e-05,0.0
D146,D279,4,1.0525684783289899e-05,0.0
D146,D300,4,1.0480279976829184e-05,0.0
D146,D502,4,1.0484387721983447e-05,0.0
D147,D201,4,1.0469244925613148e-05,0.0
D147,D246,4,1.0449537295656942e-05,0.0
D147,D263,4,1.0497294551698465e-05,0.0
D147,D396,4,1.053001380113232e-05,0.0
D147,D507,4,1.0688251919610291e-05,0.0
D148,D162,4,1.0652260978492103e-05,0.0
D148,D286,4,1.0481038409805788e-05,0.0
D148,D357,4,1.0794579559725549e-05,0.0
D148,D473,4,1.0655938299911393e-05,0.0
D148,D478,4,1.049582112131023e-05,0.0
D149,D170,4,1.0492411231460931e-05,0.0
D149,D196,4,1.0518091644179595e-05,0.0
D149,D265,4,1.0466387904973014e-05,0.0
D149,D274,4,1.0457216867342779e-05,0.0
D149,D287,4,1.0497102288708319e-05,0.0
D149,D288,4,1.0442380972866827e-05,0.0
D149,D310,4,1.0503201952162749e-05,0.0
D149,D357,4,1.0463918202607863e-05,0.0
D149,D362,4,1.0694564037283184e-05,0.0
D149,D366,4,1.045507281872883e-05,0.0
D149,D377,4,1.0469011725293133e-05,0.0
D149,D396,4,1.0572570489108724e-05,0.0
D149,D417,4,1.083916699091482e-05,0.0
D149,D444,4,1.1143981213869688e-05,0.0
D149,D447,4,1.049795458762569e-05,0.0
D149,D494,4,1.0453425544831675e-05,0.0
D150,D192,4,1.0465969498272435e-05,0.0
D150,D193,4,1.0471564043317505e-05,0.0
D150,D210,4,1.0478511935374973e-05,0.0
D150,D306,4,1.0548587343231764e-05,0.0
D150,D326,4,1.0471910515466504e-05,0.0
D150,D339,4,1.046809490557869e-05,0.0
D150,D362,4,1.050982139277265e-05,0.0
D150,D390,4,1.0467784718201914e-05,0.0
D150,D407,4,1.0614677461114656e-05,0.0
D150,D432,4,1.0442786155957171e-05,0.0
D150,D434,4,1.0654496114836226e-05,0.0
D150,D457,4,1.0466596303062058e-05,0.0
D151,D203,4,1.0794508532342508e-05,0.0
D151,D210,4,1.076725099830516e-05,0.0
D151,D246,4,1.0453837610802923e-05,0.0
D151,D263,4,1.0458791562098793e-05,0.0
D151,D294,4,1.0466566463074585e-05,0.0
D151,D308,4,1.1064110265480299e-05,0.0
D151,D359,4,1.0457175192886943e-05,0.0
D151,D388,4,1.0598032031587194e-05,0.0
D151,D426,4,1.0656778735202348e-05,0.0
D152,D155,4,1.0513074917686327e-05,0.0
D152,D188,4,1.0474107142069207e-05,0.0
D152,D235,4,1.045477471317725e-05,0.0
D152,D265,4,1.0509495635539545e-05,0.0
D152,D322,4,1.0701637593025732e-05,0.0
D152,D343,4,1.0463608784010004e-05,0.0
D152,D387,4,1.0775857089750715e-05,0.0
D152,D399,4,1.0508564450191623e-05,0.0
D152,D464,4,1.0518006072006037e-05,0.0
D152,D499,4,1.0502207441051111e-05,0.0
D152,D508,4,1.0493403655200209e-05,0.0
D153,D210,4,1.1076665384922125e-05,0.0
D153,D223,4,1.104584239479735e-05,0.0
D153,D256,4,1.0753055123772565e-05,0.0
D153,D295,4,1.0474702046170636e-05,0.0
D153,D345,4,1.104584239479735e-05,0.0
D153,D417,4,1.0783938484566032e-05,0.0
D154,D169,4,1.0502485171014274e-05,0.0
D154,D301,4,1.0471346681540619e-05,0.0
D154,D304,4,1.0490822640975682e-05,0.0
D154,D355,4,1.0508787999152315e-05,0.0
D154,D376,4,1.0582647119571009e-05,0.0
D154,D481,4,1.048144620300095e-05,0.0
D155,D193,4,1.0510075210156158e-05,0.0
D155,D232,4,1.051661091970911e-05,0.0
D155,D282,4,1.0554462608722016e-05,0.0
D155,D397,4,1.0514520421242485e-05,0.0
D155,D425,4,1.0487249564914236e-05,0.0
D155,D462,4,1.0536607298020864e-05,0.0
D156,D180,4,1.0522363270284065e-05,0.0
D156,D318,4,1.0721444164186072e-05,0.0
D156,D356,4,1.0848810908463125e-05,0.0
D156,D392,4,1.0553660902486853e-05,0.0
D156,D461,4,1.0538376384357287e-05,0.0
D156,D495,4,1.049273220366947e-05,0.0
D156,D505,4,1.0526338041958145e-05,0.0
D157,D169,4,1.049268309337508e-05,0.0
D157,D193,4,1.0498342291257514e-05,0.0
D157,D222,4,1.050521548525218e-05,0.0
D157,D478,4,1.0453425544831675e-05,0.0
D158,D179,4,1.0529317185748605e-05,0.0
D158,D181,4,1.055978283167639e-05,0.0
D158,D182,4,1.0519089447965718e-05,0.0
D158,D289,4,1.057544758889106e-05,0.0
D158,D438,4,1.0506008004209873e-05,0.0
D158,D479,4,1.0557282508532929e-05,0.0
D159,D172,4,1.0501289858516726e-05,0.0
D159,D194,4,1.0504799501817203e-05,0.0
D159,D370,4,1.0509393780733416e-05,0.0
D159,D378,4,1.0472181344421719e-05,0.0
D159,D391,4,1.0501761742100818e-05,0.0
D159,D406,4,1.0478181229134888e-05,0.0
D159,D409,4,1.0491549352856423e-05,0.0
D159,D421,4,1.0452106273290228e-05,0.0
D159,D425,4,1.0435831997942508e-05,0.0
D159,D440,4,1.0536282629018564e-05,0.0
D159,D507,4,1.0519300854867464e-05,0.0
D160,D203,4,1.1077787334450826e-05,0.0
D160,D217,4,1.0488403212559035e-05,0.0
D160,D219,4,1.0513307593077153e-05,0.0
D160,D223,4,1.0718248105071274e-05,0.0
D160,D266,4,1.0834539689536797e-05,0.0
D160,D303,4,1.0453504049495694e-05,0.0
D160,D387,4,1.0670793789003337e-05,0.0
D160,D391,4,1.0538500071194441e-05,0.0
D160,D456,4,1.1178149952145541e-05,0.0
D160,D495,4,1.0501252942757002e-05,0.0
D161,D234,4,1.0503075458866915e-05,0.0
D161,D255,4,1.089224738998674e-05,0.0
D161,D432,4,1.0541443138683237e-05,0.0
D161,D487,4,1.0464597354575693e-05,0.0
D162,D168,4,1.0442978184363617e-05,0.0
D162,D279,4,1.0487394422125133e-05,0.0
D162,D342,4,1.0765775609722712e-05,0.0
D163,D259,4,1.0514864635010964e-05,0.0
D163,D330,4,1.075753588599375e-05,0.0
D163,D405,4,1.049441526345903e-05,0.0
D163,D506,4,1.0487394422125133e-05,0.0
D164,D193,4,1.0474646841509097e-05,0.0
D164,D222,4,1.049875794884213e-05,0.0
D164,D262,4,1.0767609731547547e-05,0.0
D164,D285,4,1.1075258181857312e-05,0.0
D164,D314,4,1.0472793465128234e-05,0.0
D164,D355,4,1.1001494914965125e-05,0.0
D164,D377,4,1.045962481888482e-05,0.0
D164,D478,4,1.0756119078421035e-05,0.0
D164,D500,4,1.0490293270191023e-05,0.0
D165,D274,4,1.0512148897781141e-05,0.0
D165,D406,4,1.0444831560744481e-05,0.0
D165,D410,4,1.0484737291892152e-05,0.0
D165,D481,4,1.0469630417723057e-05,0.0
D165,D498,4,1.0491134512865549e-05,0.0
D167,D176,4,1.0496433501722582e-05,0.0
D167,D301,4,1.0497604880830343e-05,0.0
D167,D349,4,1.068121081879962e-05,0.0
D167,D376,4,1.0731730527319114e-05,0.0
D167,D453,4,1.0556791248543201e-05,0.0
D167,D463,4,1.051748631927003e-05,0.0
D168,D277,4,1.0482837286607604e-05,0.0
D168,D283,4,1.0579698541448621e-05,0.0
D168,D445,4,1.0485246235252839e-05,0.0
D168,D489,4,1.0496870726768506e-05,0.0
D168,D510,4,1.044933322790329e-05,0.0
D169,D190,4,1.0540495382506142e-05,0.0
D169,D356,4,1.0454236579373791e-05,0.0
D169,D382,4,1.049633078645593e-05,0.0
D169,D430,4,1.0475015858856279e-05,0.0
D169,D491,4,1.0499501035143649e-05,0.0
D170,D207,4,1.0696989010892706e-05,0.0
D170,D223,4,1.0981638191528407e-05,0.0
D170,D303,4,1.0801919531770475e-05,0.0
D170,D322,4,1.0571722905037914e-05,0.0
D170,D326,4,1.078813437795573e-05,0.0
D170,D466,4,1.0531664902992407e-05,0.0
D170,D490,4,1.0482090364763687e-05,0.0
D171,D220,4,1.0530931729286774e-05,0.0
D171,D222,4,1.0493647354789581e-05,0.0
D171,D340,4,1.0458192508131334e-05,0.0
D171,D376,4,1.0573378311627922e-05,0.0
D171,D485,4,1.0463260875251773e-05,0.0
D171,D506,4,1.0479148508667907e-05,0.0
D172,D195,4,1.0772401482217603e-05,0.0
D172,D265,4,1.0487187641086715e-05,0.0
D172,D294,4,1.0869532591929782e-05,0.0
D172,D332,4,1.0777734041562717e-05,0.0
D172,D387,4,1.0948308587496536e-05,0.0
D172,D413,4,1.0484330467476663e-05,0.0
D172,D433,4,1.050510100822634e-05,0.0
D172,D457,4,1.044359715466758e-05,0.0
D172,D495,4,1.0591913581976655e-05,0.0
D172,D502,4,1.1340477876195844e-05,0.0
D173,D306,4,1.0441358364949185e-05,0.0
D173,D328,4,1.0559396189613006e-05,0.0
D173,D410,4,1.0467203477733133e-05,0.0
D173,D420,4,1.0572476843554281e-05,0.0
D173,D427,4,1.047833226522599e-05,0.0
D173,D439,4,1.0479812640223184e-05,0.0
D173,D447,4,1.0758991184747029e-05,0.0
D173,D510,4,1.1060861032484802e-05,0.0
D174,D185,4,1.0578338670019992e-05,0.0
D174,D188,4,1.0451575322313953e-05,0.0
D174,D199,4,1.0477261654011983e-05,0.0
D174,D232,4,1.0460244286564125e-05,0.0
D174,D234,4,1.0458748727312782e-05,0.0
D174,D237,4,1.0510353313060408e-05,0.0
D174,D265,4,1.047999011671382e-05,0.0
D174,D274,4,1.051424254968044e-05,0.0
D174,D286,4,1.0455472050748177e-05,0.0
D174,D290,4,1.0476017662244815e-05,0.0
D174,D299,4,1.045793650726272e-05,0.0
D174,D318,4,1.0459624775965453e-05,0.0
D174,D327,4,1.0494480206125335e-05,0.0
D174,D403,4,1.0757141997198571e-05,0.0
D175,D257,4,1.0479117677844956e-05,0.0
D176,D245,4,1.0509082301053204e-05,0.0
D176,D274,4,1.0793972961511964e-05,0.0
D176,D308,4,1.106535551681643e-05,0.0
D176,D373,4,1.0484591912890843e-05,0.0
D176,D375,4,1.0778552386798325e-05,0.0
D176,D387,4,1.110121141330077e-05,0.0
D176,D433,4,1.0477363303230475e-05,0.0
D176,D464,4,1.0534000494116217e-05,0.0
D176,D502,4,1.107108072852474e-05,0.0
D177,D247,4,1.0471592006704484e-05,0.0
D177,D248,4,1.04888894410907e-05,0.0
D177,D307,4,1.0442575486774985e-05,0.0
D177,D334,4,1.0493180147470486e-05,0.0
D177,D350,4,1.046393807304396e-05,0.0
D177,D366,4,1.0530940442830226e-05,0.0
D177,D383,4,1.0461246265942228e-05,0.0
D177,D440,4,1.0540895958220535e-05,0.0
D177,D504,4,1.0485366239479286e-05,0.0
D179,D189,4,1.0446458385406124e-05,0.0
D179,D226,4,1.0793413121998692e-05,0.0
D180,D260,4,1.0474674997949731e-05,0.0
D180,D277,4,1.0554531276236653e-05,0.0
D180,D283,4,1.08081407720033e-05,0.0
D181,D228,4,1.0486589653293079e-05,0.0
D182,D185,4,1.0462924116647174e-05,0.0
D182,D381,4,1.058052606690562e-05,0.0
D182,D440,4,1.0491953395739172e-05,0.0
D182,D483,4,1.0505316244247833e-05,0.0
D182,D511,4,1.1088372774743797e-05,0.0
D183,D199,4,1.0515686688002206e-05,0.0
D183,D255,4,1.0535301413175465e-05,0.0
D183,D256,4,1.050546075642914e-05,0.0
D183,D349,4,1.0486774079009883e-05,0.0
D183,D373,4,1.059444586083287e-05,0.0
D183,D389,4,1.0512357345058506e-05,0.0
D183,D406,4,1.0487758686327212e-05,0.0
D183,D407,4,1.054712249601167e-05,0.0
D183,D435,4,1.0484060500699565e-05,0.0
D183,D444,4,1.0590682183151667e-05,0.0
D183,D486,4,1.0491484154360583e-05,0.0
D183,D500,4,1.0492923638296489e-05,0.0
D183,D510,4,1.046644978533489e-05,0.0
D184,D194,4,1.0864353275200493e-05,0.0
D184,D264,4,1.0477702417171077e-05,0.0
D184,D272,4,1.049400003514325e-05,0.0
D184,D353,4,1.0478429396498588e-05,0.0
D184,D396,4,1.0580741546637873e-05,0.0
D184,D410,4,1.0535863863859076e-05,0.0
D184,D417,4,1.0495029881114791e-05,0.0
D184,D434,4,1.0489456321495604e-05,0.0
D184,D466,4,1.0786795658176084e-05,0.0
D185,D218,4,1.0509124896025692e-05,0.0
D185,D307,4,1.04582149040436e-05,0.0
D185,D321,4,1.056675942462296e-05,0.0
D185,D378,4,1.0812824925212118e-05,0.0
D185,D434,4,1.0486589653293079e-05,0.0
D185,D502,4,1.057731092597072e-05,0.0
D186,D259,4,1.0481052613625867e-05,0.0
D186,D320,4,1.0493548168715309e-05,0.0
D186,D365,4,1.0552499510268609e-05,0.0
D186,D405,4,1.0520939694015535e-05,0.0
D186,D485,4,1.048770968284147e-05,0.0
D188,D228,4,1.0828030065693184e-05,0.0
D188,D261,4,1.0780139033606078e-05,0.0
D188,D263,4,1.0500543382480438e-05,0.0
D188,D299,4,1.0523387383033084e-05,0.0
D188,D400,4,1.1257334356709748e-05,0.0
D188,D424,4,1.110121141330077e-05,0.0
D188,D460,4,1.1079326641981963e-05,0.0
D188,D470,4,1.0543159568508233e-05,0.0
D188,D486,4,1.0480782882780503e-05,0.0
D188,D511,4,1.1097785610083932e-05,0.0
D189,D212,4,1.0529311522210824e-05,0.0
D189,D274,4,1.0499721699202763e-05,0.0
D189,D342,4,1.0508319367842281e-05,0.0
D189,D395,4,1.070280865395506e-05,0.0
D189,D433,4,1.0749013073791397e-05,0.0
D189,D437,4,1.1075258181857312e-05,0.0
D189,D491,4,1.0520288206908384e-05,0.0
D189,D502,4,1.0768683000521755e-05,0.0
D190,D206,4,1.0549357807843447e-05,0.0
D190,D241,4,1.0513645181682323e-05,0.0
D190,D398,4,1.0501392010518276e-05,0.0
D190,D403,4,1.079849335674525e-05,0.0
D191,D195,4,1.0614105543522507e-05,0.0
D191,D265,4,1.0523074344656004e-05,0.0
D191,D286,4,1.051520714808164e-05,0.0
D191,D321,4,1.0500282792501565e-05,0.0
D191,D354,4,1.0521941543712401e-05,0.0
D191,D363,4,1.065304933124861e-05,0.0
D191,D453,4,1.052053695620317e-05,0.0
D191,D490,4,1.049329211551882e-05,0.0
D192,D217,4,1.0482881733900366e-05,0.0
D192,D282,4,1.0479148508667907e-05,0.0
D192,D285,4,1.0469729510479762e-05,0.0
D192,D321,4,1.0552239978839125e-05,0.0
D192,D366,4,1.049441422155278e-05,0.0
D192,D378,4,1.1078573965964525e-05,0.0
D192,D480,4,1.0655508114440158e-05,0.0
D192,D481,4,1.0645427192640817e-05,0.0
D193,D195,4,1.0862699938396478e-05,0.0
D193,D199,4,1.0479343873484813e-05,0.0
D193,D274,4,1.0499928252419167e-05,0.0
D193,D300,4,1.0511942116742724e-05,0.0
D193,D447,4,1.049959458018832e-05,0.0
D193,D499,4,1.0474806997444057e-05,0.0
D194,D209,4,1.078242320612369e-05,0.0
D194,D305,4,1.0455523106967865e-05,0.0
D194,D387,4,1.0837406032534133e-05,0.0
D194,D389,4,1.098288573476984e-05,0.0
D194,D392,4,1.0851391409995498e-05,0.0
D194,D406,4,1.0526452910797683e-05,0.0
D194,D451,4,1.1141530625992038e-05,0.0
D194,D466,4,1.0688665481687124e-05,0.0
D194,D490,4,1.0460033617381937e-05,0.0
D194,D495,4,1.0492622202054389e-05,0.0
D195,D202,4,1.0531140268867655e-05,0.0
D195,D264,4,1.0459441637585236e-05,0.0
D195,D281,4,1.0561611945779873e-05,0.0
D195,D282,4,1.0758165717825112e-05,0.0
D195,D312,4,1.067482502318483e-05,0.0
D195,D357,4,1.046785886208207e-05,0.0
D195,D431,4,1.047853514189709e-05,0.0
D195,D460,4,1.078202990352363e-05,0.0
D196,D203,4,1.1264302767020238e-05,0.0
D196,D250,4,1.0460401387337218e-05,0.0
D196,D315,4,1.0968220502034128e-05,0.0
D196,D318,4,1.0781416536752812e-05,0.0
D196,D379,4,1.0529135750398892e-05,0.0
D196,D438,4,1.0515086844619232e-05,0.0
D197,D387,4,1.0536630830371949e-05,0.0
D197,D464,4,1.0454039873482266e-05,0.0
D197,D508,4,1.0566509996940787e-05,0.0
D198,D215,4,1.0571264701708724e-05,0.0
D198,D294,4,1.0505860529749392e-05,0.0
D198,D395,4,1.0544094616239513e-05,0.0
D198,D447,4,1.0607265977194378e-05,0.0
D198,D455,4,1.0585425699846694e-05,0.0
D198,D479,4,1.083213604996629e-05,0.0
D199,D211,4,1.049400003514325e-05,0.0
D199,D254,4,1.0499922853848696e-05,0.0
D199,D324,4,1.0459004284014926e-05,0.0
D199,D366,4,1.0469889666414724e-05,0.0
D199,D406,4,1.0510405398035184e-05,0.0
D199,D410,4,1.081206616142401e-05,0.0
D199,D424,4,1.0503237532231502e-05,0.0
D199,D489,4,1.0498316230324663e-05,0.0
D201,D209,4,1.0431335732540553e-05,0.0
D201,D274,4,1.0504691615150224e-05,0.0
D201,D385,4,1.0447684028093587e-05,0.0
D201,D457,4,1.0433793503245387e-05,0.0
D202,D215,4,1.04587923639478e-05,0.0
D202,D237,4,1.0516968063754598e-05,0.0
D202,D256,4,1.046028932142597e-05,0.0
D202,D268,4,1.0489832671769098e-05,0.0
D202,D339,4,1.0463063147771791e-05,0.0
D202,D359,4,1.0545201760203117e-05,0.0
D202,D406,4,1.0492911840593173e-05,0.0
D202,D441,4,1.0490709210650142e-05,0.0
D202,D466,4,1.0487489649391328e-05,0.0
D202,D486,4,1.047006776189447e-05,0.0
D202,D511,4,1.0474452310644925e-05,0.0
D203,D228,4,1.1108494713106033e-05,0.0
D203,D232,4,1.0512643461521876e-05,0.0
D203,D280,4,1.05457496018719e-05,0.0
D203,D307,4,1.0441138084051162e-05,0.0
D203,D349,4,1.0817112683837066e-05,0.0
D203,D370,4,1.0949734203862705e-05,0.0
D203,D374,4,1.0542489736353965e-05,0.0
D203,D377,4,1.0477257638750357e-05,0.0
D203,D378,4,1.1081367091657783e-05,0.0
D203,D500,4,1.051322995336654e-05,0.0
D204,D284,4,1.0783363121520408e-05,0.0
D204,D356,4,1.0498172520389083e-05,0.0
D204,D419,4,1.0795119640157886e-05,0.0
D204,D429,4,1.0453320911115477e-05,0.0
D204,D450,4,1.046230625909221e-05,0.0
D206,D233,4,1.0549357807843447e-05,0.0
D206,D317,4,1.0549357807843447e-05,0.0
D206,D318,4,1.0556471615171227e-05,0.0
D206,D356,4,1.0549357807843447e-05,0.0
D206,D442,4,1.0549357807843447e-05,0.0
D206,D454,4,1.0718799539221532e-05,0.0
D206,D466,4,1.0563585422499008e-05,0.0
D206,D474,4,1.054773663709518e-05,0.0
D206,D498,4,1.0549357807843447e-05,0.0
D207,D261,4,1.0452624316794496e-05,0.0
D207,D263,4,1.0547834941932171e-05,0.0
D207,D307,4,1.044175145082198e-05,0.0
D207,D362,4,1.0463716542334373e-05,0.0
D207,D374,4,1.0525227451337155e-05,0.0
D207,D421,4,1.0543000859515732e-05,0.0
D207,D425,4,1.0528187605847684e-05,0.0
D207,D462,4,1.0521635335360315e-05,0.0
D207,D470,4,1.0561056105610562e-05,0.0
D208,D209,4,1.0680007302938415e-05,0.0
D208,D281,4,1.049583309489588e-05,0.0
D208,D285,4,1.0804371616860589e-05,0.0
D208,D308,4,1.138590182331752e-05,0.0
D208,D322,4,1.0497887018363511e-05,0.0
D208,D370,4,1.0535609698650242e-05,0.0
D208,D387,4,1.0705130980254496e-05,0.0
D208,D406,4,1.0463905206014747e-05,0.0
D208,D407,4,1.0664008326514103e-05,0.0
D208,D410,4,1.0512998361230752e-05,0.0
D208,D417,4,1.0796010517405277e-05,0.0
D208,D425,4,1.0472344322982648e-05,0.0
D208,D486,4,1.04647762855442e-05,0.0
D208,D511,4,1.1086126057566106e-05,0.0
D209,D306,4,1.0571211514212962e-05,0.0
D209,D307,4,1.0654711566369756e-05,0.0
D209,D374,4,1.0499311154223166e-05,0.0
D209,D390,4,1.0498859939049443e-05,0.0
D209,D399,4,1.0685055307721717e-05,0.0
D209,D440,4,1.0516473640832525e-05,0.0
D209,D488,4,1.0487600321206203e-05,0.0
D209,D489,4,1.0515786186476757e-05,0.0
D209,D500,4,1.0481223956415008e-05,0.0
D210,D231,4,1.0446456172641409e-05,0.0
D210,D311,4,1.0718088760309518e-05,0.0
D210,D389,4,1.107645860388371e-05,0.0
D210,D407,4,1.0493590243993026e-05,0.0
D211,D217,4,1.0464808985637653e-05,0.0
D211,D267,4,1.0650191701228967e-05,0.0
D212,D226,4,1.0739966542962504e-05,0.0
D212,D262,4,1.052881667304889e-05,0.0
D212,D271,4,1.049840991277263e-05,0.0
D212,D276,4,1.0468420472790063e-05,0.0
D212,D314,4,1.078013903360608e-05,0.0
D212,D370,4,1.046269282170783e-05,0.0
D212,D431,4,1.0758569666298685e-05,0.0
D213,D255,4,1.0873086194440188e-05,0.0
D213,D262,4,1.0501631317358765e-05,0.0
D213,D276,4,1.0503703218189237e-05,0.0
D213,D463,4,1.0519840463472583e-05,0.0
D213,D485,4,1.0463260875251773e-05,0.0
D213,D488,4,1.0481652498588847e-05,0.0
