city,F000,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063
Singapore,0.008616458175415896,0.02857923391736633,0.008844985829676086,0.0011313728235557293,0.020538520589215105,0.0017228088301798126,0.0010223393828787725,0.0432279370229284,0.02517908038540706,0.007596935154473429,0.01983000439352462,0.019943865883235243,0.01307797781994274,0.06625974260061251,0.0011317751609752015,0.007158387367248768,0.008731929014804407,0.01585772705107593,0.005463742156432008,0.004886790296908922,0.005488284739019809,0.04502920164990529,0.02367554544883958,0.0039014659566215886,0.008206074007554288,0.010507846384354546,0.0005994827550135266,0.04222008178715063,0.043532506449468836,0.041084283251980706,0.002912520579559006,0.0035063706106999225,0.0017461444005091983,0.005948558746895967,0.004453875233556872,0.013541872864594146,0.06440416242200689,0.0030959864428383136,0.008301830313388664,0.0025415654788056696,0.02837685819537183,0.0034335475377754603,0.02671520465295179,0.0062607725844063674,0.008692499947696136,0.0208652185738265,0.009986014751299148,0.007118153625301552,0.0023355687200359207,0.0013820290358868884,0.0009036498441344837,0.0065955173174072085,0.024121335309614737,0.03467303647269175,0.050809985692881365,0.0006143692395339967,0.004220117192843544,0.04080184238351125,0.05165851531054816,0.0017449373882507818,0.00811353640107569,0.0136408478697843,0.003189731061575328,0.00024743751297538177
CapeTown,0.006950241309499823,0.042652533509877855,0.004475979390345701,0.0014528143180168164,0.013646220124156856,0.00037979460707649306,0.0008707291096974756,0.029743914491043244,0.022282349705279383,0.01645749978411675,0.02842582731258935,0.017118342400429847,0.010274843364708366,0.0433689460739632,0.0010582277104541863,0.0072428830488471835,0.007695438306963594,0.020751177763065735,0.01466446945491878,0.0067135693017216285,0.0028756448512644362,0.03618163297288826,0.026767524122954307,0.007784590093677339,0.008138398753953861,0.01401082294695029,0.0004353645548487378,0.03127068881149075,0.033194848226079335,0.03993360390700709,0.0031411012924210586,0.00341855124748536,0.0029667955569627944,0.008295913569941376,0.0062650118815744445,0.0210722041519946,0.03906647285148192,0.00354048530554676,0.0032638349180763044,0.002431884836680323,0.019299163012642763,0.002764504955719947,0.018314095737025415,0.010058560330573226,0.01094568057594453,0.030627436682242243,0.01266874874068104,0.0021156558533145277,0.0010726199271434008,0.0018022253565271901,0.0020440945536653776,0.010665032350504847,0.04296476465527443,0.023118697408441514,0.10025778059225571,0.001241728473241671,0.00407219775545385,0.032865426377415095,0.06409213897124436,0.00217242515247754,0.01093048879166147,0.0036628191474050832,0.0017542513008964751,0.00020828735819668724
Johannesburg,0.005950758939722765,0.041522307540088045,0.0049069937941795694,0.001227458079082849,0.01405676719901122,0.0005012019113797164,0.000600550186693657,0.035208623268095984,0.021507482344392214,0.014522284831910828,0.025193506110121684,0.0213988074962937,0.011033335604151056,0.04314553670776847,0.001078232914529665,0.006964111347924959,0.007790121294106579,0.021870813179826056,0.014058794714833955,0.005969412085291914,0.005243966923917875,0.04015413986290749,0.030516546151126162,0.008551250733960727,0.009340359892168599,0.014683269588235867,0.00027655315822084676,0.023152203179793614,0.03093664742959654,0.040726710331247425,0.0027825627151194287,0.003941085256229339,0.0018567989904593215,0.01052199611365767,0.008422706230799425,0.018002312990050576,0.047269909394372915,0.003714814490412283,0.0032034749999188994,0.0016605354588187205,0.017143051784376126,0.002649152173983566,0.016795941075524155,0.005881417898585281,0.010977781670608158,0.021303919755789776,0.010865051790864175,0.0023932796771546005,0.0010972915632633598,0.0017189279145134449,0.0032290216992853413,0.009651380819375914,0.03573131684719667,0.027144787337920386,0.08180661391881502,0.000980912155038458,0.0037038659049695223,0.05525669972328464,0.06982156238747288,0.0015993044809721696,0.009199244790906348,0.005518492566315988,0.001922896006280433,0.00014314261708498374
Seoul,0.006523927645249102,0.028014512829599086,0.007923264017524927,0.001080005798688852,0.012332280978689818,0.001833432662725706,0.0027221622666430425,0.027197461462880337,0.024497446966158208,0.008640046389510816,0.046906963258863135,0.017778618945605076,0.012547315690285585,0.051846721324678255,0.0015930286874023484,0.010553613710677642,0.006279094115941562,0.009931462719262922,0.008187426509672534,0.008287695504405394,0.005511170529774657,0.04588091748143614,0.03271749110062336,0.004976805244591917,0.004476668331105133,0.013209735354283781,0.00033141117536201537,0.03663885443680234,0.047855693184929854,0.03130607412657249,0.00693829228613308,0.0030962582349435435,0.0033189439943301707,0.010607171045213665,0.005489425446579579,0.02431180838554838,0.0671234476426719,0.004157337757518162,0.00893924262680605,0.0011367846270315546,0.030067812444630575,0.005271169241177134,0.012323019183995618,0.016809754683246622,0.015830017879290628,0.023382004735595895,0.011695633265145047,0.009506225536781406,0.0012632282589436722,0.0023339722629383245,0.0018342380361773755,0.005602177729813315,0.025850071678237198,0.030937615772433678,0.06558961390396727,0.0008641657136414156,0.006169966013240339,0.018347212602483773,0.036823687643960504,0.001125509398708181,0.01768076607122723,0.002768471240114041,0.004997744954335325,0.00022590725319330575
Taipei,0.005877895665842094,0.025872967558235416,0.009773677463409606,0.0011724386724386725,0.01482901399196042,0.0026247004483611626,0.0016753150123685837,0.03403534709338281,0.016982645330859615,0.009549818980622552,0.031731939935064936,0.02226747706658421,0.01309290288084931,0.052471864692846835,0.0016310264636157494,0.008002135513296227,0.006388019222840651,0.015181309266130694,0.009925063775510204,0.008369730467944753,0.0072286964028035455,0.045858779117707686,0.03199485286538858,0.0032117250309214593,0.0069214949237270664,0.016029636286332714,0.0003873234900020614,0.040739425505050504,0.042756164965986394,0.03404903628117914,0.006170200087610802,0.0036409213306534734,0.0021246424706246134,0.00797958861574933,0.005042855210265924,0.018055233457019173,0.06676498724489796,0.006185902391259534,0.009230941429602143,0.001298862347969491,0.022929792182024324,0.005971706864564007,0.019676999587713875,0.010167845547309833,0.010545103458049886,0.03441824172850959,0.010169456039991755,0.009900906385281386,0.0012183377138734281,0.0027595792104720676,0.001343956143063286,0.0057265093537414965,0.02920749265615337,0.02509308647701505,0.061693948412698416,0.0012751075809111524,0.004950251881055453,0.024443252679859823,0.03802332959699031,0.002841311714079571,0.01998983779117708,0.0055807597660276235,0.004769876700680272,0.00017675157184085755
Bangkok,0.006906635287505708,0.019980664774124326,0.010727378105052067,0.0011368027104442153,0.01321932309146472,0.0014066336908726876,0.0016956242675446019,0.03964359957721158,0.014307029336535115,0.005376661695815864,0.0315007711737488,0.019366759377824044,0.008640179589282123,0.05442003902171102,0.0022476601343087697,0.006689493196746701,0.003691415542903126,0.014239172433172924,0.009722297618781513,0.007357684115736734,0.006981677039459189,0.047402437739295374,0.03400509006606867,0.00402710763541843,0.0045707611788260915,0.012704009784167148,0.0003823936083586932,0.03119900753291459,0.03219530653757356,0.03369454494362289,0.004982293339805019,0.005744685606991975,0.0021598453181929946,0.01102794427112106,0.008737175045264545,0.024104368707270108,0.04462549375876152,0.007690582100466536,0.006812833097563857,0.0024260838743258217,0.020507154512563904,0.004903659163555893,0.023963066684974724,0.009518726908694944,0.009744650481065528,0.029666638991694316,0.017901050265200745,0.013357831005974602,0.0011140506899051281,0.0016301623137128423,0.0008685683630360296,0.009263265625449053,0.031590980939395004,0.03979048981507796,0.0702694158558432,0.0008809422689432524,0.0038622552760738155,0.040559667772601136,0.03787971924804971,0.0031513544237911093,0.023893213990337177,0.005632921295571898,0.0021422823549698397,0.0001584658272634668
Istanbul,0.008522946332185267,0.0208157964067239,0.009597652033105433,0.0008959896931064617,0.01136673970595795,0.0011706902534313474,0.0044767355934817255,0.022250343777309414,0.01745633706883257,0.011345856037629158,0.054945734591065644,0.01738766192875135,0.01518804940112065,0.04530711843931527,0.0012237026422659745,0.008588408600215905,0.004689186757826556,0.005990399938312857,0.008626963064822907,0.013601292217138745,0.003682754587981288,0.04189504832159564,0.03597051226031975,0.0060988343700200485,0.005997227291420346,0.012171564154629106,0.000266266771192104,0.0245881098031152,0.06060721675320002,0.03323836619030484,0.009222549221199815,0.0038638802498329305,0.0018273209787693415,0.015752711664010693,0.007649045134426566,0.030723490592710637,0.04885091631110883,0.004691596411864494,0.008618127666683802,0.0017494088315426926,0.02719294581812574,0.011323365933275074,0.023803365804760192,0.011089629491595126,0.013390447488819205,0.02294432414023544,0.011575977998252197,0.0016506130159872512,0.0012988035264483626,0.002090776486917185,0.0021891706934663033,0.008350254459466406,0.02352786202642266,0.019837075258314914,0.07599687387549478,0.0014546278209016605,0.006350643216984527,0.027768853133192824,0.04117054567418907,0.00171205919395466,0.012138632216110626,0.003229338019842698,0.00874784737572611,0.00025341528298977023
London,0.014307976264682788,0.02045511580276696,0.009131863772879244,0.002132292821928454,0.012049397307514835,0.0007111690372301241,0.0038084174566296175,0.037855078564547597,0.015025216750722502,0.012741947235062213,0.029161978158974814,0.012031992487594007,0.017132009487650673,0.049494855459042,0.0018161727205757352,0.01111763229686956,0.005005302398627043,0.00901529195573509,0.0134595924843559,0.0068044750625359226,0.0036141310947226967,0.032100964146070964,0.029168049607784408,0.006854260942774571,0.005746828679905123,0.01423188077293591,0.0003331201580195744,0.02965417027580568,0.05531170818188442,0.03469509184078232,0.0025346274963773687,0.003746893442025759,0.0016469816804151251,0.02500344048765877,0.006779784504043585,0.01534983688040865,0.06337580649078355,0.004229371240761279,0.004145585247188919,0.0020221972168478655,0.0358421909025411,0.01234446971966097,0.023349173068672135,0.009617174914392571,0.01643419763780165,0.013017591011017656,0.0071384047470634425,0.002849938071222142,0.0013846950918407824,0.0029535574642391665,0.002684389900347287,0.010968679419407589,0.03145010483368278,0.013121615167288653,0.06475888252960843,0.0024289842870904806,0.011968039893466311,0.05546511345514009,0.036342478284451425,0.0008852172364384071,0.011927158804815064,0.005704733301491957,0.003281415699957095,0.0002792866452411984
LosAngeles,0.008241665555460947,0.03663605094088332,0.004768277459767659,0.0016836774857939712,0.017456506337085727,0.000587198588795512,0.0013430862386677098,0.019020093277017962,0.024560725652143876,0.01148089716875493,0.028215655308805408,0.027111545239996336,0.011294535920327354,0.045014675948313675,0.0009189537422463278,0.013929700038718155,0.0073452036880248435,0.014558669252161227,0.005581599718530252,0.007777368996878449,0.0012358481926975308,0.03156855121801535,0.025472048222579594,0.004571071914556581,0.003950938794788954,0.015691295805104692,0.0003189026535592589,0.03214209402567608,0.03239191449231822,0.03368077924706842,0.002344777948965936,0.004697187069742484,0.002862894350844329,0.0050787456602730836,0.0019672357646514484,0.02211232442280226,0.07482645108740182,0.0022777039651568727,0.0019957522487858404,0.0019326946711928888,0.02153195372457414,0.003631232859986473,0.013269402856789413,0.01076597686228707,0.008660576723801383,0.032222020509376705,0.011948808492931928,0.0034183633305325594,0.0008374206960592629,0.0007205432751704161,0.00041007507466499156,0.008628445474072492,0.03535883376415984,0.026499444932660935,0.10383494498326765,0.0013800371758559363,0.012342416302110863,0.031886650590331383,0.06879862863826157,0.001427832409827664,0.00804486165087148,0.0039513404354105655,0.0016872922513884716,9.759867105151122e-05
NewYorkCity,0.011355862182929851,0.02215070643642072,0.004726514087416343,0.0027869123357845164,0.015034702139965299,0.0006717342807568372,0.002082954639345617,0.02179542262249029,0.02116417417169297,0.010512269685202016,0.03507270924564158,0.022351896224076677,0.010865487895563084,0.05229075435842353,0.0012368834173345452,0.01930554407998017,0.005281335206147236,0.01567710485003718,0.006508303726348839,0.007831942493596629,0.0017966619846319094,0.040373874246054695,0.02569445592001983,0.0073894902090390815,0.003257869949599273,0.01239568701974717,0.0005849789308435925,0.02098240105758903,0.04011897876559531,0.03083161199702553,0.0025018590432124266,0.004794265884491449,0.001940427993059572,0.0058948194662480375,0.004159299347269272,0.019275799388581344,0.08829794265884491,0.0028112864579029995,0.0023708997769148147,0.0016537222176319921,0.03379162191192266,0.008739155581260845,0.016778484673221516,0.006557465091299678,0.008126910683301661,0.035980335454019664,0.01271420309014294,0.006850367677435347,0.0011542592745600263,0.0009142361398000496,0.0012360571759068,0.011873915558126084,0.02941419482772866,0.029543914731884658,0.07815830785755598,0.0011885482938114517,0.015444104767413038,0.034034123770965874,0.04223622242419235,0.0008340907213087664,0.009675700239610015,0.0064583161199702555,0.002323390894819466,0.00014252664628604478
