,F000,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063
F049,5,118,31,6,35,1,6,93,55,31,113,40,25,157,1,7,12,26,13,3,22,112,118,9,11,9,0,55,142,74,15,3,0,63,14,86,121,4,3,1,77,26,47,29,38,57,17,25,0,349,7,35,42,39,151,2,14,72,48,4,48,7,18,0
F050,12,597,64,13,162,1,24,460,248,117,262,215,86,633,11,40,27,76,97,60,57,601,472,67,37,63,2,148,577,555,79,11,1,195,47,210,440,25,4,8,247,55,218,58,83,252,127,30,0,7,1487,75,228,124,850,0,16,349,663,6,145,33,39,0
F051,269,3428,809,62,2699,94,287,5986,4454,1601,4923,2272,944,10876,220,989,613,1586,1527,488,851,7152,4881,797,282,741,28,1680,8847,3563,808,131,29,2422,1249,4029,6586,232,225,199,4341,495,3244,954,989,4218,1513,572,16,35,75,19455,5126,3863,10341,48,481,4115,2586,52,3513,491,258,0
F052,1546,19502,3445,74,7841,153,1649,28855,10529,8961,24472,12835,6088,45450,354,2722,2177,8093,6256,1013,2423,34801,16217,1789,1766,3708,15,20253,31627,25172,1621,643,77,10219,3567,15695,45038,992,653,299,17587,1723,11670,2450,1634,18653,8680,1876,43,42,228,5126,90021,18284,57695,84,1620,22916,38921,363,9082,2450,428,2
F053,1666,16242,3007,121,8625,433,827,26280,15143,5392,25159,12155,4967,46602,445,3172,2150,7995,4256,2513,2732,39863,22053,1441,1498,2698,55,17897,33136,29617,1891,611,70,10442,3323,13291,30121,929,996,522,15121,1182,14046,3238,3902,17095,9641,3143,40,39,124,3863,18284,86968,45897,81,1596,25863,32579,438,9225,2081,953,9
F054,4714,52552,9996,443,21703,448,2593,65782,30012,19473,85147,40271,17080,130692,557,9151,5322,17395,15227,8975,2703,107483,63571,4155,3111,10143,84,58063,98816,83821,7307,1537,202,16997,5140,40065,114119,2900,2106,529,50746,5970,41513,10497,12458,53450,25414,6137,86,151,850,10341,57695,45897,245062,232,5270,81033,117225,1097,19530,5651,3780,26
F055,26,75,44,1,34,1,8,188,74,59,155,36,35,261,9,30,11,27,11,9,7,164,171,5,11,15,0,154,278,198,18,1,1,39,52,121,230,4,5,1,24,14,125,22,26,82,48,18,0,2,0,48,84,81,232,535,19,127,158,3,33,9,21,0
F056,217,1486,247,11,870,8,61,1870,1265,619,2753,895,470,4399,12,610,180,669,110,212,47,2875,2222,251,212,136,5,2195,2056,3530,170,27,3,727,282,2005,4343,87,6,3,1388,271,952,362,562,1356,480,270,2,14,16,481,1620,1596,5270,19,8534,2887,3244,85,420,251,46,0
F057,2550,24085,2139,123,8421,109,919,42236,9462,4359,28505,21670,7861,68594,297,2917,1712,7007,8624,4090,2628,48364,25695,2281,2955,5285,31,31180,39766,44482,1432,891,104,12803,5209,19305,58517,1515,959,368,20265,1940,11817,2931,5273,15136,12363,1682,18,72,349,4115,22916,25863,81033,127,2887,119269,64002,457,8847,2683,655,2
F058,2362,36647,2874,170,11041,157,1279,54573,25338,18066,36840,36598,14654,93986,268,5209,3974,15088,10663,5601,2393,62438,39713,2392,4401,6333,73,51949,61886,65823,1402,863,140,13686,4442,12842,86889,1549,1392,247,25890,1477,20778,6990,8109,36621,19543,4411,25,48,663,2586,38921,32579,117225,158,3244,64002,169922,610,3881,3605,1826,21
F059,34,417,148,3,223,7,4,463,344,90,645,247,99,1011,9,73,41,241,54,45,91,1026,507,17,55,61,0,308,664,499,87,9,0,87,67,264,349,39,13,1,238,34,292,95,162,391,169,79,2,4,6,52,363,438,1097,3,85,457,610,1891,214,87,17,0
F060,397,5724,2033,83,3529,218,542,11530,4208,2384,12017,2861,1716,16806,251,811,668,2473,2326,1208,1464,15256,11828,519,532,2166,23,5250,14252,6409,717,427,29,5698,2766,6120,15464,617,300,86,5989,858,6834,1285,1889,10255,3110,1294,10,48,145,3513,9082,9225,19530,33,420,8847,3881,214,35651,887,499,1
F061,208,2336,222,7,707,18,26,4172,1459,392,1235,1405,839,5910,22,137,109,988,332,308,336,4199,1562,174,272,219,3,2269,2665,4172,134,52,5,1197,371,1450,4661,123,54,27,1175,94,1652,79,296,1069,645,196,4,7,33,491,2450,2081,5651,9,251,2683,3605,87,887,9753,49,0
F062,124,811,857,96,557,22,272,1060,562,291,3106,935,314,3457,19,220,97,226,300,209,40,2787,1051,108,81,369,2,1217,3897,1173,450,20,4,945,172,1701,3647,96,178,8,1996,395,914,400,155,2264,154,228,4,18,39,258,428,953,3780,21,46,655,1826,17,499,49,6655,5
F063,1,14,2,1,3,0,0,18,12,1,11,10,2,18,0,0,0,1,2,2,1,17,4,1,1,2,0,17,16,7,3,0,0,5,3,2,15,0,2,0,5,0,2,0,1,5,0,0,0,0,0,0,2,9,26,0,0,2,21,0,1,0,5,39
