dimension_id,dimension_index,fine_cluster,coarse_cluster,image_occurrence_count,image_prevalence,city_balanced_prevalence,mean_patch_share_all_images,mean_patch_share_when_present,strong_activation_count,strong_activation_prevalence,city_balanced_strong_activation_prevalence,mean_activation_share_all_images,mean_activation_share_when_strong
D151,151,F012,C011,657,0.0017343420851173915,0.0017278868321200602,0.00012672339234359595,0.02902028391265182,9804,0.025880501982482353,0.025971139513595077,0.001644027536702811,0.06352378859635714
D152,152,F057,C027,209,0.0005517161275335386,0.0005529646707129838,3.38458800041935e-05,0.029879894541548678,11672,0.0308116298591936,0.030879727267225293,0.001966613407849577,0.06382698405883834
D153,153,F058,C031,285,0.0007523401739093707,0.0007551696194343108,6.221015508928362e-05,0.02957393483709273,11638,0.03072187699634125,0.030815429033332422,0.0025471577608600824,0.08291022586814699
D154,154,F000,C000,22532,0.05947975017026646,0.05948202239790245,0.0035774947012948226,0.028531530666589377,5786,0.015273825425402171,0.01527865768799951,0.0014233335151499235,0.09318775588352293
D155,155,F037,C003,2513,0.006633792480821925,0.006618330299726441,0.0004202384193755851,0.027668369377197754,7888,0.020822664181744267,0.020739544578045787,0.0016332772368709044,0.07843747671361083
D156,156,F057,C027,124,0.0003273339704026736,0.0003264039391861382,2.259983551414114e-05,0.03295753785385122,10347,0.027313907998035996,0.027234155617275525,0.001847466750552013,0.06763831637292089
D157,157,F044,C026,50485,0.13326980238531433,0.13276953848100417,0.007020319703360862,0.03538017960477248,5635,0.0148752171227344,0.014802180063262494,0.0011581636233469028,0.07785860292263123
D158,158,F020,C013,31,8.18334926006684e-05,8.167700855044885e-05,1.942131276006646e-05,0.021724818959842,5994,0.015822901762851817,0.015780409938230783,0.0011628516451007297,0.07349168076305776
D159,159,F059,C024,6114,0.016139676572918923,0.01607111074052483,0.0009860289379176324,0.030628934596409713,4546,0.012000485721375437,0.011949013681967869,0.0009648323988826252,0.0803994455961105
D160,160,F017,C011,445,0.0011747065873321753,0.0011739371710253056,8.471571238614289e-05,0.03375372620958496,13964,0.036862028731475274,0.03687205877922611,0.0023165516454333943,0.0628438456903314
D161,161,F042,C025,41924,0.11067055947711038,0.11042300965573877,0.005468594525118465,0.04027100058609456,8650,0.022834184225670375,0.02273479011819938,0.001991617599130353,0.08722087811183378
D162,162,F051,C020,71,0.00018742509595636955,0.00018917960889736085,2.090282760306737e-05,0.029031330842196033,13691,0.03614136603857261,0.03645648113716856,0.0024886597085485842,0.06885903830786338
D163,163,F035,C010,139687,0.36874435744869566,0.36934881574642897,0.017627413778260433,0.039797101771117144,7956,0.02100216990744896,0.02100097705246511,0.001214469340582058,0.057825898273078685
D164,164,F001,C001,35598,0.09397124740640624,0.09450375376158902,0.005039184182033029,0.028983083204628557,4242,0.011197989535872107,0.011322222719326622,0.0007475535341574005,0.06675783467761388
D165,165,F025,C019,1140,0.003009360695637483,0.0029979536725699587,0.000286067047866721,0.025035803795202292,4014,0.010596117396744612,0.010532267142376052,0.0008192946715435545,0.07732027127174544
D166,166,F040,C013,2,5.279580167785058e-06,5.432280028119456e-06,1.7104762278283222e-06,0.025510204081632654,2259,0.005963285799513223,0.005988649105141378,0.00023578422975419793,0.03953931400930755
D167,167,F017,C011,36377,0.09602764388175852,0.09638466008139486,0.005063036571005343,0.04050187576473809,19045,0.050274802147733215,0.050461349071945744,0.005756952661664597,0.11450970298694982
D168,168,F028,C021,71914,0.18983786409304731,0.1892305492993162,0.009921273917440942,0.03999739200961693,10828,0.028583647028388302,0.02847951691345577,0.0026652964634975417,0.09324550015785112
D169,169,F008,C008,117,0.00030885543981542586,0.0003072465964155833,2.495679094618804e-05,0.027603349031920462,11477,0.030296870792834555,0.03016708565213773,0.002753105513479971,0.09087095272331233
D170,170,F031,C001,587,0.0015495567792449144,0.0015494113551837863,0.00030842445367928014,0.024701873935264053,6476,0.017095280583288016,0.017071003565894652,0.0012546814227396342,0.07339343841868172
D171,171,F033,C023,81136,0.21418200824670422,0.21494959581163645,0.012014182999514818,0.047959095637860744,7884,0.0208121050214087,0.020881422112570654,0.0013903135888309992,0.06680312190433554
D172,172,F042,C025,314,0.000828894086342254,0.0008328137090278053,9.697188063278678e-05,0.023446639802417783,12775,0.03372331832172706,0.03378658374355821,0.0020743492652423464,0.06151082895973191
D173,173,F059,C024,1090,0.0028773711914428565,0.0028651199630735625,0.0002338234471758071,0.02972757910503651,11996,0.031666921846374776,0.03154625628675933,0.0026008380685466543,0.08213106664310657
D174,174,F010,C004,5173,0.013655634103976052,0.013568247422317296,0.0009169903462337899,0.03019406099961732,4299,0.011348457570653982,0.011274129409464408,0.0006941165202894857,0.06116395254315478
D175,175,F025,C019,17243,0.04551790041655888,0.04596780959021055,0.0025313431973848625,0.032591752701776645,4638,0.01224334640909355,0.012447369543157685,0.000524811272442933,0.04286501867276564
D176,176,F015,C014,165,0.00043556536384226725,0.0004374121122119659,6.202159865471988e-05,0.026283240568954855,13421,0.03542862271592163,0.03551242299837314,0.0026170737610554384,0.0738689105145294
D177,177,F023,C018,6132,0.016187192794428987,0.016094334499269308,0.0013215785815405836,0.028493882876046702,7164,0.018911456161006077,0.01879984151912308,0.001391019018529774,0.07355430521516078
D178,178,F025,C019,46944,0.12392230569825087,0.12412331768211757,0.006649846714393353,0.027429446983292294,6705,0.017699792512499406,0.017924246387166335,0.0012984595640284846,0.07336015736407793
D179,179,F060,C031,41413,0.1093216267442413,0.10884755992688042,0.0060777530236101746,0.042925124073728206,8986,0.023721153693858264,0.023608093748234023,0.0014734435603800248,0.0621151727861162
D180,180,F052,C026,57505,0.15180112877423987,0.1513140775545202,0.009213769770007482,0.051888389474562105,4154,0.010965688008489564,0.010935996510146517,0.0006984536984757713,0.06369447114809694
D181,181,F045,C027,73954,0.19522303586418807,0.1942492676454566,0.010022111204982287,0.041625020075910395,3610,0.00952964220285203,0.009470235726303693,0.000603148214062845,0.0632918005969138
D182,182,F009,C009,11011,0.029066728613740635,0.028943532375115193,0.0016246022402012878,0.039100973238264516,8511,0.02246725340400931,0.022377729474770725,0.0018205496687555254,0.08103125184098585
D183,183,F023,C018,2200,0.005807538184563563,0.005782830909232623,0.0003419470940813644,0.02959879406307978,8651,0.022836824015754268,0.022737969838931386,0.0013510464062042303,0.059160871287189234
D184,184,F005,C005,947,0.002499881209446225,0.0025013248657868234,0.00015603044960150482,0.03322522250716548,10912,0.028805389395435275,0.028837427906045477,0.001643129775024002,0.057042442734149774
D185,185,F058,C031,296,0.0007813778648321886,0.0007839005104588084,7.656738074963789e-05,0.02640650854936569,10789,0.028480695215116494,0.028437639915286344,0.002877580756089025,0.10103618378534918
D186,186,F053,C030,142108,0.3751352892417995,0.3741769744811704,0.018837393887172788,0.04299776599918544,7671,0.02024982973353959,0.02019071013214291,0.001836577943652285,0.09069596968563047
D187,187,F049,C029,1,2.639790083892529e-06,2.625498844780508e-06,2.8552831519653884e-06,0.02040816326530612,8865,0.02340173909370727,0.023602057735697284,0.0017586010279525377,0.07514830504308229
D188,188,F010,C004,2325,0.006137511945050129,0.0061617898567163315,0.0004296123678367545,0.02806012727671714,6662,0.017586281538892027,0.017661917943618863,0.0012462002350716594,0.07086206554328668
D189,189,F028,C021,53,0.00013990887444630403,0.00014012543697407127,2.695010182586199e-05,0.029072006160954948,8347,0.022034327830250937,0.022006175114742937,0.0014370904271590761,0.06522052491141091
D190,190,F015,C014,4992,0.013177832098791505,0.013168098593947805,0.0008541606485737968,0.032005290096807956,13302,0.03511448769593842,0.035081532714173976,0.0029171149724980237,0.08307439931226554
D191,191,F043,C015,3772,0.009957288196442619,0.009912298499202244,0.000519230547521555,0.02674107819161599,14031,0.037038894667096076,0.0369013400183107,0.005012531874055966,0.1353315729075713
D192,192,F058,C031,2935,0.007747783896224572,0.0077562757318057046,0.0006023031252636423,0.026760073705802592,5386,0.014217909391845161,0.014210100344957191,0.001055381891175599,0.07422904887696956
D193,193,F052,C026,148,0.0003906889324160943,0.0003898236963679029,3.318593248322036e-05,0.029715940430226146,12760,0.03368372147046867,0.03385879941479904,0.001961496122095781,0.05823276159718493
D194,194,F055,C014,260,0.0006863454218120575,0.0007054673681574902,0.00016495994360977395,0.02423469387755102,9344,0.02466619854389179,0.024985048839378212,0.00184901439437867,0.0749614656303231
D195,195,F030,C012,2306,0.006087355933456172,0.006129853885046386,0.0005385979870146032,0.02720498433545144,11306,0.02984546668848893,0.030029291331386022,0.0020885652971494024,0.06997931441142245
D196,196,F002,C002,174,0.0004593234745973,0.00045976263369413873,8.854071434443615e-05,0.024894440534834625,5589,0.014753786778875344,0.014729288247960855,0.0009971368353760802,0.06758514612694506
D197,197,F009,C009,463,0.0012222228088422408,0.0012176068258062875,7.236526592221712e-05,0.03149380702605016,3527,0.00931053962588895,0.009264333539708937,0.0007416161167261429,0.07965339781853246
D198,198,F013,C012,92,0.00024286068771811264,0.00024291587845712932,3.582572256711289e-05,0.0285603371783496,9116,0.024064326404764292,0.023976424245913,0.0021710934231500795,0.0902204111859222
D199,199,F037,C003,1757,0.004638111177399173,0.004640511200230247,0.0003008417913464664,0.03385583032302278,11165,0.029473256286660084,0.029599262321597597,0.001604783915869944,0.054448816250964656
D200,200,F018,C013,0,0.0,0.0,0.0,0.0,9148,0.024148799687448853,0.024133230257719455,0.0020347717109361744,0.0842597452987997
D201,201,F037,C003,564,0.0014888416073153862,0.0014780808588377155,0.0004767514764776925,0.022841583441887393,5885,0.015535164643707532,0.015433869044827336,0.0016531387925950876,0.10641269857829837
D202,202,F003,C003,1018,0.0026873063054025943,0.002678667916980758,0.00041287125011084424,0.026116635259211738,5334,0.01408064030748275,0.014038186081161665,0.0013496684311784482,0.09585277385867219
D203,203,F050,C030,4831,0.012752825895284807,0.012987279721683927,0.0007853914232250456,0.029397724728475533,8192,0.021625160367247598,0.021867555298089807,0.0017573938817444295,0.0812661664422194
D204,204,F011,C010,38,0.0001003120231879161,0.0001003523081804563,1.7023952377755902e-05,0.025107411385606876,10845,0.028628523459814474,0.028562731188666757,0.0026960982194421212,0.09417524530130249
D205,205,F011,C010,0,0.0,0.0,3.2323960210928923e-07,0.0,6429,0.01697121044934507,0.017111252642201435,0.0014743034425982848,0.08687084795741128
D206,206,F053,C030,70,0.00018478530587247703,0.00018479425525831512,1.7953266233820108e-05,0.027551020408163266,11223,0.02962636411152585,0.029609672564449057,0.0025892144253452957,0.0873956188345767
D207,207,F011,C010,3815,0.010070799170049998,0.010079878932959257,0.0005985454648891218,0.037737716318506434,9732,0.02569043709644209,0.02567030694531614,0.0019368213235050218,0.07539075011585751
D208,208,F046,C021,1534,0.004049437988691139,0.004058355240904743,0.0004370738153187773,0.027748583135992336,7183,0.018961612172600034,0.01899473697506174,0.0013978230350684395,0.07371857531651903
D209,209,F040,C013,2820,0.0074442080365769315,0.0074271736602502594,0.0005857775006058049,0.031989072224634534,6154,0.016245268176274624,0.01619480490911084,0.0012896819852240182,0.07938816221621581
D210,210,F045,C027,3629,0.009579798214445987,0.009611838568162874,0.000608767917305828,0.032032212168416556,14023,0.03701777634642493,0.03715759940414833,0.003794428163160112,0.10250286585694839
D211,211,F051,C020,188,0.0004962805357717954,0.0004942674497672657,3.641832850431325e-05,0.028495440729483283,12958,0.03420639990707939,0.03416498206010861,0.0028229490432238576,0.08252692627380578
D212,212,F019,C016,35570,0.09389733328405725,0.09364085548821008,0.004397445825312053,0.031354816315055684,3636,0.009598276745033234,0.009574795931851024,0.0005784939314351725,0.06027060344290681
D213,213,F011,C010,26896,0.07099979409637346,0.07093505425439364,0.0038226719394947183,0.04046406263278661,13689,0.036136086458404826,0.0361246850480656,0.0030965243811700736,0.08569064015093031
D214,214,F011,C010,127,0.0003352533406543512,0.0003400272888321939,3.9219738389260426e-05,0.026394022175799454,12278,0.03241134265003247,0.032633986353250724,0.002700414312511181,0.08331695300837762
D215,215,F047,C008,3143,0.008296860233674219,0.008299170312250017,0.0005863566382262507,0.03375008928165603,6351,0.01676530682280145,0.016768401781467185,0.0011106788874816688,0.06624864663801462
D216,216,F034,C018,24880,0.06567797728724611,0.06552171891208604,0.00342410404177721,0.04145982347923092,16256,0.04291242760375695,0.042791891732835076,0.0037380908272853204,0.08710974969307152
D217,217,F031,C001,2479,0.006544039617969579,0.006529104659659002,0.0007147501018474113,0.025549308065299536,4166,0.010997365489496275,0.010962457744706416,0.0005625314924628116,0.051151477415213004
D218,218,F049,C029,889,0.002346773384580458,0.0023450177915053886,0.00027778403306267044,0.0268187139872822,7656,0.0202102328822812,0.02017124988488673,0.001228076420077591,0.06076508010723
D219,219,F046,C021,353,0.0009318458996140627,0.0009299155279670558,8.665514999879862e-05,0.027996184309417818,12080,0.03188866421342175,0.031736692077412684,0.002277372662042498,0.07141637062000124
D220,220,F011,C010,7,1.8478530587247703e-05,1.8425018926935503e-05,2.114525730464934e-06,0.027696793002915453,10438,0.027554128895670216,0.02761030350266289,0.001718271302862444,0.06235984847746171
D221,221,F020,C013,23381,0.06172093195149122,0.06151989107609453,0.0035621273518778767,0.041165685725981935,15253,0.040264718149612744,0.04012069609582408,0.0033282732597139887,0.08265979280786297
D222,222,F054,C023,34,8.975286285234599e-05,8.939786724415308e-05,1.9057668207693513e-05,0.024459783913565427,5957,0.015725229529747795,0.015679002074249902,0.0011420156590851425,0.07262314721224031
D223,223,F030,C012,8319,0.021960413707901947,0.0221127665785885,0.001277927766939075,0.032490168804629675,10408,0.02747493519315344,0.027688827415461994,0.002093254458504676,0.07618778511354962
D224,224,F027,C020,3870,0.010215987624664087,0.010188800158365601,0.0005660329482436292,0.030550282128355217,9853,0.026009851696593086,0.02593161981183014,0.002185445453632883,0.08402375681054516
D225,225,F048,C028,0,0.0,0.0,1.2121485079098346e-07,0.0,8507,0.022456694243673744,0.022357288561625024,0.0018869361012968488,0.08402555072541079
D226,226,F014,C013,23,6.071517192952816e-05,6.129013686994225e-05,2.2680645414668463e-05,0.022626441881100266,7121,0.018797945187398697,0.018836073526009477,0.0016816306087149386,0.08945821428622043
D227,227,F060,C031,0,0.0,0.0,1.3468316754553718e-08,0.0,11167,0.02947853586682787,0.02947894644187403,0.002615836864055021,0.08873700091050371
D228,228,F007,C007,395,0.001042717083137549,0.0010472551460749214,8.339581734419662e-05,0.031051407904934127,5686,0.01500984641701292,0.015077245525372296,0.0007940166217015283,0.05289971660213323
D229,229,F025,C019,2,5.279580167785058e-06,5.248104122385788e-06,3.1919910708292314e-06,0.02806122448979592,9595,0.025328785854948816,0.02523574834346023,0.0017614788589118593,0.06954454386402009
D230,230,F006,C006,0,0.0,0.0,1.2121485079098346e-07,0.0,7556,0.01994625387389195,0.020043408741452457,0.001768507404921873,0.0886636365957774
D231,231,F001,C001,168,0.0004434847340939448,0.0004440235504872581,5.383286206795121e-05,0.026056851311953354,9816,0.025912179463489064,0.025932294477471397,0.0015361356625969993,0.05928237973040648
D232,232,F054,C023,336,0.0008869694681878896,0.0008806734156069831,0.0001200700438668464,0.026269436345966957,7683,0.020281507214546298,0.020128993027774066,0.0016356125864463987,0.0806455146131006
D233,233,F046,C021,14026,0.03702569571667661,0.036893771208690515,0.002158782619320397,0.0375992689960627,9774,0.025801308279965577,0.0257067012129093,0.0023624943384177805,0.09156490487934793
D234,234,F046,C021,85,0.00022438215713086495,0.00022277270692695346,3.907158690496034e-05,0.023349339735894356,14218,0.03753253541278397,0.0373771915119306,0.002800467616196645,0.07461440015701087
D235,235,F014,C013,2187,0.00577322091347296,0.0057506521549451845,0.00036458733454576916,0.04500620550003266,17155,0.04528559888917633,0.04511587281587317,0.003610558577773985,0.07972862601662405
D236,236,F029,C022,64227,0.16954579771816544,0.1691614867413955,0.008159119758225397,0.040323972084980474,2427,0.006406770533607167,0.006376756400093184,0.0005289782018322366,0.08256549833608745
D237,237,F021,C017,519,0.0013700510535402226,0.0013681918839284584,0.00010497206078499169,0.025254610514726123,8865,0.02340173909370727,0.02339017226299191,0.0024108172033147773,0.10301871983364888
D238,238,F031,C001,0,0.0,0.0,1.1448069241370662e-06,0.0,10317,0.02723471429551922,0.027245405840628227,0.001995621290942976,0.0732749119116445
D239,239,F036,C024,0,0.0,0.0,6.060742539549173e-07,0.0,6681,0.017636437550485985,0.017734291257560528,0.001285168286735214,0.07287006137471341
D240,240,F009,C009,850,0.0022438215713086497,0.0022488562074522885,0.0001519091446746114,0.037436974789915964,13139,0.034684201912263936,0.03474122426592211,0.0023236799452778117,0.06699534131290434
D241,241,F008,C008,107,0.0002824575389765006,0.00028084115825448747,3.6593416622122455e-05,0.02608239557505245,6603,0.01743053392394237,0.0174434926970696,0.0009926590402885632,0.05694943394275828
D242,242,F011,C010,2,5.279580167785058e-06,5.215667866270276e-06,2.3165504817832397e-06,0.03571428571428571,8347,0.022034327830250937,0.021893892792998946,0.001840116849618558,0.08351136752591386
D243,243,F059,C024,0,0.0,0.0,9.023772225550991e-07,0.0,5295,0.01397768849421094,0.013968449482249371,0.001059833078801889,0.07582320061295071
D244,244,F049,C029,4,1.0559160335570116e-05,1.0483496520567372e-05,3.8115336415387026e-06,0.021683673469387755,11835,0.03124191564286808,0.031223001750699756,0.0023900531237274016,0.07650149085121816
D245,245,F022,C005,98136,0.2590584396728772,0.25926417226136783,0.013708389500703638,0.04520611130243244,4929,0.013011525323506275,0.01311084260449435,0.001019122673095609,0.07832461204640545
D246,246,F029,C022,2983,0.007874493820251413,0.007905884884550463,0.0005166446307046807,0.030328323082501524,7323,0.01933118278434499,0.01940348685658626,0.001575456044207792,0.08149817120779836
D247,247,F049,C029,327,0.000863211357432857,0.0008821913707178339,0.0001073828894840568,0.02600948636335268,5972,0.015764826381006184,0.016008809933933048,0.0010420340087798033,0.06609866696884588
D248,248,F051,C020,286,0.0007549799639932633,0.0007587733329560546,7.470875303750948e-05,0.029095904095904096,6194,0.016350859779630324,0.016433972216822156,0.0008740694067566217,0.05345709146411526
D249,249,F000,C000,3,7.919370251677587e-06,7.895660108270362e-06,4.107836610138884e-06,0.025510204081632654,6793,0.017932094039881948,0.017893172193786784,0.0015191164115469424,0.08471494785652725
D250,250,F044,C026,16958,0.04476556024264951,0.04471868868314077,0.002210999283377802,0.03163397685999745,8209,0.02167003679867377,0.02163761077090433,0.0015461071330113902,0.07134769300927139
D251,251,F021,C017,4207,0.011105596882935869,0.011104751426958973,0.0008671979791922049,0.02582309367768976,9074,0.023953455221240805,0.023915117843144828,0.0021971959305298974,0.09172772404799147
D252,252,F040,C013,26000,0.06863454218120575,0.06853801572321906,0.003666291313657595,0.03139423076923077,11014,0.029074647983992313,0.029048255670195373,0.0022797213923075235,0.07840925171519443
D253,253,F013,C012,0,0.0,0.0,2.424297015819669e-07,0.0,10720,0.02829854969932791,0.02820446067091323,0.0020014236501265316,0.07072530823634632
D254,254,F002,C002,14,3.6957061174495406e-05,3.676431031207096e-05,4.1751781939116525e-06,0.026603498542274052,10724,0.02830910885966348,0.028500442981981587,0.0017563887370617755,0.062043236534527015
D255,255,F042,C025,95,0.00025078005796979024,0.0002530571109531283,3.121955823705552e-05,0.024919441460794844,12806,0.03380515181432772,0.03396064797702267,0.0031637473165315806,0.09358772692127598
D256,256,F015,C014,2281,0.006021361181358859,0.006055938066869086,0.00046838765177311466,0.027847614275872557,6877,0.01815383640692892,0.018308562196062663,0.0014969264064259016,0.0824578547956154
D257,257,F014,C013,188,0.0004962805357717954,0.0004955222044851814,8.36651836792877e-05,0.024153278332609638,12291,0.032445659921123075,0.03236067481927012,0.003386702166217958,0.10438074535858388
D258,258,F028,C021,0,0.0,0.0,1.7508811780919835e-07,0.0,12911,0.03408232977313644,0.03393982880598598,0.0029169429520374576,0.08558519829640815
D259,259,F057,C027,8,2.1118320671140232e-05,2.1037449221922636e-05,4.1751781939116525e-06,0.022321428571428572,13898,0.036687802585938366,0.036752581728103625,0.002147098112049931,0.0585234863009448
D260,260,F056,C021,38,0.0001003120231879161,0.00010006214981719937,6.497116002396714e-05,0.021482277121374866,14212,0.03751669667228062,0.037422721695055235,0.0037420979268488856,0.09974486718639468
D261,261,F013,C012,620,0.001636669852013368,0.001633894091995217,0.00022470539673297426,0.024588545095457538,8479,0.022382780121324754,0.022360889357400705,0.002025967365647578,0.09051455425402571
D262,262,F010,C004,30,7.919370251677587e-05,7.99286336987519e-05,6.074210856303727e-06,0.02891156462585034,12403,0.032741316410519035,0.03285247712274045,0.0026821505934728047,0.08191944880417487
D263,263,F037,C003,766,0.002022079204261677,0.002013849491076511,0.00017558644552911684,0.024151436031331592,14678,0.03874683885137454,0.038709149072934976,0.0034724953987000902,0.0896200955133377
D264,264,F003,C003,406,0.0010717547740603667,0.001074924195345073,6.526746299256732e-05,0.04381974464662712,13438,0.035473499147347806,0.03560098471426316,0.0022928582157438868,0.06463580618928916
D265,265,F009,C009,5015,0.013238547270721032,0.013215332635626976,0.0007115581107765821,0.04129957067572792,22390,0.05910489997835372,0.05906078956559499,0.0056462882375842285,0.09552995165632792
D266,266,F013,C012,42826,0.11305165013278144,0.11367286915400354,0.005459153235073523,0.0337638207573694,5814,0.015347739547751163,0.015562278228103412,0.0011385744379800683,0.07418515504759778
D267,267,F027,C020,48755,0.12870296554018024,0.12890385176904032,0.006498408960805151,0.03964868072139121,6127,0.016173993844009523,0.016210949144377297,0.0010665319458951653,0.06594116185410719
D268,268,F029,C022,1540,0.004065276729194494,0.004055283853725842,0.00025371615102228297,0.030496289424860854,9524,0.025141360758992443,0.02508845261037851,0.0019176749398174143,0.07627570194789514
D269,269,F007,C007,64582,0.1704829231979473,0.1705432636716915,0.008697461847221664,0.040713783268099595,9182,0.0242385525503012,0.02429888307096362,0.0020816579105264825,0.08588210480830115
D270,270,F012,C011,37907,0.1000665227101141,0.09992107014392686,0.0053282007912689965,0.03964011277869631,2775,0.007325417482801767,0.007312612926360451,0.0004894762589177289,0.06681888917142206
D271,271,F036,C024,173,0.0004566836845134075,0.0004575246448092961,3.606815226869486e-05,0.031791907514450865,10618,0.028029291110770873,0.028216224512568767,0.0015684349819176733,0.055956997831991824
D272,272,F036,C024,2316,0.006113753834295097,0.00611281715050682,0.0004457474113087099,0.028457756159458603,6533,0.017245748618069892,0.017249136076498642,0.0011947914376718282,0.06928034637011582
D273,273,F061,C014,0,0.0,0.0,0.0,0.0,9612,0.025373662286374988,0.025297874096675697,0.0014489729145184724,0.05710539133708476
D274,274,F009,C009,2925,0.007721385995385647,0.007716837416552223,0.0004569665191652531,0.03497645211930926,14626,0.038609569767012124,0.03857990470365653,0.002972507750081266,0.07698888560579004
D275,275,F041,C011,0,0.0,0.0,1.481514843000909e-07,0.0,12930,0.034132485784730396,0.034043034802259876,0.0024046140894813726,0.07044942769908388
D276,276,F008,C008,121,0.00031941460015099597,0.0003182136220501857,3.534086316394896e-05,0.02593186034744476,8012,0.02114999815214694,0.021072959900511848,0.0020003577383434757,0.09457957035993494
D277,277,F017,C011,8,2.1118320671140232e-05,2.1053635694387758e-05,7.93283856843214e-06,0.02295918367346939,7404,0.019545005781140285,0.019507277380184266,0.0016208810655152035,0.08293070279259028
D278,278,F045,C027,21923,0.05787211800917591,0.05834647322322479,0.003082803426900064,0.038792778435097985,10058,0.026551008663791054,0.02682752241817883,0.0014978143991672109,0.056412711778059704
D279,279,F031,C001,13369,0.03529135363155922,0.03559661486391605,0.0024600015235359913,0.02833848027953795,7551,0.019933054923472485,0.020121383832852696,0.001394405870957385,0.0699544488444358
D280,280,F040,C013,13,3.431727109060288e-05,3.417292058770463e-05,5.7644395709489916e-06,0.02708006279434851,10305,0.02720303681451251,0.02740399665382531,0.001861047431660515,0.06841322328644085
D281,281,F052,C026,2554,0.006742023874261519,0.006700771131069667,0.00039860830266777187,0.033398989979703704,8584,0.022659958080133467,0.022529735901192564,0.0018112786302516984,0.07993300887170175
D282,282,F012,C011,1827,0.00482289648327165,0.004844311710978191,0.0003538396177756353,0.029514761569652492,2865,0.007562998590352095,0.007618316699856282,0.00042758230237459734,0.05653608119404545
D283,283,F052,C026,24,6.33549620134207e-05,6.347875438126457e-05,2.9697638443790948e-05,0.022108843537414966,6498,0.017153355965133652,0.01715199285534947,0.0011290401699905405,0.06582036613042115
D284,284,F052,C026,47457,0.12527651801128775,0.12484933488392422,0.007341619867857496,0.05038599926980085,5654,0.014925373134328358,0.014865264302743137,0.0010249923433700602,0.06867448700579404
D285,285,F001,C001,839,0.0022147838803858316,0.0022234277327222644,0.00016455589410713733,0.0377028046021746,12929,0.0341298459946465,0.03432145000411794,0.002390106083745605,0.07002979398502146
D286,286,F021,C017,185,0.0004883611655201179,0.0004893295305779826,6.121349964944665e-05,0.025041367898510757,10416,0.02749605351382458,0.027545443480743552,0.002153961383969583,0.07833711055612418
D287,287,F051,C020,912,0.0024074885565099863,0.0023957752998814115,0.00018236100885665735,0.029297574292875044,7878,0.02079626628090534,0.020697891431093136,0.0019145556327752366,0.09206246962384483
D288,288,F014,C013,430,0.0011351097360737875,0.0011277939625773466,0.00011034591917005862,0.025237304224015187,10959,0.028929459529378223,0.028791462922306218,0.0024945059439809548,0.08622718794479217
D289,289,F041,C011,28401,0.07497267817263172,0.07530926193904539,0.003929960550761493,0.03206555676036127,5388,0.014223188972012945,0.014275166422598254,0.0007477330561287686,0.05257140698897325
D290,290,F017,C011,1436,0.0037907385604696716,0.0038001806121146,0.000382096146326689,0.02592234665453925,7698,0.020321104065804688,0.020361017818792067,0.0015205320735871158,0.0748252687778805
D291,291,F001,C001,0,0.0,0.0,1.2121485079098346e-07,0.0,10819,0.02855988891763327,0.028545058673750585,0.002190140891981057,0.07668590372663646
D292,292,F062,C005,16553,0.04369644525867303,0.04391101577784751,0.0027556041396649363,0.0449437613503687,10231,0.02700769234830446,0.027139888307309488,0.0013868660550553297,0.051350779517539816
D293,293,F056,C021,42781,0.11293285957900628,0.11278656811382616,0.005740452498809131,0.03149774671094215,7347,0.01939453774635841,0.019351592545432353,0.001636098555422838,0.0843587290823695
D294,294,F019,C016,10540,0.027823387484227254,0.02770376476222606,0.0015599139148291662,0.035890001161755024,13591,0.03587738703018336,0.03571442558991163,0.0036741588648130804,0.10240876409762059
D295,295,F022,C005,15735,0.04153709697004894,0.0415432828170745,0.0021941773557513644,0.033077825982633285,4393,0.01159659783853988,0.0115911256890937,0.0008072754652948683,0.06961312934488309
D296,296,F016,C015,0,0.0,0.0,1.346831675455372e-07,0.0,3426,0.009043920827415805,0.00901898586151058,0.0005690915691564253,0.06292531524947423
D297,297,F008,C008,1,2.639790083892529e-06,2.6373394519608617e-06,8.350356387823306e-07,0.02040816326530612,10690,0.028219355996811135,0.028173517479609174,0.002817989651136701,0.09986016872444367
D298,298,F045,C027,9346,0.024671478124059575,0.02486975444693585,0.001340218731928886,0.03626947247976871,9931,0.026215755323136705,0.0264514539483167,0.0013836203461080829,0.052778198798909645
D299,299,F039,C017,609,0.00160763216109055,0.001609304043048418,0.00019568117412691098,0.026247444790724172,8735,0.02305856638280124,0.023022907781813585,0.0019374586926698678,0.0840233803136593
D300,300,F042,C025,5904,0.01558532065530149,0.015556133812137973,0.0008553054554979339,0.03177973425142415,9369,0.024732193295989104,0.0247152582839697,0.0017025221013376585,0.06883829836530357
D301,301,F046,C021,430,0.0011351097360737875,0.0011299644697161635,7.958428370265793e-05,0.029769814902705267,16353,0.043168487241894524,0.04315109733606313,0.003769031880379695,0.08730979752104662
D302,302,F035,C010,1,2.639790083892529e-06,2.612944527187688e-06,1.4141732592281405e-06,0.02040816326530612,13132,0.034665723381676686,0.034582452197107504,0.0029443207041578274,0.08493463908830794
D303,303,F059,C024,4703,0.012414932764546563,0.01237703356832738,0.0007567712501216189,0.031305462861308676,8813,0.023264470009344857,0.02320934455704051,0.0017402639571852643,0.07480350751537586
