element_a,element_b,name_a,name_b,parent_a,parent_b,same_coarse_family,centroid_distance_raw,visual_distance,visual_similarity,cophenetic_distance_raw,cophenetic_distance_percentile,fused_mean_similarity,fused_distance_percentile,stability_a,stability_b,pair_stability,images,support_a,support_b,observed,expected,pearson_residual,adjusted_residual,log_lift,p_value_upper,q_value_bh,passes_support,significant_positive,unexpected_score,unexpected_score_adjusted,visual_bridge_index,unexpected_score_cophenetic,visual_bridge_index_cophenetic,unexpected_score_fused,visual_bridge_index_fused
F011,F058,road_edge,shaded alley,C010,C031,False,0.07257766129986425,0.9101736972704715,0.08982630272952852,0.2774387001991272,0.45186104218362283,0.03856658935546875,0.24813895781637718,0.384821442887187,0.875,0.5802747302151703,378818,60886,169922,36598,27310.927389933953,56.19667459933433,82.60540557113706,0.2927020556406912,0.0,0.0,True,True,51.14873509438172,75.18526740320861,0.26640971218115517,25.393087951709134,0.13226065591109148,13.944584267824895,0.07263078303739236
F027,F029,car_top_heat,electric_bike_parking,C020,C022,False,0.06957906803803648,0.7429280397022332,0.2570719602977668,0.2774387001991272,0.45186104218362283,0.04002046585083008,0.21935483870967742,0.9444444179534912,0.39830395206809044,0.6133318385503258,378818,94699,125824,42705,31454.173180788664,63.43738947912743,89.63344469698919,0.3057801546484355,0.0,0.0,True,True,47.129415409555214,66.59119936049271,0.22717265087280789,28.664884923446913,0.1381701393585114,13.915298337356985,0.06707435650352779
F027,F058,car_top_heat,shaded alley,C020,C031,False,0.0746351482948661,0.9573200992555831,0.042679900744416854,0.27199676632881165,0.16997518610421836,0.03942044576009115,0.23225806451612904,0.9444444179534912,0.875,0.9090593301370955,378818,94699,169922,51949,42478.03292874151,45.952815769480324,71.45406832369048,0.20127325209829142,0.0,0.0,True,True,43.99155415351243,68.4044157798506,0.19268292967623035,7.810838412430278,0.03421145848320834,10.672912049685753,0.046747335971216074
F029,F058,electric_bike_parking,shaded alley,C022,C031,False,0.0734054572987159,0.9310173697270472,0.06898263027295282,0.2774387001991272,0.45186104218362283,0.03687477111816406,0.27890818858560795,0.39830395206809044,0.875,0.5903524015870344,378818,125824,169922,65823,56439.41345976168,39.49822848692038,65.08598452023561,0.15380032375857905,0.0,0.0,True,True,36.77353679477054,60.59618211412507,0.14319077288888055,17.847710688506705,0.06949637458173014,11.016379359627422,0.04289616970338533
F057,F058,streetlight illumination,shaded alley,C027,C031,False,0.07001280366735738,0.7722084367245657,0.22779156327543426,0.2803388833999634,0.7880893300248138,0.0256591796875,0.5533498759305211,0.2642857193946838,0.875,0.4808846061898305,378818,119269,169922,64002,53499.11307804803,45.40831626519763,73.87384268380217,0.179247723406962,0.0,0.0,True,True,35.06468491744293,57.04600457369537,0.13841660427852748,35.78580954299446,0.14126321824826582,25.12668617156097,0.09918670550807078
F033,F035,zebra_crossing,small alley entrance,C023,C010,False,0.0712110075984103,0.8446650124069479,0.1553349875930521,0.2721763849258423,0.21861042183622828,0.007450648716517857,0.9548387096774194,1.0,0.3212707968694823,0.5668075483525976,378818,44394,65633,10875,7691.586466324198,36.29820047848685,42.48796526532193,0.34632048419419004,0.0,0.0,True,True,30.659819957510976,35.88809770797912,0.2925247960786657,7.935164918497993,0.07570926714021871,34.65892690849067,0.3306802042628395
F034,F060,red_door_street,street_corner_shop,C018,C031,False,0.07271677699324601,0.913151364764268,0.08684863523573205,0.2774387001991272,0.45186104218362283,0.017189449734157987,0.7945409429280397,0.8333333730697632,0.3880471537510554,0.5686586353388894,378818,15775,35651,2766,1484.603490330449,33.2566345490573,35.692464726710924,0.6220985230714169,6.993280574165621e-231,6.129762451094736e-229,True,True,30.36834122593818,32.59262287699657,0.5680701153604998,15.02737754685691,0.28110208697594297,26.42375777322121,0.4942827471153044
F009,F058,highlighted road,shaded alley,C009,C031,False,0.07065126806893617,0.8138957816377171,0.18610421836228286,0.27199676632881165,0.16997518610421836,0.03656811184353299,0.2863523573200993,1.0,0.875,0.9354143466934853,378818,31159,169922,18066,13976.63151698177,34.590352499178316,48.62316459251789,0.2566368636555506,0.0,0.0,True,True,28.152941984442897,39.57418855172672,0.2088756607419866,5.8795016034583485,0.04362189866105513,9.905028978672899,0.07348857088300383
F002,F062,shaded patches,shaded alley,C002,C005,False,0.06910604134690447,0.7141439205955334,0.28585607940446656,0.2803388833999634,0.7880893300248138,0.03584834507533482,0.29379652605459056,0.5684704088738987,0.5,0.5331371347382861,378818,15998,6655,857,281.0497125268599,34.35527479716765,35.41695778944395,1.1137121483776025,9.940469973026248e-184,6.910340505386523e-182,True,True,24.534610636786226,25.29280509132002,0.7953507600572555,27.07502549771823,0.8777046608554008,10.093460387058684,0.3272047602181343
F051,F060,zebra_crossing,street_corner_shop,C020,C031,False,0.06781521723880911,0.6213399503722085,0.37866004962779154,0.27199676632881165,0.16997518610421836,0.043046061197916666,0.1890818858560794,0.8715151250362396,0.3880471537510554,0.5815401651832038,378818,19455,35651,3513,1830.9325454439863,39.31037943047347,42.405074471103575,0.6515142193160464,0.0,0.0,True,True,24.425109204443068,26.347966867405297,0.40481181269662037,6.681789059522165,0.11074125067778952,7.432880676431956,0.12318953725032937
