city_key,city,element_a,element_b,name_a,name_b,parent_a,parent_b,same_coarse_family,visual_distance,pair_stability,city_images,rest_images,city_n11,city_n10,city_n01,city_n00,rest_n11,rest_n10,rest_n01,rest_n00,city_expected,city_pearson_residual,global_pearson_residual,delta_residual_vs_global,requested_city_score,city_log_odds,rest_log_odds,delta_log_odds,delta_log_odds_se,z_city_vs_rest,p_value_upper,city_atypicality_index,q_value_within_city,q_value_global_bh,passes_city_support,significant_city_specific
Netherlands/Amsterdam,Amsterdam,F021,F058,road_and_building,shaded alley,C017,C031,False,0.9533498759305211,0.7943611416782153,12639,366179,1462,3056,2723,5398,60976,103622,104761,96820,1495.9909802990742,-0.8788185234712443,-48.72633472354571,47.847516200074466,45.61542363292459,-0.052919850999302576,-0.609093532925353,0.5561736819260503,0.04011567740348138,13.864247544222787,5.215712541870618e-44,0.5302281106600212,3.5049588281370554e-41,5.735387173315182e-41,True,True
Netherlands/Amsterdam,Amsterdam,F042,F062,Red-yellow glow street,shaded alley,C025,C005,False,0.9702233250620348,0.6813851563657758,12639,366179,61,2234,233,10111,853,63362,5508,296456,53.38476145264657,1.042257091979518,-7.443444112909161,8.485701204888679,8.23302523849001,0.17551099829161726,-0.32167379830526716,0.4971847965968844,0.14987188436245125,3.3173987149883906,0.0004542992608952163,0.48238028652452064,0.005618817852544516,0.006858716749611254,True,True
Netherlands/Amsterdam,Amsterdam,F020,F054,advertising_wall,highlighted_lane,C013,C023,False,0.749379652605459,0.7575110857981315,12639,366179,143,627,4059,7810,2560,5564,238300,119755,255.99651871192341,-7.062330439202902,-40.217896318955354,33.15556587975245,24.846106440906304,-0.8209994668377008,-1.4642848995538131,0.6432854327161124,0.09756762404231073,6.593226380475845,2.151847810998179e-11,0.48206501409495267,1.2759191726389203e-09,1.5438167925168431e-09,True,True
Netherlands/Amsterdam,Amsterdam,F044,F058,road_and_buildings,shaded alley,C026,C031,False,0.9875930521091811,0.849473335317044,12639,366179,455,813,3730,7641,7654,12751,158083,187691,419.85758366959413,1.715065135393265,-16.35533223094245,18.070397366335715,17.846198887845198,0.13710143609724254,-0.3386789184583396,0.4757803545555821,0.06359472334564643,7.481443892280931,3.67552116426972e-14,0.4698773724891357,3.221674203116416e-12,3.886285314948124e-12,True,True
Netherlands/Amsterdam,Amsterdam,F053,F054,road_marking,highlighted_lane,C030,C023,False,0.7771712158808933,0.6811230135956047,12639,366179,452,1007,3750,7430,45445,40064,195415,85255,485.0635335073977,-1.5012393926261596,-43.69290067813059,42.19166128550443,32.790144701290295,-0.11673554389192407,-0.7034522803247351,0.586716736432811,0.060560077816246345,9.688176726143729,1.6925883797154675e-22,0.4559793594311573,2.8435484779219854e-20,4.319314143678965e-20,True,True
Netherlands/Amsterdam,Amsterdam,F008,F025,stone_wall_and_retaining_wall,shaded alley,C008,C019,False,0.5503722084367245,0.5606557234442769,12639,366179,190,3076,336,9037,1995,53361,14900,295923,135.92182925864387,4.638498145491216,-9.839675931902171,14.478174077393387,7.968384641106335,0.5086440457684483,-0.2974886611103019,0.8061327068787503,0.0961621834733437,8.383053272726606,2.5786060134563523e-17,0.4436730381779325,3.057923366545886e-15,3.978420706475515e-15,True,True
Netherlands/Amsterdam,Amsterdam,F038,F054,red-yellow hotspot,highlighted_lane,C000,C023,False,0.9761786600496278,0.6914658154406248,12639,366179,77,173,4125,8264,2029,1836,238831,123483,83.11575282854656,-0.6708234771138275,-10.777088380054444,10.106264902940616,9.865520131059153,-0.11111765421460242,-0.5597228674441981,0.4486052132295957,0.1417033535439343,3.1658051980435897,0.0007732716346196556,0.4379188359417443,0.008757952895467559,0.010621728017669039,True,True
Netherlands/Amsterdam,Amsterdam,F033,F045,zebra_crossing,underpass glow,C023,C027,False,0.9583126550868486,0.8437605212579944,12639,366179,752,3999,979,6909,8076,31567,75700,250836,650.6828863042962,3.9718982731095043,-11.914085044976519,15.885983318086023,15.223738852220402,0.2830866821930982,-0.16515293294047842,0.4482396151335766,0.0540118783130979,8.298908113048872,5.2536297313658427e-17,0.42955369569376495,5.574377651807126e-15,7.806867964447326e-15,True,True
Netherlands/Amsterdam,Amsterdam,F015,F025,tree_shade_street,shaded alley,C014,C019,False,0.4317617866004963,0.7910797333743895,12639,366179,74,823,452,11290,557,13651,16338,335633,37.33064324709233,6.001648481128833,-2.414826028934287,8.41647451006312,3.6339120713423894,0.8141647557705344,-0.1756466764767086,0.989811432247243,0.13735654782102116,7.2061466886674435,2.87786990634218e-13,0.42736275238466576,2.148809530068828e-11,2.6933598828403273e-11,True,True
Netherlands/Amsterdam,Amsterdam,F015,F033,tree_shade_street,zebra_crossing,C014,C023,False,0.4669975186104218,0.9402085820416162,12639,366179,389,508,4362,7380,867,13341,38776,313195,337.1822929029195,2.8219272412384067,-12.220741307826797,15.042668549065205,7.024888885692485,0.2591947492885572,-0.6440060419419493,0.9032007912305065,0.07845606746242588,11.512185359826589,5.72692801946401e-31,0.4217925283116162,1.2828318763599383e-28,2.862517410059367e-28,True,True
Thailand/Bangkok,Bangkok,F058,F062,shaded alley,shaded alley,C031,C005,False,0.9389578163771712,0.6614378277661477,12782,366036,59,4464,62,8197,1767,163632,4767,195870,42.81669535283993,2.4732079695489553,-21.21575243325297,23.688960402801925,22.242934532060172,0.5584817595707604,-0.812425272822946,1.3709070323937063,0.18422660345488964,7.441417290903869,4.980537134593319e-14,1.2872238735925023,1.004076286334013e-11,5.166773343056671e-12,True,True
Thailand/Bangkok,Bangkok,F007,F038,roof_and_eaves,red-yellow hotspot,C007,C000,False,0.8307692307692308,0.6426585900977407,12782,366036,123,4880,55,7724,1302,110666,2635,251433,69.670943514317,6.389075997936506,4.33079800424199,2.0582779936945164,1.709954025530829,1.2590075574527275,0.11586994416660135,1.1431376132861262,0.16616179338365386,6.879665836578424,2.999656067892289e-12,0.9496835556530895,3.779566645544284e-10,2.431892747803293e-10,True,True
Thailand/Bangkok,Bangkok,F008,F038,stone_wall_and_retaining_wall,red-yellow hotspot,C008,C000,False,0.8272952853598015,0.48567939399179705,12782,366036,51,1219,127,11385,773,56579,3164,305520,17.68580816773588,7.921671468631695,7.418511373463853,0.5031600951678419,0.41626197451354463,1.327365120383954,0.27754547647827216,1.049819643905682,0.1726216384332172,6.081622520990204,5.948620042905481e-10,0.8685108418812763,4.7969672025989797e-08,3.412678519113452e-08,True,True
