unit_id,city,n_road_nodes,n_panos,road_length_m,dominant_basis_id,activation_entropy,mean_within_activation_variance,mean_boundary_contrast,unit_confidence,centroid_lat,centroid_lon,top_basis_ids,top_basis_weights,stability_score
unit_000000,Vienna,61,104,1087.1,1,2.6356,8e-05,0.0,0.5,48.207028,16.356122,1|6|12|9|16,0.1222|0.0947|0.0914|0.0854|0.0630,
unit_000001,Vienna,21,42,406.5,6,2.4918,0.0,0.0,0.5,48.215868,16.358065,6|12|1|9|8,0.1776|0.1227|0.0714|0.0643|0.0542,
unit_000002,Vienna,16,16,315.8,6,2.3393,0.0,0.0,0.5,48.21243,16.358795,6|12|1|0|13,0.1203|0.0770|0.0750|0.0496|0.0402,
unit_000004,Vienna,21,46,384.2,1,2.5779,0.0,0.02293,0.5057,48.211455,16.35566,1|6|8|0|12,0.1076|0.1015|0.0949|0.0909|0.0761,
unit_000006,Vienna,15,45,296.1,6,2.2463,0.0,0.0,0.5,48.209521,16.350318,6|24|1|7|19,0.1627|0.1265|0.0866|0.0478|0.0460,
unit_000007,Vienna,16,16,300.5,6,2.4124,0.0,0.0,0.5,48.210411,16.35208,6|31|13|25|12,0.1911|0.0586|0.0565|0.0503|0.0492,
unit_000008,Vienna,16,42,305.0,24,2.6232,1e-05,0.0,0.5,48.198708,16.273294,24|31|19|6|9,0.1457|0.1166|0.0998|0.0975|0.0865,
unit_000009,Vienna,10,10,191.8,8,2.6339,0.0,0.0,0.5,48.198329,16.284379,8|31|0|6|24,0.2162|0.0936|0.0756|0.0694|0.0678,
unit_000010,Vienna,25,25,416.3,6,2.5264,0.0,0.14529,0.5363,48.196165,16.287231,6|31|25|8|1,0.1590|0.1178|0.0889|0.0775|0.0694,
unit_000011,Vienna,14,81,238.6,6,2.5751,1e-05,0.08061,0.5201,48.196735,16.288484,6|1|24|9|8,0.1867|0.1183|0.1176|0.0842|0.0770,
unit_000012,Vienna,22,57,409.4,24,2.613,0.0,0.0,0.5,48.196897,16.293678,24|31|19|6|1,0.1582|0.0954|0.0933|0.0883|0.0768,
unit_000013,Vienna,26,26,438.3,31,2.5537,0.0,0.0,0.5,48.195741,16.295416,31|24|8|12|25,0.1429|0.1382|0.1354|0.0862|0.0853,
unit_000014,Vienna,14,14,252.8,6,2.4951,0.0,0.0,0.5,48.197408,16.302549,6|31|1|12|25,0.1428|0.1266|0.1088|0.0909|0.0743,
unit_000016,Vienna,26,26,468.1,6,2.4917,0.0,0.0,0.5,48.199106,16.313051,6|1|24|23|19,0.1590|0.1390|0.1139|0.0906|0.0572,
unit_000017,Vienna,30,66,521.6,6,2.5918,1e-05,0.17546,0.5438,48.201423,16.338386,6|9|24|13|12,0.1246|0.1182|0.1175|0.1095|0.0673,
unit_000018,Vienna,19,20,323.4,1,2.3671,0.0,0.23078,0.5574,48.200903,16.337224,1|19|6|24|0,0.1540|0.0996|0.0988|0.0898|0.0671,
unit_000019,Vienna,25,25,492.0,1,2.5927,0.0,0.01456,0.5036,48.185913,16.320472,1|13|16|6|5,0.0971|0.0869|0.0781|0.0769|0.0732,
unit_000020,Vienna,8,18,117.5,1,2.6765,2e-05,0.02715,0.5068,48.185808,16.320042,1|13|16|9|6,0.0986|0.0870|0.0834|0.0817|0.0769,
unit_000021,Vienna,15,57,295.0,13,2.5113,0.0,0.06412,0.516,48.189617,16.286388,13|6|0|8|31,0.1478|0.1376|0.1019|0.0815|0.0744,
unit_000022,Vienna,13,26,233.9,31,2.6054,0.0,0.188,0.5469,48.191909,16.277476,31|9|5|24|11,0.1122|0.0968|0.0912|0.0878|0.0836,
unit_000023,Vienna,11,19,146.7,31,2.598,0.0,0.0,0.5,48.192519,16.277582,31|9|5|24|11,0.1099|0.0944|0.0895|0.0886|0.0821,
unit_000024,Vienna,18,35,342.7,8,2.6935,4e-05,0.03644,0.5091,48.188045,16.285224,8|23|24|25|31,0.1393|0.1186|0.0811|0.0792|0.0780,
unit_000026,Vienna,24,24,414.9,25,2.5303,0.0,0.23657,0.5589,48.188594,16.291971,25|0|23|31|11,0.1638|0.1632|0.0973|0.0915|0.0785,
unit_000027,Vienna,29,95,477.6,6,2.5004,2e-05,0.03034,0.5076,48.186871,16.298921,6|0|8|16|13,0.1668|0.0734|0.0715|0.0703|0.0689,
unit_000028,Vienna,7,27,152.0,12,2.7348,0.0,0.0,0.5,48.189024,16.297111,12|31|9|1|13,0.1472|0.1074|0.1015|0.0819|0.0819,
unit_000031,Vienna,35,45,623.6,1,2.5798,0.0,0.08564,0.5214,48.187338,16.282438,1|31|9|6|24,0.1299|0.1276|0.1074|0.0881|0.0784,
unit_000032,Vienna,16,16,318.9,31,2.5199,0.0,0.0,0.5,48.188827,16.280024,31|9|25|24|0,0.1670|0.1374|0.0900|0.0828|0.0798,
unit_000033,Vienna,13,13,264.7,31,2.6269,0.0,0.0,0.5,48.189774,16.281957,31|9|25|24|8,0.1353|0.1272|0.1104|0.1084|0.0943,
unit_000034,Vienna,21,37,371.0,8,2.7037,3e-05,0.188,0.5469,48.190298,16.277616,8|9|31|24|1,0.1394|0.1063|0.1019|0.0937|0.0906,
unit_000035,Vienna,8,8,187.9,31,2.4986,0.0,0.0,0.5,48.194158,16.280216,31|6|25|1|9,0.1447|0.1409|0.1246|0.0851|0.0710,
unit_000036,Vienna,20,80,311.0,24,2.6332,0.0,0.0,0.5,48.195125,16.28385,24|1|6|23|19,0.1412|0.1232|0.1110|0.1024|0.0977,
unit_000037,Vienna,18,36,363.8,8,2.6004,0.0,0.0,0.5,48.194631,16.291889,8|31|12|24|0,0.2022|0.0959|0.0882|0.0845|0.0821,
unit_000040,Vienna,24,47,473.1,12,2.6632,0.0,0.0,0.5,48.197953,16.338162,12|16|1|13|8,0.0927|0.0923|0.0921|0.0865|0.0782,
unit_000041,Vienna,3,3,52.9,1,2.6767,0.0,0.0,0.5,48.197954,16.339189,1|12|16|8|13,0.0989|0.0869|0.0815|0.0733|0.0727,
unit_000042,Vienna,24,48,478.3,1,2.4806,0.0,0.0,0.5,48.20423,16.33719,1|6|24|12|31,0.1225|0.0917|0.0870|0.0835|0.0487,
unit_000043,Vienna,20,42,350.1,13,2.6645,0.0,0.10145,0.5253,48.206162,16.337756,13|6|9|8|1,0.1494|0.1160|0.0956|0.0918|0.0828,
unit_000044,Vienna,16,66,297.5,6,2.6469,0.0,0.01381,0.5035,48.207726,16.337366,6|1|16|12|8,0.1343|0.1080|0.0903|0.0860|0.0828,
unit_000046,Vienna,3,6,52.2,13,2.6634,0.0,0.08667,0.5217,48.206583,16.336833,13|6|9|8|1,0.1493|0.1166|0.0969|0.0918|0.0848,
unit_000051,Vienna,23,76,350.7,6,2.5897,8e-05,0.06177,0.5154,48.210401,16.338797,6|8|0|16|1,0.1311|0.0920|0.0861|0.0847|0.0791,
unit_000053,Vienna,32,126,587.7,6,2.6268,5e-05,0.03341,0.5083,48.212761,16.333693,6|13|8|1|23,0.1496|0.1061|0.1054|0.0855|0.0853,
unit_000054,Vienna,13,37,261.6,1,2.6872,0.0,0.0,0.5,48.208773,16.30371,1|31|12|9|16,0.1260|0.1135|0.1036|0.0973|0.0901,
unit_000055,Vienna,16,48,302.8,8,2.635,0.0,0.0,0.5,48.206323,16.304277,8|9|16|13|25,0.1690|0.0930|0.0907|0.0831|0.0821,
unit_000056,Vienna,26,52,504.6,6,2.4604,0.0,0.0224,0.5056,48.210942,16.305765,6|1|24|0|19,0.1873|0.1270|0.0977|0.0736|0.0668,
unit_000057,Vienna,15,36,231.9,16,2.6812,0.0,0.02405,0.506,48.203517,16.303057,16|8|25|5|13,0.1352|0.0914|0.0879|0.0813|0.0759,
unit_000058,Vienna,17,38,329.1,16,2.7068,0.0,0.02405,0.506,48.202265,16.302783,16|8|1|13|6,0.1296|0.0969|0.0935|0.0796|0.0752,
unit_000059,Vienna,21,21,404.2,9,2.5656,0.0,0.0,0.5,48.211792,16.288558,9|25|11|23|31,0.1301|0.1156|0.1155|0.1154|0.0963,
unit_000060,Vienna,29,64,626.6,0,2.5979,3e-05,0.08446,0.5211,48.200409,16.289283,0|25|31|11|16,0.1696|0.1558|0.1231|0.0988|0.0837,
unit_000061,Vienna,17,17,326.2,31,2.4964,0.0,0.08446,0.5211,48.202722,16.288704,31|11|0|25|9,0.1388|0.1178|0.1012|0.0780|0.0758,
unit_000063,Vienna,17,51,328.5,31,2.6588,0.0,0.0,0.5,48.198745,16.29417,31|16|25|0|9,0.1306|0.1264|0.1081|0.1061|0.0962,
unit_000064,Vienna,26,26,474.3,8,2.561,0.0,0.21069,0.5525,48.208685,16.307383,8|6|1|0|31,0.1731|0.1552|0.0774|0.0726|0.0707,
unit_000065,Vienna,20,39,379.8,6,2.5905,0.0,0.0,0.5,48.212108,16.310919,6|16|8|0|1,0.1726|0.0853|0.0800|0.0791|0.0652,
unit_000066,Vienna,18,18,364.1,31,2.6912,0.0,0.0,0.5,48.214164,16.301151,31|12|24|11|0,0.1185|0.0947|0.0892|0.0758|0.0734,
unit_000067,Vienna,8,24,180.8,11,2.6714,0.0,0.0,0.5,48.207468,16.311068,11|5|9|12|1,0.1295|0.1200|0.0948|0.0940|0.0913,
unit_000068,Vienna,20,20,335.0,8,2.5684,0.0,0.14985,0.5374,48.203828,16.325825,8|0|13|16|25,0.1717|0.1027|0.0860|0.0780|0.0714,
unit_000069,Vienna,14,37,273.6,8,2.5194,1e-05,0.121,0.5302,48.208047,16.324321,8|1|6|19|0,0.1464|0.1330|0.1329|0.0852|0.0798,
unit_000070,Vienna,29,66,633.3,6,2.596,8e-05,0.10229,0.5255,48.209419,16.324248,6|1|8|23|24,0.2052|0.1076|0.0731|0.0702|0.0675,
unit_000071,Vienna,5,5,52.1,31,2.5657,0.0,0.04707,0.5118,48.211035,16.326307,31|8|24|25|12,0.1361|0.1319|0.1303|0.0972|0.0728,
unit_000072,Vienna,18,39,345.5,6,2.4656,0.0,0.18825,0.5469,48.210064,16.327079,6|1|24|0|23,0.1721|0.1346|0.1080|0.0766|0.0693,
unit_000073,Vienna,33,108,628.9,8,2.7007,9e-05,0.08526,0.5213,48.211444,16.327244,8|31|24|25|6,0.1707|0.1061|0.1007|0.1006|0.0925,
unit_000074,Vienna,9,11,141.1,8,2.6256,0.0,0.10562,0.5264,48.20784,16.325348,8|13|6|24|23,0.1801|0.1029|0.0868|0.0823|0.0806,
unit_000075,Vienna,14,46,287.2,6,2.3594,0.0,0.01612,0.504,48.205969,16.328762,6|8|0|13|1,0.2261|0.1012|0.0746|0.0677|0.0635,
unit_000076,Vienna,16,104,278.5,6,2.3547,0.0,0.18092,0.5451,48.206768,16.324308,6|1|24|31|12,0.2094|0.1030|0.0849|0.0571|0.0523,
unit_000078,Vienna,19,19,374.0,6,2.5294,0.0,0.12702,0.5317,48.204392,16.331369,6|8|13|0|9,0.1946|0.1114|0.0997|0.0698|0.0514,
unit_000079,Vienna,24,72,405.0,6,2.6327,0.0,0.15594,0.5389,48.217354,16.342003,6|1|12|16|8,0.1411|0.1021|0.0811|0.0801|0.0752,
unit_000081,Vienna,17,23,313.7,6,2.6179,1e-05,0.04604,0.5115,48.217044,16.340277,6|13|8|23|24,0.1612|0.1133|0.1078|0.0799|0.0717,
unit_000082,Vienna,20,40,371.7,13,2.6188,0.0,0.17039,0.5425,48.216273,16.341642,13|8|6|0|12,0.1435|0.0869|0.0818|0.0770|0.0745,
unit_000083,Vienna,44,88,713.8,6,2.2054,0.0,0.0,0.5,48.216599,16.343706,6|1|8|0|19,0.1421|0.1008|0.0918|0.0866|0.0756,
unit_000084,Vienna,17,17,320.2,6,2.6429,0.0,0.0,0.5,48.217442,16.345952,6|8|24|9|12,0.2030|0.0829|0.0815|0.0736|0.0691,
unit_000085,Vienna,33,143,557.6,13,2.5967,1e-05,0.06227,0.5156,48.224368,16.349754,13|6|8|1|16,0.1430|0.1347|0.0847|0.0834|0.0785,
unit_000086,Vienna,13,43,168.9,6,2.5313,5e-05,0.07356,0.5184,48.224739,16.348959,6|1|0|19|8,0.1456|0.1390|0.0879|0.0874|0.0694,
