global_image_index,city_key,image_index,source_image_index,pano_index,panoid,direction_index,heading,lat,lon,year,month,image_unexpected_max,image_unexpected_top3_mean,image_visual_bridge_max,image_visual_bridge_top3_mean,top_pair_index,top_pair_joint_share,top_element_a,top_element_b,top_name_a,top_name_b
132517,India/NewDelhi,6696,7223,5894,4K5L8TP8MZ36_GIqvvmblA,2,180.0,28.66345814547817,77.42335355493836,2025,10,4.8558416,3.1923199,0.014545899,0.00972817,684,0.12755102,F011,F058,road_edge,shaded alley
356308,UnitedStates/LosAngeles,2543,2560,1674,DQXVDL-XWSORpokgJbBnbQ,2,180.0,34.08001291764852,-118.0550823057714,2018,5,4.8558416,2.6692743,0.014545899,0.007650517,684,0.12755102,F011,F058,road_edge,shaded alley
92447,Colombia/Bogota,3381,3390,4911,6hXw9VGseroTGYSeV_i4cg,1,90.0,4.566380721210192,-74.17062061008993,2023,12,4.8558416,2.214861,0.014545899,0.0065718344,684,0.12755102,F011,F058,road_edge,shaded alley
363032,UnitedStates/LosAngeles,9267,9338,2049,5BJLMNswmxc9ZZv6xemV-g,0,0.0,34.09200313121224,-117.2678783291199,2025,1,4.8558416,2.7070923,0.014545899,0.0075625964,684,0.12755102,F011,F058,road_edge,shaded alley
282172,SouthAfrica/Johannesburg,4422,4485,1875,pMeEtgjsSBECbX8gJMVb7w,2,180.0,-26.18682763163528,27.89186871092484,2022,3,4.8558416,3.82604,0.014545899,0.0107275965,684,0.12755102,F011,F058,road_edge,shaded alley
213901,Nigeria/Lagos,12527,12590,376,aWg26Ij0m1nyCDYTJ8yhFA,1,90.0,6.462295764000137,3.39624337588685,2021,7,4.8558416,2.6664875,0.014545899,0.0073061027,684,0.12755102,F011,F058,road_edge,shaded alley
218028,Peru/Lima,3918,3959,8490,-FzFzUdPGrlRrxuoia_kaw,1,90.0,-12.22492056303351,-76.96254436429297,2022,5,4.8558416,2.5881302,0.014545899,0.008519511,684,0.12755102,F011,F058,road_edge,shaded alley
92014,Colombia/Bogota,2948,2956,4034,6g09H8EzBucho3XH4jgqtg,3,270.0,4.500172060077062,-74.1063736165176,2013,10,4.8558416,2.8316631,0.014545899,0.009839249,684,0.12755102,F011,F058,road_edge,shaded alley
3221,Argentina/BuenosAires,3221,3221,325,5OE2EDvBPDhLY2L-n7FVcQ,2,180.0,-34.59991409048867,-58.46639140532506,2017,7,4.8558416,2.892835,0.014545899,0.007883699,684,0.12755102,F011,F058,road_edge,shaded alley
320526,Thailand/Bangkok,4852,4858,2545,UKabk1308nkYJXlGpqCwmA,1,90.0,13.6673575338571,100.4472676178608,2023,12,4.8558416,2.8574555,0.014545899,0.008460099,684,0.12755102,F011,F058,road_edge,shaded alley
181282,Mexico/MexicoCity,5307,5325,9128,IwAahchCcnF9EkGx5CEyqw,2,180.0,19.74087897472878,-99.19902971138862,2016,11,4.8558416,2.4725115,0.014545899,0.008124054,684,0.12755102,F011,F058,road_edge,shaded alley
18885,Australia/Sydney,6088,6122,2062,5Dpy66i9el5iwSFJ6FOTAQ,3,270.0,-34.0178882496244,151.0800417018216,2020,3,4.809739,2.39912,0.011560454,0.007910166,1449,0.1632653,F029,F058,electric_bike_parking,shaded alley
269913,SouthAfrica/CapeTown,4925,4941,6253,anK2rikQa7PkNELVKfrt-A,2,180.0,-33.95803167257655,18.54467666525786,2025,8,4.809739,2.6726847,0.011560454,0.0075001568,1449,0.1632653,F029,F058,electric_bike_parking,shaded alley
363307,UnitedStates/LosAngeles,9542,9616,5309,DQKMnRKWfBe_ojs1bTlAAQ,3,270.0,33.84858778936889,-118.3557994542653,2011,7,4.809739,2.360402,0.011560454,0.00595477,1449,0.1632653,F029,F058,electric_bike_parking,shaded alley
378528,UnitedStates/NewYorkCity,12060,12498,9785,GgBni24fQ8n0EQ84j9qDZg,2,180.0,40.7686292798756,-73.24616577373165,2008,9,4.809739,2.7354746,0.011560454,0.007537166,1449,0.1632653,F029,F058,electric_bike_parking,shaded alley
21526,Australia/Sydney,8729,8773,3308,k_sEtj_mPqCCW-05EI7WMA,0,0.0,-33.91531801535073,150.9543601819843,2025,9,4.809739,2.9017668,0.011560454,0.0066454583,1449,0.1632653,F029,F058,electric_bike_parking,shaded alley
266879,SouthAfrica/CapeTown,1891,1897,2628,OsHRPS8MToHpZ-_YKOFQKw,3,270.0,-34.05325085362681,18.7071066991886,2024,9,4.779307,2.0941,0.012812784,0.006023427,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
220566,Peru/Lima,6456,6516,4171,S-Tc2ZV_-vRmGQm4PHgJKA,2,180.0,-11.83998192030998,-77.07621423246273,2024,5,4.779307,2.8769443,0.012812784,0.007108391,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
331590,Turkey/Istanbul,3134,3160,206,1CmA9IR1zvu4sPWz-hKR0A,1,90.0,40.931908492962,29.27342525905657,2022,5,4.779307,2.7847462,0.012812784,0.0073689236,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
276354,SouthAfrica/CapeTown,11366,11398,6784,LPqNF1MaVea0FasXMrNlYw,3,270.0,-33.86866398193756,18.69019809147651,2022,12,4.779307,2.2698953,0.012812784,0.005809529,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
166564,Malaysia/KualaLumpur,3346,3351,9523,Y3fJ1yYlcUlSkYVAc5rN6Q,0,0.0,2.958029578011018,101.8534487168448,2021,10,4.779307,2.6120732,0.012812784,0.007185207,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
270888,SouthAfrica/CapeTown,5900,5916,5938,oCl_oWRXnoKFlV1bbeqsTg,2,180.0,-33.85571540963033,18.52169568938783,2023,8,4.779307,2.493204,0.012812784,0.0066196285,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
276404,SouthAfrica/CapeTown,11416,11449,8492,AmWXUc3UaXN_z3eyz8pWNQ,2,180.0,-33.97262116599585,18.64229543833271,2024,2,4.779307,3.2010593,0.012812784,0.008395533,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
94443,Colombia/Bogota,5377,5391,6884,6fpk_WO53jojIq16uoNtGQ,0,0.0,4.649651295629258,-74.13715702839231,2023,11,4.779307,3.6207192,0.012812784,0.009662663,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
211834,Nigeria/Lagos,10460,10516,8307,l6h0gfVTcAAx-XkLEuJR8g,3,270.0,6.557218158909291,3.370174818877259,2016,11,4.779307,2.679477,0.012812784,0.0067346473,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
176509,Mexico/MexicoCity,534,535,3124,WLduan942NXrG7EG9KPt8Q,0,0.0,19.63039726614251,-99.16694701299356,2019,8,4.779307,2.673601,0.012812784,0.0066804215,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
67002,Canada/Toronto,3365,3380,3447,iYBiALDjWaMmzeP4oJNspA,1,90.0,43.77675180746306,-79.62918096163658,2007,9,4.779307,2.2628033,0.012812784,0.0061399057,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
213253,Nigeria/Lagos,11879,11937,3502,AYmzsvPcTX4OHKK5T3JW3g,1,90.0,6.59165789214907,3.225493793125637,2024,3,4.779307,2.9116848,0.012812784,0.007837128,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
270557,SouthAfrica/CapeTown,5569,5585,3031,Osb0n0M7JxZiJbBmi3zhjw,3,270.0,-33.9973842826014,18.60462306775712,2026,5,4.779307,3.1098664,0.012812784,0.0083668465,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
256447,Singapore/Singapore,4140,4180,7064,iSijJO1FJxn3zphxdzFHFA,3,270.0,1.314982074974567,103.9481071721256,2025,3,4.779307,3.581167,0.012812784,0.009628552,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
287985,SouthAfrica/Johannesburg,10235,10414,8693,NoQL9pJAP5Lo9IkTrWLXAQ,3,270.0,-26.01882264949316,28.23664061523936,2022,10,4.779307,2.456401,0.012812784,0.006772414,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
126987,India/NewDelhi,1166,1248,4500,zwNrFoBiVUMduxUcvAy3cw,3,270.0,28.4477895410372,77.3079829210463,2026,4,4.779307,3.4571946,0.013382227,0.009640149,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
23353,Australia/Sydney,10556,10615,7622,S9z39Q1bAqorHlWrCQ6ekg,1,90.0,-33.80200803459959,150.8672780539691,2023,12,4.779307,2.874214,0.012812784,0.0077495836,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
201480,Nigeria/Lagos,106,107,8781,tWmPcIze6_UIECjOW7KQkg,0,0.0,6.680709053063115,3.269511349882465,2016,11,4.779307,2.3977985,0.012812784,0.0064540175,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
287212,SouthAfrica/Johannesburg,9462,9626,2710,C8KmvuX3tgJG67dFDe6lgQ,1,90.0,-26.29146093582701,27.8942235022755,2024,9,4.779307,2.9541492,0.012812784,0.0077241324,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
201563,Nigeria/Lagos,189,190,4899,55nKzRs6AmHijXdPSGNQIQ,3,270.0,6.491588657916613,3.362708930692086,2019,10,4.779307,3.3577926,0.012812784,0.008938999,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
231751,Philippines/Manila,4954,4969,2273,EYGLLFxL_9x2SsMVmC-sCw,3,270.0,14.61640855499819,121.0710671065289,2019,10,4.779307,2.7662795,0.012812784,0.007879094,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
204429,Nigeria/Lagos,3055,3076,5798,AXBKXez0Awn-sK9LNUB03Q,0,0.0,6.444742180236841,3.320338998672865,2016,11,4.779307,2.5858903,0.012812784,0.00712324,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
280373,SouthAfrica/Johannesburg,2623,2656,4007,c5H_m7o5jBmW0eCEcIPqTQ,3,270.0,-26.33546083229783,28.21018581460229,2026,4,4.779307,2.5690365,0.012812784,0.006447245,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
285974,SouthAfrica/Johannesburg,8224,8363,8589,F0c8nZiq17g4xGU6MQk60g,1,90.0,-26.32166239741527,28.14717352842461,2022,2,4.779307,2.8884952,0.012812784,0.007467413,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
184337,Mexico/MexicoCity,8362,8386,4414,iKYEyoaej4IUBahzKZExWg,2,180.0,19.35881962088889,-99.13120553072973,2016,7,4.779307,2.673601,0.012812784,0.006706206,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
272266,SouthAfrica/CapeTown,7278,7297,2244,AngLJOuMxp1iVt6WxKUwrA,2,180.0,-33.93151172655253,18.57005190089277,2022,9,4.779307,3.0902684,0.012812784,0.0080914525,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
204555,Nigeria/Lagos,3181,3202,2200,p6WhAm8_OtdBdeeEwG7Z6g,3,270.0,6.554747623240523,3.34936397333994,2016,11,4.779307,2.7153795,0.012812784,0.00751113,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
288337,SouthAfrica/Johannesburg,10587,10776,615,c6zT3Gp7G91fCGsThiemhQ,0,0.0,-26.16327951689963,27.80368915796285,2024,1,4.779307,2.809749,0.012812784,0.0076180603,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
222322,Peru/Lima,8212,8286,7950,yr8zQ985HHIc-IjG8Qsb9Q,1,90.0,-11.86705242748086,-77.07283638548554,2023,8,4.779307,3.102763,0.012812784,0.0081111,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
22615,Australia/Sydney,9818,9871,1722,K8Wkl6r-wFelzDXLK7m9Kw,0,0.0,-33.88398547402467,150.9752005834923,2013,4,4.779307,2.9004507,0.012812784,0.008366438,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
100930,Colombia/Bogota,11864,11893,5754,NrpoSu38vvSgDGE_yudGGw,2,180.0,4.686913858325089,-74.06426904801779,2022,4,4.779307,2.87819,0.012812784,0.0077201785,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
97643,Colombia/Bogota,8577,8599,6731,9liZBg-66pPV9sXCswAoug,3,270.0,4.598931083998099,-74.12858719383568,2012,10,4.779307,2.7667618,0.012812784,0.00697734,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
282740,SouthAfrica/Johannesburg,4990,5065,9259,H2UCR8BbGZ-GlJ4G6hWcmA,3,270.0,-26.08026474795379,27.7660563619741,2023,1,4.779307,2.7262099,0.012812784,0.0073583587,1995,0.1734694,F057,F058,streetlight illumination,shaded alley
300717,SouthKorea/Seoul,10385,10492,3097,far7einyBatxDpL13XCd7g,1,90.0,37.53900675323136,126.6457281053009,2018,5,4.723413,2.0477407,0.013223509,0.0072594,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
340027,Turkey/Istanbul,11571,11658,9436,7bphP2LjieauvZTCmVaBYA,3,270.0,41.07041929114999,29.03349732816467,2015,9,4.723413,2.668268,0.013223509,0.007943024,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
199108,Netherlands/Amsterdam,10373,10511,3883,hV_ovGxiTJfF8Vm4NHdZiw,3,270.0,52.31759944673042,4.984010925773645,2009,10,4.723413,2.767704,0.013223509,0.008428674,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
254532,Singapore/Singapore,2225,2243,6888,fs19lkzZBr0U1WTQzAq8mw,2,180.0,1.368920162454695,103.9620439656673,2012,11,4.723413,2.668268,0.013223509,0.0072777146,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
275300,SouthAfrica/CapeTown,10312,10339,9208,ALXbdnwKAJz394bc9L8B5Q,3,270.0,-33.92454999189039,18.51023556032972,2017,7,4.723413,2.767704,0.013223509,0.007957848,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
87699,China/HongKong,11330,11422,4365,BKFqeFyN7zNj3pCTgrpcTw,1,90.0,22.32655753958116,114.2289731186941,2022,2,4.723413,2.9665763,0.013223509,0.008784288,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
232896,Philippines/Manila,6099,6117,2995,EXFNpkrpVzIo1gYI8BFldQ,1,90.0,14.65801805133563,121.1095555373579,2024,3,4.723413,2.3699596,0.013223509,0.006473254,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
171783,Malaysia/KualaLumpur,8565,8591,5561,EO4phqtrLdp2W_pnIZk-eg,2,180.0,3.054402709568752,101.6594560163825,2018,4,4.723413,2.2476332,0.013223509,0.00682593,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
336425,Turkey/Istanbul,7969,8030,7228,1BB6KIuxWM7rw2qcrtgJpA,2,180.0,41.14511954016309,29.08952369955817,2019,8,4.723413,2.5717957,0.013223509,0.0068613947,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
363180,UnitedStates/LosAngeles,9415,9488,7561,-onJIanXjquHJspXcW4arg,1,90.0,34.10391236929672,-117.931426257225,2019,2,4.723413,3.9609368,0.013223509,0.010427752,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
167401,Malaysia/KualaLumpur,4183,4192,4944,eoU1gD3lFU6Q3X4-Qi54AA,0,0.0,3.142229191482772,101.6316969397001,2019,9,4.723413,2.9665763,0.013223509,0.007919453,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
263327,Singapore/Singapore,11020,11126,9198,osd6ppozFEZQSD3zwHwW5g,0,0.0,1.331615417037551,103.7467207560784,2009,2,4.723413,2.3699596,0.013223509,0.0064560273,1351,0.12244898,F027,F029,car_top_heat,electric_bike_parking
183177,Mexico/MexicoCity,7202,7226,5430,P3fZ7iEc0AjPc5k10auL4w,2,180.0,19.24338132016523,-99.05615433536444,2024,8,4.6906157,2.5270507,0.035778526,0.017227361,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
127786,India/NewDelhi,1965,2101,6364,9DRQvrezMMUWCjjWDTvMtQ,2,180.0,28.75555827880375,77.18758194988095,2022,4,4.6906157,3.140445,0.035778526,0.021496773,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
323660,Thailand/Bangkok,7986,7998,6728,fg2_Y2uJvkfIOIlB2Hd2_w,2,180.0,13.77757409617807,100.7139921143516,2020,10,4.6906157,2.4259794,0.035778526,0.020889515,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
41189,Bangladesh/Dhaka,3030,3057,2756,72A-eLdB3XAX8DhB4C5bKA,1,90.0,22.94387019799196,91.1098089542751,2022,11,4.6906157,2.273893,0.035778526,0.018588917,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
49791,Bangladesh/Dhaka,11632,11726,2042,GekHTGQyNlpQZdiF5qpd1A,3,270.0,23.83110868810125,90.44585137181652,2021,5,4.6906157,2.1415682,0.035778526,0.017874422,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
143943,Indonesia/Jakarta,6246,6265,4301,6JtWTUkWv6fkuLgoq-WVNg,3,270.0,-6.089716211791656,106.1682811573225,2019,6,4.6906157,2.3423035,0.035778526,0.015568961,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
135216,India/NewDelhi,9395,10130,1126,9DvWtal5ZKjKZGMCwa3c3g,2,180.0,28.36327879622058,77.24946682602408,2022,4,4.6906157,2.5382316,0.035778526,0.019351041,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
323332,Thailand/Bangkok,7658,7670,2784,OXhPBL1q8MStfttv6jbIsA,0,0.0,13.62787194446616,100.6891712585348,2022,3,4.6906157,2.9121258,0.035778526,0.021011315,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
200816,Netherlands/Amsterdam,12081,12235,4175,jtS4y0Y5EaxFw3KCbq6qAQ,2,180.0,52.39785673608274,4.792375552089979,2019,6,4.6906157,2.1214275,0.035778526,0.016266063,1606,0.13265306,F034,F060,red_door_street,street_corner_shop
341378,UnitedKingdom/London,218,219,6735,KrzCZjyLjIklpznztm71BQ,1,90.0,51.44981980673513,-0.2291834508816617,2021,8,4.687271,2.599006,0.03105793,0.017765025,1946,0.12244898,F051,F060,zebra_crossing,street_corner_shop
251558,Russia/Moscow,11994,12048,1390,FuOQEbSvWZrWoijcQAlhJw,3,270.0,55.68497375976917,37.97515722992137,2021,6,4.687271,2.0554068,0.03105793,0.012592182,1946,0.12244898,F051,F060,zebra_crossing,street_corner_shop
46554,Bangladesh/Dhaka,8395,8465,6494,gkUOpI5987h3txRhfNXjJw,2,180.0,24.02887082056639,90.40382643672251,2025,10,4.687271,1.9909801,0.03105793,0.012988384,1946,0.12244898,F051,F060,zebra_crossing,street_corner_shop
145667,Indonesia/Jakarta,7970,7992,9991,9y2ZdOAAF77OVIJ3vKmkQg,0,0.0,-6.200051047942504,106.760727869585,2018,5,4.6672096,2.7042587,0.031719767,0.017611224,126,0.13265306,F002,F004,shaded patches,highlighted_buildings
94246,Colombia/Bogota,5180,5193,7855,ZHGLWIUAIo_f44L3u9wSkA,1,90.0,4.70989446022666,-74.22554290382038,2024,8,4.6616077,2.7297287,0.013964063,0.009350121,684,0.12244898,F011,F058,road_edge,shaded alley
145333,Indonesia/Jakarta,7636,7657,502,1_qTzVQNxOC6u2lBRAvWyA,2,180.0,-6.301936354591619,107.2774738820742,2017,2,4.6616077,2.6004934,0.013964063,0.0078107514,684,0.12244898,F011,F058,road_edge,shaded alley
94061,Colombia/Bogota,4995,5008,3488,HmbLRrevD-nR_awvVvSveA,3,270.0,4.623479206472865,-74.2076767349255,2025,2,4.6616077,2.5092103,0.013964063,0.007877716,684,0.12244898,F011,F058,road_edge,shaded alley
226138,Peru/Lima,12028,12135,563,RH5TrpDmtHDsaBG8vL80Dg,0,0.0,-12.05977254009945,-76.93662714680448,2022,10,4.6616077,2.9577541,0.013964063,0.009456351,684,0.12244898,F011,F058,road_edge,shaded alley
117009,India/Mumbai,2603,2919,6962,_v9rePg7zraT9QmI9Ko2Uw,1,90.0,19.10586224586205,72.93100889078524,2026,4,4.6616077,3.0405328,0.013964063,0.0083016185,684,0.12244898,F011,F058,road_edge,shaded alley
48012,Bangladesh/Dhaka,9853,9934,8483,LjvZu3sp8yjCRW2dk1ytMA,3,270.0,24.09036201380061,90.38137772219577,2021,12,4.6616077,2.204926,0.013964063,0.006476512,684,0.12244898,F011,F058,road_edge,shaded alley
309594,Taiwan/Taipei,6592,6653,1497,7EGFb1-_Aif4uGDzMtfnww,3,270.0,24.98354781359155,121.5256311024118,2022,12,4.6616077,2.7521608,0.013964063,0.008582664,684,0.12244898,F011,F058,road_edge,shaded alley
42459,Bangladesh/Dhaka,4300,4335,1185,Q5lN40M7uCUXW69w1zypvQ,1,90.0,23.89516023905493,90.40560905149158,2022,2,4.6616077,3.1134682,0.013964063,0.008567701,684,0.12244898,F011,F058,road_edge,shaded alley
163538,Malaysia/KualaLumpur,320,321,8118,eO-TgajghcBo50W1xNK4-w,0,0.0,3.078223248205652,101.7506368499908,2018,9,4.6616077,2.8025272,0.013964063,0.00951434,684,0.12244898,F011,F058,road_edge,shaded alley
224585,Peru/Lima,10475,10567,6471,s2kzFzAgYYrNwFn3SKMMag,2,180.0,-12.11815393122212,-77.04351554793327,2023,7,4.6616077,2.702508,0.013964063,0.0074259224,684,0.12244898,F011,F058,road_edge,shaded alley
96442,Colombia/Bogota,7376,7394,2819,P99tRoHagIm6DvBO4-l7Qg,0,0.0,4.70261488511263,-74.13486698686717,2018,7,4.6616077,2.5674474,0.013964063,0.0071285926,684,0.12244898,F011,F058,road_edge,shaded alley
256272,Singapore/Singapore,3965,4001,9643,XyTisQHvaJLdOhG4Qh-Jmw,3,270.0,1.358305187418513,103.9591551582115,2019,6,4.6616077,2.3584502,0.013964063,0.0065457397,684,0.12244898,F011,F058,road_edge,shaded alley
202631,Nigeria/Lagos,1257,1265,3981,laNtdIvcWgmIO-nu2LrikA,1,90.0,6.455808590858492,3.409202301522158,2016,11,4.6616077,2.7136018,0.013964063,0.007658008,684,0.12244898,F011,F058,road_edge,shaded alley
56096,Brazil/SaoPaulo,5241,5251,6583,yCzi5uVqDoCokNFYAoiH5Q,2,180.0,-23.40115302157823,-46.44699381117206,2018,6,4.6616077,2.9843347,0.013964063,0.008471082,684,0.12244898,F011,F058,road_edge,shaded alley
11618,Argentina/BuenosAires,11618,11621,1954,eqwlDlaTcscU1BVd_0jirg,1,90.0,-34.79060241194966,-58.6300979045256,2023,10,4.6616077,3.1944523,0.013964063,0.008865534,684,0.12244898,F011,F058,road_edge,shaded alley
210270,Nigeria/Lagos,8896,8948,4365,L99fqSRJ5ApkV5dO1_qsUg,3,270.0,6.643428587505651,3.377431917555817,2021,8,4.6616077,2.2788131,0.013964063,0.0071454383,684,0.12244898,F011,F058,road_edge,shaded alley
5054,Argentina/BuenosAires,5054,5054,6273,nRbYGw4eBuRpFzPWnxDa-g,2,180.0,-34.70513249223714,-58.58067580508774,2023,8,4.6616077,2.342312,0.013964063,0.0067840717,684,0.12244898,F011,F058,road_edge,shaded alley
210367,Nigeria/Lagos,8993,9045,1082,twUDbGBmxEeSsi3BSLnvJg,1,90.0,6.590264444106645,3.38074273534465,2019,10,4.6616077,2.8636963,0.013964063,0.008842229,684,0.12244898,F011,F058,road_edge,shaded alley
244469,Russia/Moscow,4905,4925,788,f7KyiA65n5dSjXWm_VYUew,2,180.0,55.79534622789589,37.35351601442943,2021,5,4.6616077,3.2402437,0.013964063,0.009213873,684,0.12244898,F011,F058,road_edge,shaded alley
214290,Peru/Lima,180,181,3521,s3OrifJjT8tA9WqeW2JxlQ,3,270.0,-11.9476070143319,-77.08673763626251,2022,6,4.6616077,2.8062532,0.013964063,0.007673541,684,0.12244898,F011,F058,road_edge,shaded alley
209974,Nigeria/Lagos,8600,8650,967,ZbbNOj3NSSPknky8we6VKA,2,180.0,6.457644426168699,3.268189759071059,2024,4,4.6616077,2.644943,0.013964063,0.0072465767,684,0.12244898,F011,F058,road_edge,shaded alley
202772,Nigeria/Lagos,1398,1407,3071,p6PqbeZO251DosnkMobM5g,1,90.0,6.620459819333532,3.395778209730891,2021,6,4.6616077,2.73756,0.013964063,0.007604491,684,0.12244898,F011,F058,road_edge,shaded alley
84303,China/HongKong,7934,7989,1851,MaLVdBEBZREeJ9gsTZMVtA,3,270.0,22.29970621467529,114.1831329979095,2023,4,4.6616077,2.5064363,0.013964063,0.0073366542,684,0.12244898,F011,F058,road_edge,shaded alley
126075,India/NewDelhi,254,275,8362,4IF4diNYP8Qh9btT2bioWg,0,0.0,28.68497075197965,76.99813617830829,2026,3,4.6616077,2.2922635,0.013964063,0.0074066236,684,0.12244898,F011,F058,road_edge,shaded alley
218259,Peru/Lima,4149,4191,8347,ADPRzuWcqK0IPD-BilYNRg,2,180.0,-12.2081862156897,-76.96771499982027,2013,10,4.6616077,2.4473457,0.013964063,0.0071454383,684,0.12244898,F011,F058,road_edge,shaded alley
269219,SouthAfrica/CapeTown,4231,4245,2323,ofpTPHUSods7X-Uf2KumRQ,0,0.0,-33.8634911735038,18.50341099922128,2025,9,4.6616077,2.281175,0.013964063,0.0067850426,684,0.12244898,F011,F058,road_edge,shaded alley
373022,UnitedStates/NewYorkCity,6554,6808,9738,CHNmj2Y2uOu19eAkoBtvfw,1,90.0,40.95124799776423,-73.87596717128594,2019,9,4.6616077,2.9989796,0.013964063,0.0088702105,684,0.12244898,F011,F058,road_edge,shaded alley
180671,Mexico/MexicoCity,4696,4712,3342,IlIwU_nMMagbT1OpEnxSDg,2,180.0,19.53921303498828,-99.22847356185595,2020,3,4.6616077,2.4785209,0.013964063,0.006645581,684,0.12244898,F011,F058,road_edge,shaded alley
101856,France/Paris,20,21,5755,09BUwb_xJ3QoRjyeU-XduQ,2,180.0,48.77385529552743,2.409491424774167,2025,10,4.6616077,2.6704357,0.013964063,0.007867196,684,0.12244898,F011,F058,road_edge,shaded alley
266160,SouthAfrica/CapeTown,1172,1177,5389,KHcpi_ZUPcFEX6txNGddog,1,90.0,-33.98313842414222,18.64855676808794,2010,3,4.6616077,2.5281184,0.013964063,0.008927351,684,0.12244898,F011,F058,road_edge,shaded alley
218060,Peru/Lima,3950,3991,6830,-CiZ8BWrJjEyq1pfL4Kh5Q,3,270.0,-12.19998183764416,-76.95209957684011,2022,11,4.6616077,2.65752,0.013964063,0.0075022914,684,0.12244898,F011,F058,road_edge,shaded alley
18641,Australia/Sydney,5844,5875,6455,ScEjwD_rtRWVcPJLWvxAmg,2,180.0,-33.80785606909626,150.9278110241448,2008,1,4.6616077,2.6423476,0.013964063,0.0078809075,684,0.12244898,F011,F058,road_edge,shaded alley
6499,Argentina/BuenosAires,6499,6499,7599,EQOz18t4y57p03mHQXXo7Q,2,180.0,-34.79849199366766,-58.17606843626123,2024,10,4.6616077,2.322955,0.013964063,0.006736511,684,0.12244898,F011,F058,road_edge,shaded alley
322410,Thailand/Bangkok,6736,6744,9654,PzBZ4MSf2R2_uFBhxZIEiQ,1,90.0,13.58048732954605,100.3089334467061,2020,2,4.6616077,2.1094005,0.013964063,0.006502287,684,0.12244898,F011,F058,road_edge,shaded alley
208379,Nigeria/Lagos,7005,7046,630,zC1YjCSatiRde3c1lvjhuA,0,0.0,6.696137098044639,3.255107252701027,2024,3,4.6616077,2.2686505,0.013964063,0.007994722,684,0.12244898,F011,F058,road_edge,shaded alley
96575,Colombia/Bogota,7509,7528,3714,hOaLvlgtdn1g7g0jWss91Q,2,180.0,4.636394814494934,-74.19966916782145,2018,9,4.6616077,2.372077,0.013964063,0.007298066,684,0.12244898,F011,F058,road_edge,shaded alley
330284,Turkey/Istanbul,1828,1843,1377,t8x7L_ulUodut_xW7WSY6g,1,90.0,40.89447534681047,29.25871875575576,2019,12,4.6616077,3.5746033,0.013964063,0.00960641,684,0.12244898,F011,F058,road_edge,shaded alley
