unit_id,city,n_road_nodes,n_panos,road_length_m,dominant_basis_id,activation_entropy,mean_within_activation_variance,mean_boundary_contrast,unit_confidence,centroid_lat,centroid_lon,top_basis_ids,top_basis_weights,stability_score
unit_000000,Vienna,55,55,921.4,2,2.6526,0.0,0.0,0.5,48.207056,16.35619,2|29|27|4|19,0.1301|0.1157|0.1129|0.0945|0.0853,
unit_000001,Vienna,21,42,406.5,10,2.5996,0.0,0.0,0.5,48.215868,16.358065,10|2|29|27|19,0.1983|0.1261|0.1131|0.0940|0.0768,
unit_000002,Vienna,15,15,296.1,10,2.4194,0.0,0.0,0.5,48.209521,16.350318,10|29|31|28|17,0.2039|0.1111|0.0947|0.0845|0.0687,
unit_000003,Vienna,16,16,300.5,10,2.5314,0.0,0.0,0.5,48.210411,16.35208,10|2|28|7|17,0.1996|0.0999|0.0971|0.0958|0.0647,
unit_000004,Vienna,13,26,274.0,29,2.7528,0.0,0.0,0.5,48.198754,16.273085,29|31|28|7|25,0.1649|0.1158|0.1154|0.1069|0.0991,
unit_000005,Vienna,25,25,416.3,28,2.6531,0.0,0.1232,0.5308,48.196165,16.287231,28|10|17|2|7,0.1917|0.1466|0.0933|0.0910|0.0817,
unit_000006,Vienna,18,35,339.7,10,2.6111,0.0,0.1232,0.5308,48.19688,16.28851,10|29|28|26|7,0.1715|0.1606|0.1362|0.0843|0.0809,
unit_000007,Vienna,22,39,409.4,29,2.7226,0.0,0.0,0.5,48.196897,16.293678,29|28|31|9|2,0.1719|0.1255|0.1073|0.0791|0.0780,
unit_000008,Vienna,14,14,252.8,28,2.7076,0.0,0.0,0.5,48.197408,16.302549,28|10|29|16|31,0.1779|0.1535|0.1019|0.0977|0.0926,
unit_000010,Vienna,27,27,444.9,29,2.4634,0.0,0.0,0.5,48.200926,16.337454,29|26|10|31|4,0.1800|0.1317|0.1286|0.1049|0.0767,
unit_000011,Vienna,17,17,300.4,16,2.7766,0.0,0.0,0.5,48.188949,16.285787,16|26|2|31|28,0.1618|0.1440|0.1222|0.1133|0.0838,
unit_000012,Vienna,13,13,233.9,28,2.7525,0.0,0.0,0.5,48.191909,16.277476,28|29|22|19|3,0.1439|0.1086|0.0941|0.0911|0.0822,
unit_000013,Vienna,24,24,414.9,25,2.6731,0.0,0.0,0.5,48.188594,16.291971,25|16|19|26|31,0.1650|0.1543|0.1525|0.1239|0.1135,
unit_000014,Vienna,29,44,477.6,10,2.6884,2e-05,0.036,0.509,48.186871,16.298921,10|7|2|25|26,0.1612|0.1115|0.1027|0.1017|0.0991,
unit_000015,Vienna,3,3,57.3,25,2.7375,0.0,0.0,0.5,48.187247,16.285547,25|2|4|7|28,0.1543|0.1140|0.1136|0.1129|0.1097,
unit_000016,Vienna,39,48,674.6,29,2.7714,1e-05,0.14517,0.5362,48.18733,16.282347,29|25|28|7|31,0.1745|0.1416|0.1072|0.1028|0.0919,
unit_000017,Vienna,16,16,318.9,25,2.6918,0.0,0.0,0.5,48.188827,16.280024,25|28|2|1|4,0.1835|0.1492|0.1101|0.1041|0.1023,
unit_000018,Vienna,13,13,264.7,28,2.7544,0.0,0.0,0.5,48.189774,16.281957,28|25|19|2|16,0.1741|0.1249|0.1202|0.1143|0.1117,
unit_000019,Vienna,20,20,311.0,26,2.7649,0.0,0.0,0.5,48.195125,16.28385,26|4|31|10|29,0.1273|0.1196|0.1161|0.1152|0.1129,
unit_000020,Vienna,18,18,363.8,16,2.6111,0.0,0.0,0.5,48.194631,16.291889,16|26|28|2|3,0.1932|0.1846|0.1265|0.0966|0.0862,
unit_000021,Vienna,17,30,314.7,10,2.576,2e-05,0.0,0.5,48.202947,16.356821,10|26|31|29|4,0.1973|0.1366|0.0994|0.0815|0.0642,
unit_000022,Vienna,21,46,375.2,26,2.7894,1e-05,0.12612,0.5315,48.206198,16.337762,26|4|10|2|28,0.1452|0.1342|0.1249|0.1102|0.0977,
unit_000023,Vienna,16,50,297.5,10,2.7654,0.0,0.01682,0.5042,48.207726,16.337366,10|26|19|27|29,0.1392|0.1388|0.1331|0.1176|0.1092,
unit_000025,Vienna,3,6,52.2,26,2.787,0.0,0.07596,0.519,48.206583,16.336833,26|4|10|2|28,0.1459|0.1371|0.1243|0.1097|0.0981,
unit_000026,Vienna,4,15,75.2,10,2.7887,2e-05,0.1091,0.5272,48.20739,16.33819,10|26|19|29|27,0.1553|0.1335|0.1174|0.1135|0.1125,
unit_000028,Vienna,31,62,520.2,26,2.6106,0.0,0.0,0.5,48.210323,16.338913,26|10|29|16|7,0.1535|0.1255|0.1044|0.0788|0.0693,
unit_000029,Vienna,39,80,706.0,26,2.7735,9e-05,0.0,0.5,48.213052,16.333627,26|10|7|28|4,0.1528|0.1456|0.1372|0.1122|0.0962,
unit_000030,Vienna,12,24,235.2,29,2.8088,0.0,0.0,0.5,48.208713,16.303688,29|19|4|16|25,0.1482|0.1291|0.1231|0.1126|0.0960,
unit_000031,Vienna,16,32,302.8,26,2.7479,0.0,0.0,0.5,48.206323,16.304277,26|2|15|25|16,0.1802|0.1175|0.0988|0.0942|0.0942,
