sample_id,archetype_id,image_id,city,D000,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073,D074,D075,D076,D077,D078,D079,D080,D081,D082,D083,D084,D085,D086,D087,D088,D089,D090,D091,D092,D093,D094,D095,D096,D097,D098,D099,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D110,D111,D112,D113,D114,D115,D116,D117,D118,D119,D120,D121,D122,D123,D124,D125,D126,D127,D128,D129,D130,D131,D132,D133,D134,D135,D136,D137,D138,D139,D140,D141,D142,D143,D144,D145,D146,D147,D148,D149,D150,D151,D152,D153,D154,D155,D156,D157,D158,D159,D160,D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260,D261,D262,D263,D264,D265,D266,D267,D268,D269,D270,D271,D272,D273,D274,D275,D276,D277,D278,D279,D280,D281,D282,D283,D284,D285,D286,D287,D288,D289,D290,D291,D292,D293,D294,D295,D296,D297,D298,D299,D300,D301,D302,D303,D304,D305,D306,D307,D308,D309,D310,D311,D312,D313,D314,D315,D316,D317,D318,D319,D320,D321,D322,D323,D324,D325,D326,D327,D328,D329,D330,D331,D332,D333,D334,D335,D336,D337,D338,D339,D340,D341,D342,D343,D344,D345,D346,D347,D348,D349,D350,D351,D352,D353,D354,D355,D356,D357,D358,D359,D360,D361,D362,D363,D364,D365,D366,D367,D368,D369,D370,D371,D372,D373,D374,D375,D376,D377,D378,D379,D380,D381,D382,D383,D384,D385,D386,D387,D388,D389,D390,D391,D392,D393,D394,D395,D396,D397,D398,D399,D400,D401,D402,D403,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D418,D419,D420,D421,D422,D423,D424,D425,D426,D427,D428,D429,D430,D431,D432,D433,D434,D435,D436,D437,D438,D439,D440,D441,D442,D443,D444,D445,D446,D447,D448,D449,D450,D451,D452,D453,D454,D455,D456,D457,D458,D459,D460,D461,D462,D463,D464,D465,D466,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D481,D482,D483,D484,D485,D486,D487,D488,D489,D490,D491,D492,D493,D494,D495,D496,D497,D498,D499,D500,D501,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511
S01,A01,368570,UnitedStates/NewYorkCity,0.026565552,0.7739258,-0.76708984,1.1318359,0.24890137,-0.31591797,0.36279297,0.13342285,-0.48168945,0.81103516,1.3779297,1.1748047,1.8232422,1.5869141,-0.9658203,-0.2758789,2.15625,0.32910156,1.1318359,0.84277344,-0.020309448,0.18054199,1.3232422,0.02293396,0.94189453,0.66845703,0.10253906,0.1550293,-0.69628906,-0.20959473,-0.056518555,0.91748047,0.12042236,-0.8676758,-0.4663086,0.0064888,0.8120117,0.2998047,-0.19274902,0.42333984,0.46044922,0.171875,0.64208984,0.48486328,0.39990234,-0.9838867,0.042419434,-1.0498047,-0.4177246,0.7036133,-0.69433594,-0.5527344,0.08508301,0.39624023,1.2734375,0.10070801,-0.5966797,1.2539062,-0.8017578,-0.9604492,0.4897461,-0.6376953,0.28149414,-1.4501953,-0.35839844,-0.2878418,0.13220215,-0.48876953,0.59033203,-0.7602539,0.076171875,1.4501953,1.1689453,-1.5361328,0.75927734,0.01499176,1.0234375,0.6435547,0.58496094,-0.40112305,0.13964844,-0.7685547,-0.6074219,-0.5620117,-0.26782227,-0.7675781,1.0107422,-0.12487793,0.5341797,-0.030029297,-1.2714844,-1.1621094,1.7470703,-0.14099121,0.8442383,1.7548828,-0.8027344,-0.34350586,-0.56884766,-1.9970703,-1.109375,-0.81640625,-0.48486328,0.6972656,1.3496094,1.4130859,0.7192383,0.58984375,0.36108398,0.47021484,0.99365234,-0.48657227,1.0146484,0.5756836,-1.6445312,0.0074043274,-0.33422852,0.18530273,-0.5390625,0.09710693,-0.6894531,0.07104492,-1.2753906,0.53759766,-0.9145508,0.82373047,0.17248535,-0.21972656,0.578125,-1.3105469,-0.9897461,1.515625,0.9248047,-0.94091797,-0.60253906,0.63134766,0.65527344,0.5654297,-0.3112793,1.5351562,-0.73535156,-1.0986328,0.38476562,-0.10028076,-1.4287109,0.33032227,0.33398438,1.921875,-1.1875,1.0693359,0.71972656,-0.25683594,-0.83984375,-0.6899414,0.3215332,0.5649414,0.3630371,-0.97314453,0.34399414,-1.0214844,-1.0771484,0.99560547,-1.0595703,0.7626953,0.37597656,-0.29907227,0.5961914,0.81640625,-0.72314453,0.9760742,1.1738281,0.96191406,-0.46679688,-0.21289062,0.8286133,1.1826172,-0.69140625,0.9560547,0.78515625,-0.81347656,-0.51220703,1.0419922,-1.0292969,0.031143188,-0.7631836,0.89746094,-0.31835938,0.23876953,-1.8925781,0.1282959,0.8618164,-0.17102051,0.57128906,-0.23144531,-0.0129852295,0.8413086,-1.1777344,0.15344238,-0.08251953,0.12731934,1.5175781,-0.5991211,1.5292969,0.39501953,-0.59716797,0.66015625,0.2709961,0.43969727,-0.2364502,1.1816406,0.15136719,0.14526367,0.093688965,-0.105895996,0.25048828,0.21716309,-1.6845703,1.0380859,0.3256836,-1.1132812,0.65527344,-1.7519531,0.20336914,0.11114502,-2.4003906,-0.59277344,0.93652344,0.46142578,0.24279785,1.2246094,-0.69189453,-1.0224609,-0.44677734,0.30200195,0.3088379,0.5332031,1.6621094,0.5878906,-0.091796875,-0.6567383,-0.63720703,0.99121094,-0.9790039,0.9526367,1.2207031,0.46484375,-0.79589844,-0.41503906,0.92285156,-0.32910156,-0.8310547,-0.035003662,0.38793945,-0.7451172,1.0117188,0.16784668,-0.25195312,0.5258789,-1.1835938,-0.30908203,0.38842773,-0.43188477,0.76171875,-1.3359375,-0.68310547,-0.36206055,1.4824219,-0.6508789,0.028076172,0.98291016,0.6748047,0.9038086,0.84716797,0.3149414,0.5439453,-0.23181152,-0.41381836,0.2548828,0.3395996,0.8857422,0.23071289,0.06549072,-0.47436523,1.5605469,0.6870117,-0.18188477,0.8652344,1.5546875,-0.9169922,0.9433594,0.14331055,-0.8149414,0.4255371,1.0224609,0.07232666,-0.22875977,0.6118164,0.35253906,0.5551758,1.2451172,-0.33642578,0.42333984,-0.2614746,-0.45629883,-0.15563965,0.45117188,-0.74121094,0.7651367,-0.32666016,-0.10418701,1.5478516,0.84765625,-1.4775391,0.9301758,-0.58447266,-1.3125,-0.31201172,0.13220215,-1.8652344,-0.8613281,-0.92578125,-0.8027344,-0.84716797,-0.34375,-0.36669922,0.6044922,0.21813965,-0.33544922,-0.1739502,0.5673828,-0.0028362274,-0.8569336,0.31591797,0.19567871,0.2364502,1.7216797,0.3244629,0.9550781,0.37768555,-0.18969727,-0.13903809,-0.35864258,1.3144531,-0.80908203,-0.0011205673,0.4885254,1.4228516,-0.11187744,0.6508789,-0.69970703,-0.10412598,-1.2070312,0.16662598,1.6035156,-0.57958984,0.87158203,1.1337891,-0.6220703,-0.29052734,1.2080078,0.8457031,0.8310547,-0.69384766,1.3525391,0.9868164,0.7470703,-1.0175781,0.55078125,1.2529297,0.13989258,-1.5693359,0.29052734,-0.07324219,1.3232422,0.6269531,0.30981445,0.44921875,1.1953125,-0.070495605,-1.5341797,-0.18725586,1.609375,0.5209961,-0.5317383,-0.028533936,-0.16711426,0.4951172,0.17175293,-0.8730469,1.9765625,1.2089844,0.57666016,0.2553711,0.36816406,0.68847656,-0.4958496,0.29003906,0.7426758,0.7080078,-1.5966797,-0.49609375,-0.32202148,0.5698242,1.5947266,-0.06378174,1.5039062,-0.5810547,-0.32543945,-0.38256836,-0.1361084,0.8149414,0.62939453,1.3183594,0.97998047,-0.8535156,-1.65625,-0.34472656,0.30566406,0.5756836,0.09051514,0.12426758,1.359375,1.0097656,-0.09881592,0.46850586,-1.2431641,-0.91503906,-0.5673828,-0.63720703,1.4023438,-0.66552734,-0.49902344,-1.5478516,0.45751953,1.1347656,-0.33129883,0.23352051,1.3183594,0.7504883,0.037841797,0.52197266,1.2900391,-0.010612488,-0.63134766,-1.2695312,-0.008285522,-0.060150146,0.46020508,-0.02507019,0.47924805,0.06210327,-0.96875,0.31445312,0.055725098,-0.7270508,-0.3947754,0.068481445,0.56933594,-1.3310547,-1.515625,-0.9248047,0.37573242,-0.35083008,-0.40454102,0.46191406,-0.5830078,0.82714844,1.1904297,0.24194336,0.4584961,-0.43139648,-0.012252808,-0.6040039,0.9321289,-0.8696289,0.23278809,-0.03692627,0.57958984,0.78564453,0.11273193,-0.8300781,-0.107666016,-0.6738281,-0.25439453,0.23327637,-0.56640625,0.1583252,0.7714844,0.3815918,1.5439453,-0.027832031,1.1914062,2.6347656,0.6328125,-0.28173828,0.5180664,0.93652344,-1.1992188,-0.7836914,0.68847656,-1.3251953,0.8671875,2.0878906,0.63134766,0.17419434,-0.48242188,0.60595703,-0.15795898,-0.13269043,-0.05722046,-0.5410156,1.6826172
S02,A02,147311,Indonesia/Jakarta,-0.34204102,-0.41381836,0.4387207,-0.21520996,-0.41186523,1.9912109,0.008613586,-1.4853516,-0.35766602,-0.62646484,-0.20166016,0.8701172,1.5761719,-0.4958496,0.97314453,1.3125,-1.0869141,0.14855957,-0.52978516,1.5361328,-0.1661377,0.070251465,0.09136963,-1.2314453,0.8330078,-0.46948242,-0.4987793,-1.1103516,-1.0537109,1.6132812,1.2392578,1.625,-1.3349609,-0.12109375,2.2949219,0.72509766,1.0947266,0.36865234,1.84375,-0.27368164,0.4321289,1.0009766,-0.5131836,1.1816406,0.46557617,-1.0019531,0.5258789,-0.96533203,-0.11468506,0.14904785,0.60302734,-0.8876953,-1.2880859,0.41015625,1.0859375,0.9589844,-0.15515137,-0.80615234,0.1628418,-2.0957031,0.60302734,-0.17248535,1.0820312,0.20495605,1.7207031,-0.10083008,-1.7568359,-0.78222656,-0.11291504,0.5761719,0.5205078,-0.28564453,-1.1933594,-0.24511719,0.32177734,-0.27197266,0.7832031,-1.9414062,0.046783447,0.21826172,0.5732422,-1.8867188,0.082214355,-0.34960938,-1.1914062,0.19763184,0.26782227,1.8330078,1.2675781,0.66308594,-1.9697266,0.85595703,0.9892578,1.2832031,1.3261719,-1.0722656,-1.0419922,-1.046875,0.98095703,-0.8598633,1.640625,1.0302734,0.59033203,-1.6210938,-0.20703125,0.8964844,1.2724609,0.05331421,0.29296875,0.02255249,1.0917969,1.4716797,1.4179688,0.61279297,1.7607422,-1.5712891,-1.9208984,-0.24572754,-0.43920898,-1.09375,0.17663574,0.04486084,-0.59765625,0.095214844,0.97802734,1.125,-0.44726562,-0.75634766,-0.5864258,0.035247803,0.28295898,-0.31640625,-1.2685547,0.42993164,-1.1191406,-0.19494629,0.16638184,1.6181641,1.2333984,0.42260742,-1.4560547,-2.0683594,0.14453125,-0.71777344,0.12585449,1.7617188,-0.4243164,0.5708008,-0.015167236,-1.3496094,0.8027344,-0.89453125,-0.16772461,0.23046875,0.33862305,0.34277344,-1.5214844,0.22033691,-0.59228516,1.1328125,2.4609375,1.2070312,0.35253906,0.7080078,1.4873047,0.028213501,-0.121276855,-0.3869629,-0.062316895,-1.5039062,0.3413086,-0.67871094,-0.50439453,-0.64404297,0.08239746,-0.21765137,0.95947266,-2.4316406,-0.7783203,-1.6875,0.60253906,-0.05722046,-0.4597168,0.14929199,-0.41748047,-0.6020508,0.15185547,1.453125,-1.0517578,-2.2402344,1.0263672,-0.10772705,-0.52734375,-0.9238281,-0.047210693,0.92333984,0.59375,0.079956055,-0.8647461,1.0957031,0.8041992,0.068725586,0.91552734,-0.13586426,-1.2451172,0.29516602,-0.57958984,-0.31396484,0.5048828,0.5961914,0.7451172,-0.17578125,-1.3681641,-0.47753906,-1.0419922,0.6020508,-1.1611328,1.5849609,0.10272217,0.18554688,-1.6669922,0.4885254,-0.3034668,-0.6894531,-0.12060547,-0.089416504,0.50878906,1.0478516,-0.41455078,-0.7055664,0.60791016,-0.4050293,-0.076171875,-0.3388672,0.61279297,-1.4296875,1.6523438,-1.5,0.64990234,-1.4335938,-1.6923828,-0.008102417,0.29492188,1.6074219,0.80126953,-0.0335083,-0.4814453,0.15612793,0.28173828,0.9067383,0.9814453,-0.9238281,0.017486572,-0.32006836,0.15234375,1.1572266,0.97216797,-0.3215332,0.93896484,-0.3515625,0.14416504,-0.29248047,-1.1914062,0.18151855,0.859375,0.46923828,1.0839844,-0.9873047,0.5361328,1.3085938,-0.1661377,0.23071289,-0.37573242,-0.14892578,0.9555664,-0.54296875,0.85009766,-0.35009766,0.13781738,0.21777344,0.34033203,-0.14562988,0.6040039,0.3010254,1.1679688,-0.34960938,0.62841797,1.0957031,0.31567383,-1.4433594,0.08123779,-0.15661621,-1.6806641,0.040893555,0.62109375,1.6318359,0.24841309,-0.88427734,0.42041016,0.7817383,-0.90722656,0.6953125,0.15612793,-0.60302734,1.0791016,-0.7675781,-1.1035156,2.1132812,1.9335938,0.65625,0.43847656,-0.31591797,0.62890625,0.0715332,-0.2232666,-0.99902344,1.1982422,0.57910156,-0.7729492,-0.8959961,1.1298828,-0.113220215,1.1757812,-0.5991211,1.2910156,-0.43847656,0.2565918,-0.32617188,-1.09375,1.0205078,1.1669922,0.07757568,0.36450195,0.7631836,0.93359375,0.44433594,1.7236328,0.70654297,-1.2177734,-1.390625,0.86035156,0.35717773,0.20715332,-1.3945312,-1.5097656,0.011375427,-0.17297363,-0.16931152,-0.20874023,0.35498047,-0.5488281,-0.32226562,0.45288086,-1.0341797,-0.6821289,0.11767578,0.6074219,-0.037261963,-1.2373047,-1.3134766,0.01235199,0.52783203,-0.17614746,-0.019500732,2.6328125,-0.2668457,0.52685547,-0.53271484,1.9101562,-0.63427734,0.8178711,-0.8535156,-0.5888672,1.1484375,0.90625,0.74560547,1.1123047,-0.6542969,0.120666504,0.9501953,-0.9160156,-0.42333984,-0.89501953,-1.4716797,1.1494141,-0.09008789,-0.39331055,-0.60839844,0.41381836,0.89453125,-1.4179688,-0.6225586,-1.3701172,1.6337891,0.64208984,0.6328125,-1.1103516,-1.1279297,-0.59765625,-0.39453125,-0.49365234,1.1240234,0.83447266,-0.0075035095,-1.1640625,-1.2539062,-0.101135254,-0.37890625,0.6982422,-0.34814453,-0.07293701,0.031555176,0.33862305,-0.2836914,-0.43725586,-0.75146484,-1.8603516,0.2800293,0.025756836,-1.8154297,-0.37695312,-0.4790039,0.20739746,-0.31445312,0.22753906,-0.42749023,0.1628418,-1.1660156,1.7597656,-1.5830078,0.76708984,-0.56347656,-0.47314453,-0.77246094,0.16210938,0.17700195,-1.7763672,1.2705078,1.0927734,1.7763672,1.0136719,1.2333984,-0.03668213,-0.31884766,-0.5996094,0.33374023,-1.0390625,0.55859375,-1.1005859,-1.0146484,-0.5263672,-0.80859375,-0.41796875,0.41674805,0.69628906,-1.2529297,-0.96484375,-0.6738281,0.30004883,2.4335938,-1.1679688,0.39892578,1.2490234,0.1026001,0.058380127,-0.026428223,0.3305664,-0.5234375,-0.6152344,0.49023438,-1.0673828,0.8613281,-1.1826172,-1.9091797,-0.7109375,-0.78125,0.2055664,0.06970215,1.78125,-0.0769043,1.5195312,0.36572266,-0.60498047,1.859375,-0.8173828,-1.0478516,0.6088867,0.7182617,0.82421875,1.6845703,-0.50439453,-1.7324219,-0.066589355,0.35229492,1.1035156,-0.9082031,-0.8930664,0.034362793,-1.6806641,-0.23535156,0.012077332,0.9692383,-0.050231934,-0.6455078,-1.4863281,-1.4316406,-0.30126953,0.7050781,-1.6230469,-0.83154297,1.0068359,-1.0068359
S03,A03,255578,Singapore/Singapore,-1.0185547,0.107299805,2.2070312,1.6621094,1.0322266,0.23730469,-0.609375,0.10192871,-0.61816406,-1.3916016,-1.4755859,0.39770508,-0.4951172,0.4885254,-0.5078125,0.42700195,-1.4873047,-0.7241211,0.12420654,-0.88183594,1.0214844,0.11785889,0.44921875,-0.047332764,-0.54248047,0.21069336,-1.9189453,0.43237305,-0.5214844,1.6503906,-0.86083984,-1.0644531,-0.49121094,-0.83447266,0.5449219,0.8823242,-0.73046875,-0.1928711,-0.053710938,0.82958984,1.0517578,1.5742188,0.7216797,1.6396484,0.9482422,0.2512207,0.15454102,0.32250977,0.2286377,-0.032043457,-0.79833984,0.21801758,-0.08135986,1.0761719,0.74560547,0.78759766,-0.03213501,0.9448242,0.4375,-1.3544922,1.2841797,0.4765625,2.5527344,0.2902832,-0.10662842,1.2158203,-0.75341797,1.9785156,0.059417725,-0.90234375,-0.06695557,-0.4345703,-0.19262695,0.9614258,1.1894531,0.85791016,0.4885254,-0.4272461,-0.1116333,0.3803711,-1.3183594,0.47265625,0.20947266,0.8911133,0.52490234,-1.1376953,1.7871094,1.1298828,-0.82421875,0.0993042,-0.8173828,-0.53222656,-0.921875,1.9238281,0.72265625,-0.82958984,-1.0449219,-0.06939697,-0.5991211,0.03970337,0.1616211,0.5908203,-1.2822266,-1.1308594,-0.35766602,-0.67822266,1.1103516,-0.105285645,-0.72753906,-0.5444336,0.64746094,-0.2055664,1.6484375,0.546875,1.0527344,-1.0625,-0.66503906,-1.1044922,-0.14685059,-0.7319336,-1.1914062,0.5546875,-1.1494141,0.011741638,0.6855469,1.3945312,0.19067383,-0.6386719,-0.17248535,0.87158203,0.29296875,0.03137207,-1.3759766,1.4287109,-1.3632812,0.30297852,0.5859375,1.3017578,0.6635742,0.041107178,-1.453125,0.8071289,-0.07757568,-0.1048584,1.3505859,-0.33764648,-1.1230469,0.2927246,-1.4863281,-0.053466797,1.7314453,-0.6557617,-0.05380249,-0.3791504,0.38208008,1.2636719,-0.8413086,0.113342285,-0.95947266,2.0449219,2.0664062,-0.54833984,-1.1796875,1.3886719,1.1904297,-1.4482422,-0.7294922,1.0068359,0.96533203,-1.4765625,0.22802734,-1.4511719,-0.3203125,1.2021484,-1.2568359,0.5756836,0.70214844,-1.1884766,-1.0869141,-0.19726562,-1.4433594,0.5102539,0.50097656,0.15136719,0.6455078,-0.32543945,0.6333008,-0.08666992,-1.1367188,-1.2421875,0.66064453,0.13342285,0.50927734,1.1943359,-0.8964844,0.07714844,-0.6191406,-0.30004883,0.5283203,0.890625,0.93359375,-0.3791504,-0.03201294,0.8198242,-0.29638672,-0.43676758,1.1796875,-0.14318848,0.41625977,1.9248047,0.8720703,-0.6123047,-1.3046875,-1.3330078,0.16430664,0.8261719,1.0703125,0.68408203,0.13122559,0.38989258,0.27539062,-0.46801758,0.77978516,-1.0966797,0.4189453,0.6640625,0.12731934,-0.031280518,-1.2636719,-1.6923828,-1.2568359,0.4038086,0.7290039,0.43725586,0.73876953,-1.0292969,1.6523438,-0.099121094,0.9272461,0.35498047,-0.27368164,2.0839844,0.16320801,1.0244141,1.6835938,-1.2109375,-0.22753906,0.90966797,0.6152344,0.16687012,-0.41479492,-0.6245117,-0.37597656,-0.04901123,1.0830078,1.8525391,-0.18847656,-0.87597656,1.8857422,0.22338867,0.80810547,-0.6303711,-1.4355469,0.7138672,0.5317383,0.90771484,0.33618164,-0.67285156,0.78808594,1.3789062,-0.16125488,-1.2421875,0.52246094,1.0380859,0.1104126,-1.8046875,-0.38305664,-0.82128906,-0.5205078,0.23059082,0.2220459,1.5380859,-0.35473633,-0.7138672,-0.9033203,-0.36694336,-0.21069336,0.93408203,1.7509766,-1.4277344,1.1269531,-1.5751953,-1.1689453,1.1386719,1.2929688,1.1640625,1.15625,-0.88916016,-0.8857422,0.27685547,0.34692383,0.087524414,-0.27368164,-0.50634766,-0.44580078,-0.3557129,-0.2783203,0.62646484,-0.14868164,-0.7607422,0.2915039,0.5473633,1.0830078,0.08428955,0.21838379,-0.43310547,1.5986328,2.0878906,-0.09637451,-1.1181641,-0.36938477,1.3789062,0.06719971,-0.42504883,1.7480469,-1.0078125,0.53564453,-0.8261719,-1.4345703,-0.17895508,1.4160156,-0.7128906,0.8925781,0.36279297,0.068847656,0.67333984,0.5341797,0.41577148,-1.6914062,-1.0615234,0.94140625,1.7216797,-0.043914795,-0.8598633,0.16455078,-0.36279297,-0.6928711,-0.40405273,-0.30371094,0.17834473,-1.6484375,-0.49023438,-0.25170898,-0.30029297,-0.19946289,0.9785156,1.5166016,1.9609375,-0.74365234,-0.1821289,0.53759766,-0.5620117,0.10681152,-0.3173828,1.0917969,0.3786621,0.5595703,0.038360596,-0.9941406,0.7260742,0.3388672,-0.3269043,-0.9316406,-0.23962402,0.18103027,1.9921875,0.3305664,-2.3222656,-1.2314453,0.65527344,-0.29492188,-0.06915283,-1.1914062,-1.8867188,0.81884766,3.3554688,0.9707031,0.18005371,-0.25024414,1.3466797,-0.39819336,-0.7495117,-1.7451172,1.0478516,1.0048828,0.045654297,-0.43310547,-1.4902344,0.67871094,-2.5976562,-0.4091797,1.484375,-0.75439453,-0.44018555,-0.45166016,0.54541016,-0.7011719,0.107055664,-0.10095215,-0.0017242432,-0.9296875,-0.9921875,-0.26098633,0.39624023,-1.1728516,-1.5322266,-1.7626953,2.4492188,0.75439453,-1.4599609,1.7470703,0.22058105,-0.09527588,-0.22570801,-0.43798828,-0.010063171,0.9067383,-0.76708984,1.2646484,0.53271484,0.37548828,0.5600586,0.96972656,-1.0136719,1.1923828,-1.1074219,-1.0839844,1.1601562,0.46411133,0.46362305,0.014419556,-0.6171875,-0.60498047,0.078186035,-0.86035156,-0.15991211,-0.42407227,0.4387207,-0.32885742,-2.0976562,0.67626953,0.34326172,1.0566406,-1.0722656,-0.15490723,-0.5991211,0.38110352,-0.4958496,0.14233398,2.9296875,-0.8144531,-0.17492676,1.8349609,0.6176758,-0.125,-0.0869751,-0.042877197,0.7104492,0.26757812,0.047607422,-1.5615234,0.5463867,0.6948242,-1.5039062,-1.0283203,0.58496094,0.084350586,0.45507812,-0.8378906,1.2617188,-0.40185547,-0.64501953,0.56689453,1.3408203,-0.13598633,-0.50097656,0.0088272095,1.5107422,2.171875,-0.67626953,-0.76904297,-1.6757812,-1.1777344,0.46557617,0.75146484,0.13549805,-0.5317383,0.7338867,-0.2355957,0.061309814,0.29345703,-0.2548828,-0.6411133,-0.07727051,-1.5761719,-0.20446777,0.31835938,0.19299316,-0.21325684,1.2158203,-0.22570801,0.3413086
