source,target,relation,score,support,q_value
177,825,coactivates_with,259.834483,7348,0.0
137,443,coactivates_with,258.910604,1736,0.0
69,889,coactivates_with,258.863153,1127,0.0
318,1002,coactivates_with,258.723613,1310,0.0
341,512,coactivates_with,257.782179,2468,0.0
16,1002,coactivates_with,256.316111,1361,0.0
629,948,coactivates_with,254.180902,7338,0.0
170,963,coactivates_with,254.119116,4497,0.0
862,902,coactivates_with,253.771184,2826,0.0
443,926,coactivates_with,253.713617,791,0.0
561,814,coactivates_with,252.970329,2210,0.0
561,1003,coactivates_with,252.751531,1657,0.0
203,462,coactivates_with,251.349503,1708,0.0
273,380,coactivates_with,248.916123,4657,0.0
596,889,coactivates_with,248.878187,3230,0.0
451,835,coactivates_with,247.238275,1028,0.0
512,584,coactivates_with,246.478295,1208,0.0
825,969,coactivates_with,244.893613,4129,0.0
614,892,coactivates_with,240.806899,2147,0.0
434,900,coactivates_with,240.140594,2558,0.0
50,356,coactivates_with,240.057879,4018,0.0
25,430,coactivates_with,238.73173,782,0.0
581,661,coactivates_with,238.430736,7360,0.0
343,983,coactivates_with,236.336268,16865,0.0
341,584,coactivates_with,235.466464,4590,0.0
137,230,coactivates_with,234.864127,1902,0.0
717,773,coactivates_with,234.104793,594,0.0
290,292,coactivates_with,233.236578,2672,0.0
322,757,coactivates_with,231.96591,2914,0.0
81,757,coactivates_with,230.634468,1003,0.0
137,280,coactivates_with,230.447728,2562,0.0
230,451,coactivates_with,229.053407,1404,0.0
472,512,coactivates_with,228.974939,978,0.0
356,524,coactivates_with,228.87941,1441,0.0
245,866,coactivates_with,227.575671,1814,0.0
522,899,coactivates_with,226.734302,5374,0.0
226,864,coactivates_with,225.419147,5446,0.0
789,926,coactivates_with,224.784717,746,0.0
462,910,coactivates_with,222.939618,1311,0.0
31,380,coactivates_with,221.348593,3297,0.0
72,455,coactivates_with,220.604117,14472,0.0
230,789,coactivates_with,220.262562,1669,0.0
280,835,coactivates_with,219.577932,1758,0.0
446,462,coactivates_with,219.143538,2568,0.0
412,879,coactivates_with,219.049064,2589,0.0
878,1007,coactivates_with,218.181022,3391,0.0
757,854,coactivates_with,216.222691,1516,0.0
443,614,coactivates_with,215.378614,2171,0.0
203,274,coactivates_with,215.307944,2492,0.0
584,614,coactivates_with,213.706253,2803,0.0
389,964,coactivates_with,213.450693,1160,0.0
591,961,coactivates_with,212.594506,12119,0.0
35,425,coactivates_with,212.167388,1702,0.0
790,953,coactivates_with,212.034731,6145,0.0
47,161,coactivates_with,210.879752,2426,0.0
230,926,coactivates_with,210.063131,791,0.0
292,524,coactivates_with,209.272878,3988,0.0
512,614,coactivates_with,209.254778,1348,0.0
372,900,coactivates_with,208.931923,2316,0.0
245,858,coactivates_with,208.895789,6934,0.0
321,947,coactivates_with,208.288216,242,0.0
252,274,coactivates_with,207.252504,5436,0.0
80,712,coactivates_with,204.8501,1743,0.0
341,472,coactivates_with,203.906754,3464,0.0
273,839,coactivates_with,203.769604,2849,0.0
201,477,coactivates_with,203.511967,13668,0.0
227,524,coactivates_with,203.165941,1718,0.0
443,789,coactivates_with,202.911516,1273,0.0
450,919,coactivates_with,202.534483,1210,0.0
276,315,coactivates_with,202.432685,1880,0.0
930,1003,coactivates_with,201.71028,2277,0.0
54,710,coactivates_with,201.655387,9382,0.0
900,975,coactivates_with,200.510598,3627,0.0
47,729,coactivates_with,200.498515,1925,0.0
274,446,coactivates_with,200.408203,4000,0.0
80,212,coactivates_with,199.817848,2374,0.0
15,729,coactivates_with,199.688922,4406,0.0
380,401,coactivates_with,199.014999,4303,0.0
203,889,coactivates_with,198.460092,766,0.0
472,614,coactivates_with,197.015262,2252,0.0
7,754,coactivates_with,196.622869,2570,0.0
113,203,coactivates_with,196.31057,1910,0.0
581,670,coactivates_with,195.220401,2030,0.0
250,512,coactivates_with,194.288945,457,0.0
331,389,coactivates_with,192.27598,5123,0.0
182,866,coactivates_with,191.757315,2109,0.0
584,866,coactivates_with,191.644291,1476,0.0
126,798,coactivates_with,190.959547,2353,0.0
184,390,coactivates_with,190.00271,8478,0.0
512,858,coactivates_with,189.877978,2991,0.0
250,789,coactivates_with,189.133309,741,0.0
372,552,coactivates_with,189.093871,5271,0.0
858,866,coactivates_with,188.818557,4674,0.0
203,252,coactivates_with,187.654297,2483,0.0
814,839,coactivates_with,187.447418,1431,0.0
709,964,coactivates_with,186.818894,593,0.0
451,640,coactivates_with,186.799665,3220,0.0
683,825,coactivates_with,186.362422,3810,0.0
835,892,coactivates_with,184.734394,789,0.0
325,965,coactivates_with,184.655221,5169,0.0
280,892,coactivates_with,184.645119,1596,0.0
286,743,coactivates_with,184.542383,1448,0.0
670,729,coactivates_with,183.909963,1289,0.0
325,417,coactivates_with,182.327787,18748,0.0
670,797,coactivates_with,181.894975,1903,0.0
69,596,coactivates_with,181.84313,4027,0.0
389,709,coactivates_with,181.321667,2549,0.0
586,923,coactivates_with,180.605991,5966,0.0
361,866,coactivates_with,180.186839,3523,0.0
31,930,coactivates_with,179.815069,3944,0.0
311,854,coactivates_with,179.577777,1684,0.0
347,710,coactivates_with,179.059121,877,0.0
390,947,coactivates_with,178.519403,975,0.0
25,450,coactivates_with,178.007164,799,0.0
276,448,coactivates_with,176.480939,443,0.0
113,390,coactivates_with,175.278593,5164,0.0
69,920,coactivates_with,174.529643,2906,0.0
349,448,coactivates_with,174.391076,606,0.0
7,897,coactivates_with,174.122819,11121,0.0
417,965,coactivates_with,174.021114,15920,0.0
299,646,coactivates_with,172.981247,4211,0.0
286,631,coactivates_with,172.898615,1608,0.0
789,835,coactivates_with,172.76281,888,0.0
394,926,coactivates_with,172.45231,723,0.0
289,547,coactivates_with,172.295665,6917,0.0
158,1001,coactivates_with,172.173691,4030,0.0
194,614,coactivates_with,171.467057,1711,0.0
231,1003,coactivates_with,171.4237,1106,0.0
158,620,coactivates_with,171.396812,4332,0.0
274,553,coactivates_with,170.749574,3280,0.0
321,534,coactivates_with,170.343097,1263,0.0
478,916,coactivates_with,170.17974,1444,0.0
54,728,coactivates_with,170.138999,10226,0.0
347,995,coactivates_with,170.049685,716,0.0
9,389,coactivates_with,169.024399,2078,0.0
0,184,coactivates_with,168.324009,2989,0.0
522,889,coactivates_with,168.101408,2051,0.0
9,947,coactivates_with,167.868256,314,0.0
290,879,coactivates_with,167.794269,2290,0.0
69,772,coactivates_with,167.778934,2656,0.0
363,789,coactivates_with,167.209553,1093,0.0
812,900,coactivates_with,167.176261,2157,0.0
552,975,coactivates_with,167.166818,7604,0.0
216,709,coactivates_with,166.754245,818,0.0
397,512,coactivates_with,166.352275,1187,0.0
614,858,coactivates_with,166.026176,6999,0.0
69,167,coactivates_with,165.521363,1387,0.0
372,812,coactivates_with,165.074586,2083,0.0
458,847,coactivates_with,165.034431,4309,0.0
280,640,coactivates_with,164.979845,5476,0.0
50,318,coactivates_with,164.911756,2734,0.0
54,654,coactivates_with,164.41758,7545,0.0
380,839,coactivates_with,163.911775,936,0.0
178,339,coactivates_with,163.66971,674,0.0
182,397,coactivates_with,163.448255,3391,0.0
430,892,coactivates_with,163.379755,873,0.0
80,745,coactivates_with,162.698243,2921,0.0
161,381,coactivates_with,162.087948,1470,0.0
552,572,coactivates_with,161.478939,3410,0.0
486,611,coactivates_with,161.461051,3232,0.0
69,522,coactivates_with,161.101545,3354,0.0
596,772,coactivates_with,161.007698,7598,0.0
245,341,coactivates_with,160.697237,3242,0.0
6,839,coactivates_with,160.292887,1210,0.0
341,858,coactivates_with,159.77061,10010,0.0
194,290,coactivates_with,159.623869,692,0.0
161,177,coactivates_with,159.456952,4767,0.0
879,1010,coactivates_with,159.319838,4899,0.0
309,603,coactivates_with,159.120119,4594,0.0
552,900,coactivates_with,158.968844,4531,0.0
203,553,coactivates_with,158.916123,1540,0.0
15,47,coactivates_with,158.431694,2673,0.0
710,728,coactivates_with,157.884468,11188,0.0
211,477,coactivates_with,157.746636,22932,0.0
114,462,coactivates_with,157.626154,2878,0.0
245,361,coactivates_with,156.648056,4107,0.0
878,963,coactivates_with,156.434456,3030,0.0
268,561,coactivates_with,156.202144,2498,0.0
450,905,coactivates_with,155.519879,4344,0.0
683,969,coactivates_with,155.418261,3321,0.0
963,1007,coactivates_with,154.681388,6770,0.0
274,314,coactivates_with,154.629484,5806,0.0
203,923,coactivates_with,154.61458,1980,0.0
211,962,coactivates_with,154.609313,2685,0.0
231,553,coactivates_with,154.552107,1442,0.0
361,472,coactivates_with,154.504223,3411,0.0
227,658,coactivates_with,154.427289,204,0.0
175,814,coactivates_with,153.855809,3181,0.0
847,879,coactivates_with,153.738966,5786,0.0
231,923,coactivates_with,153.28847,1890,0.0
322,851,coactivates_with,153.221037,1508,0.0
355,683,coactivates_with,153.016412,2759,0.0
754,897,coactivates_with,152.827132,7283,0.0
113,231,coactivates_with,152.76096,1431,0.0
586,1003,coactivates_with,152.381669,2634,0.0
892,926,coactivates_with,152.30379,420,0.0
252,434,coactivates_with,152.08656,2635,0.0
462,923,coactivates_with,151.907204,2264,0.0
321,533,coactivates_with,151.711164,884,0.0
772,920,coactivates_with,151.630983,5380,0.0
451,789,coactivates_with,151.603125,819,0.0
289,344,coactivates_with,150.915178,14100,0.0
343,873,coactivates_with,150.092509,15922,0.0
128,962,coactivates_with,150.042855,1057,0.0
253,790,coactivates_with,149.777144,2481,0.0
789,892,coactivates_with,149.75228,831,0.0
458,524,coactivates_with,149.655042,2357,0.0
182,905,coactivates_with,149.596623,5528,0.0
355,814,coactivates_with,149.344313,1955,0.0
276,778,coactivates_with,149.124137,1869,0.0
250,614,coactivates_with,149.010583,938,0.0
923,1003,coactivates_with,148.871789,2188,0.0
347,654,coactivates_with,148.833383,719,0.0
754,960,coactivates_with,148.239609,3423,0.0
31,899,coactivates_with,148.205256,2478,0.0
445,874,coactivates_with,148.17415,4669,0.0
785,953,coactivates_with,147.996251,1739,0.0
390,709,coactivates_with,147.663519,3096,0.0
654,728,coactivates_with,147.108971,10282,0.0
318,524,coactivates_with,147.048011,917,0.0
292,356,coactivates_with,147.010993,1959,0.0
389,430,coactivates_with,146.871664,1793,0.0
146,369,coactivates_with,146.548473,9960,0.0
501,602,coactivates_with,145.99534,8141,0.0
50,170,coactivates_with,145.232824,2776,0.0
170,835,coactivates_with,144.779262,690,0.0
827,838,coactivates_with,144.757946,1503,0.0
724,992,coactivates_with,144.691075,10507,0.0
299,916,coactivates_with,144.607835,1358,0.0
16,356,coactivates_with,144.544597,661,0.0
315,499,coactivates_with,144.406576,3991,0.0
230,614,coactivates_with,144.235885,1756,0.0
199,645,coactivates_with,144.172316,5105,0.0
137,640,coactivates_with,144.110401,3282,0.0
177,969,coactivates_with,144.056578,4258,0.0
614,820,coactivates_with,143.991515,1100,0.0
341,614,coactivates_with,143.627612,3680,0.0
735,919,coactivates_with,143.615221,538,0.0
889,920,coactivates_with,143.268201,1398,0.0
430,905,coactivates_with,143.05278,2916,0.0
322,670,coactivates_with,142.890791,1636,0.0
201,962,coactivates_with,142.588399,1144,0.0
524,658,coactivates_with,142.194009,200,0.0
114,446,coactivates_with,141.826074,3837,0.0
6,114,coactivates_with,141.62339,3360,0.0
128,499,coactivates_with,141.361395,3263,0.0
380,899,coactivates_with,140.949951,1209,0.0
175,812,coactivates_with,140.897387,3021,0.0
478,925,coactivates_with,140.831893,3704,0.0
299,919,coactivates_with,140.783333,1351,0.0
363,640,coactivates_with,140.716492,2935,0.0
539,1010,coactivates_with,140.528894,3398,0.0
69,683,coactivates_with,140.480958,1949,0.0
0,9,coactivates_with,140.466863,1025,0.0
288,718,coactivates_with,140.01119,20640,0.0
606,937,coactivates_with,139.978384,4269,0.0
86,840,coactivates_with,139.645011,7254,0.0
238,740,coactivates_with,139.626845,2874,0.0
110,212,coactivates_with,139.277439,1306,0.0
199,746,coactivates_with,139.134976,3049,0.0
254,455,coactivates_with,138.804918,6396,0.0
728,860,coactivates_with,138.796475,10846,0.0
546,820,coactivates_with,138.431232,1910,0.0
36,798,coactivates_with,138.181239,2554,0.0
252,599,coactivates_with,138.144083,4419,0.0
296,380,coactivates_with,138.057339,3133,0.0
361,584,coactivates_with,137.885904,3493,0.0
175,572,coactivates_with,137.227088,1915,0.0
182,851,coactivates_with,137.026257,1051,0.0
446,586,coactivates_with,136.719757,3551,0.0
446,923,coactivates_with,136.662064,3018,0.0
170,363,coactivates_with,136.612751,828,0.0
318,735,coactivates_with,136.602573,607,0.0
499,962,coactivates_with,136.241731,1455,0.0
433,907,coactivates_with,135.741173,5405,0.0
231,274,coactivates_with,135.593512,1511,0.0
231,586,coactivates_with,135.576077,1966,0.0
322,661,coactivates_with,135.430718,4603,0.0
882,947,coactivates_with,135.263117,670,0.0
394,892,coactivates_with,135.233261,948,0.0
356,719,coactivates_with,135.030909,1854,0.0
289,588,coactivates_with,135.028233,7036,0.0
135,232,coactivates_with,134.932556,4125,0.0
252,430,coactivates_with,134.887473,1838,0.0
274,434,coactivates_with,134.871855,2044,0.0
230,640,coactivates_with,134.213136,3245,0.0
381,942,coactivates_with,133.753229,1784,0.0
500,602,coactivates_with,133.668905,9484,0.0
539,847,coactivates_with,133.53721,3952,0.0
332,899,coactivates_with,133.154305,2149,0.0
596,683,coactivates_with,133.131192,5506,0.0
203,772,coactivates_with,133.101923,1868,0.0
332,729,coactivates_with,132.771423,2447,0.0
178,564,coactivates_with,132.699846,457,0.0
0,216,coactivates_with,132.600357,661,0.0
25,532,coactivates_with,132.589878,275,0.0
82,867,coactivates_with,132.575641,5364,0.0
539,879,coactivates_with,132.520656,5965,0.0
717,916,coactivates_with,131.927754,322,0.0
318,719,coactivates_with,131.914633,1794,0.0
113,923,coactivates_with,131.823194,2813,0.0
113,446,coactivates_with,131.718288,2210,0.0
311,827,coactivates_with,131.694569,1355,0.0
552,812,coactivates_with,131.666077,4272,0.0
112,581,coactivates_with,131.292371,1909,0.0
227,948,coactivates_with,131.189122,1429,0.0
847,948,coactivates_with,131.065943,2520,0.0
532,878,coactivates_with,130.923436,541,0.0
434,772,coactivates_with,130.873272,2405,0.0
322,581,coactivates_with,130.855951,3982,0.0
31,969,coactivates_with,130.636465,2955,0.0
355,372,coactivates_with,130.582687,1523,0.0
473,910,coactivates_with,130.458858,161,7.319951029671166e-276
94,387,coactivates_with,130.405031,245,0.0
524,539,coactivates_with,130.295308,2326,0.0
314,565,coactivates_with,130.149752,7367,0.0
498,929,coactivates_with,129.868421,846,0.0
434,437,coactivates_with,129.755464,2806,0.0
311,356,coactivates_with,129.711447,790,0.0
250,341,coactivates_with,129.657404,1213,0.0
451,892,coactivates_with,129.429671,581,0.0
289,406,coactivates_with,129.17496,7898,0.0
177,683,coactivates_with,129.156246,4629,0.0
522,920,coactivates_with,128.818931,6011,0.0
434,553,coactivates_with,128.616242,1632,0.0
743,862,coactivates_with,128.592658,1149,0.0
72,254,coactivates_with,128.534053,12618,0.0
137,170,coactivates_with,128.439817,850,0.0
231,823,coactivates_with,128.306952,3479,0.0
394,835,coactivates_with,128.287712,833,0.0
167,920,coactivates_with,128.212507,2408,0.0
299,662,coactivates_with,128.146375,9141,0.0
412,482,coactivates_with,128.098175,1736,0.0
434,552,coactivates_with,128.049342,3430,0.0
0,611,coactivates_with,128.021166,1134,0.0
401,899,coactivates_with,127.973604,3106,0.0
458,879,coactivates_with,127.94845,5081,0.0
448,517,coactivates_with,127.769232,1084,0.0
606,815,coactivates_with,127.586147,13860,0.0
15,851,coactivates_with,127.132385,1346,0.0
654,710,coactivates_with,126.998275,6871,0.0
292,879,coactivates_with,126.97344,6101,0.0
900,923,coactivates_with,126.945294,2265,0.0
113,274,coactivates_with,126.928829,2448,0.0
189,539,coactivates_with,126.684865,1417,0.0
785,790,coactivates_with,126.674356,1021,0.0
596,920,coactivates_with,126.543656,6281,0.0
823,1003,coactivates_with,126.511579,4089,0.0
564,957,coactivates_with,126.291686,586,0.0
274,462,coactivates_with,126.279549,1701,0.0
900,910,coactivates_with,126.279477,889,0.0
658,926,coactivates_with,126.249826,76,5.5716617388965086e-129
889,969,coactivates_with,126.166551,846,0.0
614,866,coactivates_with,126.146199,1277,0.0
372,975,coactivates_with,126.055304,2230,0.0
450,797,coactivates_with,126.029082,2273,0.0
546,892,coactivates_with,126.001417,2029,0.0
757,827,coactivates_with,125.963265,969,0.0
0,882,coactivates_with,125.909293,2433,0.0
113,314,coactivates_with,125.904554,3974,0.0
212,559,coactivates_with,125.642968,4648,0.0
920,969,coactivates_with,125.600644,3221,0.0
355,561,coactivates_with,125.509547,1051,0.0
490,603,coactivates_with,125.505008,3684,0.0
155,921,coactivates_with,125.392533,1815,0.0
189,482,coactivates_with,125.080349,2040,0.0
167,889,coactivates_with,125.030224,614,0.0
47,245,coactivates_with,124.740799,1105,0.0
128,448,coactivates_with,124.605748,614,0.0
250,858,coactivates_with,124.540063,1917,0.0
134,501,coactivates_with,124.112397,6662,0.0
397,614,coactivates_with,124.110566,2370,0.0
16,798,coactivates_with,124.011571,1082,0.0
69,969,coactivates_with,123.843916,1417,0.0
81,216,coactivates_with,123.599559,424,0.0
397,472,coactivates_with,123.368717,1562,0.0
433,879,coactivates_with,123.214092,3642,0.0
546,789,coactivates_with,123.172097,2387,0.0
158,578,coactivates_with,123.151432,5412,0.0
581,851,coactivates_with,122.724678,1097,0.0
743,902,coactivates_with,122.449606,1114,0.0
533,534,coactivates_with,122.367484,2182,0.0
29,135,coactivates_with,122.3118,4575,0.0
524,879,coactivates_with,122.280919,2776,0.0
216,947,coactivates_with,122.083436,156,2.408630698560215e-262
375,960,coactivates_with,122.017539,2676,0.0
596,969,coactivates_with,121.730712,4152,0.0
314,975,coactivates_with,121.633792,5123,0.0
636,792,coactivates_with,121.371706,1909,0.0
268,889,coactivates_with,121.324976,1311,0.0
231,900,coactivates_with,121.289345,950,0.0
15,332,coactivates_with,121.099099,3922,0.0
9,331,coactivates_with,121.016556,1647,0.0
553,611,coactivates_with,120.906156,1475,0.0
167,522,coactivates_with,120.680419,2834,0.0
9,975,coactivates_with,120.466954,1622,0.0
114,203,coactivates_with,120.2798,1887,0.0
620,1001,coactivates_with,119.918876,4315,0.0
158,347,coactivates_with,119.711231,321,0.0
294,482,coactivates_with,119.621721,10905,0.0
446,553,coactivates_with,119.260884,1993,0.0
167,380,coactivates_with,118.726371,1009,0.0
87,390,coactivates_with,118.611387,6437,0.0
262,798,coactivates_with,118.547323,4776,0.0
54,860,coactivates_with,118.135539,6061,0.0
175,372,coactivates_with,118.12801,2176,0.0
9,572,coactivates_with,117.906598,737,0.0
9,670,coactivates_with,117.819988,584,0.0
292,433,coactivates_with,117.765808,2922,0.0
146,899,coactivates_with,117.714585,5111,0.0
662,919,coactivates_with,117.709961,2686,0.0
640,892,coactivates_with,117.697193,2084,0.0
387,717,coactivates_with,117.645684,158,6.006594881290297e-263
394,451,coactivates_with,117.224126,800,0.0
47,866,coactivates_with,117.013469,773,0.0
227,292,coactivates_with,116.941754,2093,0.0
578,1001,coactivates_with,116.760073,7305,0.0
113,553,coactivates_with,116.609626,1883,0.0
854,981,coactivates_with,116.311297,1066,0.0
314,553,coactivates_with,116.198406,3653,0.0
356,532,coactivates_with,115.852197,383,0.0
0,369,coactivates_with,115.671204,1636,0.0
16,735,coactivates_with,115.667663,539,0.0
835,878,coactivates_with,115.406188,602,0.0
406,547,coactivates_with,115.201336,5944,0.0
273,814,coactivates_with,115.184906,2881,0.0
389,882,coactivates_with,115.124855,3748,0.0
523,783,coactivates_with,114.724652,7375,0.0
565,937,coactivates_with,114.69692,2739,0.0
50,719,coactivates_with,114.63593,5984,0.0
110,529,coactivates_with,114.527403,1797,0.0
524,789,coactivates_with,114.518335,888,0.0
112,661,coactivates_with,114.348231,1857,0.0
155,529,coactivates_with,114.341186,1589,0.0
155,178,coactivates_with,114.1353,664,0.0
87,113,coactivates_with,114.049146,3406,0.0
113,586,coactivates_with,113.637975,2852,0.0
709,947,coactivates_with,113.611218,243,0.0
114,923,coactivates_with,113.518023,3906,0.0
640,926,coactivates_with,113.414069,1201,0.0
250,856,coactivates_with,113.225982,1865,0.0
102,726,coactivates_with,113.187577,1701,0.0
268,380,coactivates_with,113.154694,2116,0.0
31,401,coactivates_with,112.986754,4762,0.0
309,832,coactivates_with,112.97419,18009,0.0
565,797,coactivates_with,112.952486,4314,0.0
290,412,coactivates_with,112.845649,318,0.0
167,596,coactivates_with,112.812332,2818,0.0
268,596,coactivates_with,112.745176,6197,0.0
113,184,coactivates_with,112.729345,2768,0.0
268,583,coactivates_with,112.693832,4318,0.0
253,844,coactivates_with,112.65261,2092,0.0
482,879,coactivates_with,112.488994,7383,0.0
69,899,coactivates_with,112.445146,951,0.0
561,823,coactivates_with,112.443077,3098,0.0
450,916,coactivates_with,112.376405,657,0.0
661,757,coactivates_with,112.296561,1431,0.0
252,389,coactivates_with,112.230021,3015,0.0
69,87,coactivates_with,112.091416,2266,0.0
662,916,coactivates_with,112.089315,2503,0.0
697,771,coactivates_with,111.996498,5363,0.0
443,546,coactivates_with,111.944674,2038,0.0
451,546,coactivates_with,111.885757,1754,0.0
216,729,coactivates_with,111.769548,678,0.0
39,364,coactivates_with,111.763883,10018,0.0
344,588,coactivates_with,111.427559,11403,0.0
250,472,coactivates_with,111.411709,465,0.0
578,620,coactivates_with,111.37186,7524,0.0
499,778,coactivates_with,111.321345,4152,0.0
299,735,coactivates_with,111.267421,1303,0.0
827,851,coactivates_with,111.16738,670,0.0
167,930,coactivates_with,111.151292,1391,0.0
921,957,coactivates_with,110.849021,2323,0.0
268,296,coactivates_with,110.792099,6153,0.0
512,820,coactivates_with,110.700329,316,0.0
361,858,coactivates_with,110.635907,9008,0.0
559,712,coactivates_with,110.592307,2930,0.0
857,893,coactivates_with,110.437229,4746,0.0
482,847,coactivates_with,110.212599,4756,0.0
553,772,coactivates_with,110.120607,2565,0.0
355,596,coactivates_with,110.107829,3169,0.0
137,614,coactivates_with,110.048618,1262,0.0
322,450,coactivates_with,109.994302,2171,0.0
199,549,coactivates_with,109.96387,2651,0.0
280,394,coactivates_with,109.733569,1442,0.0
522,596,coactivates_with,109.616293,6803,0.0
815,937,coactivates_with,109.398913,4262,0.0
910,942,coactivates_with,109.363508,1428,0.0
314,900,coactivates_with,109.240711,2883,0.0
458,482,coactivates_with,108.930972,4960,0.0
640,835,coactivates_with,108.774755,1784,0.0
0,572,coactivates_with,108.766051,790,0.0
203,314,coactivates_with,108.648091,2058,0.0
779,916,coactivates_with,108.569848,1045,0.0
128,226,coactivates_with,108.553126,990,0.0
268,462,coactivates_with,108.545876,2065,0.0
175,429,coactivates_with,108.505898,5408,0.0
161,222,coactivates_with,108.498932,3840,0.0
557,728,coactivates_with,108.492865,5573,0.0
416,879,coactivates_with,108.396656,1587,0.0
355,583,coactivates_with,108.30705,2173,0.0
167,899,coactivates_with,108.283138,1033,0.0
553,900,coactivates_with,108.282371,1462,0.0
81,178,coactivates_with,108.177824,542,0.0
532,916,coactivates_with,108.088526,292,0.0
561,930,coactivates_with,107.973876,1039,0.0
524,847,coactivates_with,107.663214,1607,0.0
458,539,coactivates_with,107.374023,3353,0.0
670,882,coactivates_with,106.811939,1402,0.0
9,709,coactivates_with,106.67414,766,0.0
128,841,coactivates_with,106.646393,2077,0.0
0,372,coactivates_with,106.5958,1022,0.0
443,640,coactivates_with,106.552862,2133,0.0
9,812,coactivates_with,106.519079,1023,0.0
185,822,coactivates_with,106.46625,2857,0.0
197,534,coactivates_with,106.34644,1163,0.0
339,646,coactivates_with,106.277872,778,0.0
139,790,coactivates_with,105.801505,2029,0.0
851,919,coactivates_with,105.737941,315,0.0
683,920,coactivates_with,105.706487,3287,0.0
0,947,coactivates_with,105.358617,229,0.0
658,892,coactivates_with,105.309494,106,1.200560936734804e-171
245,614,coactivates_with,105.270184,1429,0.0
844,876,coactivates_with,105.028529,3606,0.0
80,110,coactivates_with,104.866701,917,0.0
7,960,coactivates_with,104.339104,3229,0.0
546,835,coactivates_with,104.253022,1555,0.0
113,486,coactivates_with,104.167729,2760,0.0
380,814,coactivates_with,104.155281,1064,0.0
185,768,coactivates_with,104.138793,5561,0.0
268,814,coactivates_with,104.040586,2601,0.0
113,1003,coactivates_with,103.97343,1161,0.0
87,1003,coactivates_with,103.943679,2138,0.0
729,825,coactivates_with,103.922111,1479,0.0
208,716,coactivates_with,103.878359,15357,0.0
331,332,coactivates_with,103.797098,2932,0.0
161,449,coactivates_with,103.771388,4717,0.0
719,740,coactivates_with,103.744366,2073,0.0
740,1002,coactivates_with,103.636761,771,0.0
296,561,coactivates_with,103.518194,2009,0.0
252,975,coactivates_with,103.495687,3045,0.0
155,851,coactivates_with,103.381296,409,0.0
268,969,coactivates_with,103.210016,2931,0.0
0,434,coactivates_with,103.112567,950,0.0
429,565,coactivates_with,103.034866,6628,0.0
553,889,coactivates_with,103.029625,660,0.0
719,1002,coactivates_with,102.99449,1642,0.0
227,290,coactivates_with,102.88021,523,0.0
616,902,coactivates_with,102.780878,4507,0.0
242,957,coactivates_with,102.739357,2535,0.0
93,533,coactivates_with,102.657462,3631,0.0
670,851,coactivates_with,102.582455,345,0.0
332,401,coactivates_with,102.403287,4166,0.0
277,779,coactivates_with,102.350092,5958,0.0
69,390,coactivates_with,102.240962,2039,0.0
389,390,coactivates_with,102.237872,3670,0.0
216,905,coactivates_with,101.830139,1428,0.0
161,825,coactivates_with,101.801263,1736,0.0
292,1010,coactivates_with,101.697503,2625,0.0
448,933,coactivates_with,101.665385,856,0.0
823,930,coactivates_with,101.662851,4823,0.0
670,937,coactivates_with,101.659421,665,0.0
216,369,coactivates_with,101.503722,844,0.0
361,397,coactivates_with,101.459179,3742,0.0
101,919,coactivates_with,101.454893,1063,0.0
356,735,coactivates_with,101.422547,455,0.0
467,639,coactivates_with,101.402353,4863,0.0
462,942,coactivates_with,101.36465,1780,0.0
369,611,coactivates_with,101.250367,1496,0.0
910,923,coactivates_with,101.244749,1122,0.0
462,586,coactivates_with,101.035123,1771,0.0
416,482,coactivates_with,100.970041,1695,0.0
772,800,coactivates_with,100.903215,4597,0.0
605,739,coactivates_with,100.869026,10097,0.0
299,450,coactivates_with,100.825257,1883,0.0
110,921,coactivates_with,100.595696,1644,0.0
252,429,coactivates_with,100.547922,4905,0.0
203,910,coactivates_with,100.53831,508,0.0
86,382,coactivates_with,100.320444,4028,0.0
661,964,coactivates_with,100.087099,651,0.0
401,522,coactivates_with,99.990932,5974,0.0
167,969,coactivates_with,99.720326,1287,0.0
80,559,coactivates_with,99.657185,3438,0.0
230,546,coactivates_with,99.415814,2186,0.0
640,789,coactivates_with,99.206449,2114,0.0
322,611,coactivates_with,99.102206,1745,0.0
9,964,coactivates_with,99.06558,275,0.0
194,546,coactivates_with,99.04337,1785,0.0
812,814,coactivates_with,98.920275,1401,0.0
933,1002,coactivates_with,98.7427,1604,0.0
175,583,coactivates_with,98.64936,3126,0.0
920,964,coactivates_with,98.56522,667,0.0
524,1010,coactivates_with,98.562752,1202,0.0
425,999,coactivates_with,98.540515,1540,0.0
709,920,coactivates_with,98.486207,1724,0.0
189,879,coactivates_with,98.42447,1400,0.0
108,995,coactivates_with,98.419434,4804,0.0
363,394,coactivates_with,98.333097,812,0.0
942,969,coactivates_with,98.270947,2576,0.0
54,557,coactivates_with,98.174516,3311,0.0
110,745,coactivates_with,98.16631,1391,0.0
25,397,coactivates_with,98.114966,594,0.0
16,719,coactivates_with,98.093732,1399,0.0
253,423,coactivates_with,97.997635,2120,0.0
735,878,coactivates_with,97.906176,549,0.0
296,486,coactivates_with,97.905285,5289,0.0
899,969,coactivates_with,97.880894,1275,0.0
87,184,coactivates_with,97.877001,4427,0.0
252,314,coactivates_with,97.820736,4199,0.0
15,322,coactivates_with,97.466693,3513,0.0
