source,target,relation,score,support,q_value
102,855,coactivates_with,97.397476,3168,0.0
290,773,coactivates_with,97.347386,313,0.0
250,584,coactivates_with,97.303049,466,0.0
54,347,coactivates_with,97.249943,404,0.0
25,866,coactivates_with,97.21343,312,0.0
724,778,coactivates_with,97.182341,3650,0.0
314,552,coactivates_with,97.159013,6448,0.0
231,268,coactivates_with,97.023747,1527,0.0
216,473,coactivates_with,96.998058,98,5.823070191088215e-155
546,926,coactivates_with,96.775368,932,0.0
292,539,coactivates_with,96.707519,3654,0.0
522,969,coactivates_with,96.677606,3100,0.0
25,614,coactivates_with,96.419948,527,0.0
126,395,coactivates_with,96.317925,1382,0.0
450,662,coactivates_with,96.264564,4275,0.0
226,418,coactivates_with,96.199588,644,0.0
0,69,coactivates_with,96.135991,763,0.0
319,557,coactivates_with,96.110567,2306,0.0
31,167,coactivates_with,96.039499,1591,0.0
596,1003,coactivates_with,95.995245,2163,0.0
15,825,coactivates_with,95.965186,2400,0.0
446,900,coactivates_with,95.945622,1346,0.0
557,860,coactivates_with,95.876692,4204,0.0
313,961,coactivates_with,95.870617,17240,0.0
482,539,coactivates_with,95.812748,4945,0.0
254,743,coactivates_with,95.786658,2149,0.0
586,900,coactivates_with,95.78474,2010,0.0
273,583,coactivates_with,95.709511,3669,0.0
380,930,coactivates_with,95.53752,1075,0.0
139,879,coactivates_with,95.507831,3108,0.0
662,878,coactivates_with,95.501614,3262,0.0
296,910,coactivates_with,95.475539,1639,0.0
113,599,coactivates_with,95.31745,2242,0.0
670,709,coactivates_with,95.097894,539,0.0
0,814,coactivates_with,95.06509,1023,0.0
231,296,coactivates_with,95.029365,1815,0.0
146,553,coactivates_with,94.964013,5329,0.0
135,644,coactivates_with,94.675869,1657,0.0
290,539,coactivates_with,94.577432,1015,0.0
363,614,coactivates_with,94.453283,992,0.0
113,252,coactivates_with,94.42769,2082,0.0
139,423,coactivates_with,94.348385,2363,0.0
401,464,coactivates_with,94.347784,6858,0.0
332,709,coactivates_with,94.270706,1405,0.0
276,754,coactivates_with,94.237402,585,0.0
69,268,coactivates_with,94.205942,1737,0.0
231,561,coactivates_with,94.185412,518,0.0
311,798,coactivates_with,94.146262,1094,0.0
5,615,coactivates_with,94.021199,6768,0.0
823,969,coactivates_with,93.99964,4599,0.0
683,942,coactivates_with,93.912718,2985,0.0
252,772,coactivates_with,93.887026,2986,0.0
321,854,coactivates_with,93.662974,471,0.0
625,740,coactivates_with,93.662946,1861,0.0
113,389,coactivates_with,93.602439,1849,0.0
823,889,coactivates_with,93.519688,1741,0.0
662,735,coactivates_with,93.370195,2600,0.0
94,238,coactivates_with,93.344678,1253,0.0
94,892,coactivates_with,93.309118,399,0.0
216,486,coactivates_with,93.298283,1051,0.0
31,273,coactivates_with,93.283488,3402,0.0
559,745,coactivates_with,93.251867,5213,0.0
47,216,coactivates_with,93.134626,432,0.0
603,832,coactivates_with,93.079127,3366,0.0
139,847,coactivates_with,93.055375,1991,0.0
596,910,coactivates_with,93.054983,1581,0.0
188,485,coactivates_with,93.038068,3477,0.0
596,823,coactivates_with,92.972232,8804,0.0
6,268,coactivates_with,92.839797,2295,0.0
348,365,coactivates_with,92.820214,4213,0.0
167,772,coactivates_with,92.740623,1656,0.0
636,667,coactivates_with,92.734833,4465,0.0
204,224,coactivates_with,92.703108,3089,0.0
596,942,coactivates_with,92.637661,4700,0.0
310,421,coactivates_with,92.625929,7276,0.0
709,851,coactivates_with,92.566702,451,0.0
522,772,coactivates_with,92.439694,4101,0.0
394,640,coactivates_with,92.424703,2488,0.0
332,380,coactivates_with,92.157395,1325,0.0
114,930,coactivates_with,92.060769,2433,0.0
448,499,coactivates_with,91.967265,687,0.0
380,583,coactivates_with,91.908469,1439,0.0
279,476,coactivates_with,91.901903,22107,0.0
289,943,coactivates_with,91.891841,6648,0.0
101,299,coactivates_with,91.838118,3008,0.0
661,709,coactivates_with,91.766612,1544,0.0
879,907,coactivates_with,91.583338,7062,0.0
394,658,coactivates_with,91.486918,140,1.483816164325796e-218
254,961,coactivates_with,91.44152,5915,0.0
723,944,coactivates_with,91.438103,7738,0.0
20,837,coactivates_with,91.356666,6200,0.0
390,1003,coactivates_with,91.318981,1853,0.0
231,910,coactivates_with,91.266893,444,0.0
387,451,coactivates_with,91.265638,180,9.398050867337819e-280
137,546,coactivates_with,91.203961,1889,0.0
363,546,coactivates_with,91.202762,1730,0.0
126,262,coactivates_with,91.167945,2824,0.0
490,574,coactivates_with,91.159323,5820,0.0
361,614,coactivates_with,91.119348,3034,0.0
280,614,coactivates_with,91.064812,1522,0.0
522,683,coactivates_with,91.021828,3539,0.0
274,599,coactivates_with,90.954941,2545,0.0
387,868,coactivates_with,90.79149,1261,0.0
493,718,coactivates_with,90.687565,7740,0.0
838,1002,coactivates_with,90.662509,647,0.0
16,827,coactivates_with,90.609931,700,0.0
94,430,coactivates_with,90.609898,449,0.0
268,942,coactivates_with,90.549149,3825,0.0
6,596,coactivates_with,90.501535,2687,0.0
139,539,coactivates_with,90.427633,2314,0.0
313,591,coactivates_with,90.375114,15267,0.0
332,882,coactivates_with,90.337111,3118,0.0
102,532,coactivates_with,90.286645,502,0.0
383,549,coactivates_with,90.256929,2230,0.0
69,184,coactivates_with,90.245845,1500,0.0
31,561,coactivates_with,90.20186,1149,0.0
9,891,coactivates_with,90.195394,1793,0.0
332,522,coactivates_with,89.985244,3575,0.0
423,790,coactivates_with,89.97684,2336,0.0
31,683,coactivates_with,89.94497,2467,0.0
222,449,coactivates_with,89.879446,8021,0.0
561,596,coactivates_with,89.861184,1726,0.0
9,814,coactivates_with,89.840696,832,0.0
583,839,coactivates_with,89.739615,1050,0.0
482,1010,coactivates_with,89.682592,3162,0.0
394,546,coactivates_with,89.455448,2190,0.0
477,962,coactivates_with,89.431473,2440,0.0
296,969,coactivates_with,89.429511,3082,0.0
670,757,coactivates_with,89.221667,383,0.0
462,561,coactivates_with,89.199586,593,0.0
709,797,coactivates_with,89.005761,1349,0.0
292,458,coactivates_with,88.946548,2965,0.0
81,322,coactivates_with,88.885584,1031,0.0
184,553,coactivates_with,88.85207,2173,0.0
923,930,coactivates_with,88.630834,1912,0.0
276,499,coactivates_with,88.529672,1041,0.0
101,318,coactivates_with,88.508384,1100,0.0
344,547,coactivates_with,88.465824,6975,0.0
446,910,coactivates_with,88.369435,770,0.0
553,823,coactivates_with,88.25332,4125,0.0
309,771,coactivates_with,88.070338,4371,0.0
369,947,coactivates_with,87.987616,319,0.0
137,194,coactivates_with,87.983431,584,0.0
779,925,coactivates_with,87.918568,2623,0.0
81,891,coactivates_with,87.882814,1397,0.0
294,416,coactivates_with,87.87609,1787,0.0
311,318,coactivates_with,87.856553,530,0.0
280,546,coactivates_with,87.854895,2652,0.0
380,522,coactivates_with,87.853485,1855,0.0
113,947,coactivates_with,87.839378,264,0.0
0,355,coactivates_with,87.835558,906,0.0
356,1002,coactivates_with,87.834279,449,0.0
292,423,coactivates_with,87.775468,3246,0.0
253,785,coactivates_with,87.700101,589,0.0
616,961,coactivates_with,87.653709,8892,0.0
902,961,coactivates_with,87.607706,2298,0.0
341,397,coactivates_with,87.419722,2481,0.0
530,532,coactivates_with,87.414128,139,3.252092363313226e-213
389,947,coactivates_with,87.385303,320,0.0
500,501,coactivates_with,87.329751,3743,0.0
341,919,coactivates_with,87.126913,942,0.0
312,339,coactivates_with,87.106972,1812,0.0
683,899,coactivates_with,87.054502,1375,0.0
861,881,coactivates_with,87.03006,1619,0.0
464,930,coactivates_with,87.025211,3292,0.0
167,268,coactivates_with,86.979592,1809,0.0
227,458,coactivates_with,86.939135,1286,0.0
290,1010,coactivates_with,86.886078,637,0.0
412,433,coactivates_with,86.838511,530,0.0
6,231,coactivates_with,86.809484,738,0.0
462,900,coactivates_with,86.609825,820,0.0
418,960,coactivates_with,86.596582,1834,0.0
856,937,coactivates_with,86.499775,3108,0.0
547,943,coactivates_with,86.484319,5280,0.0
372,437,coactivates_with,86.473299,1946,0.0
355,369,coactivates_with,86.426997,1487,0.0
344,406,coactivates_with,86.410379,10376,0.0
109,792,coactivates_with,86.40921,3450,0.0
381,683,coactivates_with,86.363236,939,0.0
296,942,coactivates_with,86.319398,4425,0.0
446,1003,coactivates_with,86.276387,997,0.0
317,723,coactivates_with,86.264107,4891,0.0
709,882,coactivates_with,86.141005,1638,0.0
139,416,coactivates_with,86.023411,716,0.0
245,397,coactivates_with,85.926714,1292,0.0
194,250,coactivates_with,85.905589,313,0.0
844,860,coactivates_with,85.880527,3506,0.0
380,942,coactivates_with,85.799592,1481,0.0
557,654,coactivates_with,85.723673,3362,0.0
382,631,coactivates_with,85.714196,2254,0.0
268,683,coactivates_with,85.699055,2951,0.0
314,446,coactivates_with,85.688613,2799,0.0
897,960,coactivates_with,85.56095,9654,0.0
662,1010,coactivates_with,85.542936,4528,0.0
616,862,coactivates_with,85.307627,3674,0.0
665,686,coactivates_with,85.299947,1529,0.0
396,840,coactivates_with,85.154045,27083,0.0
81,498,coactivates_with,85.098533,243,0.0
529,957,coactivates_with,85.088362,1712,0.0
700,796,coactivates_with,85.054447,5131,0.0
160,801,coactivates_with,84.980564,6711,0.0
286,382,coactivates_with,84.829358,2023,0.0
800,920,coactivates_with,84.643318,4056,0.0
81,851,coactivates_with,84.527535,288,0.0
347,725,coactivates_with,84.350309,132,9.259422248893199e-201
242,724,coactivates_with,84.299126,3678,0.0
15,161,coactivates_with,84.23515,2227,0.0
139,458,coactivates_with,84.159687,1900,0.0
170,820,coactivates_with,84.153782,371,0.0
355,920,coactivates_with,84.151959,1821,0.0
9,216,coactivates_with,84.150129,361,0.0
16,50,coactivates_with,84.091769,1462,0.0
274,552,coactivates_with,84.065994,3409,0.0
31,268,coactivates_with,84.001255,3062,0.0
778,962,coactivates_with,83.985744,956,0.0
274,437,coactivates_with,83.969748,2749,0.0
268,823,coactivates_with,83.951569,6619,0.0
16,101,coactivates_with,83.938665,1094,0.0
0,175,coactivates_with,83.911016,1367,0.0
611,670,coactivates_with,83.763606,504,0.0
110,128,coactivates_with,83.69835,858,0.0
823,910,coactivates_with,83.501089,2035,0.0
789,820,coactivates_with,83.496882,397,0.0
250,443,coactivates_with,83.411807,307,0.0
726,855,coactivates_with,83.407814,3274,0.0
114,596,coactivates_with,83.39013,4399,0.0
114,268,coactivates_with,83.35346,3661,0.0
412,539,coactivates_with,83.277974,774,0.0
268,930,coactivates_with,83.198091,2291,0.0
245,464,coactivates_with,83.172794,2527,0.0
860,995,coactivates_with,83.172014,4325,0.0
254,591,coactivates_with,83.154332,5053,0.0
878,919,coactivates_with,83.132989,382,0.0
182,827,coactivates_with,83.052291,1328,0.0
86,396,coactivates_with,83.05071,12157,0.0
735,798,coactivates_with,82.949927,710,0.0
139,412,coactivates_with,82.89517,557,0.0
423,725,coactivates_with,82.878723,1142,0.0
87,882,coactivates_with,82.854076,4078,0.0
0,900,coactivates_with,82.726294,811,0.0
868,916,coactivates_with,82.722174,2088,0.0
292,907,coactivates_with,82.668921,5351,0.0
670,891,coactivates_with,82.660076,1297,0.0
274,772,coactivates_with,82.638985,2299,0.0
512,892,coactivates_with,82.544319,275,0.0
646,662,coactivates_with,82.506737,4776,0.0
286,616,coactivates_with,82.284819,3112,0.0
482,524,coactivates_with,82.173897,2139,0.0
561,910,coactivates_with,82.131902,406,0.0
245,825,coactivates_with,82.096448,1078,0.0
546,640,coactivates_with,81.877357,5063,0.0
517,840,coactivates_with,81.876768,5844,0.0
314,797,coactivates_with,81.856808,3394,0.0
382,523,coactivates_with,81.739959,5311,0.0
889,910,coactivates_with,81.733757,273,0.0
0,683,coactivates_with,81.702239,1211,0.0
670,964,coactivates_with,81.694888,179,2.12343028835328e-269
390,797,coactivates_with,81.67639,3161,0.0
389,975,coactivates_with,81.565223,2150,0.0
554,908,coactivates_with,81.561903,6986,0.0
326,805,coactivates_with,81.48822,5351,0.0
187,841,coactivates_with,81.462341,4940,0.0
114,586,coactivates_with,81.125115,3283,0.0
654,860,coactivates_with,81.123209,4840,0.0
314,389,coactivates_with,80.946074,3113,0.0
113,910,coactivates_with,80.76322,680,0.0
924,933,coactivates_with,80.591586,3428,0.0
606,856,coactivates_with,80.566752,8072,0.0
216,430,coactivates_with,80.518481,343,0.0
423,879,coactivates_with,80.422436,3543,0.0
322,827,coactivates_with,80.369298,1649,0.0
389,599,coactivates_with,80.358873,2303,0.0
586,812,coactivates_with,80.124789,1914,0.0
387,478,coactivates_with,80.103387,374,0.0
355,900,coactivates_with,80.079727,955,0.0
180,382,coactivates_with,79.995834,4253,0.0
522,800,coactivates_with,79.945367,4790,0.0
114,942,coactivates_with,79.942216,3241,0.0
561,942,coactivates_with,79.937363,1180,0.0
532,717,coactivates_with,79.808154,179,1.8662015211730351e-267
16,262,coactivates_with,79.741203,1749,0.0
227,539,coactivates_with,79.683445,1336,0.0
311,524,coactivates_with,79.680694,694,0.0
222,401,coactivates_with,79.632299,5192,0.0
790,879,coactivates_with,79.625309,2686,0.0
87,372,coactivates_with,79.563335,1943,0.0
11,864,coactivates_with,79.532992,6485,0.0
356,458,coactivates_with,79.45064,875,0.0
69,355,coactivates_with,79.235427,765,0.0
486,825,coactivates_with,79.23072,2094,0.0
15,222,coactivates_with,79.164304,4109,0.0
389,729,coactivates_with,79.095681,1375,0.0
167,296,coactivates_with,79.082707,1996,0.0
375,897,coactivates_with,79.051348,3578,0.0
847,1010,coactivates_with,78.991355,1597,0.0
390,882,coactivates_with,78.981845,3835,0.0
294,1010,coactivates_with,78.904093,3370,0.0
224,838,coactivates_with,78.896598,1369,0.0
369,899,coactivates_with,78.823755,1188,0.0
39,474,coactivates_with,78.766027,6091,0.0
69,942,coactivates_with,78.732951,1340,0.0
430,611,coactivates_with,78.603866,595,0.0
724,957,coactivates_with,78.536422,1576,0.0
416,639,coactivates_with,78.528982,732,0.0
603,771,coactivates_with,78.514464,884,0.0
101,878,coactivates_with,78.36302,1229,0.0
423,717,coactivates_with,78.296621,649,0.0
6,823,coactivates_with,78.28415,3334,0.0
823,899,coactivates_with,78.281298,2831,0.0
31,825,coactivates_with,78.228336,1693,0.0
372,553,coactivates_with,78.154964,1032,0.0
464,839,coactivates_with,78.134947,1500,0.0
10,326,coactivates_with,78.127988,8290,0.0
194,524,coactivates_with,78.072435,563,0.0
0,729,coactivates_with,78.017515,805,0.0
114,231,coactivates_with,77.723316,1174,0.0
841,1022,coactivates_with,77.652006,5222,0.0
13,460,coactivates_with,77.649048,1936,0.0
265,716,coactivates_with,77.642539,9856,0.0
976,997,coactivates_with,77.550289,11651,0.0
160,832,coactivates_with,77.514683,9538,0.0
114,146,coactivates_with,77.481472,7039,0.0
6,923,coactivates_with,77.455351,1500,0.0
772,910,coactivates_with,77.397994,940,0.0
559,929,coactivates_with,77.396192,3667,0.0
268,522,coactivates_with,77.390785,3999,0.0
446,552,coactivates_with,77.272354,2726,0.0
6,88,coactivates_with,77.207412,3236,0.0
242,712,coactivates_with,77.177763,1445,0.0
521,908,coactivates_with,77.077575,10465,0.0
720,1005,coactivates_with,77.009054,7047,0.0
224,460,coactivates_with,76.991226,2803,0.0
296,596,coactivates_with,76.953775,5133,0.0
203,599,coactivates_with,76.86519,1085,0.0
500,943,coactivates_with,76.7758,5947,0.0
574,771,coactivates_with,76.729234,1879,0.0
317,944,coactivates_with,76.440997,5225,0.0
584,919,coactivates_with,76.426822,423,0.0
203,1003,coactivates_with,76.405262,512,0.0
486,1003,coactivates_with,76.388834,1394,0.0
274,910,coactivates_with,76.377924,765,0.0
13,854,coactivates_with,76.29938,1000,0.0
189,1010,coactivates_with,76.297925,583,0.0
31,464,coactivates_with,76.145525,3813,0.0
31,332,coactivates_with,76.0007,2130,0.0
412,1010,coactivates_with,75.914636,482,0.0
177,942,coactivates_with,75.898038,3337,0.0
486,937,coactivates_with,75.865557,1651,0.0
355,942,coactivates_with,75.862016,1678,0.0
17,645,coactivates_with,75.838092,1615,0.0
274,372,coactivates_with,75.835547,1196,0.0
409,467,coactivates_with,75.743875,4282,0.0
446,823,coactivates_with,75.712998,3677,0.0
583,942,coactivates_with,75.690109,2677,0.0
614,789,coactivates_with,75.489828,810,0.0
0,583,coactivates_with,75.486598,1245,0.0
25,892,coactivates_with,75.353752,213,4.00297264265e-313
146,596,coactivates_with,75.266375,8557,0.0
486,553,coactivates_with,75.255853,1986,0.0
661,670,coactivates_with,75.253132,874,0.0
570,848,coactivates_with,75.232833,2830,0.0
82,944,coactivates_with,75.170464,5015,0.0
711,779,coactivates_with,75.077421,2920,0.0
341,443,coactivates_with,75.029372,1124,0.0
332,839,coactivates_with,75.015242,806,0.0
486,969,coactivates_with,74.971607,2071,0.0
430,975,coactivates_with,74.944311,1002,0.0
553,596,coactivates_with,74.943297,2442,0.0
203,823,coactivates_with,74.923108,2110,0.0
50,532,coactivates_with,74.868794,941,0.0
29,232,coactivates_with,74.839436,7226,0.0
139,907,coactivates_with,74.798837,3279,0.0
112,322,coactivates_with,74.706178,1196,0.0
815,958,coactivates_with,74.704451,13737,0.0
268,372,coactivates_with,74.527112,1660,0.0
372,823,coactivates_with,74.503575,2859,0.0
290,907,coactivates_with,74.354219,1367,0.0
296,683,coactivates_with,74.2798,3104,0.0
47,486,coactivates_with,74.202307,1323,0.0
640,820,coactivates_with,74.152918,1125,0.0
197,798,coactivates_with,74.095436,681,0.0
68,276,coactivates_with,74.076286,755,0.0
529,921,coactivates_with,74.014927,2750,0.0
139,253,coactivates_with,73.906312,1181,0.0
586,910,coactivates_with,73.808536,962,0.0
0,87,coactivates_with,73.80486,1594,0.0
113,937,coactivates_with,73.744921,982,0.0
204,1008,coactivates_with,73.630223,4742,0.0
891,964,coactivates_with,73.628181,647,0.0
254,523,coactivates_with,73.571978,4834,0.0
152,366,coactivates_with,73.248685,7975,0.0
670,947,coactivates_with,73.150019,108,1.9471085497103766e-157
314,434,coactivates_with,73.137892,1814,0.0
458,725,coactivates_with,73.104239,908,0.0
401,449,coactivates_with,73.036434,6116,0.0
581,891,coactivates_with,72.99141,3044,0.0
467,850,coactivates_with,72.955788,6215,0.0
31,823,coactivates_with,72.897583,4578,0.0
231,314,coactivates_with,72.872579,1329,0.0
599,975,coactivates_with,72.833193,2286,0.0
253,773,coactivates_with,72.786747,482,0.0
869,908,coactivates_with,72.776652,5933,0.0
450,581,coactivates_with,72.743832,1304,0.0
16,740,coactivates_with,72.725635,484,0.0
250,937,coactivates_with,72.598687,364,0.0
113,565,coactivates_with,72.503148,2108,0.0
146,355,coactivates_with,72.490215,3593,0.0
81,729,coactivates_with,72.388101,514,0.0
544,665,coactivates_with,72.373076,6022,0.0
122,909,coactivates_with,72.272476,388,0.0
450,661,coactivates_with,72.272171,1447,0.0
231,596,coactivates_with,72.264748,1366,0.0
683,823,coactivates_with,72.212609,4284,0.0
296,814,coactivates_with,72.185296,2190,0.0
81,670,coactivates_with,72.156529,286,0.0
778,992,coactivates_with,72.012479,5535,0.0
294,458,coactivates_with,72.011571,3972,0.0
114,369,coactivates_with,71.98285,2270,0.0
602,943,coactivates_with,71.961971,7252,0.0
316,851,coactivates_with,71.91523,489,0.0
825,942,coactivates_with,71.811367,1801,0.0
533,757,coactivates_with,71.761062,583,0.0
250,606,coactivates_with,71.741268,1003,0.0
252,553,coactivates_with,71.719313,1575,0.0
661,851,coactivates_with,71.717027,716,0.0
17,416,coactivates_with,71.632981,510,0.0
367,485,coactivates_with,71.542117,3592,0.0
88,583,coactivates_with,71.407015,4639,0.0
454,529,coactivates_with,71.378136,4380,0.0
112,178,coactivates_with,71.291631,493,0.0
126,932,coactivates_with,71.26878,1902,0.0
15,245,coactivates_with,71.177656,1449,0.0
6,296,coactivates_with,71.13578,2134,0.0
382,902,coactivates_with,71.101449,1966,0.0
69,369,coactivates_with,71.079994,941,0.0
314,923,coactivates_with,71.032602,2951,0.0
729,757,coactivates_with,71.000051,546,0.0
505,543,coactivates_with,70.918286,3507,0.0
314,462,coactivates_with,70.901007,1563,0.0
70,770,coactivates_with,70.848905,6495,0.0
136,368,coactivates_with,70.768554,22278,0.0
0,553,coactivates_with,70.731584,826,0.0
313,902,coactivates_with,70.704801,5496,0.0
910,1003,coactivates_with,70.701977,410,0.0
797,947,coactivates_with,70.667369,279,0.0
462,1003,coactivates_with,70.651534,551,0.0
311,757,coactivates_with,70.640487,445,0.0
1,465,coactivates_with,70.640244,15086,0.0
69,910,coactivates_with,70.533563,402,0.0
167,683,coactivates_with,70.418624,1102,0.0
397,858,coactivates_with,70.414956,3288,0.0
606,749,coactivates_with,70.377672,10730,0.0
565,586,coactivates_with,70.3435,3166,0.0
47,683,coactivates_with,70.258324,969,0.0
0,812,coactivates_with,70.252774,784,0.0
800,889,coactivates_with,70.15463,879,0.0
160,309,coactivates_with,70.13613,6890,0.0
0,390,coactivates_with,70.07316,1493,0.0
184,670,coactivates_with,70.054005,845,0.0
332,825,coactivates_with,70.033843,1463,0.0
50,1002,coactivates_with,70.029582,1361,0.0
899,930,coactivates_with,69.987786,884,0.0
294,423,coactivates_with,69.928719,4279,0.0
311,838,coactivates_with,69.862386,594,0.0
315,778,coactivates_with,69.82968,2057,0.0
814,930,coactivates_with,69.800788,1050,0.0
112,827,coactivates_with,69.769716,684,0.0
812,923,coactivates_with,69.76586,1417,0.0
322,729,coactivates_with,69.719046,1430,0.0
47,311,coactivates_with,69.676871,548,0.0
139,725,coactivates_with,69.658655,709,0.0
313,862,coactivates_with,69.658554,5318,0.0
372,683,coactivates_with,69.631252,1167,0.0
296,462,coactivates_with,69.606747,1607,0.0
146,203,coactivates_with,69.44447,2348,0.0
390,920,coactivates_with,69.397817,3102,0.0
524,530,coactivates_with,69.346312,210,1.7177534055684921e-301
17,1021,coactivates_with,69.329861,1930,0.0
310,723,coactivates_with,69.321722,5027,0.0
796,893,coactivates_with,69.315173,5390,0.0
886,918,coactivates_with,69.298408,6614,0.0
387,532,coactivates_with,69.290322,103,1.2292420144111735e-147
432,718,coactivates_with,69.198513,10745,0.0
0,709,coactivates_with,69.151538,577,0.0
65,779,coactivates_with,69.134662,1828,0.0
733,778,coactivates_with,69.031901,5016,0.0
455,743,coactivates_with,68.967825,1034,0.0
10,554,coactivates_with,68.911993,10969,0.0
252,800,coactivates_with,68.865706,2958,0.0
294,879,coactivates_with,68.837637,5473,0.0
311,735,coactivates_with,68.80213,427,0.0
318,658,coactivates_with,68.775025,67,3.890487776131458e-96
294,412,coactivates_with,68.771818,1129,0.0
16,311,coactivates_with,68.760742,435,0.0
6,910,coactivates_with,68.707174,525,0.0
462,473,coactivates_with,68.687047,114,2.581895232190269e-163
1002,1014,coactivates_with,68.646521,2954,0.0
532,835,coactivates_with,68.605924,215,3.499199222515096e-307
377,665,coactivates_with,68.536785,1756,0.0
825,866,coactivates_with,68.523296,671,0.0
490,646,coactivates_with,68.519127,3493,0.0
511,949,coactivates_with,68.480265,14178,0.0
841,855,coactivates_with,68.428814,3148,0.0
907,1010,coactivates_with,68.416007,2834,0.0
167,823,coactivates_with,68.403585,2451,0.0
216,332,coactivates_with,68.396666,609,0.0
87,561,coactivates_with,68.382931,1199,0.0
910,969,coactivates_with,68.351582,600,0.0
2,876,coactivates_with,68.339749,5540,0.0
448,743,coactivates_with,68.292225,233,0.0
464,851,coactivates_with,68.28626,1079,0.0
15,464,coactivates_with,68.260585,3950,0.0
131,309,coactivates_with,68.11181,9603,0.0
462,823,coactivates_with,67.946993,2227,0.0
31,114,coactivates_with,67.94445,2377,0.0
697,1020,coactivates_with,67.92639,4949,0.0
920,923,coactivates_with,67.921724,2199,0.0
341,892,coactivates_with,67.920619,900,0.0
101,1002,coactivates_with,67.81394,988,0.0
314,599,coactivates_with,67.805485,3105,0.0
146,889,coactivates_with,67.783369,1515,0.0
430,443,coactivates_with,67.703821,409,0.0
616,743,coactivates_with,67.672179,2381,0.0
242,992,coactivates_with,67.635082,6039,0.0
314,390,coactivates_with,67.593488,3877,0.0
814,942,coactivates_with,67.558781,1559,0.0
39,580,coactivates_with,67.536832,4792,0.0
87,889,coactivates_with,67.526071,800,0.0
322,430,coactivates_with,67.482214,972,0.0
355,800,coactivates_with,67.480825,1875,0.0
412,847,coactivates_with,67.429955,524,0.0
478,868,coactivates_with,67.40921,4911,0.0
311,933,coactivates_with,67.377011,1304,0.0
900,1003,coactivates_with,67.370085,629,0.0
231,772,coactivates_with,67.345918,910,0.0
621,867,coactivates_with,67.307781,1921,0.0
146,446,coactivates_with,67.282383,3923,0.0
88,123,coactivates_with,67.229202,19005,0.0
20,243,coactivates_with,67.207826,10268,0.0
290,835,coactivates_with,67.170697,241,0.0
729,891,coactivates_with,67.166431,1888,0.0
433,1006,coactivates_with,67.130617,3476,0.0
553,920,coactivates_with,67.063007,1643,0.0
346,779,coactivates_with,66.97658,1512,0.0
4,409,coactivates_with,66.957621,2933,0.0
81,182,coactivates_with,66.92865,605,0.0
465,958,coactivates_with,66.783433,11251,0.0
182,318,coactivates_with,66.772494,626,0.0
851,905,coactivates_with,66.770669,930,0.0
58,122,coactivates_with,66.752878,2819,0.0
0,975,coactivates_with,66.728787,1044,0.0
416,539,coactivates_with,66.708322,768,0.0
332,390,coactivates_with,66.689571,2538,0.0
288,493,coactivates_with,66.68288,8356,0.0
364,474,coactivates_with,66.681548,8751,0.0
167,355,coactivates_with,66.664543,726,0.0
87,231,coactivates_with,66.645498,1150,0.0
94,1014,coactivates_with,66.613314,2343,0.0
25,230,coactivates_with,66.58407,257,0.0
69,882,coactivates_with,66.566844,1204,0.0
70,917,coactivates_with,66.476841,1137,0.0
296,889,coactivates_with,66.421376,871,0.0
449,593,coactivates_with,66.413887,9664,0.0
395,798,coactivates_with,66.392702,1239,0.0
161,401,coactivates_with,66.366061,2204,0.0
6,327,coactivates_with,66.2998,3384,0.0
541,796,coactivates_with,66.298447,13404,0.0
57,598,coactivates_with,66.257618,11782,0.0
341,361,coactivates_with,66.200484,3276,0.0
146,683,coactivates_with,66.156893,4712,0.0
684,706,coactivates_with,66.13054,41587,0.0
146,1003,coactivates_with,66.12658,2566,0.0
306,395,coactivates_with,66.106523,2700,0.0
314,372,coactivates_with,66.097554,1706,0.0
149,775,coactivates_with,66.080409,11898,0.0
9,332,coactivates_with,66.058328,861,0.0
501,949,coactivates_with,66.047414,2863,0.0
290,926,coactivates_with,66.045754,153,5.3937643898710456e-216
203,296,coactivates_with,66.037415,1310,0.0
31,296,coactivates_with,66.031983,2921,0.0
216,389,coactivates_with,65.963978,554,0.0
433,629,coactivates_with,65.934639,1924,0.0
170,524,coactivates_with,65.926554,474,0.0
430,614,coactivates_with,65.911638,681,0.0
458,1010,coactivates_with,65.908325,1406,0.0
261,740,coactivates_with,65.889772,2379,0.0
369,900,coactivates_with,65.861969,1077,0.0
553,1003,coactivates_with,65.817011,732,0.0
421,723,coactivates_with,65.809355,5004,0.0
526,1005,coactivates_with,65.800534,2012,0.0
331,661,coactivates_with,65.790577,2098,0.0
139,189,coactivates_with,65.788708,532,0.0
17,532,coactivates_with,65.725039,381,0.0
460,838,coactivates_with,65.714299,1183,0.0
114,274,coactivates_with,65.597835,2040,0.0
296,355,coactivates_with,65.577077,1907,0.0
313,743,coactivates_with,65.560958,4089,0.0
671,940,coactivates_with,65.536124,17758,0.0
290,717,coactivates_with,65.424916,168,1.7908733435190423e-236
425,644,coactivates_with,65.413882,1081,0.0
423,907,coactivates_with,65.260294,3873,0.0
296,381,coactivates_with,65.238563,1144,0.0
530,1010,coactivates_with,65.093634,267,0.0
454,564,coactivates_with,65.082086,921,0.0
31,920,coactivates_with,64.889877,2136,0.0
451,614,coactivates_with,64.863011,563,0.0
331,920,coactivates_with,64.803344,2150,0.0
197,339,coactivates_with,64.792666,245,0.0
