raw_cluster_id,archetype_index,archetype_id,image_count,image_share
6,0,A01,56315,0.14865977857440776
0,1,A02,55346,0.14610182198311591
7,2,A03,54987,0.14515413734299848
1,3,A04,52592,0.1388318400920759
3,4,A05,46671,0.12320164300534822
5,5,A06,44879,0.1184711391750128
4,6,A07,37427,0.09879942346984567
2,7,A08,30601,0.08078021635719528
