city,archetype_id,image_count,city_image_count,city_prevalence
Thailand/Bangkok,A03,3222,12782,0.25207322797684245
Thailand/Bangkok,A04,1578,12782,0.12345485839461744
Thailand/Bangkok,A05,1049,12782,0.0820685338757628
Thailand/Bangkok,A06,1023,12782,0.08003442340791739
Thailand/Bangkok,A07,1392,12782,0.10890314504772336
Thailand/Bangkok,A08,1178,12782,0.09216085119699577
Turkey/Istanbul,A01,1407,12704,0.11075251889168766
Turkey/Istanbul,A02,4788,12704,0.3768891687657431
Turkey/Istanbul,A03,916,12704,0.07210327455919395
Turkey/Istanbul,A04,1630,12704,0.12830604534005038
Turkey/Istanbul,A05,1021,12704,0.0803683879093199
Turkey/Istanbul,A06,1215,12704,0.09563916876574308
Turkey/Istanbul,A07,759,12704,0.05974496221662468
Turkey/Istanbul,A08,968,12704,0.07619647355163728
UnitedKingdom/London,A01,1794,12605,0.14232447441491472
UnitedKingdom/London,A02,1462,12605,0.11598571995239984
UnitedKingdom/London,A03,1268,12605,0.10059500198333994
UnitedKingdom/London,A04,988,12605,0.07838159460531535
UnitedKingdom/London,A05,2089,12605,0.1657278857596192
UnitedKingdom/London,A06,1044,12605,0.08282427608092027
UnitedKingdom/London,A07,1815,12605,0.14399047996826655
UnitedKingdom/London,A08,2145,12605,0.1701705672352241
UnitedStates/LosAngeles,A01,2425,12703,0.19089978745178304
UnitedStates/LosAngeles,A02,421,12703,0.033141777532866255
UnitedStates/LosAngeles,A03,557,12703,0.04384790994253326
UnitedStates/LosAngeles,A04,3646,12703,0.28701881445327876
UnitedStates/LosAngeles,A05,2733,12703,0.21514602849720538
UnitedStates/LosAngeles,A06,1699,12703,0.1337479335590018
UnitedStates/LosAngeles,A07,863,12703,0.06793670786428403
UnitedStates/LosAngeles,A08,359,12703,0.02826104069904747
UnitedStates/NewYorkCity,A01,1927,12350,0.15603238866396762
UnitedStates/NewYorkCity,A02,1210,12350,0.09797570850202429
UnitedStates/NewYorkCity,A03,1085,12350,0.08785425101214575
UnitedStates/NewYorkCity,A04,1966,12350,0.1591902834008097
UnitedStates/NewYorkCity,A05,3706,12350,0.30008097165991904
UnitedStates/NewYorkCity,A06,904,12350,0.07319838056680161
UnitedStates/NewYorkCity,A07,854,12350,0.0691497975708502
UnitedStates/NewYorkCity,A08,698,12350,0.05651821862348178
