image_id,city,archetype_id,raw_cluster_id,distance_to_centroid,PC1,PC2
53130,Brazil/SaoPaulo,A02,0,0.16173947,-0.04227114,-0.05160154
53155,Brazil/SaoPaulo,A08,2,0.14412197,0.04980602,0.04417219
53159,Brazil/SaoPaulo,A03,7,0.17546883,0.019782832,-0.051038813
53181,Brazil/SaoPaulo,A02,0,0.17359328,-0.051743027,-0.0073167207
53228,Brazil/SaoPaulo,A08,2,0.15271732,0.01406413,0.04879026
53233,Brazil/SaoPaulo,A05,3,0.20652464,-0.11623399,0.003169455
53239,Brazil/SaoPaulo,A07,4,0.12829675,0.13609923,0.11542419
53244,Brazil/SaoPaulo,A01,6,0.16269691,0.033150982,-0.014602507
53245,Brazil/SaoPaulo,A08,2,0.1577491,0.03480673,0.06404384
53261,Brazil/SaoPaulo,A02,0,0.15098569,0.011798937,-0.014052866
53271,Brazil/SaoPaulo,A01,6,0.13709885,0.024149654,-0.020685252
53272,Brazil/SaoPaulo,A03,7,0.13942797,-0.011828544,-0.0482232
53274,Brazil/SaoPaulo,A06,5,0.1385045,-0.020852122,0.036467295
53283,Brazil/SaoPaulo,A04,1,0.13456634,0.051210538,-0.015904907
53299,Brazil/SaoPaulo,A08,2,0.14127411,-0.032091003,-0.014936784
53309,Brazil/SaoPaulo,A08,2,0.09665816,0.02724147,0.038817782
53327,Brazil/SaoPaulo,A04,1,0.11318913,0.104044124,-0.026817147
53330,Brazil/SaoPaulo,A03,7,0.11150489,-0.024888089,-0.018748326
53346,Brazil/SaoPaulo,A02,0,0.1750191,-0.001813799,-0.08617718
53350,Brazil/SaoPaulo,A08,2,0.17380735,0.048856076,-0.03491518
53370,Brazil/SaoPaulo,A04,1,0.21569125,0.08059408,-0.010664629
53441,Brazil/SaoPaulo,A01,6,0.15421134,-0.028604649,0.014590944
53462,Brazil/SaoPaulo,A06,5,0.15531605,0.07594641,0.024304561
53488,Brazil/SaoPaulo,A03,7,0.1292032,-0.02308217,0.014651972
53503,Brazil/SaoPaulo,A08,2,0.1507031,0.042973865,-0.029070565
53505,Brazil/SaoPaulo,A02,0,0.17259283,0.051113315,-0.08579496
53507,Brazil/SaoPaulo,A07,4,0.11626895,0.050072823,0.052063946
53526,Brazil/SaoPaulo,A04,1,0.20658912,0.03961593,-0.0237408
53532,Brazil/SaoPaulo,A07,4,0.16551548,0.073474504,0.073977865
53554,Brazil/SaoPaulo,A05,3,0.1569338,-0.018268714,0.036212023
53556,Brazil/SaoPaulo,A01,6,0.16389786,-0.062264614,-0.013472638
53578,Brazil/SaoPaulo,A06,5,0.12635481,-0.027576873,0.010776061
53580,Brazil/SaoPaulo,A02,0,0.14499903,-0.009347236,-0.106352344
53613,Brazil/SaoPaulo,A04,1,0.1370374,0.050382297,-0.085419424
53623,Brazil/SaoPaulo,A08,2,0.12586059,0.01696076,-0.0037415773
53661,Brazil/SaoPaulo,A08,2,0.17178224,0.054195505,-0.0045514978
53662,Brazil/SaoPaulo,A06,5,0.17689082,0.005080372,0.033939883
53672,Brazil/SaoPaulo,A06,5,0.15324171,0.006464849,-0.0254011
53692,Brazil/SaoPaulo,A06,5,0.20035604,0.0022830828,-0.026420038
53703,Brazil/SaoPaulo,A05,3,0.13738775,-0.063732535,0.08261867
53704,Brazil/SaoPaulo,A04,1,0.1549835,0.035307597,0.005906665
53719,Brazil/SaoPaulo,A01,6,0.1893128,0.052518662,0.0008589816
53720,Brazil/SaoPaulo,A07,4,0.11946463,0.07010738,0.109158695
53760,Brazil/SaoPaulo,A02,0,0.12039939,-0.022509262,-0.055836696
53772,Brazil/SaoPaulo,A04,1,0.13981266,0.10822736,-0.099873826
53787,Brazil/SaoPaulo,A05,3,0.13629532,-0.086153015,0.04765359
53808,Brazil/SaoPaulo,A04,1,0.16106802,0.036634255,-0.03461677
53810,Brazil/SaoPaulo,A08,2,0.11976229,0.026472937,0.014336429
53812,Brazil/SaoPaulo,A03,7,0.16155362,-0.0027252214,-0.057374384
53822,Brazil/SaoPaulo,A03,7,0.11920684,-0.04233602,-0.019188391
53853,Brazil/SaoPaulo,A08,2,0.12923533,0.05736013,0.031733103
53854,Brazil/SaoPaulo,A07,4,0.12914097,0.07011995,0.12885588
53862,Brazil/SaoPaulo,A07,4,0.13560186,0.050327606,0.06897095
53871,Brazil/SaoPaulo,A08,2,0.12770262,0.0018293845,0.01963811
53888,Brazil/SaoPaulo,A05,3,0.12436423,-0.053556338,0.036459766
53935,Brazil/SaoPaulo,A02,0,0.16575809,-0.011079554,-0.06989776
53943,Brazil/SaoPaulo,A06,5,0.1782866,-0.03444616,-0.00040039577
53947,Brazil/SaoPaulo,A08,2,0.10167548,0.029735345,0.036822718
53951,Brazil/SaoPaulo,A08,2,0.15044671,0.050479203,0.016793074
54013,Brazil/SaoPaulo,A04,1,0.12751764,0.08929857,-0.09740832
54014,Brazil/SaoPaulo,A06,5,0.20816444,0.051722184,0.008370291
54022,Brazil/SaoPaulo,A04,1,0.14415777,0.04776578,-0.07742867
54044,Brazil/SaoPaulo,A05,3,0.10275015,-0.07907037,0.059275635
54072,Brazil/SaoPaulo,A08,2,0.12208121,0.049920384,-0.0030255192
54077,Brazil/SaoPaulo,A01,6,0.11403789,0.041512936,-0.011092414
54088,Brazil/SaoPaulo,A01,6,0.1467728,0.06546328,-0.0056287386
54104,Brazil/SaoPaulo,A06,5,0.19245999,-0.008822785,-0.026930748
54112,Brazil/SaoPaulo,A05,3,0.14538665,-0.022392936,-0.011533906
54135,Brazil/SaoPaulo,A01,6,0.16049482,0.051537268,-0.006093107
54141,Brazil/SaoPaulo,A03,7,0.15484735,0.025129834,-0.02987914
54143,Brazil/SaoPaulo,A04,1,0.18339388,0.16114922,-0.111430876
54192,Brazil/SaoPaulo,A08,2,0.10397606,0.044170734,0.0062189326
54232,Brazil/SaoPaulo,A01,6,0.15153639,0.03663359,0.012244391
54269,Brazil/SaoPaulo,A07,4,0.15725307,0.030098196,0.08797866
54281,Brazil/SaoPaulo,A06,5,0.1720716,-0.022092465,-0.007546271
54304,Brazil/SaoPaulo,A07,4,0.13439435,0.10076213,0.10655497
54313,Brazil/SaoPaulo,A02,0,0.1425536,0.010976103,-0.0954317
54318,Brazil/SaoPaulo,A01,6,0.1627261,-0.008830925,0.014623236
54319,Brazil/SaoPaulo,A01,6,0.17445001,0.03058882,-0.02380375
54329,Brazil/SaoPaulo,A02,0,0.13296896,-0.025917005,-0.024586815
54342,Brazil/SaoPaulo,A04,1,0.13006185,0.0634101,-0.06787289
54376,Brazil/SaoPaulo,A04,1,0.15718628,0.11359834,-0.034599233
54382,Brazil/SaoPaulo,A05,3,0.13827881,0.0027814703,0.01670702
54394,Brazil/SaoPaulo,A01,6,0.13735382,0.07452544,0.0064099208
54425,Brazil/SaoPaulo,A07,4,0.12367611,0.020055424,0.07418568
54455,Brazil/SaoPaulo,A07,4,0.12877518,0.0420605,0.13442615
54462,Brazil/SaoPaulo,A01,6,0.13397951,0.063830994,0.0059215003
54467,Brazil/SaoPaulo,A05,3,0.19431739,-0.1333002,0.08425995
54475,Brazil/SaoPaulo,A04,1,0.09840492,0.07216723,-0.075808115
54481,Brazil/SaoPaulo,A07,4,0.12138355,0.0836309,0.07815356
54508,Brazil/SaoPaulo,A01,6,0.16320372,0.0484335,-0.032962903
54541,Brazil/SaoPaulo,A02,0,0.1514365,0.0058559407,-0.06574705
54557,Brazil/SaoPaulo,A07,4,0.16226849,0.09616278,0.05311571
54564,Brazil/SaoPaulo,A01,6,0.14901228,0.020880582,0.013817319
54568,Brazil/SaoPaulo,A04,1,0.1357389,0.07467697,-0.09992225
54577,Brazil/SaoPaulo,A07,4,0.103120744,0.100919716,0.09105038
54592,Brazil/SaoPaulo,A02,0,0.13615431,0.047470026,-0.067369364
54605,Brazil/SaoPaulo,A07,4,0.13330814,0.11445701,0.08125086
54607,Brazil/SaoPaulo,A06,5,0.23310734,0.041578207,-0.057035994
54608,Brazil/SaoPaulo,A01,6,0.13299768,0.0040064496,-0.023873499
54622,Brazil/SaoPaulo,A07,4,0.124717064,0.09191485,0.08013887
54648,Brazil/SaoPaulo,A08,2,0.12465212,0.03668968,0.013040311
54656,Brazil/SaoPaulo,A08,2,0.144234,0.04837245,0.030193543
54688,Brazil/SaoPaulo,A01,6,0.16488436,-0.022513544,-0.013499196
54691,Brazil/SaoPaulo,A01,6,0.121328056,0.041930426,-0.023587257
54698,Brazil/SaoPaulo,A04,1,0.12177058,0.0607207,-0.02630366
54704,Brazil/SaoPaulo,A08,2,0.1596046,0.028530218,0.037698355
54709,Brazil/SaoPaulo,A07,4,0.13528,0.0651387,0.06723758
54722,Brazil/SaoPaulo,A06,5,0.13722175,0.03148559,0.022204518
54775,Brazil/SaoPaulo,A04,1,0.14501806,0.07613755,-0.033317853
54779,Brazil/SaoPaulo,A01,6,0.16239344,-0.006278252,0.038848918
54780,Brazil/SaoPaulo,A08,2,0.13198903,0.05442662,-0.008349827
54791,Brazil/SaoPaulo,A04,1,0.13372716,0.063982815,-0.0672835
54809,Brazil/SaoPaulo,A04,1,0.14023589,0.083196014,-0.10635202
54816,Brazil/SaoPaulo,A03,7,0.13985017,-0.02576071,-0.027186811
54838,Brazil/SaoPaulo,A03,7,0.16308346,-0.039828606,0.00695195
54858,Brazil/SaoPaulo,A08,2,0.18797244,0.043339785,0.00309186
54879,Brazil/SaoPaulo,A04,1,0.1340438,0.14459123,-0.053986866
54893,Brazil/SaoPaulo,A05,3,0.20321684,-0.038736504,0.13308775
54898,Brazil/SaoPaulo,A06,5,0.15111598,0.030635389,0.04324186
54899,Brazil/SaoPaulo,A03,7,0.1672414,-0.020793622,-0.011444833
54904,Brazil/SaoPaulo,A05,3,0.142573,-0.08543338,0.038878873
54933,Brazil/SaoPaulo,A04,1,0.16172653,0.1584257,-0.102519624
54971,Brazil/SaoPaulo,A08,2,0.11609001,0.045473352,0.013642967
55026,Brazil/SaoPaulo,A02,0,0.14377134,-0.019870745,-0.030144896
55053,Brazil/SaoPaulo,A03,7,0.16710459,-0.045215074,-0.01450444
55069,Brazil/SaoPaulo,A07,4,0.09733754,0.060915865,0.09775846
55099,Brazil/SaoPaulo,A08,2,0.143771,0.044963434,0.06444178
55108,Brazil/SaoPaulo,A07,4,0.10331827,0.07512425,0.11458247
55111,Brazil/SaoPaulo,A04,1,0.13901718,0.055120908,-0.06715629
55141,Brazil/SaoPaulo,A08,2,0.18782607,0.039444465,0.025040744
55152,Brazil/SaoPaulo,A04,1,0.15436058,0.06580903,0.0040257983
55165,Brazil/SaoPaulo,A02,0,0.24249664,-0.053282034,-0.08068029
55177,Brazil/SaoPaulo,A06,5,0.14689371,0.0030859376,-0.013045223
55222,Brazil/SaoPaulo,A06,5,0.17174141,0.09023734,0.008558259
55239,Brazil/SaoPaulo,A07,4,0.1568609,0.038826883,0.077167645
55259,Brazil/SaoPaulo,A06,5,0.17296126,0.07236826,0.04305683
55261,Brazil/SaoPaulo,A05,3,0.12932457,-0.04125407,-0.0023894059
55285,Brazil/SaoPaulo,A02,0,0.1686435,0.018459808,-0.09917518
55327,Brazil/SaoPaulo,A05,3,0.14968309,-0.09446397,-0.024463525
55330,Brazil/SaoPaulo,A06,5,0.13556314,-0.002697066,0.069988355
55336,Brazil/SaoPaulo,A07,4,0.12303813,0.09104284,0.1370005
55356,Brazil/SaoPaulo,A08,2,0.17937805,0.07063137,-0.063896306
55361,Brazil/SaoPaulo,A03,7,0.12233809,-0.003948639,-0.036413155
55366,Brazil/SaoPaulo,A06,5,0.14629225,-0.023864474,-0.007484662
55373,Brazil/SaoPaulo,A04,1,0.16423236,0.06923349,-0.09434224
55375,Brazil/SaoPaulo,A04,1,0.17702387,0.13302755,0.03756893
55378,Brazil/SaoPaulo,A03,7,0.11619061,-0.0068441792,-0.032481834
55393,Brazil/SaoPaulo,A05,3,0.13825671,-0.041771885,0.021061204
55411,Brazil/SaoPaulo,A08,2,0.14141363,0.033511456,-0.041473262
55433,Brazil/SaoPaulo,A07,4,0.16952176,0.043268565,0.15545425
55440,Brazil/SaoPaulo,A03,7,0.15782312,-0.019325158,0.055221405
55445,Brazil/SaoPaulo,A01,6,0.18579575,-0.041709572,-0.037414342
55482,Brazil/SaoPaulo,A04,1,0.13235298,0.09417886,-0.010394628
55514,Brazil/SaoPaulo,A03,7,0.13660309,-0.007776513,-0.006807203
55529,Brazil/SaoPaulo,A05,3,0.12803175,-0.050867897,0.037879366
55540,Brazil/SaoPaulo,A01,6,0.15022404,-0.012786107,0.06042603
55543,Brazil/SaoPaulo,A01,6,0.15314746,0.008014271,-0.044996355
55559,Brazil/SaoPaulo,A01,6,0.20241928,0.00745312,0.0330176
55575,Brazil/SaoPaulo,A04,1,0.13587281,0.06606318,-0.056546137
55588,Brazil/SaoPaulo,A07,4,0.10196706,0.024093756,0.12282305
55611,Brazil/SaoPaulo,A07,4,0.13057683,0.011974555,0.14335445
55642,Brazil/SaoPaulo,A02,0,0.1380359,-0.056668095,-0.025635201
55670,Brazil/SaoPaulo,A03,7,0.20517124,-0.080376156,-0.03636732
55700,Brazil/SaoPaulo,A05,3,0.14635977,-0.09693363,0.011837067
55714,Brazil/SaoPaulo,A01,6,0.14268155,0.01730104,-0.02735432
55716,Brazil/SaoPaulo,A07,4,0.13476856,0.042409312,0.10818193
55741,Brazil/SaoPaulo,A01,6,0.14128512,-0.009140378,-0.034370083
55771,Brazil/SaoPaulo,A04,1,0.122934885,0.042868074,-0.05041661
55773,Brazil/SaoPaulo,A01,6,0.13702299,0.017004471,-0.014649027
55778,Brazil/SaoPaulo,A08,2,0.17551102,0.053529575,0.07138103
55801,Brazil/SaoPaulo,A01,6,0.11625732,0.003941109,0.011298819
55814,Brazil/SaoPaulo,A06,5,0.1405117,0.004241617,0.033985175
55821,Brazil/SaoPaulo,A05,3,0.112939626,-0.10714634,0.018132832
55825,Brazil/SaoPaulo,A07,4,0.15317774,0.04283842,0.060740188
55832,Brazil/SaoPaulo,A01,6,0.14074448,0.006153948,-0.014424478
55834,Brazil/SaoPaulo,A01,6,0.16275696,0.015617143,-0.05070415
55887,Brazil/SaoPaulo,A02,0,0.13860907,0.014591617,-0.0720422
55892,Brazil/SaoPaulo,A05,3,0.12493737,-0.05521541,0.060181115
55900,Brazil/SaoPaulo,A01,6,0.1509516,-0.0028475753,0.04665642
55906,Brazil/SaoPaulo,A05,3,0.16061842,-0.047783867,0.059471127
55917,Brazil/SaoPaulo,A04,1,0.14272846,0.061206415,-0.018511243
55935,Brazil/SaoPaulo,A06,5,0.17736644,0.03733766,-0.007235269
55948,Brazil/SaoPaulo,A02,0,0.25489065,-0.049081217,-0.13428773
55988,Brazil/SaoPaulo,A02,0,0.13678631,0.021587033,-0.046885278
56001,Brazil/SaoPaulo,A07,4,0.12274655,0.08819408,0.11801919
56002,Brazil/SaoPaulo,A04,1,0.15537344,0.09042891,-0.1167528
56004,Brazil/SaoPaulo,A06,5,0.15020065,0.029741712,0.03251949
56005,Brazil/SaoPaulo,A01,6,0.13929428,0.03850757,-0.00080806686
56029,Brazil/SaoPaulo,A02,0,0.13298789,-0.050439134,-0.041964144
56076,Brazil/SaoPaulo,A06,5,0.14100663,0.02508923,0.082287826
56108,Brazil/SaoPaulo,A06,5,0.21475816,0.02800105,-0.004264705
56120,Brazil/SaoPaulo,A01,6,0.1387182,-0.0021458447,-0.007673093
56128,Brazil/SaoPaulo,A02,0,0.13594694,0.0298104,-0.115019284
56138,Brazil/SaoPaulo,A08,2,0.10956368,0.04843216,0.049752116
56150,Brazil/SaoPaulo,A08,2,0.16134869,0.049504068,0.047254745
56186,Brazil/SaoPaulo,A08,2,0.15433283,0.050650265,0.018868329
56261,Brazil/SaoPaulo,A01,6,0.1389992,-0.016794857,-0.047748554
56301,Brazil/SaoPaulo,A03,7,0.14878567,-0.07245616,-0.012831839
56308,Brazil/SaoPaulo,A01,6,0.12413334,0.029044973,-0.019750595
56331,Brazil/SaoPaulo,A04,1,0.12044884,0.1080733,-0.04839053
56342,Brazil/SaoPaulo,A05,3,0.13287884,-0.016849076,-0.03748213
56349,Brazil/SaoPaulo,A07,4,0.11544655,0.020026352,0.065693125
56370,Brazil/SaoPaulo,A06,5,0.16916169,0.02491038,0.063052155
56390,Brazil/SaoPaulo,A03,7,0.14087678,-8.9993955e-05,-0.08639969
56392,Brazil/SaoPaulo,A06,5,0.15642822,-0.04302023,0.021337228
56393,Brazil/SaoPaulo,A01,6,0.12215585,-0.04444334,-0.02267428
56399,Brazil/SaoPaulo,A03,7,0.16365866,-0.07410471,-0.0443778
56419,Brazil/SaoPaulo,A07,4,0.14353679,0.029190315,0.09740484
56426,Brazil/SaoPaulo,A05,3,0.13261852,-0.05550331,0.0154479835
56440,Brazil/SaoPaulo,A04,1,0.14256127,0.041782495,-0.065563574
56461,Brazil/SaoPaulo,A05,3,0.16041379,0.0223865,0.022536503
56494,Brazil/SaoPaulo,A05,3,0.17742246,-0.07315777,0.024071574
56514,Brazil/SaoPaulo,A07,4,0.12887903,0.033265065,0.063591786
56519,Brazil/SaoPaulo,A01,6,0.13862953,0.0050421725,-0.03733773
56539,Brazil/SaoPaulo,A02,0,0.17114286,-0.036358632,-0.06255228
56571,Brazil/SaoPaulo,A06,5,0.16155246,-0.029330047,-0.00088230334
56574,Brazil/SaoPaulo,A01,6,0.132936,0.079343595,0.034298766
56580,Brazil/SaoPaulo,A05,3,0.12680748,-0.049538393,-0.021122085
56590,Brazil/SaoPaulo,A02,0,0.18697463,0.001156884,-0.06327824
56594,Brazil/SaoPaulo,A02,0,0.19515322,-0.05000809,-0.036424525
56608,Brazil/SaoPaulo,A05,3,0.15412314,-0.10250989,0.014910874
56635,Brazil/SaoPaulo,A03,7,0.14808273,-0.06973893,-0.016874831
56638,Brazil/SaoPaulo,A08,2,0.10086415,0.027134946,-0.0018464337
56662,Brazil/SaoPaulo,A06,5,0.15339069,0.019640109,0.041601364
56663,Brazil/SaoPaulo,A08,2,0.139019,0.036021937,-0.006859556
56664,Brazil/SaoPaulo,A08,2,0.12680359,0.085879475,0.013784208
56683,Brazil/SaoPaulo,A07,4,0.1024021,0.06708008,0.091751985
56686,Brazil/SaoPaulo,A02,0,0.13821569,-0.021336501,-0.034551036
56687,Brazil/SaoPaulo,A01,6,0.16706778,0.05280085,-0.00014166595
56703,Brazil/SaoPaulo,A05,3,0.18232292,-0.0051940237,0.08461103
56704,Brazil/SaoPaulo,A07,4,0.12268323,0.059534766,0.06897252
56705,Brazil/SaoPaulo,A03,7,0.14893897,-0.038780883,0.023022765
56706,Brazil/SaoPaulo,A03,7,0.11790272,-0.05880907,-0.073193975
56707,Brazil/SaoPaulo,A07,4,0.16669993,-0.012408208,0.14801624
56713,Brazil/SaoPaulo,A08,2,0.15230067,0.087396935,-0.0025685423
56727,Brazil/SaoPaulo,A04,1,0.13669692,0.062141195,0.00012446058
56730,Brazil/SaoPaulo,A06,5,0.17266798,-0.032576088,-0.015095756
56743,Brazil/SaoPaulo,A05,3,0.14667116,-0.12339545,0.052609302
56784,Brazil/SaoPaulo,A02,0,0.12883586,0.021548321,-0.07860502
56793,Brazil/SaoPaulo,A03,7,0.1400501,-0.037264667,-0.04249865
56823,Brazil/SaoPaulo,A05,3,0.14043705,-0.022304261,0.060032718
56838,Brazil/SaoPaulo,A04,1,0.15670475,0.09143378,-0.012899377
56840,Brazil/SaoPaulo,A02,0,0.12035296,-0.03723669,-0.038604915
56843,Brazil/SaoPaulo,A07,4,0.12810108,0.02335807,0.08345165
56854,Brazil/SaoPaulo,A02,0,0.16289437,0.0053147697,-0.09924575
56860,Brazil/SaoPaulo,A06,5,0.14431828,-0.028052477,0.0431725
56868,Brazil/SaoPaulo,A04,1,0.16323508,0.07257611,-0.085670285
56889,Brazil/SaoPaulo,A03,7,0.16642378,0.0030975984,-0.0188062
56921,Brazil/SaoPaulo,A01,6,0.1287656,0.011445331,-0.053562075
56922,Brazil/SaoPaulo,A06,5,0.21036854,0.005712159,0.08084373
56930,Brazil/SaoPaulo,A02,0,0.12467574,-0.020424968,-0.0877918
56952,Brazil/SaoPaulo,A05,3,0.10571747,-0.061968118,0.046329938
56957,Brazil/SaoPaulo,A07,4,0.1883513,0.10418267,0.08034919
57002,Brazil/SaoPaulo,A02,0,0.13901444,-0.029700603,-0.087482214
57020,Brazil/SaoPaulo,A02,0,0.15322696,-0.017883278,-0.02799814
57060,Brazil/SaoPaulo,A06,5,0.19128571,-0.030204989,0.07606975
57076,Brazil/SaoPaulo,A05,3,0.11899326,-0.010528162,0.089392565
57079,Brazil/SaoPaulo,A02,0,0.14096633,0.025098098,-0.054932732
57129,Brazil/SaoPaulo,A07,4,0.100110605,0.10425416,0.07604369
57136,Brazil/SaoPaulo,A01,6,0.14262165,0.044867314,-0.035291158
57160,Brazil/SaoPaulo,A04,1,0.096611135,0.15570895,-0.020801364
57165,Brazil/SaoPaulo,A01,6,0.15319224,0.0145753715,-0.045174632
57166,Brazil/SaoPaulo,A05,3,0.13509059,-0.101273604,0.020604886
57184,Brazil/SaoPaulo,A07,4,0.17551416,-0.034281276,0.16669968
57197,Brazil/SaoPaulo,A08,2,0.13439733,0.03614771,-0.050070398
57203,Brazil/SaoPaulo,A05,3,0.18679431,-0.09019746,0.036294445
57243,Brazil/SaoPaulo,A06,5,0.1523051,-0.00829667,-0.0066242684
57258,Brazil/SaoPaulo,A06,5,0.17790861,0.015821785,0.025065035
57283,Brazil/SaoPaulo,A07,4,0.12445516,0.08597595,0.046702545
57284,Brazil/SaoPaulo,A04,1,0.12187761,0.16752003,-0.07125825
57297,Brazil/SaoPaulo,A02,0,0.11365392,0.012433907,-0.0505412
57308,Brazil/SaoPaulo,A02,0,0.1342654,0.023716457,-0.08956713
57363,Brazil/SaoPaulo,A08,2,0.14654796,-0.023035292,0.05350503
57385,Brazil/SaoPaulo,A04,1,0.15397125,0.06591946,-0.095562726
57393,Brazil/SaoPaulo,A04,1,0.14306933,0.078342915,-0.12191012
57395,Brazil/SaoPaulo,A05,3,0.14135316,-0.025478011,-0.0441844
57420,Brazil/SaoPaulo,A07,4,0.15009625,0.036418363,0.04216026
57421,Brazil/SaoPaulo,A04,1,0.13496786,0.03334969,-0.043448858
57422,Brazil/SaoPaulo,A07,4,0.11758443,0.069304235,0.04729822
57435,Brazil/SaoPaulo,A04,1,0.15334374,0.09426415,-0.020645596
57454,Brazil/SaoPaulo,A04,1,0.15444288,0.036615297,-0.008806784
57461,Brazil/SaoPaulo,A06,5,0.1465961,0.0035857344,-0.012846829
57487,Brazil/SaoPaulo,A08,2,0.15418951,-0.0034763403,0.04423337
57506,Brazil/SaoPaulo,A07,4,0.106088094,0.08506327,0.05914605
57533,Brazil/SaoPaulo,A04,1,0.13519987,0.1347848,-0.030258935
57539,Brazil/SaoPaulo,A05,3,0.12107064,-0.067516305,0.096392594
57584,Brazil/SaoPaulo,A07,4,0.18168135,0.023645112,0.085563965
57591,Brazil/SaoPaulo,A06,5,0.13982572,-0.037549965,0.038555134
57596,Brazil/SaoPaulo,A05,3,0.14986783,-0.03941688,0.018481545
57617,Brazil/SaoPaulo,A04,1,0.1363876,0.09589426,0.020343909
57638,Brazil/SaoPaulo,A07,4,0.14386703,0.019142365,0.05754072
57661,Brazil/SaoPaulo,A05,3,0.1584095,-0.09961673,-0.019245721
57685,Brazil/SaoPaulo,A06,5,0.14827426,0.07161376,-0.018380864
57689,Brazil/SaoPaulo,A07,4,0.14157999,0.06904602,0.12672392
57698,Brazil/SaoPaulo,A06,5,0.15462229,-0.051107455,0.043173548
57710,Brazil/SaoPaulo,A05,3,0.16011086,-0.037393693,-0.009946528
57716,Brazil/SaoPaulo,A08,2,0.1335614,0.018553613,0.06142865
57721,Brazil/SaoPaulo,A02,0,0.1385544,0.00028546332,-0.05095544
57726,Brazil/SaoPaulo,A03,7,0.1669402,-0.031729355,-0.016250376
57727,Brazil/SaoPaulo,A08,2,0.15331553,0.021904726,-0.051894747
57729,Brazil/SaoPaulo,A06,5,0.17644216,-0.048850354,0.073791824
57747,Brazil/SaoPaulo,A04,1,0.13135187,0.05339418,-0.023226792
57752,Brazil/SaoPaulo,A01,6,0.1708972,-0.043450806,-0.04529908
57766,Brazil/SaoPaulo,A01,6,0.13237709,-0.013581604,0.008771507
57814,Brazil/SaoPaulo,A04,1,0.107576564,0.057783887,-0.06490669
57818,Brazil/SaoPaulo,A06,5,0.13350369,0.017910691,-0.026364343
57829,Brazil/SaoPaulo,A04,1,0.16049671,0.15340666,-0.10363679
57830,Brazil/SaoPaulo,A05,3,0.1563778,-0.018859312,-0.009877555
57837,Brazil/SaoPaulo,A01,6,0.12156135,0.004804185,-0.0005008796
57846,Brazil/SaoPaulo,A06,5,0.15210332,0.03735256,0.024866
57876,Brazil/SaoPaulo,A04,1,0.17435302,0.09805754,-0.13648374
57879,Brazil/SaoPaulo,A07,4,0.10181794,0.049027026,0.09289379
57897,Brazil/SaoPaulo,A02,0,0.12289205,0.0019500288,-0.0683642
57909,Brazil/SaoPaulo,A07,4,0.14534728,0.06463922,0.15122223
57918,Brazil/SaoPaulo,A02,0,0.17729008,-0.034347437,-0.07501875
57933,Brazil/SaoPaulo,A08,2,0.14051701,0.02342032,0.06861351
57939,Brazil/SaoPaulo,A06,5,0.15490486,-0.03395216,0.009038475
57953,Brazil/SaoPaulo,A01,6,0.16320764,-0.016147047,-0.0022969837
57983,Brazil/SaoPaulo,A04,1,0.17382906,0.08478319,-0.08732304
58010,Brazil/SaoPaulo,A01,6,0.12684417,0.04037597,-0.041344374
58015,Brazil/SaoPaulo,A05,3,0.16491629,-0.074592486,0.10908525
58019,Brazil/SaoPaulo,A04,1,0.14850888,0.16706365,-0.045515075
58023,Brazil/SaoPaulo,A05,3,0.11685562,-0.026059132,-0.00096738146
58026,Brazil/SaoPaulo,A06,5,0.15051328,-0.017093163,-0.017832546
58039,Brazil/SaoPaulo,A06,5,0.13277328,-0.026757566,0.0042054136
58066,Brazil/SaoPaulo,A04,1,0.13640945,0.085173205,-0.010959514
58075,Brazil/SaoPaulo,A02,0,0.12773654,-0.00367631,-0.02007011
58113,Brazil/SaoPaulo,A08,2,0.13102774,0.03586192,-0.048363857
58124,Brazil/SaoPaulo,A02,0,0.18898793,0.02041435,-0.12176071
58129,Brazil/SaoPaulo,A08,2,0.12899365,0.063453145,0.020727415
58169,Brazil/SaoPaulo,A04,1,0.13618651,0.043265536,-0.053393267
58176,Brazil/SaoPaulo,A04,1,0.1592536,0.11231336,0.0017273055
58178,Brazil/SaoPaulo,A07,4,0.14221933,0.10121286,0.05685833
58208,Brazil/SaoPaulo,A01,6,0.14579995,0.0037528828,-0.024537921
58214,Brazil/SaoPaulo,A02,0,0.15481777,0.045124505,-0.07280884
58229,Brazil/SaoPaulo,A01,6,0.15361506,0.033398088,-0.057838608
58236,Brazil/SaoPaulo,A07,4,0.12493754,0.13895102,0.11789061
58242,Brazil/SaoPaulo,A03,7,0.13931616,-0.075911276,-0.014008087
58250,Brazil/SaoPaulo,A01,6,0.14639167,-0.031650677,0.025540503
58253,Brazil/SaoPaulo,A01,6,0.15280393,-0.0118403975,-0.04241429
58277,Brazil/SaoPaulo,A03,7,0.1336153,-0.043019243,-0.017209979
58286,Brazil/SaoPaulo,A01,6,0.13167123,0.041359313,-0.025914963
58294,Brazil/SaoPaulo,A03,7,0.16764942,-0.020165853,0.017963465
58304,Brazil/SaoPaulo,A08,2,0.12317206,0.0038371356,0.036593094
58323,Brazil/SaoPaulo,A07,4,0.13617484,-4.9544673e-05,0.11995997
58333,Brazil/SaoPaulo,A04,1,0.12137078,0.108146645,-0.059779312
58346,Brazil/SaoPaulo,A02,0,0.1473153,-0.024025619,-0.10684681
