image_id,city,archetype_id,raw_cluster_id,distance_to_centroid,UMAP1,UMAP2
110736,France/Paris,A01,6,0.13762376,7.876005,5.381458
110771,France/Paris,A04,1,0.1124426,8.201615,7.565198
110780,France/Paris,A05,3,0.14433731,7.884463,2.3660684
110820,France/Paris,A04,1,0.15708797,6.984728,6.6581306
110837,France/Paris,A06,5,0.13393521,7.125879,4.1796665
110865,France/Paris,A02,0,0.17802331,9.562675,2.401511
110898,France/Paris,A08,2,0.107125916,7.7813773,6.2623796
110929,France/Paris,A02,0,0.17887092,9.240907,4.8233857
110981,France/Paris,A08,2,0.1053846,5.853048,5.2116876
110996,France/Paris,A08,2,0.120929964,5.7291236,5.2364936
111003,France/Paris,A01,6,0.17067061,10.821565,4.6020513
111062,France/Paris,A08,2,0.16163154,8.451681,7.043217
111067,France/Paris,A02,0,0.15102385,9.659654,6.814874
111069,France/Paris,A04,1,0.14503276,8.787468,7.714854
111085,France/Paris,A06,5,0.1368144,8.226931,5.495994
111089,France/Paris,A04,1,0.14106022,8.921535,7.0726767
111111,France/Paris,A08,2,0.1331263,7.0806246,2.7354941
111112,France/Paris,A02,0,0.095534734,9.353371,3.5319304
111122,France/Paris,A03,7,0.18324137,8.584225,3.5663064
111134,France/Paris,A05,3,0.16693173,8.15411,1.2941058
111140,France/Paris,A01,6,0.13607565,8.947589,4.2340174
111162,France/Paris,A02,0,0.16720293,9.659254,3.4480915
111178,France/Paris,A08,2,0.14029062,9.337191,6.6776795
111185,France/Paris,A07,4,0.13135543,4.872816,5.2685833
111195,France/Paris,A08,2,0.14068623,4.7622156,3.933404
111198,France/Paris,A02,0,0.13742512,7.6671424,3.814868
111200,France/Paris,A07,4,0.12801532,3.4352453,4.2408166
111202,France/Paris,A01,6,0.120333366,7.14846,5.0269265
111206,France/Paris,A08,2,0.11599644,5.6084924,5.74139
111209,France/Paris,A04,1,0.14058723,9.256872,7.324614
111212,France/Paris,A02,0,0.16619894,10.375417,4.6099677
111240,France/Paris,A08,2,0.12912832,5.7747064,5.17729
111247,France/Paris,A03,7,0.15209487,10.044587,3.757528
111250,France/Paris,A02,0,0.15026625,10.816286,5.640073
111285,France/Paris,A02,0,0.14718388,10.220312,5.2554946
111289,France/Paris,A01,6,0.18490255,7.238171,4.527832
111351,France/Paris,A02,0,0.18652262,9.712761,4.800774
111363,France/Paris,A01,6,0.18654002,9.297306,3.5693972
111371,France/Paris,A08,2,0.117873326,4.7477417,5.12788
111386,France/Paris,A03,7,0.14103998,9.01113,5.1006107
111390,France/Paris,A02,0,0.16369104,10.290167,4.876457
111396,France/Paris,A04,1,0.14117807,7.1413684,6.7245994
111399,France/Paris,A07,4,0.14286427,3.855442,4.2417183
111402,France/Paris,A05,3,0.15447338,8.927305,2.8409016
111418,France/Paris,A01,6,0.15421635,8.668923,3.7484436
111447,France/Paris,A04,1,0.17447756,7.562096,8.591709
111455,France/Paris,A02,0,0.10584423,9.36165,5.552167
111469,France/Paris,A04,1,0.13313681,8.337671,6.8482823
111485,France/Paris,A01,6,0.11092137,7.9282227,6.300554
111527,France/Paris,A03,7,0.17451714,8.753581,3.2136576
111550,France/Paris,A01,6,0.15608285,5.221037,5.5494266
111576,France/Paris,A03,7,0.22514398,9.366715,3.5247695
111583,France/Paris,A05,3,0.12889981,8.181,1.9965458
111615,France/Paris,A06,5,0.15492217,5.3633823,5.3254733
111652,France/Paris,A08,2,0.12431511,7.0607843,6.1784277
111666,France/Paris,A04,1,0.13019055,7.6948123,7.6210933
111678,France/Paris,A08,2,0.13605379,4.855353,5.2359424
111686,France/Paris,A04,1,0.14400728,7.0722623,6.1811514
111696,France/Paris,A02,0,0.15795109,9.7842,6.675644
111712,France/Paris,A07,4,0.117315516,4.749364,4.737449
111717,France/Paris,A07,4,0.15460381,4.0104537,4.480039
111719,France/Paris,A08,2,0.11380934,5.513003,4.616538
111737,France/Paris,A02,0,0.13806134,9.441427,3.152762
111752,France/Paris,A03,7,0.18433723,9.707304,4.5904436
111755,France/Paris,A02,0,0.14024913,9.621106,4.7871084
111777,France/Paris,A07,4,0.14622456,5.1883454,6.5119104
111807,France/Paris,A06,5,0.17570172,7.47466,3.8926547
111814,France/Paris,A08,2,0.1348676,8.911002,7.0024595
111815,France/Paris,A02,0,0.13122484,9.31694,5.264531
111836,France/Paris,A05,3,0.12518285,7.0662365,2.6183062
111840,France/Paris,A07,4,0.12044168,4.7371135,4.986859
111865,France/Paris,A05,3,0.14279695,8.748401,2.1254196
111889,France/Paris,A01,6,0.14145114,9.191966,4.99899
111909,France/Paris,A02,0,0.24840413,11.291463,5.0900817
111911,France/Paris,A01,6,0.16097234,7.6445847,3.6215048
111920,France/Paris,A01,6,0.111095786,8.023042,4.275861
111936,France/Paris,A02,0,0.1289541,10.709413,5.215867
111945,France/Paris,A02,0,0.14184761,10.472286,4.7661414
111947,France/Paris,A06,5,0.19442828,6.5140405,6.4401765
111967,France/Paris,A01,6,0.16663891,7.548419,4.6285515
111968,France/Paris,A02,0,0.12092962,9.310066,4.3389287
111976,France/Paris,A04,1,0.13752651,6.6893783,7.384229
112000,France/Paris,A01,6,0.12333945,8.073074,4.117462
112036,France/Paris,A02,0,0.14140901,9.626384,4.717343
112041,France/Paris,A03,7,0.14672863,8.598171,2.5694993
112044,France/Paris,A02,0,0.14842851,8.981746,4.9090776
112057,France/Paris,A08,2,0.15941146,4.978961,4.466491
112067,France/Paris,A05,3,0.14015993,8.464446,1.9731526
112069,France/Paris,A03,7,0.19624051,6.8424544,5.505172
112078,France/Paris,A08,2,0.17611697,7.785157,5.2775173
112080,France/Paris,A08,2,0.16226666,6.465526,6.468783
112085,France/Paris,A08,2,0.16153646,7.9122396,4.7957525
112095,France/Paris,A07,4,0.13980912,3.679757,4.0435786
112108,France/Paris,A07,4,0.15767656,4.206387,3.817012
112122,France/Paris,A06,5,0.16118485,9.076112,3.9125824
112183,France/Paris,A05,3,0.16529797,8.91222,2.5113065
112200,France/Paris,A04,1,0.17197183,8.466985,3.0095913
112203,France/Paris,A05,3,0.16782936,6.707463,2.131625
112219,France/Paris,A06,5,0.12913896,7.218333,2.9600089
112234,France/Paris,A02,0,0.1174255,9.345664,6.1405864
112269,France/Paris,A01,6,0.12938371,6.6054473,4.93933
112292,France/Paris,A05,3,0.18949431,8.77509,2.0108163
112307,France/Paris,A07,4,0.11465959,3.8799603,5.391487
112317,France/Paris,A05,3,0.12016606,6.7804737,1.5835049
112318,France/Paris,A05,3,0.11808846,7.708307,1.7488939
112346,France/Paris,A05,3,0.15974139,7.4227295,1.0658394
112390,France/Paris,A06,5,0.12391705,7.7668085,2.6440816
112446,France/Paris,A01,6,0.18624733,6.986954,5.3680353
112458,France/Paris,A06,5,0.13524282,8.252472,3.5387154
112524,France/Paris,A06,5,0.15452614,7.5360355,3.847687
112529,France/Paris,A06,5,0.18232647,7.762376,3.021038
112546,France/Paris,A04,1,0.12182623,7.7922916,7.1347528
112552,France/Paris,A05,3,0.18826976,6.796194,2.8515022
112578,France/Paris,A04,1,0.19636281,6.893989,7.0049887
112591,France/Paris,A03,7,0.15193619,9.955175,3.8414772
112608,France/Paris,A07,4,0.12086948,3.775011,5.2460837
112653,France/Paris,A06,5,0.14685178,5.8459854,3.8028088
112654,France/Paris,A08,2,0.13214436,8.186374,5.3752265
112682,France/Paris,A08,2,0.12850185,5.5487633,4.5293207
112707,France/Paris,A01,6,0.11775996,8.21157,4.793516
112716,France/Paris,A02,0,0.18998101,10.838525,4.7536526
112752,France/Paris,A01,6,0.13156702,8.099925,5.0346603
112757,France/Paris,A06,5,0.16646737,7.402359,3.7262552
112764,France/Paris,A03,7,0.22216442,10.7156315,3.906727
112776,France/Paris,A04,1,0.17727643,6.95613,5.719216
112794,France/Paris,A04,1,0.22963789,6.777753,6.87427
112797,France/Paris,A01,6,0.15297066,8.792141,4.5012207
112843,France/Paris,A04,1,0.14643808,7.438537,8.050233
112892,France/Paris,A08,2,0.21514753,5.805533,5.1186194
112900,France/Paris,A07,4,0.11251889,3.8935962,5.6689196
112944,France/Paris,A06,5,0.15234196,8.130933,5.0861106
112959,France/Paris,A03,7,0.16008255,9.11926,4.329937
112974,France/Paris,A02,0,0.18183473,9.011155,2.2132962
112981,France/Paris,A02,0,0.11765756,9.353503,6.484858
112995,France/Paris,A04,1,0.16231108,7.6168847,6.923223
113026,France/Paris,A02,0,0.18846689,9.866465,5.717485
113051,France/Paris,A06,5,0.12783635,6.3802247,3.0515425
113052,France/Paris,A08,2,0.15108149,9.161306,6.9649324
113053,France/Paris,A02,0,0.21291712,10.040049,5.532305
113054,France/Paris,A03,7,0.1487704,9.317412,3.2274702
113101,France/Paris,A06,5,0.17701358,6.0799656,2.571772
113117,France/Paris,A07,4,0.15587348,5.2493587,3.2829187
113136,France/Paris,A07,4,0.1885283,4.2323647,3.1193142
113175,France/Paris,A08,2,0.18307912,5.124139,4.0086136
113186,France/Paris,A05,3,0.124728225,7.35369,1.2071345
113189,France/Paris,A05,3,0.14066204,7.6194673,2.2641318
113199,France/Paris,A01,6,0.10909923,8.535486,5.2126207
113207,France/Paris,A01,6,0.1477534,7.683511,4.3261256
113234,France/Paris,A06,5,0.1413203,6.745202,4.2794323
113242,France/Paris,A01,6,0.12136076,9.177476,4.515167
113256,France/Paris,A05,3,0.16761099,5.906271,1.9249841
113306,France/Paris,A04,1,0.13595752,7.77303,6.767661
113321,France/Paris,A02,0,0.15343721,9.057527,4.836082
113332,France/Paris,A03,7,0.16703849,8.461357,5.808607
113412,France/Paris,A06,5,0.14733945,6.4520626,5.642776
113448,France/Paris,A04,1,0.1406281,7.792857,8.30113
113474,France/Paris,A05,3,0.19224569,7.11634,2.4409466
113479,France/Paris,A02,0,0.12705645,10.31862,5.519456
113482,France/Paris,A02,0,0.12608263,9.147196,6.720752
113494,France/Paris,A03,7,0.19167197,9.33331,3.4879894
113510,France/Paris,A02,0,0.1588399,10.236909,5.310896
113517,France/Paris,A02,0,0.1350965,9.199747,4.5409613
113554,France/Paris,A08,2,0.18536308,4.114498,5.110135
113561,France/Paris,A05,3,0.14833488,8.123902,1.2985137
113587,France/Paris,A04,1,0.17775442,7.9270434,6.9590144
113638,France/Paris,A06,5,0.093472,6.7691913,3.7654438
113652,France/Paris,A08,2,0.13130583,8.12442,3.7369325
113653,France/Paris,A05,3,0.13355155,8.027748,1.3985056
113658,France/Paris,A02,0,0.15015736,9.4865885,3.1045966
113669,France/Paris,A04,1,0.13542978,5.7089553,7.209374
113673,France/Paris,A08,2,0.16851135,10.441161,4.5392613
113678,France/Paris,A04,1,0.14913107,7.3096004,8.511072
113722,France/Paris,A03,7,0.16135871,8.96942,4.302921
113723,France/Paris,A03,7,0.13021386,8.565359,5.0186186
113728,France/Paris,A02,0,0.14726818,8.677888,6.7876673
113744,France/Paris,A08,2,0.13368592,5.656823,3.6782072
113750,France/Paris,A04,1,0.098403275,7.471321,7.6433463
113764,France/Paris,A03,7,0.14989588,8.896048,4.5332747
113769,France/Paris,A06,5,0.18478684,6.4716043,3.5014055
113773,France/Paris,A04,1,0.13305609,8.297383,7.940222
113778,France/Paris,A04,1,0.14008963,5.5620356,6.7080464
113784,France/Paris,A08,2,0.14546761,4.964138,4.25645
113808,France/Paris,A08,2,0.13332443,6.1765738,5.82266
113826,France/Paris,A08,2,0.18158987,4.806763,5.2244606
113831,France/Paris,A05,3,0.14918543,8.210331,2.1621048
113847,France/Paris,A03,7,0.16177414,6.942278,3.1058118
113854,France/Paris,A08,2,0.14527223,6.402673,6.961818
113858,France/Paris,A05,3,0.16096237,7.5413084,6.29711
113888,France/Paris,A02,0,0.1413025,8.336329,5.4268856
113894,France/Paris,A02,0,0.14286189,9.772611,3.4322107
113930,France/Paris,A02,0,0.21088597,11.191296,4.9504657
113943,France/Paris,A05,3,0.13051946,8.683882,2.465019
113956,France/Paris,A05,3,0.14252245,8.100769,3.0149426
114015,France/Paris,A08,2,0.1799198,4.1945815,4.747954
114035,France/Paris,A08,2,0.12696946,7.383046,5.6683455
114047,France/Paris,A07,4,0.1401431,5.1061525,3.5863707
114053,France/Paris,A06,5,0.15001372,7.9549303,3.773338
114076,France/Paris,A05,3,0.14125745,7.2148666,3.4154732
114108,France/Paris,A08,2,0.14151515,4.6536384,4.717618
114129,France/Paris,A08,2,0.17860599,4.4303303,3.940618
114147,France/Paris,A08,2,0.1265183,4.883911,4.514893
114159,France/Paris,A01,6,0.14920545,7.5200458,4.2494626
114164,France/Paris,A06,5,0.18725719,8.103511,3.7070017
114174,France/Paris,A01,6,0.1709557,5.5400777,4.7936234
114189,France/Paris,A06,5,0.14929257,4.90394,3.7199218
114213,France/Paris,A06,5,0.17434026,7.17029,3.908653
114214,France/Paris,A03,7,0.17261072,9.124589,3.5374718
114224,France/Paris,A02,0,0.18954165,8.702843,2.428923
114263,France/Paris,A04,1,0.19040732,9.327607,7.293083
114264,France/Paris,A06,5,0.16835296,6.912261,6.0625
114265,France/Paris,A02,0,0.21439731,11.166281,5.1784096
114299,France/Paris,A06,5,0.117723085,7.558485,4.2709146
114300,France/Paris,A01,6,0.13049027,5.7149196,4.9987626
114313,France/Paris,A04,1,0.13314116,6.6971397,7.7230334
114320,France/Paris,A04,1,0.15193096,5.888228,7.43646
114342,France/Paris,A01,6,0.19566591,8.38148,3.6769445
114397,France/Paris,A01,6,0.1622047,9.04282,3.6248302
114402,France/Paris,A06,5,0.1699766,6.36594,3.3324447
114409,India/Mumbai,A06,5,0.1464797,6.392959,3.7766101
114412,India/Mumbai,A07,4,0.16350405,3.969337,4.963346
114432,India/Mumbai,A05,3,0.16137746,8.51583,2.1803167
114445,India/Mumbai,A06,5,0.1777447,6.7980084,6.0264077
114448,India/Mumbai,A03,7,0.16414095,10.130141,3.7521453
114458,India/Mumbai,A06,5,0.15166436,7.0229497,4.457401
114465,India/Mumbai,A05,3,0.13872613,7.9442186,1.8433447
114467,India/Mumbai,A01,6,0.15336573,8.734721,5.3004804
114469,India/Mumbai,A01,6,0.14400238,7.621646,5.510525
114472,India/Mumbai,A06,5,0.15531117,6.8243484,4.3072863
114478,India/Mumbai,A06,5,0.12165071,7.8823624,4.7484617
114482,India/Mumbai,A03,7,0.15251179,8.983903,5.653821
114483,India/Mumbai,A01,6,0.14319606,9.072165,5.0816846
114496,India/Mumbai,A02,0,0.14157277,10.374548,3.960641
114507,India/Mumbai,A04,1,0.14770879,6.599772,6.57466
114509,India/Mumbai,A02,0,0.1917493,10.218664,4.892742
114528,India/Mumbai,A02,0,0.13483667,9.619659,6.372839
114540,India/Mumbai,A07,4,0.17724262,4.900595,6.963217
114545,India/Mumbai,A02,0,0.13912067,8.927617,5.5315113
114555,India/Mumbai,A02,0,0.14756168,10.870369,4.613763
114566,India/Mumbai,A08,2,0.20000538,4.5573215,5.250248
114590,India/Mumbai,A07,4,0.12558149,4.9218616,6.5256705
114599,India/Mumbai,A01,6,0.088240854,8.062186,4.214442
114603,India/Mumbai,A08,2,0.17616941,5.411091,3.8525581
114633,India/Mumbai,A02,0,0.1650608,8.025697,6.5750766
114639,India/Mumbai,A03,7,0.1644285,10.035272,4.5340266
114644,India/Mumbai,A05,3,0.14979091,8.509465,2.7837446
114656,India/Mumbai,A02,0,0.16959901,10.538647,4.436845
114662,India/Mumbai,A02,0,0.13993011,9.847782,4.7873187
114684,India/Mumbai,A08,2,0.1438852,5.876417,4.0185504
114707,India/Mumbai,A03,7,0.19104896,9.013298,3.9759111
114720,India/Mumbai,A03,7,0.16557384,9.97429,5.2213
114726,India/Mumbai,A03,7,0.14205426,7.5763426,4.557441
114729,India/Mumbai,A04,1,0.19032839,9.323947,5.9680233
114757,India/Mumbai,A08,2,0.12635219,9.063678,6.587279
114759,India/Mumbai,A03,7,0.16788746,9.862449,4.110217
114766,India/Mumbai,A02,0,0.12401532,10.210578,5.9434495
114773,India/Mumbai,A02,0,0.1760422,8.898792,6.182003
114774,India/Mumbai,A03,7,0.158136,9.369701,4.5339837
114783,India/Mumbai,A05,3,0.15285431,6.4679866,2.936416
114785,India/Mumbai,A08,2,0.16249707,5.596001,3.9817379
114823,India/Mumbai,A02,0,0.14215139,10.082783,5.341449
114838,India/Mumbai,A03,7,0.129731,9.105145,3.347907
114841,India/Mumbai,A07,4,0.11704524,4.410756,4.873686
114847,India/Mumbai,A06,5,0.17697266,7.542467,3.2298877
114876,India/Mumbai,A02,0,0.19300242,10.279774,5.554271
114919,India/Mumbai,A05,3,0.13078693,7.1318674,2.9227104
114924,India/Mumbai,A08,2,0.16945928,6.3154435,6.585644
114927,India/Mumbai,A02,0,0.16721769,8.32268,5.4565244
114941,India/Mumbai,A02,0,0.1517022,10.7936535,4.92222
114946,India/Mumbai,A01,6,0.11834289,8.3750725,5.275423
114954,India/Mumbai,A03,7,0.14755867,5.5925846,3.768293
115010,India/Mumbai,A02,0,0.18836185,10.769973,4.090218
115027,India/Mumbai,A05,3,0.19165328,9.156636,1.8005157
115030,India/Mumbai,A01,6,0.15819001,8.113004,4.496833
115060,India/Mumbai,A06,5,0.11927417,5.8436847,4.0338507
115062,India/Mumbai,A04,1,0.12762006,8.733419,6.9601192
115064,India/Mumbai,A04,1,0.10434507,7.775149,6.2722516
115091,India/Mumbai,A08,2,0.13184632,4.90689,4.5552936
115117,India/Mumbai,A07,4,0.14313495,4.851311,7.0109816
115135,India/Mumbai,A04,1,0.14507328,8.1994505,6.1623287
115141,India/Mumbai,A02,0,0.13367228,9.603382,5.994147
115159,India/Mumbai,A02,0,0.17754583,9.50067,6.8528104
115176,India/Mumbai,A03,7,0.18397282,9.157744,4.04742
115177,India/Mumbai,A02,0,0.109606326,9.097811,6.5854588
115193,India/Mumbai,A03,7,0.13805693,8.451296,3.6830602
115226,India/Mumbai,A07,4,0.2063141,3.6372569,4.507204
115232,India/Mumbai,A06,5,0.16726667,7.036954,4.8649745
115237,India/Mumbai,A06,5,0.1630764,7.0104256,3.2749972
115255,India/Mumbai,A08,2,0.11168624,8.289564,6.075182
115258,India/Mumbai,A06,5,0.15429853,7.480717,4.9507337
115264,India/Mumbai,A01,6,0.16477583,9.824462,4.7395124
115270,India/Mumbai,A04,1,0.114898086,5.907319,6.9378204
115274,India/Mumbai,A05,3,0.1662229,8.196648,2.3142602
115292,India/Mumbai,A02,0,0.1524031,10.511608,5.9797277
115306,India/Mumbai,A03,7,0.18443346,9.713102,3.4489799
115311,India/Mumbai,A06,5,0.15623073,5.9814625,2.8978508
115319,India/Mumbai,A03,7,0.15122642,6.2929945,4.300863
115346,India/Mumbai,A01,6,0.16031127,8.52871,5.592496
115370,India/Mumbai,A01,6,0.13332605,8.635566,5.652491
115371,India/Mumbai,A02,0,0.18212233,9.815451,5.162231
115387,India/Mumbai,A02,0,0.19191933,11.164485,5.126786
115403,India/Mumbai,A07,4,0.09703999,3.9584434,5.0230603
115451,India/Mumbai,A02,0,0.13782215,9.941561,3.0642488
115468,India/Mumbai,A05,3,0.19060473,6.323517,1.8223919
115486,India/Mumbai,A01,6,0.15598555,8.812452,3.9266732
115509,India/Mumbai,A07,4,0.17413504,4.222602,6.7229733
115520,India/Mumbai,A05,3,0.14743066,8.201856,1.8036113
115606,India/Mumbai,A02,0,0.17671134,9.299335,4.770931
115658,India/Mumbai,A02,0,0.13695814,8.719991,2.2971509
115684,India/Mumbai,A08,2,0.12302509,4.9679847,4.877123
115700,India/Mumbai,A05,3,0.15497474,8.187694,1.7018249
115702,India/Mumbai,A02,0,0.13764365,8.321289,3.1873267
115722,India/Mumbai,A05,3,0.17322002,9.217305,2.8869226
115729,India/Mumbai,A03,7,0.14824803,9.864334,4.0569296
115757,India/Mumbai,A03,7,0.16808872,10.119196,4.0682454
115771,India/Mumbai,A03,7,0.1767486,9.485921,4.5701866
115777,India/Mumbai,A04,1,0.14818472,6.8132825,7.315618
115808,India/Mumbai,A01,6,0.17407033,8.560467,5.9246564
115821,India/Mumbai,A06,5,0.15541719,5.856818,6.31113
115863,India/Mumbai,A05,3,0.15240465,8.618443,1.912606
115867,India/Mumbai,A03,7,0.14981486,9.384641,3.9204652
115880,India/Mumbai,A08,2,0.1604791,9.032122,6.7345734
115888,India/Mumbai,A08,2,0.13762064,4.960077,4.205915
115893,India/Mumbai,A01,6,0.14932613,8.43651,6.433865
115988,India/Mumbai,A03,7,0.18270844,10.04224,4.320744
116010,India/Mumbai,A02,0,0.1273825,9.156797,5.238793
116011,India/Mumbai,A03,7,0.13819201,9.085594,5.135389
116040,India/Mumbai,A01,6,0.14234231,8.784122,6.139293
116053,India/Mumbai,A01,6,0.13211472,8.181914,4.7827215
116066,India/Mumbai,A03,7,0.20244353,10.108083,4.472764
116070,India/Mumbai,A07,4,0.14408448,4.598884,4.0450926
116109,India/Mumbai,A06,5,0.14410922,6.993741,5.814817
116154,India/Mumbai,A08,2,0.12552768,6.833933,3.9328444
116167,India/Mumbai,A03,7,0.1913427,10.451776,3.5972016
116173,India/Mumbai,A04,1,0.13571921,7.6146846,6.2947526
116211,India/Mumbai,A02,0,0.13802925,9.568503,2.5650382
116242,India/Mumbai,A03,7,0.1611301,9.120048,3.916256
116262,India/Mumbai,A02,0,0.17998716,9.771839,5.316478
116263,India/Mumbai,A06,5,0.1560243,7.7201896,5.1241364
116265,India/Mumbai,A03,7,0.15079564,9.990245,4.490926
116269,India/Mumbai,A03,7,0.17785347,5.832885,3.170939
116310,India/Mumbai,A04,1,0.206458,7.043568,6.9361944
116338,India/Mumbai,A02,0,0.1344973,8.841578,3.9770539
116341,India/Mumbai,A06,5,0.19815627,6.219186,6.002714
116352,India/Mumbai,A07,4,0.12567797,4.238262,5.9587646
116372,India/Mumbai,A01,6,0.124099575,8.172234,4.9300423
116375,India/Mumbai,A08,2,0.15615907,6.8353124,3.3986855
116424,India/Mumbai,A01,6,0.1612457,8.8797655,3.9813287
116446,India/Mumbai,A08,2,0.13333723,5.2687893,4.8441663
116463,India/Mumbai,A06,5,0.12511823,6.410093,3.737122
116469,India/Mumbai,A03,7,0.20647193,8.446188,3.1456392
116480,India/Mumbai,A04,1,0.14820816,7.5113053,6.4166946
116490,India/Mumbai,A05,3,0.13111806,7.9273863,1.3754143
116525,India/Mumbai,A02,0,0.13937329,9.096371,1.8944286
116538,India/Mumbai,A03,7,0.14555296,8.577827,5.682371
116542,India/Mumbai,A04,1,0.14136355,7.5011525,7.412534
116568,India/Mumbai,A02,0,0.13446663,9.401542,4.4603295
116572,India/Mumbai,A02,0,0.15030661,9.160962,4.131299
116578,India/Mumbai,A08,2,0.11615669,5.6107907,4.8642893
116621,India/Mumbai,A03,7,0.18566875,9.967767,4.708969
116654,India/Mumbai,A02,0,0.2710082,9.58416,5.797187
116664,India/Mumbai,A03,7,0.17141642,8.39008,3.9597626
116669,India/Mumbai,A02,0,0.22451481,9.999566,2.7990508
116675,India/Mumbai,A08,2,0.14722036,9.019528,6.288517
116677,India/Mumbai,A06,5,0.1398931,6.967147,2.6781328
116679,India/Mumbai,A02,0,0.14683302,10.335987,5.859164
116683,India/Mumbai,A01,6,0.1341688,6.6400905,5.8012643
116691,India/Mumbai,A02,0,0.20940506,9.819816,6.148649
116695,India/Mumbai,A06,5,0.1753541,9.491097,5.6055107
116698,India/Mumbai,A02,0,0.19137444,9.371042,4.3311257
116708,India/Mumbai,A08,2,0.14495216,6.5550933,4.710938
116714,India/Mumbai,A06,5,0.23435932,6.7816033,6.5158157
116747,India/Mumbai,A07,4,0.15581211,4.5417185,4.0880013
116751,India/Mumbai,A05,3,0.22859314,6.1672397,1.5928624
116759,India/Mumbai,A03,7,0.14809503,9.61352,4.8913946
116780,India/Mumbai,A04,1,0.1107982,7.5401297,7.7505755
116797,India/Mumbai,A06,5,0.14065282,7.111029,6.0295105
116826,India/Mumbai,A08,2,0.13342568,8.835212,6.3531156
116834,India/Mumbai,A03,7,0.16594388,8.624163,3.6181352
116867,India/Mumbai,A02,0,0.22171183,9.631628,6.82408
116881,India/Mumbai,A06,5,0.12140612,6.8885083,5.6673045
116894,India/Mumbai,A05,3,0.15123065,8.225261,1.6589613
116921,India/Mumbai,A04,1,0.16452852,8.282488,5.95197
116922,India/Mumbai,A02,0,0.23016141,6.793342,3.4709775
116959,India/Mumbai,A07,4,0.12312222,4.2275405,6.3276854
116969,India/Mumbai,A03,7,0.18308632,6.1426597,3.646786
116978,India/Mumbai,A08,2,0.13464989,6.1271024,4.884757
116987,India/Mumbai,A04,1,0.1513581,7.7520237,7.5140014
117006,India/Mumbai,A07,4,0.111105226,4.671016,6.4674206
117026,India/Mumbai,A01,6,0.104087025,7.616785,3.9996867
117028,India/Mumbai,A06,5,0.16333306,5.9501424,3.1195152
117043,India/Mumbai,A02,0,0.16992082,10.923538,5.2585607
117077,India/Mumbai,A02,0,0.20723337,9.252802,2.5032303
117090,India/Mumbai,A05,3,0.1311493,8.777962,1.9311957
117097,India/Mumbai,A01,6,0.16915531,9.308548,4.557105
117129,India/Mumbai,A06,5,0.1495839,7.721839,3.637686
117138,India/Mumbai,A05,3,0.16738056,7.8819723,2.0351863
117150,India/Mumbai,A02,0,0.13224615,9.527973,5.437662
117166,India/Mumbai,A02,0,0.14949906,10.785434,4.554782
117176,India/Mumbai,A01,6,0.124519646,8.519869,5.8309493
117188,India/Mumbai,A06,5,0.16846828,6.9970446,5.7876706
117219,India/Mumbai,A06,5,0.17227739,6.7223396,6.027954
117284,India/Mumbai,A02,0,0.20881486,10.423808,5.913471
117298,India/Mumbai,A03,7,0.12528321,9.050716,5.395185
117308,India/Mumbai,A02,0,0.1733399,8.9149685,6.237077
117320,India/Mumbai,A08,2,0.15860188,5.274019,3.8026028
117321,India/Mumbai,A03,7,0.16396363,8.623747,5.598097
117323,India/Mumbai,A08,2,0.14546473,8.435845,6.5794783
117344,India/Mumbai,A05,3,0.13587375,8.087685,2.1976008
117345,India/Mumbai,A07,4,0.12042287,4.738338,6.429412
117357,India/Mumbai,A03,7,0.1814402,6.2758965,3.9483645
117361,India/Mumbai,A06,5,0.20340289,7.15912,3.3482044
117389,India/Mumbai,A03,7,0.11085198,5.584957,4.0522223
117394,India/Mumbai,A03,7,0.13834406,6.7257986,3.492758
117396,India/Mumbai,A07,4,0.13949537,3.7380545,4.986838
117401,India/Mumbai,A02,0,0.117088266,7.9568267,2.8302307
117501,India/Mumbai,A06,5,0.15196307,5.910636,4.39848
117522,India/Mumbai,A04,1,0.13400802,6.250638,6.327453
117546,India/Mumbai,A06,5,0.1783628,5.7816577,3.5462358
117553,India/Mumbai,A08,2,0.15103008,6.16306,5.8206515
117567,India/Mumbai,A03,7,0.16720003,9.279051,3.9293544
117578,India/Mumbai,A04,1,0.11980971,6.985637,8.104614
117585,India/Mumbai,A02,0,0.15552653,10.020811,3.706704
117611,India/Mumbai,A03,7,0.21097389,7.6292953,6.21637
117635,India/Mumbai,A05,3,0.14903902,7.5864253,2.3501263
117642,India/Mumbai,A05,3,0.13879676,8.252376,2.28988
117656,India/Mumbai,A08,2,0.13654079,4.889159,3.5525064
117663,India/Mumbai,A04,1,0.17871949,7.1718383,7.6670175
117664,India/Mumbai,A07,4,0.20700844,3.4341624,4.37225
117672,India/Mumbai,A01,6,0.10598697,7.27631,5.0927143
117684,India/Mumbai,A02,0,0.1291321,9.6991205,5.788114
117694,India/Mumbai,A06,5,0.14209323,6.7734494,4.050143
117699,India/Mumbai,A02,0,0.11869048,9.906529,5.148302
117717,India/Mumbai,A03,7,0.14197606,10.014292,4.666741
117718,India/Mumbai,A05,3,0.1836637,9.71671,2.3448255
117765,India/Mumbai,A05,3,0.12701087,5.884449,2.4197474
117821,India/Mumbai,A02,0,0.13733974,9.235454,6.0581985
117833,India/Mumbai,A03,7,0.145309,9.190274,3.9747949
117841,India/Mumbai,A02,0,0.190149,9.471805,6.230341
