unit_id,city,n_road_nodes,n_panos,road_length_m,dominant_basis_id,activation_entropy,mean_within_activation_variance,mean_boundary_contrast,unit_confidence,centroid_lat,centroid_lon,top_basis_ids,top_basis_weights,stability_score
unit_004822,HongKong,8,8,177.4,31,2.4112,0.0,0.0,0.5,22.2743,114.161411,31|10|16|22|27,0.0953|0.0590|0.0565|0.0543|0.0528,
unit_004823,HongKong,8,8,181.3,31,2.4059,0.0,0.0,0.5,22.274162,114.158235,31|27|23|2|7,0.0902|0.0841|0.0832|0.0700|0.0607,
unit_004824,HongKong,5,5,103.6,31,2.4059,0.0,0.0,0.5,22.273642,114.15871,31|27|23|2|7,0.0902|0.0841|0.0832|0.0700|0.0607,
unit_004827,HongKong,18,18,358.7,21,2.4476,0.0,0.0,0.5,22.340467,114.095782,21|22|23|27|18,0.1185|0.0959|0.0675|0.0651|0.0618,
unit_004828,HongKong,4,4,58.3,21,2.4476,0.0,0.0,0.5,22.341286,114.095521,21|22|23|27|18,0.1185|0.0959|0.0675|0.0651|0.0618,
unit_004829,HongKong,8,8,175.1,18,2.3251,0.0,0.0,0.5,22.342912,114.093943,18|10|16|23|3,0.1404|0.0757|0.0635|0.0463|0.0423,
unit_004830,HongKong,5,5,100.0,18,2.3507,0.0,0.0,0.5,22.343491,114.092155,18|10|16|23|27,0.1634|0.0567|0.0475|0.0435|0.0362,
unit_004831,HongKong,11,16,250.1,16,2.4635,3e-05,0.0,0.5,22.344591,114.089974,16|7|18|31|2,0.0933|0.0643|0.0635|0.0631|0.0564,
unit_004832,HongKong,8,8,175.1,16,2.5071,0.0,0.0,0.5,22.34614,114.087149,16|21|7|3|2,0.1054|0.0900|0.0882|0.0622|0.0569,
unit_004833,HongKong,9,9,170.5,21,2.464,0.0,0.0,0.5,22.339676,114.109486,21|3|1|31|13,0.1183|0.0963|0.0781|0.0617|0.0579,
unit_004834,HongKong,28,28,457.9,18,2.3909,0.0,0.23973,0.5596,22.351561,114.1183,18|16|10|31|21,0.1258|0.0612|0.0426|0.0368|0.0364,
unit_004835,HongKong,8,8,150.6,18,2.3164,0.0,0.0,0.5,22.350168,114.115616,18|16|2|10|1,0.1401|0.0676|0.0510|0.0484|0.0362,
unit_004836,HongKong,6,7,126.4,21,2.4706,0.0,0.0597,0.5149,22.352761,114.116363,21|22|7|13|2,0.1382|0.0604|0.0593|0.0589|0.0506,
unit_004837,HongKong,30,34,469.9,21,2.4015,0.0,0.15008,0.5374,22.354522,114.116708,21|13|2|10|18,0.0986|0.0980|0.0841|0.0576|0.0575,
unit_004838,HongKong,8,8,168.0,27,2.338,0.0,0.21439,0.5534,22.328924,114.092473,27|16|10|3|13,0.0877|0.0851|0.0595|0.0400|0.0386,
unit_004839,HongKong,8,8,177.6,22,2.5072,0.0,0.33463,0.5829,22.329304,114.094365,22|31|16|21|10,0.1149|0.0768|0.0720|0.0667|0.0612,
unit_004840,HongKong,4,4,76.1,27,2.338,0.0,0.33463,0.5829,22.329217,114.093148,27|16|10|3|13,0.0877|0.0851|0.0595|0.0400|0.0386,
unit_004842,HongKong,8,8,177.7,31,2.5028,0.0,0.0,0.5,22.330943,114.097334,31|16|27|22|3,0.1078|0.0828|0.0729|0.0686|0.0637,
unit_004843,HongKong,7,8,152.3,16,2.4206,0.0,0.07075,0.5177,22.331758,114.100025,16|27|22|23|10,0.0814|0.0688|0.0620|0.0441|0.0423,
unit_004844,HongKong,7,8,152.3,16,2.4476,0.0,0.07075,0.5177,22.331252,114.101516,16|27|21|31|7,0.1216|0.0905|0.0606|0.0580|0.0483,
unit_004845,HongKong,18,18,355.9,16,2.4619,0.0,0.0,0.5,22.33039,114.103298,16|21|7|13|31,0.1409|0.0684|0.0663|0.0568|0.0473,
unit_004846,HongKong,8,8,175.1,16,2.5071,0.0,0.0,0.5,22.34614,114.087149,16|21|7|3|2,0.1054|0.0900|0.0882|0.0622|0.0569,
unit_004847,HongKong,11,16,250.1,16,2.4635,3e-05,0.0,0.5,22.344591,114.089974,16|7|18|31|2,0.0933|0.0643|0.0635|0.0631|0.0564,
unit_004848,HongKong,5,5,100.0,18,2.3507,0.0,0.0,0.5,22.343491,114.092155,18|10|16|23|27,0.1634|0.0567|0.0475|0.0435|0.0362,
unit_004849,HongKong,8,8,175.1,18,2.3251,0.0,0.0,0.5,22.342912,114.093943,18|10|16|23|3,0.1404|0.0757|0.0635|0.0463|0.0423,
unit_004850,HongKong,10,21,237.1,18,2.3359,3e-05,0.0,0.5,22.304276,113.980035,18|16|23|3|2,0.1576|0.0843|0.0568|0.0552|0.0460,
unit_004851,HongKong,8,8,177.2,18,2.4281,0.0,0.0,0.5,22.306002,113.983065,18|3|16|10|23,0.1280|0.0795|0.0715|0.0592|0.0537,
unit_004852,HongKong,13,25,307.4,18,2.4502,0.0001,0.0,0.5,22.303682,113.980032,18|16|22|21|2,0.1162|0.0922|0.0614|0.0547|0.0533,
unit_004853,HongKong,11,22,256.2,18,2.3602,3e-05,0.0,0.5,22.301534,113.975983,18|2|3|16|22,0.1283|0.0712|0.0576|0.0565|0.0551,
unit_004854,HongKong,12,26,279.6,18,2.3975,7e-05,0.0,0.5,22.303928,113.98002,18|16|22|21|23,0.1317|0.0976|0.0576|0.0552|0.0541,
unit_004855,HongKong,11,22,254.2,18,2.309,1e-05,0.0,0.5,22.301639,113.975924,18|2|3|16|22,0.1405|0.0772|0.0556|0.0510|0.0422,
unit_004856,HongKong,8,8,176.6,27,2.3704,0.0,0.0,0.5,22.340668,114.133194,27|21|16|22|10,0.1185|0.0657|0.0610|0.0606|0.0469,
unit_004857,HongKong,8,8,176.6,31,2.5458,0.0,0.0,0.5,22.343436,114.136078,31|1|10|23|21,0.0961|0.0876|0.0781|0.0590|0.0569,
unit_004858,HongKong,8,8,178.9,18,2.2508,0.0,0.0,0.5,22.348935,114.124694,18|21|1|3|2,0.1217|0.0809|0.0541|0.0538|0.0452,
unit_004859,HongKong,5,5,50.7,18,2.3206,0.0,0.14881,0.5371,22.350994,114.124923,18|1|21|2|3,0.1112|0.0821|0.0782|0.0737|0.0616,
unit_004860,HongKong,8,8,177.3,18,2.2508,0.0,0.0,0.5,22.348798,114.1248,18|21|1|3|2,0.1217|0.0809|0.0541|0.0538|0.0452,
unit_004861,HongKong,7,7,154.9,1,2.472,0.0,0.0,0.5,22.34957,114.127434,1|21|27|13|3,0.1081|0.0842|0.0808|0.0450|0.0401,
unit_004862,HongKong,8,8,177.9,27,2.3243,0.0,0.0,0.5,22.348474,114.12866,27|16|23|14|2,0.1401|0.0700|0.0699|0.0475|0.0363,
unit_004865,HongKong,7,7,151.1,21,2.4649,0.0,0.05802,0.5145,22.349872,114.139617,21|22|23|31|2,0.1052|0.0939|0.0908|0.0683|0.0581,
unit_004866,HongKong,8,9,176.3,18,2.5743,1e-05,0.13189,0.5329,22.351236,114.138639,18|31|27|7|23,0.0802|0.0795|0.0713|0.0692|0.0633,
unit_004867,HongKong,8,8,176.3,31,2.411,0.0,0.20576,0.5513,22.352131,114.137121,31|1|3|7|16,0.0877|0.0754|0.0728|0.0650|0.0571,
unit_004868,HongKong,12,12,229.8,21,2.3241,0.0,0.0,0.5,22.35505,114.136778,21|16|7|31|1,0.1289|0.0888|0.0870|0.0629|0.0502,
unit_004869,HongKong,8,8,176.3,31,2.411,0.0,0.20576,0.5513,22.352131,114.137121,31|1|3|7|16,0.0877|0.0754|0.0728|0.0650|0.0571,
