family_id,seed_coverage,seed_11_activation_pct,seed_23_activation_pct,seed_37_activation_pct,seed_53_activation_pct,seed_71_activation_pct,mean_activation_pct,range_pp,coefficient_of_variation
stable_0356,5,0.173600,0.169200,0.180000,0.179200,0.187200,0.177840,0.018000,0.034365
stable_0407,5,0.163600,0.171200,0.171200,0.151600,0.171200,0.165760,0.019600,0.046257
stable_0082,5,0.129600,0.137600,0.118000,0.133600,0.126000,0.128960,0.019600,0.052072
stable_0480,5,0.141600,0.142400,0.160400,0.140400,0.146000,0.146160,0.020000,0.050362
stable_0373,5,0.131600,0.137200,0.130400,0.138400,0.118400,0.131200,0.020000,0.054162
stable_0332,5,0.178400,0.158000,0.176000,0.159600,0.178000,0.170000,0.020400,0.054087
stable_0142,5,0.288800,0.295600,0.300800,0.303200,0.282800,0.294240,0.020400,0.025687
stable_0392,5,0.290800,0.293200,0.293600,0.297200,0.311600,0.297280,0.020800,0.025049
stable_0068,5,0.098000,0.092000,0.087200,0.088800,0.108000,0.094800,0.020800,0.079790
stable_0706,5,0.151600,0.160400,0.148800,0.169600,0.158400,0.157760,0.020800,0.046216
stable_0078,5,0.129200,0.150400,0.143600,0.142800,0.143200,0.141840,0.021200,0.048734
stable_0254,5,0.096400,0.110800,0.117600,0.110800,0.112800,0.109680,0.021200,0.064641
stable_0351,5,0.312800,0.311200,0.316800,0.306800,0.328000,0.315120,0.021200,0.022826
stable_0630,5,0.228000,0.219600,0.211600,0.206800,0.220000,0.217200,0.021200,0.033818
stable_0677,5,0.116400,0.120000,0.128000,0.137600,0.122000,0.124800,0.021200,0.059481
stable_0276,5,0.084800,0.095600,0.074400,0.091200,0.086400,0.086480,0.021200,0.082451
stable_0325,5,1.409200,1.390800,1.409200,1.388000,1.395200,1.398480,0.021200,0.006470
stable_0117,5,0.079200,0.098000,0.100800,0.097200,0.087600,0.092560,0.021600,0.086715
stable_0338,5,0.366000,0.369600,0.362000,0.374400,0.352400,0.364880,0.022000,0.020443
stable_0403,5,0.111200,0.125200,0.121600,0.122400,0.133200,0.122720,0.022000,0.057625
stable_0022,5,0.275200,0.287200,0.264800,0.273200,0.268800,0.273840,0.022400,0.027709
stable_0734,5,0.128800,0.108000,0.126000,0.106400,0.124400,0.118720,0.022400,0.080225
stable_0282,5,0.216800,0.230000,0.229200,0.221200,0.239600,0.227360,0.022800,0.034612
stable_0621,5,0.270400,0.293200,0.293200,0.282800,0.271600,0.282240,0.022800,0.035216
stable_0184,5,0.118400,0.123200,0.126800,0.142000,0.130000,0.128080,0.023600,0.062129
stable_0038,5,0.246000,0.250800,0.262800,0.239200,0.248400,0.249440,0.023600,0.030956
stable_0519,5,0.101600,0.100000,0.112000,0.088400,0.088000,0.098000,0.024000,0.091850
stable_0256,5,0.128400,0.111600,0.128800,0.109200,0.133200,0.122240,0.024000,0.080516
stable_0298,5,0.136000,0.124000,0.120800,0.133200,0.144800,0.131760,0.024000,0.065326
stable_0200,5,0.459600,0.438800,0.435600,0.457600,0.437200,0.445760,0.024000,0.023671
stable_0302,5,0.328000,0.304000,0.318000,0.314400,0.326800,0.318240,0.024000,0.027613
stable_0049,5,0.129600,0.137600,0.154000,0.140800,0.140000,0.140400,0.024400,0.056061
stable_0518,5,0.059600,0.054800,0.059600,0.047600,0.072000,0.058720,0.024400,0.135584
stable_0174,5,0.109600,0.118800,0.130000,0.126000,0.134400,0.123760,0.024800,0.070651
stable_0202,5,0.130800,0.140800,0.127200,0.148800,0.124000,0.134320,0.024800,0.068335
stable_0033,5,0.222400,0.197200,0.208800,0.204000,0.200800,0.206640,0.025200,0.042367
stable_0643,5,0.230800,0.234400,0.256000,0.244400,0.248000,0.242720,0.025200,0.037687
stable_0404,5,0.512800,0.489200,0.493600,0.514800,0.510400,0.504160,0.025600,0.021031
stable_0266,5,0.140800,0.157200,0.166800,0.154000,0.141600,0.152080,0.026000,0.064671
stable_0304,5,0.488400,0.463600,0.489600,0.468000,0.478800,0.477680,0.026000,0.021960
stable_0583,5,0.184000,0.187200,0.161200,0.185200,0.166000,0.176720,0.026000,0.061496
stable_0079,5,0.305200,0.297600,0.318800,0.300000,0.292400,0.302800,0.026400,0.029715
stable_0240,5,0.341200,0.338800,0.365200,0.364800,0.343200,0.350640,0.026400,0.033676
stable_0727,5,0.109600,0.124000,0.097600,0.105600,0.099600,0.107280,0.026400,0.087487
stable_0146,5,0.361200,0.367600,0.348400,0.356000,0.375200,0.361680,0.026800,0.025541
stable_0517,5,0.125200,0.107200,0.127600,0.119200,0.135200,0.122880,0.028000,0.076241
stable_0102,5,0.098800,0.080000,0.074000,0.070800,0.073600,0.079440,0.028000,0.127566
stable_0575,5,0.110800,0.093200,0.114800,0.086800,0.114000,0.103920,0.028000,0.111834
stable_0449,5,0.249600,0.228800,0.257200,0.246000,0.238400,0.244000,0.028400,0.039820
stable_0508,5,0.152000,0.128000,0.152800,0.156400,0.148000,0.147440,0.028400,0.068367
stable_0105,5,0.324400,0.299600,0.319200,0.298000,0.326400,0.313520,0.028400,0.039095
stable_0209,5,0.322000,0.325600,0.301600,0.305600,0.297200,0.310400,0.028400,0.036458
stable_0197,5,0.255600,0.270400,0.272800,0.271200,0.284800,0.270960,0.029200,0.034274
stable_0435,5,0.342800,0.352400,0.323200,0.349600,0.352400,0.344080,0.029200,0.032010
stable_0594,5,0.152800,0.142400,0.142800,0.155600,0.171600,0.153040,0.029200,0.069715
stable_0722,5,0.116400,0.111600,0.120000,0.121600,0.140800,0.122080,0.029200,0.081675
stable_0057,5,0.117200,0.087600,0.114400,0.110000,0.095600,0.104960,0.029600,0.108906
stable_0347,5,0.303600,0.312000,0.333200,0.308000,0.319600,0.315280,0.029600,0.032961
stable_0017,5,0.064400,0.034000,0.043600,0.036000,0.036400,0.042880,0.030400,0.262152
stable_0191,5,0.188000,0.207200,0.176400,0.182800,0.197600,0.190400,0.030800,0.057226
stable_0626,5,0.394400,0.425200,0.398400,0.401200,0.396000,0.403040,0.030800,0.028075
stable_0502,5,0.320000,0.351200,0.345600,0.322000,0.328800,0.333520,0.031200,0.037838
stable_0053,5,0.272800,0.291600,0.267200,0.266400,0.298000,0.279200,0.031600,0.046864
stable_0459,5,0.128800,0.110000,0.097600,0.097200,0.112400,0.109200,0.031600,0.106290
stable_0188,5,0.556800,0.567200,0.557600,0.568000,0.588400,0.567600,0.031600,0.020081
stable_0124,5,0.256000,0.277600,0.252000,0.258400,0.245600,0.257920,0.032000,0.041688
stable_0322,5,0.192800,0.202000,0.181200,0.174800,0.206800,0.191520,0.032000,0.063134
stable_0563,5,0.349200,0.354800,0.363200,0.348400,0.330800,0.349280,0.032400,0.030476
stable_0179,5,0.265200,0.277200,0.282000,0.297600,0.284000,0.281200,0.032400,0.037279
stable_0168,5,0.564800,0.574000,0.550000,0.582400,0.582000,0.570640,0.032400,0.021301
stable_0318,5,0.264800,0.262000,0.269600,0.240000,0.236800,0.254640,0.032800,0.053090
stable_0495,5,0.230400,0.233200,0.237200,0.250000,0.217200,0.233600,0.032800,0.045356
stable_0645,5,0.217200,0.211600,0.219200,0.205600,0.238800,0.218480,0.033200,0.051308
stable_0305,5,0.087200,0.089600,0.092000,0.120400,0.103600,0.098560,0.033200,0.124657
stable_0029,5,0.185600,0.194400,0.175600,0.186800,0.208800,0.190240,0.033200,0.058035
stable_0545,5,0.539600,0.524400,0.538400,0.546000,0.512800,0.532240,0.033200,0.022559
stable_0127,5,0.290400,0.256800,0.268400,0.273600,0.256800,0.269200,0.033600,0.046306
stable_0381,5,0.245600,0.258400,0.243200,0.224800,0.229600,0.240320,0.033600,0.049893
stable_0702,5,0.216800,0.240800,0.230400,0.250800,0.233600,0.234480,0.034000,0.048110
stable_0016,5,0.231600,0.205600,0.197600,0.212400,0.227200,0.214880,0.034000,0.059677
stable_0270,5,0.159600,0.125200,0.143200,0.140000,0.137600,0.141120,0.034400,0.078457
stable_0416,5,0.246400,0.265200,0.232000,0.266400,0.254800,0.252960,0.034400,0.050508
stable_0564,5,0.244000,0.216000,0.216400,0.211200,0.209200,0.219360,0.034800,0.057555
stable_0619,5,0.103600,0.104000,0.112400,0.138400,0.123200,0.116320,0.034800,0.112998
stable_0072,5,0.103600,0.130400,0.095600,0.114800,0.108800,0.110640,0.034800,0.105938
stable_0577,5,0.215600,0.226000,0.233200,0.214400,0.198000,0.217440,0.035200,0.054888
stable_0378,5,0.217600,0.185200,0.213600,0.220800,0.200800,0.207600,0.035600,0.063109
stable_0589,5,0.070400,0.067200,0.074800,0.102800,0.076800,0.078400,0.035600,0.161373
stable_0639,5,0.274400,0.245600,0.240400,0.276400,0.246000,0.256560,0.036000,0.060501
stable_0247,5,0.235200,0.213600,0.238800,0.229600,0.249600,0.233360,0.036000,0.050751
stable_0156,5,0.163200,0.164400,0.176800,0.158800,0.195200,0.171680,0.036400,0.076843
stable_0696,5,0.348000,0.370400,0.334000,0.341600,0.352800,0.349360,0.036400,0.035115
stable_0166,5,0.106800,0.116000,0.128400,0.142400,0.106000,0.119920,0.036400,0.115458
stable_0317,5,0.099600,0.095200,0.130800,0.094000,0.109600,0.105840,0.036800,0.128820
stable_0463,5,0.050000,0.054400,0.058400,0.086800,0.062800,0.062480,0.036800,0.206118
stable_0548,5,0.362000,0.370800,0.374000,0.348000,0.337200,0.358400,0.036800,0.038816
stable_0006,5,0.241200,0.218000,0.220400,0.255200,0.236400,0.234240,0.037200,0.058775
stable_0107,5,0.106800,0.124000,0.104800,0.134800,0.097600,0.113600,0.037200,0.120523
stable_0690,5,0.665600,0.647200,0.628400,0.630000,0.642800,0.642800,0.037200,0.020992
stable_0650,5,0.523600,0.517200,0.554800,0.539600,0.549200,0.536880,0.037600,0.026914
stable_0138,5,0.202400,0.188800,0.220800,0.192400,0.183200,0.197520,0.037600,0.066901
stable_0413,5,0.628000,0.648000,0.646400,0.643600,0.610000,0.635200,0.038000,0.022778
stable_0472,5,0.133600,0.151200,0.162000,0.162800,0.171600,0.156240,0.038000,0.083457
stable_0658,5,0.178800,0.173200,0.168000,0.174400,0.206000,0.180080,0.038000,0.074461
stable_0328,5,0.291200,0.276000,0.269200,0.307200,0.304000,0.289520,0.038000,0.051712
stable_0644,5,0.406000,0.370000,0.396400,0.382800,0.408000,0.392640,0.038000,0.036695
stable_0289,5,0.145200,0.154800,0.116000,0.149200,0.136000,0.140240,0.038800,0.096852
stable_0494,5,0.198000,0.202400,0.223600,0.191600,0.184800,0.200080,0.038800,0.065863
stable_0228,5,0.534400,0.570400,0.571200,0.532400,0.553200,0.552320,0.038800,0.030318
stable_0419,5,0.913200,0.945600,0.915200,0.952000,0.926800,0.930560,0.038800,0.016905
stable_0524,5,0.161600,0.198800,0.159600,0.164400,0.163600,0.169600,0.039200,0.086644
stable_0730,5,0.292400,0.274800,0.302400,0.262800,0.273200,0.281120,0.039600,0.050766
stable_0028,5,0.147600,0.138800,0.155600,0.178400,0.166000,0.157280,0.039600,0.088106
stable_0069,5,0.305200,0.305200,0.327200,0.318000,0.287200,0.308560,0.040000,0.043851
stable_0464,5,0.120400,0.158400,0.118400,0.120000,0.131200,0.129680,0.040000,0.116142
stable_0573,5,0.365200,0.396000,0.405200,0.384800,0.383600,0.386960,0.040000,0.034746
stable_0676,5,0.499600,0.494000,0.518400,0.478000,0.500400,0.498080,0.040400,0.026030
stable_0394,5,0.384400,0.372800,0.409600,0.369200,0.370800,0.381360,0.040400,0.039584
stable_0568,5,0.202000,0.171200,0.181200,0.161200,0.197200,0.182560,0.040800,0.084128
stable_0729,5,0.215600,0.193600,0.206000,0.234400,0.234000,0.216720,0.040800,0.073304
stable_0493,5,0.051200,0.083600,0.048800,0.042400,0.044000,0.054000,0.041200,0.280309
stable_0646,5,0.215200,0.256400,0.232400,0.245600,0.214000,0.232720,0.042400,0.071494
stable_0387,5,0.348400,0.350800,0.308800,0.325600,0.308400,0.328400,0.042400,0.056045
stable_0528,5,0.203200,0.199600,0.210400,0.236400,0.194000,0.208720,0.042400,0.071042
stable_0628,5,0.868800,0.856800,0.884400,0.841600,0.866800,0.863680,0.042800,0.016375
stable_0566,5,0.283600,0.269200,0.286000,0.312000,0.311200,0.292400,0.042800,0.057109
stable_0647,5,0.242400,0.207600,0.238400,0.236400,0.250800,0.235120,0.043200,0.062178
stable_0061,5,0.078400,0.121600,0.121200,0.086400,0.100400,0.101600,0.043200,0.173568
stable_0101,5,0.237600,0.257200,0.272800,0.274400,0.281200,0.264640,0.043600,0.059088
stable_0306,5,0.183200,0.181200,0.224800,0.195600,0.204400,0.197840,0.043600,0.080433
stable_0037,5,0.279200,0.261600,0.262000,0.268000,0.305200,0.275200,0.043600,0.059198
stable_0279,5,0.145600,0.177200,0.159200,0.133200,0.176800,0.158400,0.044000,0.109037
stable_0335,5,0.362400,0.360800,0.345600,0.359600,0.318400,0.349360,0.044000,0.047526
stable_0164,5,0.181200,0.177600,0.184800,0.156400,0.200800,0.180160,0.044400,0.079268
stable_0099,5,0.512400,0.480800,0.525200,0.490000,0.510000,0.503680,0.044400,0.031887
stable_0585,5,0.197200,0.185200,0.230400,0.192400,0.207200,0.202480,0.045200,0.077458
stable_0474,5,0.618000,0.636000,0.636000,0.601200,0.590800,0.616400,0.045200,0.029536
stable_0451,5,0.246800,0.286000,0.282400,0.240800,0.246400,0.260480,0.045200,0.074925
stable_0587,5,0.240400,0.217600,0.262800,0.236000,0.248400,0.241040,0.045200,0.061616
stable_0557,5,0.080400,0.120400,0.095600,0.090000,0.074800,0.092240,0.045600,0.171665
stable_0581,5,0.166800,0.121200,0.140000,0.147200,0.164000,0.147840,0.045600,0.112868
stable_0595,5,0.259200,0.259200,0.282000,0.236400,0.269600,0.261280,0.045600,0.057440
stable_0691,5,0.166800,0.164400,0.142800,0.171200,0.125200,0.154080,0.046000,0.113259
stable_0371,5,0.462000,0.438000,0.466000,0.420000,0.431600,0.443520,0.046000,0.039986
stable_0656,5,0.606400,0.589600,0.560400,0.562400,0.575600,0.578880,0.046000,0.029882
stable_0602,5,1.076000,1.072000,1.118800,1.112800,1.101200,1.096160,0.046800,0.017333
stable_0263,5,0.176400,0.154800,0.134000,0.152400,0.180800,0.159680,0.046800,0.107083
stable_0642,5,0.135200,0.161200,0.182000,0.178000,0.144800,0.160240,0.046800,0.113546
stable_0139,5,0.705200,0.671200,0.665600,0.657600,0.699200,0.679760,0.047600,0.027834
stable_0667,5,0.202800,0.154800,0.191200,0.168400,0.182400,0.179920,0.048000,0.093686
stable_0485,5,0.127200,0.170000,0.145200,0.175600,0.163200,0.156240,0.048400,0.113697
stable_0659,5,0.311600,0.326000,0.313200,0.277600,0.325200,0.310720,0.048400,0.056610
stable_0632,5,0.355200,0.404000,0.393600,0.400000,0.391600,0.388880,0.048800,0.044781
stable_0477,5,0.375600,0.375200,0.423200,0.424400,0.412800,0.402240,0.049200,0.055398
stable_0555,5,0.162000,0.148800,0.172800,0.139200,0.188400,0.162240,0.049200,0.107021
stable_0334,5,0.212400,0.242000,0.204800,0.254400,0.222400,0.227200,0.049600,0.081223
stable_0352,5,0.194800,0.178000,0.222800,0.226800,0.227600,0.210000,0.049600,0.095497
stable_0109,5,0.146800,0.136400,0.186000,0.172000,0.161200,0.160480,0.049600,0.109766
stable_0032,5,0.207600,0.198400,0.166400,0.193600,0.157600,0.184720,0.050000,0.104431
stable_0185,5,0.127600,0.110400,0.086400,0.077200,0.106400,0.101600,0.050400,0.176227
stable_0212,5,0.476800,0.496800,0.474000,0.446000,0.456000,0.469920,0.050800,0.037497
stable_0058,5,0.203200,0.209600,0.254400,0.212400,0.218800,0.219680,0.051200,0.082252
stable_0507,5,0.198400,0.220800,0.213600,0.217200,0.249600,0.219920,0.051200,0.075873
stable_0233,5,0.120400,0.111600,0.140000,0.113600,0.088800,0.114880,0.051200,0.143248
stable_0205,5,0.266800,0.277200,0.267600,0.268800,0.318000,0.279680,0.051200,0.069787
stable_0187,5,0.239200,0.262000,0.222800,0.274400,0.223600,0.244400,0.051600,0.084570
stable_0531,5,0.580800,0.531200,0.563600,0.548000,0.582800,0.561280,0.051600,0.035010
stable_0303,5,0.139200,0.132000,0.132000,0.148000,0.184000,0.147040,0.052000,0.131903
stable_0081,5,0.184800,0.144400,0.196800,0.157600,0.172800,0.171280,0.052400,0.109103
stable_0274,5,0.942000,0.900400,0.951200,0.953600,0.933600,0.936160,0.053200,0.020546
stable_0711,5,0.679200,0.694400,0.650400,0.682800,0.641200,0.669600,0.053200,0.030289
stable_0735,5,0.190800,0.157600,0.200800,0.210000,0.210800,0.194000,0.053200,0.101001
stable_0705,5,0.559600,0.515200,0.505600,0.521200,0.536000,0.527520,0.054000,0.035699
stable_0542,5,0.259200,0.209600,0.231600,0.234400,0.204800,0.227920,0.054400,0.085621
stable_0657,5,0.173600,0.166400,0.154000,0.118800,0.135600,0.149680,0.054800,0.134358
stable_0383,5,0.243600,0.281200,0.264800,0.265200,0.298400,0.270640,0.054800,0.067669
stable_0624,5,0.227600,0.236000,0.240400,0.282400,0.242400,0.245760,0.054800,0.077366
stable_0111,5,0.245600,0.281600,0.226000,0.237600,0.259600,0.250080,0.055600,0.076705
stable_0326,5,0.287600,0.320000,0.344000,0.300000,0.338800,0.318080,0.056400,0.068313
stable_0529,5,0.575200,0.632000,0.594400,0.605200,0.598000,0.600960,0.056800,0.030654
stable_0455,5,0.434400,0.458400,0.461200,0.404400,0.416800,0.435040,0.056800,0.051419
stable_0708,5,0.272400,0.272800,0.280000,0.294000,0.329200,0.289680,0.056800,0.073355
stable_0598,5,0.235200,0.218800,0.243600,0.186400,0.223600,0.221520,0.057200,0.088457
stable_0013,5,0.282800,0.306000,0.300000,0.312400,0.340400,0.308320,0.057600,0.061052
stable_0031,5,0.170800,0.188800,0.130800,0.145600,0.173200,0.161840,0.058000,0.128528
stable_0211,5,0.458000,0.399200,0.415600,0.450800,0.441200,0.432960,0.058800,0.051172
stable_0536,5,0.232400,0.196400,0.184000,0.215600,0.242800,0.214240,0.058800,0.101837
stable_0390,5,0.205600,0.203600,0.182400,0.146400,0.204000,0.188400,0.059200,0.120343
stable_0670,5,0.482400,0.464400,0.471600,0.504800,0.445600,0.473760,0.059200,0.041399
stable_0442,5,0.460000,0.462400,0.410400,0.402400,0.426400,0.432320,0.060000,0.057426
stable_0623,5,0.165200,0.193200,0.225200,0.200000,0.218000,0.200320,0.060000,0.105089
stable_0372,5,0.400400,0.368800,0.348400,0.395600,0.408800,0.384400,0.060400,0.058358
stable_0597,5,0.148800,0.184400,0.154800,0.209200,0.164800,0.172400,0.060400,0.127682
stable_0327,5,0.387600,0.415200,0.389600,0.354000,0.385600,0.386400,0.061200,0.050337
stable_0237,5,0.463600,0.450400,0.416400,0.402400,0.422000,0.430960,0.061200,0.052415
stable_0292,5,0.488000,0.512800,0.475600,0.450800,0.477200,0.480880,0.062000,0.041754
stable_0281,5,0.163600,0.168400,0.105600,0.166800,0.164400,0.153760,0.062800,0.157000
stable_0668,5,0.478400,0.504400,0.541200,0.501200,0.490000,0.503040,0.062800,0.042063
stable_0115,5,0.175600,0.178000,0.134800,0.137600,0.114800,0.148160,0.063200,0.166597
stable_0026,5,0.550800,0.593600,0.547600,0.553200,0.530400,0.555120,0.063200,0.037534
stable_0163,5,0.501600,0.491200,0.554800,0.538000,0.498800,0.516880,0.063600,0.048203
stable_0810,4,0.052000,0.058800,0.000000,0.062000,0.063600,0.047280,0.063600,0.507033
stable_0640,5,0.383600,0.402400,0.424400,0.447200,0.445600,0.420640,0.063600,0.058689
stable_0207,5,0.642400,0.599600,0.641600,0.663200,0.646400,0.638640,0.063600,0.032923
stable_0608,5,0.244400,0.180400,0.222400,0.232000,0.200400,0.215920,0.064000,0.105899
stable_0445,5,0.307200,0.278800,0.242400,0.252000,0.295600,0.275200,0.064800,0.089999
stable_0433,5,0.834400,0.835600,0.775600,0.770800,0.811200,0.805520,0.064800,0.034546
stable_0584,5,0.189600,0.203600,0.254800,0.208000,0.205200,0.212240,0.065200,0.104639
stable_0182,5,0.279200,0.288400,0.345200,0.324800,0.340800,0.315680,0.066000,0.085713
stable_0161,5,0.820000,0.808000,0.772800,0.835600,0.768800,0.801040,0.066800,0.032741
stable_0443,5,0.616800,0.629200,0.660000,0.683600,0.637600,0.645440,0.066800,0.036753
stable_0489,5,0.170800,0.213600,0.154000,0.146800,0.179200,0.172880,0.066800,0.135384
stable_0396,5,0.176800,0.122000,0.119600,0.132000,0.110000,0.132080,0.066800,0.177391
stable_0087,5,0.221600,0.225200,0.198000,0.265200,0.227200,0.227440,0.067200,0.094948
stable_0264,5,0.300800,0.289200,0.310400,0.274000,0.243200,0.283520,0.067200,0.083014
stable_0610,5,0.608400,0.585600,0.653600,0.590000,0.637600,0.615040,0.068000,0.043224
stable_0580,5,0.472400,0.407600,0.404400,0.440000,0.432000,0.431280,0.068000,0.057274
stable_0194,5,0.712800,0.669600,0.715200,0.738000,0.708400,0.708800,0.068400,0.031207
stable_0807,4,0.054800,0.068800,0.056000,0.058000,0.000000,0.047520,0.068800,0.510781
stable_0155,5,0.434000,0.388800,0.364800,0.392400,0.384400,0.392880,0.069200,0.057685
stable_0213,5,0.156000,0.225600,0.156800,0.184800,0.187600,0.182160,0.069600,0.139983
stable_0129,5,0.178400,0.165600,0.203600,0.192800,0.235600,0.195200,0.070000,0.122670
stable_0689,5,0.291200,0.334800,0.302400,0.336800,0.266800,0.306400,0.070000,0.086914
stable_0592,5,0.406800,0.357200,0.393600,0.351200,0.336400,0.369040,0.070400,0.072232
stable_0460,5,0.426400,0.356000,0.408000,0.381600,0.358800,0.386160,0.070400,0.071157
stable_0609,5,0.246800,0.265600,0.303200,0.294800,0.317600,0.285600,0.070800,0.090277
stable_0055,5,0.268800,0.312400,0.250800,0.321600,0.277600,0.286240,0.070800,0.093344
stable_0149,5,0.300000,0.311200,0.267200,0.338000,0.311200,0.305520,0.070800,0.074902
stable_0461,5,0.508800,0.570400,0.518000,0.522000,0.499600,0.523760,0.070800,0.046916
stable_0204,5,0.180400,0.147200,0.177200,0.197200,0.126000,0.165600,0.071200,0.154166
stable_0688,5,0.851200,0.826000,0.780000,0.780800,0.799200,0.807440,0.071200,0.034097
stable_0190,5,1.207600,1.224400,1.213600,1.168000,1.152800,1.193280,0.071600,0.023297
stable_0737,5,0.399200,0.388000,0.453200,0.381600,0.405600,0.405520,0.071600,0.062311
stable_0133,5,0.311200,0.297600,0.312800,0.282000,0.353600,0.311440,0.071600,0.076492
stable_0173,5,0.589600,0.518000,0.529600,0.550800,0.539600,0.545520,0.071600,0.045027
stable_0007,5,0.175600,0.171600,0.103600,0.144400,0.159600,0.150960,0.072000,0.172582
stable_0731,5,0.404000,0.440000,0.366800,0.414000,0.436800,0.412320,0.073200,0.064255
stable_0406,5,0.262800,0.336800,0.285200,0.285600,0.286800,0.291440,0.074000,0.083660
stable_0498,5,0.236400,0.171600,0.162400,0.183200,0.164000,0.183520,0.074000,0.149536
stable_0479,5,0.432400,0.445200,0.371200,0.437600,0.380400,0.413360,0.074000,0.075172
stable_0386,5,0.532800,0.531600,0.570000,0.606400,0.539600,0.556080,0.074800,0.051738
stable_0382,5,0.236800,0.230400,0.234800,0.266400,0.305200,0.254720,0.074800,0.110958
stable_0258,5,0.222000,0.257200,0.210800,0.286000,0.226800,0.240560,0.075200,0.114012
stable_0251,5,0.231600,0.270400,0.231600,0.229200,0.304800,0.253520,0.075600,0.117899
stable_0675,5,0.546000,0.472400,0.526400,0.518800,0.470000,0.506720,0.076000,0.059874
stable_0538,5,0.352800,0.394800,0.352800,0.398400,0.428800,0.385520,0.076000,0.075770
stable_0323,5,0.486000,0.495600,0.420000,0.496400,0.452000,0.470000,0.076400,0.063348
stable_0295,5,0.530400,0.488400,0.490800,0.565600,0.534400,0.521920,0.077200,0.055714
stable_0283,5,0.280800,0.328400,0.251200,0.316800,0.271200,0.289680,0.077200,0.099283
stable_0060,5,0.245600,0.226400,0.252000,0.212800,0.290800,0.245520,0.078000,0.108198
stable_0346,5,1.235600,1.170800,1.249200,1.246400,1.175600,1.215520,0.078400,0.028699
stable_0412,5,1.026400,1.074400,1.076800,1.044000,1.104800,1.065280,0.078400,0.025681
stable_0349,5,0.320800,0.242000,0.258400,0.288400,0.247600,0.271440,0.078800,0.108403
stable_0786,4,0.072800,0.079600,0.000000,0.078400,0.070800,0.060320,0.079600,0.502990
stable_0471,5,0.450000,0.490400,0.530400,0.511600,0.512800,0.499040,0.080400,0.055316
stable_0370,5,0.512400,0.508400,0.552800,0.565600,0.484800,0.524800,0.080800,0.056982
stable_0784,4,0.066000,0.064400,0.000000,0.080800,0.074800,0.057200,0.080800,0.510767
stable_0672,5,0.327600,0.370400,0.288400,0.301600,0.298800,0.317360,0.082000,0.092937
stable_0707,5,0.137600,0.146000,0.167600,0.219600,0.176400,0.169440,0.082000,0.169641
stable_0631,5,0.204400,0.191600,0.214400,0.254400,0.172000,0.207360,0.082400,0.132419
stable_0019,5,0.935600,0.940800,0.996400,0.913200,0.994400,0.956080,0.083200,0.034959
stable_0106,5,1.487200,1.563600,1.510400,1.568800,1.570800,1.540160,0.083600,0.022490
stable_0385,5,0.386400,0.369600,0.398000,0.314400,0.338400,0.361360,0.083600,0.085472
stable_0199,5,0.299600,0.312400,0.384000,0.343600,0.350400,0.338000,0.084400,0.088075
stable_0064,5,0.379200,0.440400,0.355600,0.397200,0.360400,0.386560,0.084800,0.079389
stable_0180,5,0.521600,0.453600,0.495600,0.533200,0.538400,0.508480,0.084800,0.061290
stable_0567,5,0.914800,0.848400,0.881600,0.933200,0.850800,0.885760,0.084800,0.038216
stable_0341,5,0.756400,0.753200,0.693600,0.671600,0.700400,0.715040,0.084800,0.047335
stable_0718,5,0.188400,0.221200,0.222000,0.224000,0.274000,0.225920,0.085600,0.121394
stable_0238,5,0.645200,0.690400,0.724400,0.696000,0.638800,0.678960,0.085600,0.047674
stable_0712,5,0.311600,0.292800,0.293200,0.364000,0.278400,0.308000,0.085600,0.097134
stable_0616,5,0.418800,0.396000,0.392400,0.367600,0.332800,0.381520,0.086000,0.076734
stable_0073,5,0.259200,0.192000,0.232400,0.276400,0.278800,0.247760,0.086800,0.130908
stable_0360,5,0.150000,0.118400,0.201200,0.114400,0.155600,0.147920,0.086800,0.211571
stable_0541,5,0.283200,0.332000,0.258000,0.305200,0.344800,0.304640,0.086800,0.103769
stable_0369,5,0.390400,0.368400,0.365200,0.336800,0.425200,0.377200,0.088400,0.078033
stable_0503,5,0.493200,0.464000,0.552400,0.518400,0.491600,0.503920,0.088400,0.059004
stable_0804,4,0.057200,0.054400,0.088400,0.000000,0.056800,0.051360,0.088400,0.556374
stable_0478,5,0.120400,0.121200,0.108800,0.190000,0.197600,0.147600,0.088800,0.257809
stable_0110,5,0.442400,0.436800,0.465200,0.482800,0.393600,0.444160,0.089200,0.067912
stable_0713,5,0.444800,0.452000,0.425600,0.370800,0.362000,0.411040,0.090000,0.091377
stable_0100,5,0.593200,0.602400,0.661200,0.683600,0.621200,0.632320,0.090400,0.054843
stable_0699,5,0.362000,0.284800,0.285200,0.375600,0.348000,0.331120,0.090800,0.116741
stable_0025,5,0.211200,0.124400,0.182000,0.186000,0.119600,0.164640,0.091600,0.220228
stable_0484,5,0.364000,0.344400,0.355200,0.271600,0.323600,0.331760,0.092400,0.099373
stable_0083,5,0.772800,0.865200,0.779200,0.820000,0.811600,0.809760,0.092400,0.040890
stable_0359,5,0.593200,0.641200,0.562400,0.548400,0.614400,0.591920,0.092800,0.057046
stable_0009,5,0.224000,0.210000,0.250400,0.231600,0.303600,0.243920,0.093600,0.133513
stable_0004,5,0.380400,0.310400,0.331600,0.286800,0.310800,0.324000,0.093600,0.097423
