family_id,seed_coverage,seed_11_activation_pct,seed_23_activation_pct,seed_37_activation_pct,seed_53_activation_pct,seed_71_activation_pct,mean_activation_pct,range_pp,coefficient_of_variation
stable_0075,5,0.330400,0.346800,0.272000,0.310000,0.253200,0.302480,0.093600,0.116020
stable_0510,5,0.478800,0.546800,0.496000,0.484400,0.453200,0.491840,0.093600,0.062709
stable_0140,5,1.172400,1.175200,1.248000,1.266400,1.205200,1.213440,0.094000,0.031302
stable_0438,5,1.179600,1.147200,1.241200,1.182400,1.151200,1.180320,0.094000,0.028495
stable_0514,5,0.650400,0.628800,0.618000,0.589600,0.683600,0.634080,0.094000,0.049789
stable_0153,5,0.536800,0.495600,0.520800,0.442800,0.497600,0.498720,0.094000,0.063886
stable_0651,5,0.243200,0.337600,0.244800,0.261200,0.298400,0.277040,0.094400,0.130737
stable_0446,5,0.746000,0.764000,0.669600,0.730400,0.708000,0.723600,0.094400,0.045161
stable_0733,5,0.331200,0.357200,0.373200,0.425200,0.330400,0.363440,0.094800,0.095944
stable_0444,5,0.917200,0.850000,0.882800,0.945200,0.916000,0.902240,0.095200,0.036308
stable_0103,5,0.745600,0.841200,0.813200,0.837600,0.814400,0.810400,0.095600,0.042429
stable_0526,5,0.605200,0.509200,0.594000,0.527600,0.525200,0.552240,0.096000,0.071243
stable_0227,5,0.361600,0.436000,0.436800,0.340800,0.395200,0.394080,0.096000,0.098130
stable_0375,5,0.747200,0.764800,0.835600,0.743200,0.839200,0.786000,0.096000,0.054208
stable_0224,5,0.526800,0.584800,0.506800,0.488000,0.549200,0.531120,0.096800,0.063448
stable_0045,5,0.949200,0.958800,1.042400,0.945200,1.020400,0.983200,0.097200,0.040896
stable_0011,5,0.882000,0.928000,0.942400,0.843600,0.927600,0.904720,0.098800,0.040573
stable_0216,5,0.322400,0.344000,0.285600,0.267600,0.245200,0.292960,0.098800,0.122600
stable_0561,5,0.462400,0.449200,0.494400,0.395600,0.432800,0.446880,0.098800,0.073077
stable_0846,4,0.096800,0.098800,0.095200,0.000000,0.093200,0.076800,0.098800,0.500575
stable_0259,5,1.511200,1.518400,1.571200,1.607600,1.610800,1.563840,0.099600,0.027145
stable_0051,5,0.583600,0.553200,0.498000,0.598800,0.552800,0.557280,0.100800,0.061992
stable_0243,5,0.364800,0.336800,0.294800,0.388000,0.395600,0.356000,0.100800,0.103466
stable_0684,5,0.277200,0.176400,0.267200,0.192800,0.198000,0.222320,0.100800,0.186520
stable_0056,5,0.089600,0.110000,0.090800,0.190800,0.114800,0.119200,0.101200,0.311947
stable_0591,5,0.608000,0.639200,0.628000,0.674000,0.710000,0.651840,0.102000,0.055414
stable_0453,5,0.252000,0.263600,0.292400,0.290000,0.356400,0.290880,0.104400,0.124446
stable_0044,5,0.278000,0.280800,0.378400,0.274000,0.293600,0.300960,0.104400,0.130490
stable_0268,5,0.228800,0.124000,0.227600,0.182800,0.227200,0.198080,0.104800,0.206734
stable_0715,5,0.456400,0.537600,0.497600,0.461600,0.432000,0.477040,0.105600,0.077211
stable_0496,5,0.546000,0.459200,0.445200,0.468400,0.440000,0.471760,0.106000,0.081518
stable_0098,5,0.800800,0.876400,0.818400,0.770000,0.857600,0.824640,0.106400,0.046520
stable_0560,5,0.238000,0.216400,0.276800,0.170400,0.229600,0.226240,0.106400,0.152103
stable_0607,5,0.508000,0.532000,0.447600,0.466000,0.425200,0.475760,0.106800,0.082200
stable_0035,5,0.422400,0.483600,0.436800,0.496000,0.529600,0.473680,0.107200,0.082919
stable_0076,5,0.497600,0.522000,0.605200,0.539200,0.535600,0.539920,0.107600,0.066226
stable_0830,4,0.102800,0.000000,0.107600,0.102000,0.100000,0.082480,0.107600,0.500915
stable_0501,5,0.712800,0.692000,0.702400,0.605200,0.615200,0.665520,0.107600,0.068750
stable_0457,5,0.485600,0.464400,0.525200,0.416400,0.446400,0.467600,0.108800,0.078418
stable_0248,5,0.468800,0.578400,0.490800,0.563200,0.499200,0.520080,0.109600,0.082404
stable_0803,4,0.093600,0.091200,0.000000,0.109600,0.103600,0.079600,0.109600,0.506975
stable_0793,4,0.103200,0.000000,0.109600,0.110000,0.095600,0.083680,0.110000,0.503901
stable_0260,5,0.204000,0.218800,0.108400,0.210400,0.116000,0.171520,0.110400,0.284053
stable_0469,5,0.795600,0.827200,0.716400,0.815200,0.759200,0.782720,0.110800,0.051583
stable_0135,5,0.280000,0.227600,0.193600,0.174800,0.168800,0.208960,0.111200,0.196266
stable_0521,5,1.225200,1.114000,1.147600,1.136400,1.130800,1.150800,0.111200,0.033671
stable_0682,5,0.202800,0.232800,0.218000,0.226400,0.314400,0.238880,0.111600,0.163570
stable_0492,5,0.936400,0.877600,0.848400,0.859200,0.824800,0.869280,0.111600,0.043320
stable_0641,5,0.687600,0.728800,0.751600,0.758400,0.799200,0.745120,0.111600,0.049193
stable_0297,5,0.705200,0.592800,0.611600,0.657600,0.620400,0.637520,0.112400,0.062541
stable_0685,5,0.961200,0.958800,0.924400,0.981600,0.868400,0.938880,0.113200,0.042329
stable_0491,5,1.065200,1.063600,1.095600,1.176800,1.112000,1.102640,0.113200,0.037531
stable_0052,5,0.953200,0.878800,0.841200,0.940400,0.955200,0.913760,0.114000,0.050078
stable_0285,5,0.316800,0.202000,0.208400,0.301600,0.313200,0.268400,0.114800,0.193316
stable_0744,4,0.106000,0.000000,0.114800,0.106800,0.109200,0.087360,0.114800,0.501240
stable_0143,5,0.323200,0.219600,0.334400,0.259200,0.265200,0.280320,0.114800,0.152397
stable_0822,4,0.098000,0.115600,0.097600,0.107200,0.000000,0.083680,0.115600,0.506254
stable_0214,5,0.455200,0.453200,0.504400,0.529200,0.569200,0.502240,0.116000,0.088296
stable_0717,5,2.099200,2.142400,2.140400,2.026000,2.034800,2.088560,0.116400,0.023943
stable_0422,5,0.664800,0.623200,0.668400,0.740000,0.696000,0.678480,0.116800,0.056840
stable_0122,5,0.648000,0.568800,0.580400,0.686000,0.585200,0.613680,0.117200,0.074106
stable_0234,5,0.570800,0.536000,0.566400,0.653200,0.624800,0.590240,0.117200,0.072066
stable_0005,5,0.609600,0.612800,0.727200,0.633200,0.654000,0.647360,0.117600,0.066403
stable_0468,5,0.550000,0.586400,0.528800,0.602000,0.646400,0.582720,0.117600,0.070416
stable_0570,5,0.610800,0.625600,0.728800,0.718000,0.624800,0.661600,0.118000,0.076856
stable_0223,5,0.377600,0.396000,0.357200,0.461600,0.475600,0.413600,0.118400,0.113068
stable_0853,4,0.000000,0.089200,0.105200,0.092400,0.118800,0.081120,0.118800,0.516359
stable_0553,5,0.445600,0.342400,0.411200,0.386800,0.326000,0.382400,0.119600,0.114729
stable_0857,4,0.000000,0.116000,0.119600,0.114000,0.114800,0.092880,0.119600,0.500425
stable_0364,5,0.281200,0.190400,0.240800,0.171200,0.290800,0.234880,0.119600,0.202768
stable_0558,5,0.464400,0.496400,0.496400,0.512800,0.392800,0.472560,0.120000,0.090694
stable_0535,5,0.708800,0.725600,0.785200,0.665200,0.671600,0.711280,0.120000,0.060872
stable_0756,4,0.080000,0.000000,0.060800,0.120400,0.060000,0.064240,0.120400,0.605256
stable_0758,4,0.120400,0.102400,0.114000,0.000000,0.099600,0.087280,0.120400,0.507475
stable_0116,5,0.250400,0.236000,0.297200,0.176000,0.256400,0.243200,0.121200,0.161463
