cluster_id,parent_cluster_id,member_dimensions,medoid_dimension,cluster_size,fine_children,mean_split_sample_jaccard,representative_images,representative_activation_maps
C010,ROOT,"[13, 31, 47, 147, 148, 163, 204, 205, 207, 213, 214, 220, 242, 302, 383, 404, 415, 497, 510]",148,19,"[""F011"", ""F035""]",0.44586989283561707,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_01_Philippines__Manila_06719.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_02_Malaysia__KualaLumpur_08145.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_03_Turkey__Istanbul_07044.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_04_Peru__Lima_00058.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_05_Indonesia__Jakarta_07753.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_06_China__HongKong_08406.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_07_Turkey__Istanbul_03135.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_08_Mexico__MexicoCity_11636.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_09_Turkey__Istanbul_02676.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/rank_10_Brazil__SaoPaulo_08175.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_148/contact_sheet.jpg
C011,ROOT,"[14, 20, 60, 65, 86, 114, 118, 151, 160, 167, 270, 275, 277, 282, 289, 290, 310, 348, 350, 430, 433, 465]",277,22,"[""F012"", ""F017"", ""F041""]",0.6278607845306396,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_01_Turkey__Istanbul_02227.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_02_Japan__Osaka_08852.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_03_Austria__Vienna_00567.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_04_Taiwan__Taipei_08360.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_05_Peru__Lima_01496.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_06_SouthKorea__Seoul_05778.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_07_Turkey__Istanbul_11725.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_08_Argentina__BuenosAires_03536.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_09_China__HongKong_06224.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/rank_10_France__Paris_05979.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_277/contact_sheet.jpg
C012,ROOT,"[15, 39, 41, 54, 82, 94, 132, 195, 198, 223, 253, 261, 266, 333, 357, 374, 408, 471, 473, 477]",54,20,"[""F013"", ""F030"", ""F032""]",0.4173297882080078,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_01_Nigeria__Lagos_01597.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_02_Nigeria__Lagos_04977.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_03_Taiwan__Taipei_05385.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_04_Japan__Osaka_02979.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_05_Russia__Moscow_01507.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_06_Thailand__Bangkok_04906.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_07_Japan__Osaka_08075.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_08_Nigeria__Lagos_06464.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_09_Russia__Moscow_04703.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/rank_10_Australia__Sydney_00625.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_054/contact_sheet.jpg
C013,ROOT,"[16, 22, 24, 26, 43, 62, 63, 66, 72, 117, 158, 166, 200, 209, 221, 226, 235, 252, 257, 280, 288, 314, 323, 326, 340, 370, 388, 389, 403, 416, 419, 446, 466, 474, 478, 480, 491, 494, 499, 506]",252,40,"[""F014"", ""F018"", ""F020"", ""F040"", ""F063""]",0.4585302472114563,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_01_Canada__Toronto_06265.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_02_Canada__Toronto_02089.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_03_Austria__Vienna_00964.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_04_China__HongKong_10065.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_05_Russia__Moscow_10270.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_06_Turkey__Istanbul_01910.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_07_Japan__Osaka_01073.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_08_Singapore__Singapore_03508.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_09_Austria__Vienna_09891.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/rank_10_India__NewDelhi_01590.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_252/contact_sheet.jpg
C014,ROOT,"[17, 125, 126, 176, 190, 194, 256, 273, 324, 328, 334, 352, 362, 375, 378, 397, 398, 399, 401, 420, 432, 496]",496,22,"[""F015"", ""F055"", ""F061""]",0.6988703012466431,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_01_UnitedStates__LosAngeles_09995.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_02_Canada__Toronto_00154.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_03_UnitedStates__NewYorkCity_04107.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_04_Canada__Toronto_02986.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_05_Austria__Vienna_10921.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_06_UnitedKingdom__London_04959.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_07_UnitedStates__NewYorkCity_11762.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_08_Australia__Sydney_06187.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_09_SouthAfrica__Johannesburg_03654.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/rank_10_Australia__Sydney_05340.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_496/contact_sheet.jpg
C015,ROOT,"[19, 70, 76, 113, 133, 140, 191, 296, 317, 369, 376, 422, 444, 498]",113,14,"[""F016"", ""F043""]",0.5591071844100952,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_01_China__HongKong_09582.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_02_UnitedKingdom__London_09633.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_03_Russia__Moscow_01007.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_04_Japan__Osaka_04606.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_05_SouthKorea__Seoul_08250.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_06_Brazil__SaoPaulo_07817.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_07_Japan__Osaka_00473.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_08_Turkey__Istanbul_09767.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_09_Japan__Osaka_02399.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/rank_10_Colombia__Bogota_01472.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_113/contact_sheet.jpg
C016,ROOT,"[23, 34, 57, 142, 212, 294, 365, 385, 489, 492, 509]",142,11,"[""F019"", ""F026""]",0.7005985379219055,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_01_Argentina__BuenosAires_01217.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_02_Mexico__MexicoCity_09369.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_03_Brazil__SaoPaulo_03258.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_04_Bangladesh__Dhaka_11003.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_05_Philippines__Manila_11018.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_06_Nigeria__Lagos_07898.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_07_India__NewDelhi_06560.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_08_Indonesia__Jakarta_09049.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_09_SouthAfrica__Johannesburg_01984.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/rank_10_Brazil__SaoPaulo_07956.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_142/contact_sheet.jpg
C017,ROOT,"[25, 42, 61, 134, 237, 251, 286, 299, 321, 337, 343, 450, 484]",343,13,"[""F021"", ""F039""]",0.8421052098274231,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_01_India__Mumbai_09443.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_02_SouthAfrica__CapeTown_06996.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_03_China__HongKong_04437.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_04_Canada__Toronto_07788.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_05_China__HongKong_06872.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_06_China__HongKong_05332.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_07_Japan__Osaka_10413.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_08_Russia__Moscow_02757.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_09_Turkey__Istanbul_11222.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_10_France__Paris_10604.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/contact_sheet.jpg
C018,ROOT,"[29, 30, 37, 45, 46, 58, 80, 101, 109, 110, 116, 123, 177, 183, 216, 305, 359, 454, 475, 502]",216,20,"[""F023"", ""F024"", ""F034""]",0.7918349504470825,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_01_Netherlands__Amsterdam_02810.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_02_SouthAfrica__Johannesburg_02284.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_03_Malaysia__KualaLumpur_04973.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_04_Austria__Vienna_06264.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_05_SouthAfrica__Johannesburg_06297.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_06_India__NewDelhi_12499.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_07_Philippines__Manila_02101.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_08_Thailand__Bangkok_04405.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_09_UnitedStates__NewYorkCity_10096.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/rank_10_Canada__Toronto_01389.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_216/contact_sheet.jpg
C019,ROOT,"[32, 52, 53, 165, 175, 178, 229, 308, 423, 495]",178,10,"[""F025""]",0.5246323347091675,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_01_India__Mumbai_03521.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_02_Philippines__Manila_08337.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_03_India__Mumbai_02825.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_04_India__NewDelhi_12014.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_05_SouthAfrica__Johannesburg_07437.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_06_India__Mumbai_04005.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_07_France__Paris_11497.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_08_India__NewDelhi_09580.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_09_Philippines__Manila_11896.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_10_India__NewDelhi_08079.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/contact_sheet.jpg
C020,ROOT,"[35, 90, 91, 102, 103, 106, 139, 143, 162, 211, 224, 248, 267, 287, 306, 339, 344, 414]",102,18,"[""F027"", ""F051""]",0.9020202159881592,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_01_India__Mumbai_10558.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_02_France__Paris_03561.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_03_Japan__Osaka_11276.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_04_SouthAfrica__CapeTown_12173.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_05_Japan__Osaka_07009.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_06_Japan__Osaka_11649.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_07_SouthAfrica__CapeTown_01736.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_08_India__Mumbai_04086.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_09_SouthAfrica__CapeTown_10475.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/rank_10_SouthAfrica__CapeTown_12548.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_102/contact_sheet.jpg
C021,ROOT,"[36, 59, 75, 85, 104, 107, 108, 131, 144, 146, 168, 189, 208, 219, 233, 234, 258, 260, 293, 301, 342, 363, 371, 373, 424, 445, 453, 458, 503]",503,29,"[""F028"", ""F046"", ""F056""]",0.596001923084259,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_01_Japan__Osaka_09814.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_02_Japan__Osaka_03287.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_03_Japan__Osaka_09290.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_04_Japan__Osaka_11673.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_05_Peru__Lima_02101.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_06_Indonesia__Jakarta_09511.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_07_Indonesia__Jakarta_07261.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_08_Russia__Moscow_10801.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_09_Singapore__Singapore_07790.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/rank_10_Brazil__SaoPaulo_05824.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_503/contact_sheet.jpg
C022,ROOT,"[38, 96, 236, 246, 268, 335, 410, 442]",246,8,"[""F029""]",0.6371794939041138,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_01_UnitedStates__NewYorkCity_12140.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_02_India__Mumbai_11189.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_03_Taiwan__Taipei_02730.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_04_India__Mumbai_02872.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_05_Taiwan__Taipei_01200.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_06_India__NewDelhi_10096.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_07_Netherlands__Amsterdam_04494.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_08_India__NewDelhi_11258.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_09_Austria__Vienna_11525.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_10_Taiwan__Taipei_09262.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/contact_sheet.jpg
C023,ROOT,"[44, 105, 171, 222, 232, 330, 377, 412, 425, 436, 455, 462, 504]",330,13,"[""F033"", ""F054""]",0.7135690450668335,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_01_Malaysia__KualaLumpur_04927.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_02_Philippines__Manila_11106.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_03_India__NewDelhi_03653.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_04_Bangladesh__Dhaka_11960.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_05_India__NewDelhi_12475.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_06_SouthAfrica__CapeTown_02370.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_07_Malaysia__KualaLumpur_07599.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_08_India__Mumbai_11632.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_09_Japan__Osaka_11125.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_10_Taiwan__Taipei_01568.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/contact_sheet.jpg
C024,ROOT,"[48, 67, 78, 83, 130, 159, 173, 239, 243, 271, 272, 303, 322, 329, 361, 367, 406, 441]",329,18,"[""F036"", ""F059""]",0.7892534732818604,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_01_India__Mumbai_03687.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_02_SouthKorea__Seoul_11110.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_03_SouthKorea__Seoul_06189.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_04_SouthKorea__Seoul_07257.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_05_India__Mumbai_10952.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_06_France__Paris_01246.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_07_India__Mumbai_04376.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_08_India__NewDelhi_05503.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_09_Taiwan__Taipei_02193.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/rank_10_India__NewDelhi_02411.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_329/contact_sheet.jpg
C025,ROOT,"[69, 119, 161, 172, 255, 300, 332, 364, 447, 482, 500, 511]",255,12,"[""F042""]",0.9285715222358704,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_01_Singapore__Singapore_03101.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_02_UnitedStates__NewYorkCity_04162.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_03_Austria__Vienna_00599.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_04_UnitedKingdom__London_10012.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_05_France__Paris_03290.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_06_Singapore__Singapore_00876.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_07_Singapore__Singapore_07333.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_08_China__HongKong_12608.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_09_China__HongKong_01868.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_10_China__HongKong_09106.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/contact_sheet.jpg
