city,element_id,morans_i,expected_i,p_value,z_score,grid_size_m,minimum_panoramas
Vienna,F037,0.09972253434195519,-0.0015723270440251573,0.001,3.228954307388371,1000,5
Vienna,F038,0.5506177027004394,-0.0015723270440251573,0.001,18.567874147652464,1000,5
Vienna,F039,0.17363807967989928,-0.0015723270440251573,0.001,5.889474957066138,1000,5
Vienna,F040,0.29567229100879977,-0.0015723270440251573,0.001,10.102382802071556,1000,5
Vienna,F041,0.6202708462259292,-0.0015723270440251573,0.001,20.28125303652569,1000,5
Vienna,F042,0.1882380842333912,-0.0015723270440251573,0.001,6.329230820803596,1000,5
Vienna,F043,0.24844892984922184,-0.0015723270440251573,0.001,8.272454143341562,1000,5
Vienna,F044,0.2386019352255455,-0.0015723270440251573,0.001,8.051325314683229,1000,5
Vienna,F045,0.49891097698582515,-0.0015723270440251573,0.001,16.61098635763988,1000,5
Vienna,F046,0.21039891799975874,-0.0015723270440251573,0.001,6.9888991842473915,1000,5
Vienna,F047,0.231986625155352,-0.0015723270440251573,0.001,7.778608804344991,1000,5
Vienna,F048,0.08973209450235299,-0.0015723270440251573,0.003,2.9603395587930192,1000,5
Vienna,F049,0.07341157812120666,-0.0015723270440251573,0.015,2.4548690097378647,1000,5
Vienna,F050,0.16307398857840738,-0.0015723270440251573,0.001,5.163414285845422,1000,5
Vienna,F051,0.1951417792694114,-0.0015723270440251573,0.001,6.586553659361817,1000,5
Vienna,F052,0.44584543767254853,-0.0015723270440251573,0.001,14.017763861833561,1000,5
Vienna,F053,0.10405958901620953,-0.0015723270440251573,0.002,3.521539599348948,1000,5
Vienna,F054,0.24419312305434582,-0.0015723270440251573,0.001,8.290577505730875,1000,5
Vienna,F055,0.12276628030263599,-0.0015723270440251573,0.001,4.222237905390778,1000,5
Vienna,F056,0.4112517753218527,-0.0015723270440251573,0.001,13.836817624755222,1000,5
Vienna,F057,0.3048313545644907,-0.0015723270440251573,0.001,10.397851516458399,1000,5
Vienna,F058,0.3080556595944785,-0.0015723270440251573,0.001,10.651001569470187,1000,5
Vienna,F059,0.1063353452942942,-0.0015723270440251573,0.001,3.5902336767435674,1000,5
Vienna,F060,0.22894456958585122,-0.0015723270440251573,0.001,7.744835898450132,1000,5
Vienna,F061,0.18377658713616932,-0.0015723270440251573,0.001,6.432568011189952,1000,5
Vienna,F062,0.8366448896726393,-0.0015723270440251573,0.001,26.70048490955877,1000,5
Vienna,F063,0.025333733704071364,-0.0015723270440251573,0.357,0.8966305133181097,1000,5
Dhaka,F000,0.05235700169884733,-0.001968503937007874,0.25,1.119981864774747,1000,5
Dhaka,F001,0.2924406859565253,-0.001968503937007874,0.001,6.11865891233611,1000,5
Dhaka,F002,0.17332522057777985,-0.001968503937007874,0.001,3.7618337578509378,1000,5
Dhaka,F003,0.10659586946974879,-0.001968503937007874,0.024,2.278967401373416,1000,5
Dhaka,F004,0.10934124411127741,-0.001968503937007874,0.026,2.341491778671505,1000,5
Dhaka,F005,0.038317992727017455,-0.001968503937007874,0.338,0.8512260049265549,1000,5
Dhaka,F006,0.06805570893233145,-0.001968503937007874,0.134,1.5253960806771174,1000,5
Dhaka,F007,0.41273584219258186,-0.001968503937007874,0.001,8.422978393141262,1000,5
Dhaka,F008,0.239513856817484,-0.001968503937007874,0.001,5.05986726691915,1000,5
Dhaka,F009,0.011881346060055642,-0.001968503937007874,0.773,0.25528902207923654,1000,5
Dhaka,F010,0.3403908870115361,-0.001968503937007874,0.001,6.958218130011606,1000,5
Dhaka,F011,0.07294734788650399,-0.001968503937007874,0.118,1.5622003479440802,1000,5
Dhaka,F012,0.03744016441587844,-0.001968503937007874,0.411,0.8937866579234868,1000,5
Dhaka,F013,0.2034460255919053,-0.001968503937007874,0.001,4.3524173324983435,1000,5
Dhaka,F014,0.07632046832355519,-0.001968503937007874,0.083,1.7993429729194534,1000,5
Dhaka,F015,-0.01845351438619456,-0.001968503937007874,0.736,-0.32757881149046897,1000,5
Dhaka,F016,0.24174095429152445,-0.001968503937007874,0.001,5.2706871950044345,1000,5
Dhaka,F017,0.21970272621527703,-0.001968503937007874,0.001,4.691937862654634,1000,5
Dhaka,F018,0.1384417709856077,-0.001968503937007874,0.007,2.968104164794303,1000,5
Dhaka,F019,0.1497075588393191,-0.001968503937007874,0.002,3.2146800244436475,1000,5
Dhaka,F020,0.28283879280861374,-0.001968503937007874,0.001,5.794543321218453,1000,5
Dhaka,F021,0.13997811410159067,-0.001968503937007874,0.002,3.1891065840403066,1000,5
Dhaka,F022,0.28118105760399414,-0.001968503937007874,0.001,6.011928312094225,1000,5
Dhaka,F023,0.3937078462795046,-0.001968503937007874,0.001,8.441973485108532,1000,5
Dhaka,F024,0.1254758238632888,-0.001968503937007874,0.011,2.5983655182587775,1000,5
Dhaka,F025,0.45091533740517653,-0.001968503937007874,0.001,9.476775336239909,1000,5
Dhaka,F026,-0.01071143299657799,-0.001968503937007874,0.837,-0.1968098776884027,1000,5
Dhaka,F027,0.13114997124492295,-0.001968503937007874,0.006,2.8037555955987172,1000,5
Dhaka,F028,0.3501910143432685,-0.001968503937007874,0.001,7.51380591858448,1000,5
Dhaka,F029,0.17069344739180348,-0.001968503937007874,0.001,3.5761280959367068,1000,5
Dhaka,F030,0.3068024459846377,-0.001968503937007874,0.001,6.4571641809252425,1000,5
Dhaka,F031,0.07457329881367801,-0.001968503937007874,0.102,1.65575162884946,1000,5
Dhaka,F032,-0.013626707117047967,-0.001968503937007874,0.793,-0.21244428377429433,1000,5
Dhaka,F033,0.1957940841520942,-0.001968503937007874,0.001,4.119786479425836,1000,5
Dhaka,F034,0.10875950228590928,-0.001968503937007874,0.02,2.3734274453826614,1000,5
Dhaka,F035,0.28408168337255957,-0.001968503937007874,0.001,5.854806167815704,1000,5
Dhaka,F036,0.10973219515290861,-0.001968503937007874,0.014,2.3681614266061795,1000,5
Dhaka,F037,0.12142742290132047,-0.001968503937007874,0.015,2.5182217161206153,1000,5
Dhaka,F038,0.1953131962040991,-0.001968503937007874,0.001,3.9565111687901102,1000,5
Dhaka,F039,0.09280702502069572,-0.001968503937007874,0.043,1.956663238418962,1000,5
Dhaka,F040,0.13878853800876048,-0.001968503937007874,0.006,2.869183612133793,1000,5
Dhaka,F041,0.27321292540691583,-0.001968503937007874,0.001,5.581434561478118,1000,5
Dhaka,F042,0.11306617268356813,-0.001968503937007874,0.013,2.5154204019786848,1000,5
Dhaka,F043,0.06854813643612669,-0.001968503937007874,0.166,1.3707766338595389,1000,5
Dhaka,F044,0.12124892720903696,-0.001968503937007874,0.008,2.545182766700412,1000,5
Dhaka,F045,0.5867623759873256,-0.001968503937007874,0.001,12.31771812355535,1000,5
Dhaka,F046,0.09549911934395801,-0.001968503937007874,0.048,2.041360510069822,1000,5
Dhaka,F047,0.09529910788458143,-0.001968503937007874,0.043,1.9898720853997767,1000,5
Dhaka,F048,0.055919303848710286,-0.001968503937007874,0.176,1.2940018244553475,1000,5
Dhaka,F049,0.0576084547547549,-0.001968503937007874,0.237,1.1849036354774463,1000,5
Dhaka,F050,0.13630257364393397,-0.001968503937007874,0.004,2.955854008845863,1000,5
Dhaka,F051,0.1113411935542282,-0.001968503937007874,0.019,2.411018962828913,1000,5
Dhaka,F052,0.013450854403010422,-0.001968503937007874,0.769,0.31734836127445487,1000,5
Dhaka,F053,0.40794579416414073,-0.001968503937007874,0.001,8.75405660335658,1000,5
Dhaka,F054,0.1872135575594029,-0.001968503937007874,0.001,3.9105342395096683,1000,5
Dhaka,F055,0.07419147428627736,-0.001968503937007874,0.093,1.7468744828765703,1000,5
Dhaka,F056,0.17887031688605134,-0.001968503937007874,0.001,3.718639934684382,1000,5
Dhaka,F057,0.2927509319145433,-0.001968503937007874,0.001,6.207975085588423,1000,5
Dhaka,F058,0.13121529579687402,-0.001968503937007874,0.005,2.8313098173857183,1000,5
Dhaka,F059,0.008239535076004476,-0.001968503937007874,0.828,0.19734128608826926,1000,5
Dhaka,F060,0.06223657499353892,-0.001968503937007874,0.169,1.362132500471888,1000,5
Dhaka,F061,0.14959834545886064,-0.001968503937007874,0.009,3.125785848803314,1000,5
Dhaka,F062,0.1919677464045558,-0.001968503937007874,0.003,4.057621198024667,1000,5
Dhaka,F063,0.32764697503543716,-0.001968503937007874,0.002,6.838199908491993,1000,5
SaoPaulo,F000,0.14103473192385507,-0.001004016064257028,0.001,4.9992675775976165,1000,5
SaoPaulo,F001,0.08306962451401936,-0.001004016064257028,0.007,2.710209225321695,1000,5
SaoPaulo,F002,0.015501510171660701,-0.001004016064257028,0.629,0.5771865017745703,1000,5
SaoPaulo,F003,0.037078539369879454,-0.001004016064257028,0.209,1.3423232548285602,1000,5
SaoPaulo,F004,0.1631308482297142,-0.001004016064257028,0.001,5.322199232204568,1000,5
SaoPaulo,F005,0.008244623424036484,-0.001004016064257028,0.769,0.27386500805815345,1000,5
SaoPaulo,F006,0.05606017987830184,-0.001004016064257028,0.058,1.9016613371591227,1000,5
SaoPaulo,F007,0.029510424990148946,-0.001004016064257028,0.299,1.0396573646912084,1000,5
SaoPaulo,F008,0.19332315560766317,-0.001004016064257028,0.001,6.427552061022966,1000,5
SaoPaulo,F009,0.07956819515671248,-0.001004016064257028,0.009,2.683661998827656,1000,5
