gene,class,prevalence_n_cities,category,label,top_city,top_city_zh,top_share,top_lift_vs_global_mean,min_share_across_12,max_share,city_specificity_0to1,city_entropy_bits,present_cities_by_share,share_HongKong,share_Singapore,share_Amsterdam,share_CapeTown,share_Paris,share_SaoPaulo,share_MexicoCity,share_Sydney,share_Jakarta,share_Dhaka,share_NewDelhi,share_Manila,lift_HongKong,lift_Singapore,lift_Amsterdam,lift_CapeTown,lift_Paris,lift_SaoPaulo,lift_MexicoCity,lift_Sydney,lift_Jakarta,lift_Dhaka,lift_NewDelhi,lift_Manila
169,city_unique_1city,1,单城独有,单城独有,Amsterdam,阿姆斯特丹,0.001323341836734694,7.407040158651462,7.4404761904761905e-06,0.001323341836734694,0.46759633387554556,1.9086471783026355,Amsterdam,2.232142857142857e-05,0.000390093537414966,0.001323341836734694,6.058673469387755e-05,0.00014774659863945577,1.8069727891156464e-05,7.440476190476191e-05,1.8069727891156464e-05,3.295068027210884e-05,2.9761904761904762e-05,1.913265306122449e-05,7.4404761904761905e-06,0.12493802677243429,2.183440753594447,7.407040158651462,0.3391175012394645,0.8269707486365888,0.10114030738720872,0.4164600892414477,0.10114030738720872,0.18443232523549824,0.16658403569657906,0.1070897372335151,0.041646008924144766
170,pair_specific_2cities,2,双城特异,双城特异,Jakarta,雅加达,0.001284013605442177,5.031586254772648,0.0,0.001284013605442177,0.38765295224146623,2.1952412036416504,Jakarta|Manila,3.082482993197279e-05,1.3818027210884354e-05,0.0,1.3818027210884354e-05,4.251700680272109e-06,1.4880952380952381e-05,0.00027104591836734694,0.0,0.001284013605442177,0.0002072704081632653,0.00045599489795918367,0.0007663690476190476,0.1207913918778202,0.054147865324540086,0.0,0.054147865324540086,0.016660881638320028,0.05831308573412009,1.0621312044429017,0.0,5.031586254772648,0.8122179798681013,1.786879555709823,3.0031239153071847
171,accessory_6to8cities,6,辅助型 6-8城,辅助型 6-8城,NewDelhi,新德里,0.00957376700680272,4.31283667850445,1.8069727891156464e-05,0.00957376700680272,0.38664925573321307,2.198839417985843,HongKong|MexicoCity|Jakarta|Dhaka|NewDelhi|Manila,0.0012478741496598639,0.00020620748299319728,0.00011160714285714285,6.377551020408164e-05,5.9523809523809524e-05,0.00019026360544217687,0.001128826530612245,1.8069727891156464e-05,0.0036617772108843536,0.009530187074829931,0.00957376700680272,0.0008460884353741496,0.5621483580064643,0.09289334024979053,0.050277323331072196,0.02872989904632697,0.026814572443238503,0.08571086548820879,0.5085192131199874,0.008140138063125975,1.64957503690994,4.293204580822793,4.31283667850445,0.3811499940146044
172,regional_3to5cities,4,区域型 3-5城,区域型 3-5城,Amsterdam,阿姆斯特丹,0.001560374149659864,3.2579988903273533,7.4404761904761905e-06,0.001560374149659864,0.1576499846761702,3.019793217417821,HongKong|Singapore|Amsterdam|Paris,0.0006855867346938775,0.0008131377551020408,0.001560374149659864,0.00017538265306122448,0.0010119047619047618,0.0003784013605442177,0.00023915816326530612,0.00032738095238095237,7.4404761904761905e-06,0.0003369472789115646,0.0001094812925170068,0.00010204081632653062,1.431477714074348,1.697799149250971,3.2579988903273533,0.36619197336785647,2.1128167190678746,0.7900869243573145,0.4993526909561679,0.6835583502866653,0.01553541705196967,0.7035324579249121,0.22859256519326795,0.2130571481412983
173,pair_specific_2cities,2,双城特异,双城特异,HongKong,香港,0.008735119047619047,10.749509483322434,0.0,0.008735119047619047,0.8148038821229799,0.6639211378682518,HongKong|SaoPaulo,0.008735119047619047,0.00017644557823129253,0.0,2.1258503401360544e-06,0.0,0.0005112670068027211,0.0002572278911564626,6.483843537414966e-05,0.0,0.0,0.0,4.251700680272109e-06,10.749509483322434,0.21713538260300855,0.0,0.002616088947024199,0.0,0.6291693917593199,0.3165467625899281,0.07979071288423807,0.0,0.0,0.0,0.005232177894048398
174,near_core_9to11cities,10,近核心 9-11城,近核心 9-11城,Jakarta,雅加达,0.008712797619047618,2.67875816993464,0.0001721938775510204,0.008712797619047618,0.13615922991167762,3.0968367673607213,HongKong|Singapore|Amsterdam|Paris|SaoPaulo|MexicoCity|Jakarta|Dhaka|NewDelhi|Manila,0.002619047619047619,0.0026700680272108844,0.0008173894557823129,0.00035714285714285714,0.0008896683673469388,0.0032886904761904763,0.007722151360544218,0.0001721938775510204,0.008712797619047618,0.0047544642857142855,0.002616921768707483,0.004410076530612245,0.8052287581699346,0.8209150326797385,0.2513071895424836,0.10980392156862744,0.27352941176470585,1.011111111111111,2.3741830065359473,0.05294117647058823,2.67875816993464,1.4617647058823526,0.8045751633986927,1.3558823529411763
175,accessory_6to8cities,7,辅助型 6-8城,辅助型 6-8城,Paris,巴黎,0.0014030612244897958,1.967213114754098,2.9761904761904762e-05,0.0014030612244897958,0.09805697037271355,3.2334319390006527,Amsterdam|Paris|SaoPaulo|MexicoCity|Sydney|NewDelhi|Manila,0.0003720238095238095,0.0003241921768707483,0.001327593537414966,0.0002380952380952381,0.0014030612244897958,0.0012383078231292517,0.0012712585034013605,0.0009640731292517007,0.00028698979591836737,2.9761904761904762e-05,0.0005293367346938775,0.0005739795918367347,0.5216095380029806,0.45454545454545453,1.8614008941877793,0.3338301043219076,1.967213114754098,1.736214605067064,1.7824143070044707,1.3517138599105811,0.40238450074515647,0.04172876304023845,0.7421758569299551,0.8047690014903129
176,unused,0,未使用,未使用,SaoPaulo,圣保罗,0.0003720238095238095,1.2935016938712658,0.00013073979591836734,0.0003720238095238095,0.013371778253329691,3.5370251771150105,,0.0003178146258503401,0.0002508503401360544,0.00023065476190476191,0.00019770408163265307,0.0003125,0.0003720238095238095,0.00036989795918367346,0.00013073979591836734,0.00029017857142857144,0.0002880527210884354,0.00036352040816326533,0.00032738095238095237,1.1050200184785957,0.8721897135817678,0.8019710502001849,0.6874037573144441,1.0865414228518633,1.2935016938712658,1.2861102556205728,0.45457345241761626,1.0089313212195874,1.0015398829688944,1.263935940868494,1.1382814906067138
177,accessory_6to8cities,7,辅助型 6-8城,辅助型 6-8城,Paris,巴黎,0.001090561224489796,1.7306719145347202,9.141156462585034e-05,0.001090561224489796,0.061022881050432076,3.3661977604693893,HongKong|Amsterdam|Paris|SaoPaulo|MexicoCity|Sydney|NewDelhi,0.000546343537414966,0.00039221938775510203,0.0010257227891156463,0.00032738095238095237,0.001090561224489796,0.0009948979591836735,0.0008737244897959183,0.0009502551020408163,0.00025510204081632655,9.141156462585034e-05,0.0006175595238095238,0.00039647108843537417,0.8670227719988753,0.6224346359291537,1.6277762159122855,0.5195389373067191,1.7306719145347202,1.5788585886983413,1.3865617093055944,1.5080123699746977,0.40483553556367724,0.14506606691031768,0.980039359010402,0.629181894855215
178,city_unique_1city,1,单城独有,单城独有,HongKong,香港,0.0019557823129251702,10.866141732283463,0.0,0.0019557823129251702,0.8300168943715841,0.6093830594339944,HongKong,0.0019557823129251702,8.290816326530613e-05,9.247448979591836e-05,2.1258503401360544e-06,4.251700680272109e-06,3.1887755102040818e-06,0.0,0.0,1.8069727891156464e-05,0.0,1.0629251700680272e-06,0.0,10.866141732283463,0.4606299212598425,0.513779527559055,0.011811023622047242,0.023622047244094484,0.017716535433070862,0.0,0.0,0.10039370078740156,0.0,0.005905511811023621,0.0
179,accessory_6to8cities,6,辅助型 6-8城,辅助型 6-8城,Dhaka,达卡,0.0014019982993197279,2.9414606950380966,7.653061224489796e-05,0.0014019982993197279,0.12081001258342672,3.15186313589792,HongKong|MexicoCity|Jakarta|Dhaka|NewDelhi|Manila,0.000507015306122449,0.0004655612244897959,0.00019026360544217687,7.865646258503401e-05,0.00016262755102040816,0.0001211734693877551,0.0005516581632653061,7.653061224489796e-05,0.0007684948979591837,0.0014019982993197279,0.0006653911564625851,0.0007302295918367347,1.0637427987362944,0.9767701170786098,0.39918230812116706,0.16502508827355508,0.3412005203493774,0.25422783869169296,1.157405686675339,0.16056495075264818,1.6123397138078424,2.9414606950380966,1.396023044043858,1.532057238431518
180,unused,0,未使用,未使用,Jakarta,雅加达,7.759353741496599e-05,4.866666666666667,0.0,7.759353741496599e-05,0.41208544485513965,2.1076516338224844,,1.16921768707483e-05,7.4404761904761905e-06,0.0,0.0,2.1258503401360544e-06,2.1258503401360544e-06,0.0,0.0,7.759353741496599e-05,5.9523809523809524e-05,2.1258503401360544e-06,2.8698979591836733e-05,0.7333333333333335,0.46666666666666673,0.0,0.0,0.13333333333333336,0.13333333333333336,0.0,0.0,4.866666666666667,3.733333333333334,0.13333333333333336,1.8
181,near_core_9to11cities,11,近核心 9-11城,近核心 9-11城,SaoPaulo,圣保罗,0.00486500850340136,1.7774182065305328,0.00035820578231292516,0.00486500850340136,0.05628206898314758,3.3831933939535705,HongKong|Singapore|Amsterdam|CapeTown|Paris|SaoPaulo|MexicoCity|Sydney|Jakarta|Dhaka|Manila,0.0016496598639455782,0.00367984693877551,0.002388392857142857,0.003592687074829932,0.002799744897959184,0.00486500850340136,0.002885841836734694,0.003554421768707483,0.0021003401360544217,0.0006547619047619047,0.00035820578231292516,0.0043165391156462585,0.6026989417818194,1.3444225105983625,0.8725931199637552,1.3125788809423642,1.0228795184621857,1.7774182065305328,1.0543348111711595,1.298598750849487,0.7673538073201513,0.23921555936701075,0.13086955114721205,1.577036341865959
182,pair_specific_2cities,2,双城特异,双城特异,Dhaka,达卡,0.0013690476190476191,5.391001046389955,2.1258503401360544e-06,0.0013690476190476191,0.40812122476718615,2.121863214182403,Dhaka|NewDelhi,7.653061224489796e-05,3.1887755102040818e-06,5.102040816326531e-05,2.1258503401360544e-06,2.1258503401360544e-06,7.121598639455782e-05,6.802721088435374e-05,2.1258503401360544e-06,0.00015093537414965987,0.0013690476190476191,0.0009088010204081632,0.0003422619047619048,0.30136030694105337,0.012556679455877224,0.2009068712940356,0.008371119637251482,0.008371119637251482,0.2804325078479247,0.26787582839204743,0.008371119637251482,0.5943494942448553,5.391001046389955,3.5786536449250086,1.3477502615974888
183,accessory_6to8cities,8,辅助型 6-8城,辅助型 6-8城,MexicoCity,墨西哥城,0.0009034863945578232,1.5414840562188301,0.00040497448979591834,0.0009034863945578232,0.014243176328039509,3.5339012476939753,CapeTown|Paris|SaoPaulo|MexicoCity|Sydney|Jakarta|Dhaka|NewDelhi,0.00046875,0.0004644982993197279,0.00043579931972789114,0.000780187074829932,0.0005197704081632654,0.0006409438775510204,0.0009034863945578232,0.0005027636054421769,0.0008428996598639455,0.0005537840136054422,0.0005155187074829932,0.00040497448979591834,0.7997581985794165,0.7925041559619161,0.7435393682937886,1.331116820311319,0.8868067099894211,1.0935469245881817,1.5414840562188301,0.8577905395194196,1.4381139489194497,0.9448390509294241,0.8795526673719206,0.6909475593169109
184,regional_3to5cities,3,区域型 3-5城,区域型 3-5城,Paris,巴黎,0.0034056122448979593,5.239574816026165,1.0629251700680272e-06,0.0034056122448979593,0.39090648758630187,2.183577401435644,Amsterdam|Paris|SaoPaulo,0.00010841836734693877,0.00010097789115646258,0.0022842261904761907,0.0002859268707482993,0.0034056122448979593,0.0008482142857142857,0.0003858418367346939,0.00035076530612244896,1.0629251700680272e-06,5.314625850340136e-06,1.0629251700680271e-05,1.2755102040816327e-05,0.1668029435813573,0.1553556827473426,3.5143090760425184,0.43990188062142266,5.239574816026165,1.3049877350776777,0.5936222403924776,0.5396565821749795,0.0016353229762878167,0.008176614881439084,0.016353229762878167,0.019623875715453803
185,unused,0,未使用,未使用,Paris,巴黎,0.00016156462585034014,3.328467153284672,0.0,0.00016156462585034014,0.23594641753938062,2.73910344166298,,2.1258503401360544e-06,0.0,2.9761904761904762e-05,1.594387755102041e-05,0.00016156462585034014,2.1258503401360544e-06,8.928571428571429e-05,0.0,9.247448979591836e-05,6.164965986394558e-05,0.0001052295918367347,2.232142857142857e-05,0.043795620437956206,0.0,0.6131386861313869,0.3284671532846716,3.328467153284672,0.043795620437956206,1.8394160583941606,0.0,1.905109489051095,1.27007299270073,2.167883211678832,0.45985401459854014
186,near_core_9to11cities,10,近核心 9-11城,近核心 9-11城,SaoPaulo,圣保罗,0.0032344812925170067,1.9241226683528292,4.0391156462585035e-05,0.0032344812925170067,0.09416246372418158,3.247393599294449,HongKong|Singapore|CapeTown|Paris|SaoPaulo|MexicoCity|Jakarta|Dhaka|NewDelhi|Manila,0.0005017006802721088,0.0011766581632653061,4.0391156462585035e-05,0.0021683673469387755,0.0009778911564625851,0.0032344812925170067,0.0019759778911564627,0.0001913265306122449,0.0022587159863945577,0.0025127551020408165,0.002662627551020408,0.0024713010204081634,0.29845083781220355,0.6999683844451469,0.024027821688270626,1.2899146380018967,0.5817262092949731,1.9241226683528292,1.1754663294340815,0.11381599747075559,1.3436610812519756,1.494783433449257,1.5839392981346818,1.4701233006639265
187,regional_3to5cities,4,区域型 3-5城,区域型 3-5城,Manila,马尼拉,0.002589285714285714,3.3430924062214085,0.0,0.002589285714285714,0.23452010291214698,2.7442167261158428,HongKong|Jakarta|Dhaka|Manila,0.0019047619047619048,0.00031462585034013605,0.0003443877551020408,3.7202380952380956e-05,0.00020195578231292516,0.0003422619047619048,0.00010841836734693877,0.0,0.0014317602040816327,0.0017474489795918367,0.00027210884353741496,0.002589285714285714,2.4592863677950594,0.40622140896614817,0.44464775846294596,0.04803293687099725,0.26075022872827075,0.4419030192131747,0.13998170173833485,0.0,1.8485818847209514,2.256175663311985,0.35132662397072273,3.3430924062214085
188,city_unique_1city,1,单城独有,单城独有,Amsterdam,阿姆斯特丹,0.005497448979591837,9.637267080745342,0.0,0.005497448979591837,0.6505246836995149,1.252855903864904,Amsterdam,6.3775510204081635e-06,6.802721088435374e-05,0.005497448979591837,0.0002380952380952381,0.000234906462585034,1.594387755102041e-05,0.00012648809523809523,7.971938775510203e-05,0.0,0.00014774659863945577,0.00041241496598639455,1.8069727891156464e-05,0.011180124223602487,0.11925465838509318,9.637267080745342,0.4173913043478261,0.4118012422360249,0.02795031055900622,0.22173913043478263,0.13975155279503107,0.0,0.25900621118012424,0.7229813664596274,0.03167701863354038
189,city_unique_1city,1,单城独有,单城独有,Dhaka,达卡,0.0029953231292517007,11.961796957905907,0.0,0.0029953231292517007,0.9913544711894327,0.03099389658478826,Dhaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029953231292517007,9.566326530612244e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.961796957905907,0.03820304209409267,0.0
190,regional_3to5cities,3,区域型 3-5城,区域型 3-5城,NewDelhi,新德里,0.015440051020408163,6.485545261747963,0.0,0.015440051020408163,0.6192767179818315,1.3648786891866196,Dhaka|NewDelhi|Manila,3.7202380952380956e-05,4.1454081632653064e-05,0.0,0.0,0.0,0.00024022108843537414,0.00011479591836734693,0.0,0.00023384353741496598,0.01134141156462585,0.015440051020408163,0.0011192602040816326,0.01562674405625628,0.017412657662685568,0.0,0.0,0.0,0.10090411876325482,0.0482196673735908,0.0,0.09822524835361089,4.763924545150128,6.485545261747963,0.4701417568925103
191,city_unique_1city,1,单城独有,单城独有,CapeTown,开普敦,0.008366284013605443,11.727340451949344,0.0,0.008366284013605443,0.940742868739532,0.21243459346908944,CapeTown,2.1258503401360544e-06,1.0629251700680272e-06,6.3775510204081635e-06,0.008366284013605443,1.4880952380952381e-05,9.566326530612244e-06,7.971938775510203e-05,3.401360544217687e-05,1.16921768707483e-05,0.0,1.0629251700680272e-06,3.401360544217687e-05,0.0029798857710454435,0.0014899428855227217,0.008939657313136331,11.727340451949344,0.020859200397318103,0.013409485969704494,0.11174571641420412,0.047678172336727095,0.01638937174074994,0.0,0.0014899428855227217,0.047678172336727095
192,pair_specific_2cities,2,双城特异,双城特异,Sydney,悉尼,0.0008354591836734694,2.2569992821249105,0.00013924319727891157,0.0008354591836734694,0.04754017080603268,3.41453277110365,Paris|Sydney,0.00044961734693877553,0.000311437074829932,0.0002189625850340136,0.00020939625850340137,0.0005729166666666667,0.0002104591836734694,0.00013924319727891157,0.0008354591836734694,0.00037733843537414967,0.00047831632653061223,0.00025191326530612243,0.0003869047619047619,1.2146446518305816,0.8413496051687007,0.5915290739411343,0.5656855707106964,1.5477386934673367,0.5685570710696339,0.3761665470208184,2.2569992821249105,1.0193826274228286,1.2921751615218953,0.6805455850681982,1.0452261306532664
193,accessory_6to8cities,8,辅助型 6-8城,辅助型 6-8城,Sydney,悉尼,0.001636904761904762,2.175141242937853,0.0001796343537414966,0.001636904761904762,0.05819906467956726,3.3763210362678624,Singapore|CapeTown|SaoPaulo|MexicoCity|Sydney|Jakarta|Dhaka|Manila,0.0004602465986394558,0.0012138605442176872,0.0001796343537414966,0.0010491071428571429,0.00025191326530612243,0.0007844387755102041,0.0009428146258503401,0.001636904761904762,0.0008673469387755102,0.0006430697278911564,0.00044855442176870746,0.0005527210884353742,0.6115819209039548,1.612994350282486,0.2387005649717514,1.3940677966101696,0.3347457627118644,1.042372881355932,1.252824858757062,2.175141242937853,1.152542372881356,0.8545197740112994,0.596045197740113,0.7344632768361582
194,unused,0,未使用,未使用,Jakarta,雅加达,0.0002561649659863946,2.9153225806451615,0.0,0.0002561649659863946,0.16454586383431669,2.995071749226361,,6.590136054421768e-05,9.566326530612244e-06,2.33843537414966e-05,2.657312925170068e-05,2.232142857142857e-05,0.00011585884353741497,7.440476190476191e-05,0.0,0.0002561649659863946,0.0002030187074829932,0.00014774659863945577,0.0001094812925170068,0.75,0.10887096774193548,0.26612903225806456,0.3024193548387097,0.2540322580645161,1.3185483870967742,0.8467741935483872,0.0,2.9153225806451615,2.310483870967742,1.6814516129032258,1.2459677419354838
195,accessory_6to8cities,8,辅助型 6-8城,辅助型 6-8城,NewDelhi,新德里,0.0019196428571428572,2.2822240943555188,0.0003252551020408163,0.0019196428571428572,0.058099184000117376,3.3766791047582365,HongKong|Singapore|Paris|MexicoCity|Sydney|Dhaka|NewDelhi|Manila,0.0008386479591836734,0.00148703231292517,0.00044749149659863944,0.0003252551020408163,0.0008078231292517006,0.00036883503401360544,0.0005707908163265306,0.0012542517006802721,0.0004953231292517007,0.0009651360544217688,0.0019196428571428572,0.0006133078231292517,0.9970513900589724,1.7679022746419548,0.5320134793597305,0.38668913226621743,0.9604043807919125,0.43850042122999167,0.6786015164279698,1.4911541701769169,0.5888795282224095,1.1474304970513904,2.2822240943555188,0.7291491154170179
196,near_core_9to11cities,10,近核心 9-11城,近核心 9-11城,SaoPaulo,圣保罗,0.0010799319727891157,1.5120922733473894,0.00033907312925170066,0.0010799319727891157,0.022489069879427004,3.5043400285273125,HongKong|Singapore|Amsterdam|Paris|SaoPaulo|MexicoCity|Sydney|Jakarta|Dhaka|Manila,0.0006898384353741496,0.0007876275510204082,0.0005622874149659863,0.00033907312925170066,0.0010321003401360545,0.0010799319727891157,0.0010310374149659863,0.0005559098639455782,0.0006675170068027211,0.0005112670068027211,0.0004400510204081633,0.0008737244897959183,0.965893587994543,1.1028153292819052,0.7873000124023316,0.4747612551159618,1.4451196825003103,1.5120922733473894,1.4436314027037083,0.7783703336227211,0.934639712265906,0.7158625821654472,0.6161478357931292,1.2233659928066476
197,city_unique_1city,1,单城独有,单城独有,MexicoCity,墨西哥城,0.00078125,4.133083411433927,2.1258503401360544e-06,0.00078125,0.2792378391822129,2.583905318470518,MexicoCity,5.314625850340136e-05,1.16921768707483e-05,3.1887755102040818e-06,2.4447278911564625e-05,2.1258503401360544e-06,0.00013180272108843536,0.00078125,9.566326530612244e-06,0.00017857142857142857,0.0004995748299319728,0.0002763605442176871,0.00029655612244897957,0.2811621368322399,0.061855670103092786,0.016869728209934397,0.12933458294283035,0.011246485473289596,0.6972820993439549,4.133083411433927,0.05060918462980318,0.944704779756326,2.642924086223055,1.4620431115276478,1.5688847235238985
198,near_core_9to11cities,9,近核心 9-11城,近核心 9-11城,CapeTown,开普敦,0.0014413265306122448,1.679256965944272,0.0004017857142857143,0.0014413265306122448,0.04121284471834663,3.4372159978578396,HongKong|Singapore|Amsterdam|CapeTown|Paris|SaoPaulo|MexicoCity|Jakarta|Manila,0.0011639030612244899,0.0012000425170068027,0.0012670068027210884,0.0014413265306122448,0.0014147534013605441,0.0007217261904761905,0.0005527210884353742,0.0004772534013605442,0.0005739795918367347,0.0004017857142857143,0.0004102891156462585,0.0006749574829931973,1.3560371517027863,1.398142414860681,1.4761609907120739,1.679256965944272,1.6482972136222906,0.8408668730650153,0.6439628482972135,0.5560371517027862,0.6687306501547987,0.46811145510835905,0.4780185758513931,0.786377708978328
199,city_unique_1city,1,单城独有,单城独有,Paris,巴黎,0.008634141156462586,11.960245398773004,0.0,0.008634141156462586,0.9902941390175006,0.03479514765947267,Paris,0.0,1.0629251700680272e-06,0.0,4.251700680272109e-06,0.008634141156462586,0.0,0.0,2.33843537414966e-05,0.0,0.0,0.0,0.0,0.0,0.0014723926380368095,0.0,0.005889570552147238,11.960245398773004,0.0,0.0,0.032392638036809814,0.0,0.0,0.0,0.0
200,near_core_9to11cities,10,近核心 9-11城,近核心 9-11城,NewDelhi,新德里,0.0056515731292517005,2.335431918008785,8.397108843537415e-05,0.0056515731292517005,0.136889264107526,3.0942196221443607,HongKong|Singapore|CapeTown|Paris|SaoPaulo|MexicoCity|Jakarta|Dhaka|NewDelhi|Manila,0.001017219387755102,0.0005378401360544218,0.00016156462585034014,0.0011054421768707484,0.0014306972789115647,0.0035767431972789114,0.00509141156462585,8.397108843537415e-05,0.004266581632653061,0.0025744047619047617,0.0056515731292517005,0.0035416666666666665,0.42035139092240126,0.22225475841874087,0.06676427525622255,0.45680819912152276,0.5912152269399709,1.478038067349927,2.1039531478770135,0.03469985358711567,1.7631039531478772,1.063836017569546,2.335431918008785,1.4635431918008786
201,unused,0,未使用,未使用,Jakarta,雅加达,0.0002859268707482993,5.012422360248446,0.0,0.0002859268707482993,0.5526771950548864,1.6036354814456362,,0.0,0.0,0.0,0.0,0.0,0.0,1.2755102040816327e-05,0.0,0.0002859268707482993,0.0002657312925170068,0.0,0.00012011054421768707,0.0,0.0,0.0,0.0,0.0,0.0,0.2236024844720497,0.0,5.012422360248446,4.658385093167702,0.0,2.105590062111801
202,city_unique_1city,1,单城独有,单城独有,NewDelhi,新德里,0.0007684948979591837,1.8598070739549837,0.00014987244897959184,0.0007684948979591837,0.024059273594089547,3.498710907091754,NewDelhi,0.00044961734693877553,0.0004230442176870748,0.00014987244897959184,0.0004953231292517007,0.00032100340136054424,0.0004974489795918367,0.0003677721088435374,0.0002816751700680272,0.00036352040816326533,0.0003720238095238095,0.0007684948979591837,0.00046875,1.0881028938906752,1.0237942122186494,0.36270096463022505,1.1987138263665593,0.7768488745980707,1.2038585209003214,0.8900321543408359,0.6816720257234725,0.8797427652733119,0.9003215434083599,1.8598070739549837,1.1344051446945336
203,unused,0,未使用,未使用,SaoPaulo,圣保罗,0.000275297619047619,1.9220779220779218,2.1258503401360543e-05,0.000275297619047619,0.07302447581858418,3.323172493276713,,7.759353741496599e-05,7.01530612244898e-05,0.00018920068027210884,7.440476190476191e-05,0.00026785714285714287,0.000275297619047619,0.00018494897959183673,0.0002264030612244898,5.7397959183673466e-05,2.1258503401360543e-05,0.00017750850340136055,9.672619047619048e-05,0.5417439703153989,0.4897959183673469,1.320964749536178,0.5194805194805195,1.8701298701298703,1.9220779220779218,1.2912801484230054,1.5807050092764379,0.4007421150278293,0.1484230055658627,1.2393320964749537,0.6753246753246753
204,regional_3to5cities,3,区域型 3-5城,区域型 3-5城,Paris,巴黎,0.0025584608843537415,5.211836881992061,5.5272108843537416e-05,0.0025584608843537415,0.2603467960523759,2.65162899969049,HongKong|Amsterdam|Paris,0.0009428146258503401,0.00019345238095238096,0.0008173894557823129,0.00029655612244897957,0.0025584608843537415,0.00030293367346938776,0.0001094812925170068,0.0002380952380952381,0.00013924319727891157,5.5272108843537416e-05,0.00011160714285714285,0.0001254251700680272,1.9206062793215444,0.3940815590039697,1.6651028509563333,0.6041140382533381,5.211836881992061,0.6171057380007217,0.22302417899675203,0.48502345723565493,0.2836521111512089,0.11259473114399134,0.22735474557921326,0.25550342836521106
205,near_core_9to11cities,9,近核心 9-11城,近核心 9-11城,HongKong,香港,0.030109481292517008,4.065541615337695,1.0629251700680272e-06,0.030109481292517008,0.32393626846086365,2.4236631256654184,HongKong|Singapore|SaoPaulo|MexicoCity|Sydney|Jakarta|Dhaka|NewDelhi|Manila,0.030109481292517008,0.004765093537414966,0.0002444727891156463,0.0001519982993197279,1.0629251700680272e-06,0.0006111819727891157,0.013850977891156463,0.0016943027210884355,0.009625850340136055,0.002619047619047619,0.0005017006802721088,0.024697066326530612,4.065541615337695,0.6434081639975601,0.03301001064453242,0.0205236153137745,0.0001435217854110105,0.08252502661133104,1.870232385690878,0.22877372594515075,1.2997332886821111,0.3536376792527299,0.06774228271399696,3.334728684024829
206,regional_3to5cities,5,区域型 3-5城,区域型 3-5城,Dhaka,达卡,0.0015061649659863945,2.942886812045691,0.00010097789115646258,0.0015061649659863945,0.12627236307648448,3.1322808142145124,HongKong|Jakarta|Dhaka|NewDelhi|Manila,0.0007716836734693878,0.00026785714285714287,0.0002859268707482993,0.00010097789115646258,0.00036989795918367346,0.00010416666666666667,0.00022002551020408164,0.0001052295918367347,0.0010119047619047618,0.0015061649659863945,0.0007270408163265307,0.0006707057823129251,1.5077881619937696,0.5233644859813085,0.5586708203530634,0.19730010384215993,0.7227414330218069,0.20353063343717553,0.4299065420560748,0.20560747663551404,1.9771547248182761,2.942886812045691,1.4205607476635516,1.3104880581516096
207,unused,0,未使用,未使用,NewDelhi,新德里,0.000273171768707483,2.5915966386554623,1.2755102040816327e-05,0.000273171768707483,0.13120145333751576,3.1146102104660454,,0.00019026360544217687,0.00020089285714285714,1.913265306122449e-05,0.00011585884353741497,1.2755102040816327e-05,0.00019345238095238096,9.141156462585034e-05,5.8460884353741495e-05,3.188775510204082e-05,2.5510204081632654e-05,0.000273171768707483,5.208333333333334e-05,1.8050420168067227,1.9058823529411766,0.1815126050420168,1.0991596638655463,0.12100840336134455,1.835294117647059,0.8672268907563027,0.5546218487394958,0.3025210084033614,0.2420168067226891,2.5915966386554623,0.4941176470588236
