city_a,city_b,composition_similarity,cooccurrence_similarity,pattern
Moscow,Johannesburg,0.935120841715635,0.48067324433955116,low_composition_high_cooccurrence
Moscow,Seoul,0.9508771485092415,0.4341533101293431,high_both
Moscow,Taipei,0.9606634384745246,0.42507791912021675,high_both
Moscow,Bangkok,0.9583651950664239,0.3669623347183643,high_both
Moscow,Istanbul,0.9399126527087942,0.357369198332414,low_both
Moscow,London,0.9567618414111634,0.3760084230608449,high_both
Moscow,LosAngeles,0.9184060515839748,0.4154750879581164,low_composition_high_cooccurrence
Moscow,NewYorkCity,0.9567901517177654,0.3716651977451032,high_both
Singapore,CapeTown,0.9149501378890857,0.43220958418617494,low_composition_high_cooccurrence
Singapore,Johannesburg,0.9405984773690319,0.4490102219552906,low_composition_high_cooccurrence
Singapore,Seoul,0.9494644999637408,0.36292467899178027,high_both
Singapore,Taipei,0.9700131058665477,0.3848539600945617,high_both
Singapore,Bangkok,0.9563624692340891,0.27862364780744153,high_composition_low_cooccurrence
Singapore,Istanbul,0.9160842835945096,0.32529219904645923,low_both
Singapore,London,0.9466479242103183,0.2900046159523893,high_composition_low_cooccurrence
Singapore,LosAngeles,0.9199261823994959,0.388496359741361,low_composition_high_cooccurrence
Singapore,NewYorkCity,0.9421289264152366,0.3167957287368279,high_composition_low_cooccurrence
CapeTown,Johannesburg,0.9811770254547889,0.664285267389776,high_both
CapeTown,Seoul,0.9252008756615613,0.4087122600614063,low_composition_high_cooccurrence
CapeTown,Taipei,0.9353231754335997,0.38887634947907185,low_composition_high_cooccurrence
CapeTown,Bangkok,0.9447647849232647,0.35484048787346406,high_composition_low_cooccurrence
CapeTown,Istanbul,0.9308349080966845,0.38673204189513566,low_composition_high_cooccurrence
CapeTown,London,0.9120306954215749,0.3544052551278299,low_both
CapeTown,LosAngeles,0.9728847323506952,0.48770571931602064,high_both
CapeTown,NewYorkCity,0.9252423782400262,0.379085486950749,low_composition_high_cooccurrence
Johannesburg,Seoul,0.9182114851612694,0.35187906502452715,low_both
Johannesburg,Taipei,0.9347358407226495,0.33880912130087,low_both
Johannesburg,Bangkok,0.9510079406179984,0.36195656596844095,high_both
Johannesburg,Istanbul,0.9208407344334194,0.3715525825126959,low_composition_high_cooccurrence
Johannesburg,London,0.9330774411463556,0.39031986257256507,low_composition_high_cooccurrence
Johannesburg,LosAngeles,0.9612188306906906,0.4834192701476582,high_both
Johannesburg,NewYorkCity,0.9286663948294392,0.38719003355432385,low_composition_high_cooccurrence
Seoul,Taipei,0.9850624866437646,0.6227241713060148,high_both
Seoul,Bangkok,0.9589110557700857,0.43546716903161803,high_both
Seoul,Istanbul,0.9728207520872151,0.5669748491236727,high_both
Seoul,London,0.9423423227423035,0.3554893798545937,high_composition_low_cooccurrence
Seoul,LosAngeles,0.9392966266796641,0.3337895266998981,low_both
Seoul,NewYorkCity,0.9654702332206839,0.3579818166528788,high_composition_low_cooccurrence
Taipei,Bangkok,0.9735235188069958,0.5280562207761663,high_both
Taipei,Istanbul,0.955915953846304,0.6070272875200283,high_both
Taipei,London,0.9484574170337896,0.3724472139377254,high_both
Taipei,LosAngeles,0.9437509437858097,0.3263103548517385,high_composition_low_cooccurrence
Taipei,NewYorkCity,0.9669602337318146,0.3502248298436918,high_composition_low_cooccurrence
Bangkok,Istanbul,0.9467293656091194,0.348031777157111,high_composition_low_cooccurrence
Bangkok,London,0.9390466741678869,0.23101476985908712,low_both
Bangkok,LosAngeles,0.9277973155067207,0.2653981707814216,low_both
Bangkok,NewYorkCity,0.942300693650779,0.25474720241504,high_composition_low_cooccurrence
Istanbul,London,0.9501219945907154,0.4438316574094936,high_both
Istanbul,LosAngeles,0.9259675684435733,0.3148623288873915,low_both
Istanbul,NewYorkCity,0.9430622186829084,0.3559154774516283,high_composition_low_cooccurrence
London,LosAngeles,0.912516231271523,0.36743122801188266,low_composition_high_cooccurrence
London,NewYorkCity,0.9447436311738349,0.43791005357014445,high_both
LosAngeles,NewYorkCity,0.9668262612827885,0.5511947724309784,high_both
