city_a,city_b,composition_similarity,cooccurrence_similarity,pattern
HongKong,Lima,0.939115772206609,0.3052450607637212,low_both
HongKong,Manila,0.9430507342413943,0.3672152343127549,high_both
HongKong,Moscow,0.9377169525295665,0.3411993900962749,low_both
HongKong,Singapore,0.9661770879915642,0.36036524117754265,high_both
HongKong,CapeTown,0.9355343803817278,0.35155159046213585,low_both
HongKong,Johannesburg,0.933628914217117,0.308824797942132,low_both
HongKong,Seoul,0.9805491461636752,0.48619588817521825,high_both
HongKong,Taipei,0.9791728847237446,0.5504481263033841,high_both
HongKong,Bangkok,0.9481809893443769,0.368484635342038,high_both
HongKong,Istanbul,0.9539726881802404,0.4446660918964267,high_both
HongKong,London,0.9314360091630962,0.33471420541488583,low_both
HongKong,LosAngeles,0.9405121647896045,0.2663156005307936,low_both
HongKong,NewYorkCity,0.9432078929960024,0.24385762320921284,high_composition_low_cooccurrence
Bogota,Paris,0.967522052870363,0.32343003383761076,high_composition_low_cooccurrence
Bogota,Mumbai,0.9423310642700811,0.34188114968450595,high_composition_low_cooccurrence
Bogota,NewDelhi,0.9316889948481634,0.3998239422717811,low_composition_high_cooccurrence
Bogota,Jakarta,0.9083918067459262,0.37088303565694697,low_composition_high_cooccurrence
Bogota,Osaka,0.9199252271311862,0.4440086555073612,low_composition_high_cooccurrence
Bogota,KualaLumpur,0.918330991217674,0.3718942567673199,low_composition_high_cooccurrence
Bogota,MexicoCity,0.9804912420445274,0.5731653270212553,high_both
Bogota,Amsterdam,0.894330287410432,0.34968091352756137,low_both
Bogota,Lagos,0.896445684060678,0.26928422188092466,low_both
Bogota,Lima,0.978125783193245,0.5621492125394394,high_both
Bogota,Manila,0.9612058663905505,0.48352547283705566,high_both
Bogota,Moscow,0.9373060300077681,0.25763139495927373,low_both
Bogota,Singapore,0.9136887333048166,0.3573506285792625,low_both
Bogota,CapeTown,0.955584607344087,0.4257871611939157,high_both
Bogota,Johannesburg,0.9459255400114849,0.3250497723871844,high_composition_low_cooccurrence
Bogota,Seoul,0.9379406206691551,0.4724217356813888,low_composition_high_cooccurrence
Bogota,Taipei,0.9406713513554819,0.46433867533098,low_composition_high_cooccurrence
Bogota,Bangkok,0.9546211945375438,0.400919894062758,high_both
Bogota,Istanbul,0.9708641617735971,0.5304327493489637,high_both
Bogota,London,0.9469060946835517,0.25644440296595505,high_composition_low_cooccurrence
Bogota,LosAngeles,0.9420263802404093,0.2920113443458577,high_composition_low_cooccurrence
Bogota,NewYorkCity,0.9338495513350994,0.28424124860279276,low_both
Paris,Mumbai,0.9616444493378112,0.2907386598033521,high_composition_low_cooccurrence
Paris,NewDelhi,0.9566210988132778,0.37009749724479757,high_both
Paris,Jakarta,0.9295211298127349,0.3003240370695679,low_both
Paris,Osaka,0.9594504841278944,0.35993958078937166,high_both
Paris,KualaLumpur,0.9424084736495152,0.34152649027252746,high_composition_low_cooccurrence
Paris,MexicoCity,0.9599827043344824,0.40256668503793946,high_both
Paris,Amsterdam,0.9460600857651074,0.46119118858934954,high_both
Paris,Lagos,0.8936843848417202,0.2984421455305816,low_both
Paris,Lima,0.9433851773306577,0.21996270304747365,high_composition_low_cooccurrence
Paris,Manila,0.960923872250042,0.3898138665593332,high_both
Paris,Moscow,0.9628789543269222,0.4138960796267088,high_both
Paris,Singapore,0.9473965564417922,0.3243413761816779,high_composition_low_cooccurrence
Paris,CapeTown,0.9439044303323736,0.40899169757455744,high_both
Paris,Johannesburg,0.943587809324775,0.4061422272798986,high_both
Paris,Seoul,0.974515992347582,0.4537176557741815,high_both
Paris,Taipei,0.9676463202298989,0.410097463179694,high_both
Paris,Bangkok,0.9518135130531664,0.3049663876845013,high_composition_low_cooccurrence
Paris,Istanbul,0.9864638491453511,0.5500485406432847,high_both
Paris,London,0.9782609357784293,0.6243916218798994,high_both
Paris,LosAngeles,0.9423561619076907,0.3301778958600735,high_composition_low_cooccurrence
Paris,NewYorkCity,0.9625623052441293,0.36646055974118186,high_both
Mumbai,NewDelhi,0.989504980421693,0.4995625470711055,high_both
Mumbai,Jakarta,0.9465952439709479,0.33924570205111965,high_composition_low_cooccurrence
Mumbai,Osaka,0.937950667039924,0.3174390044762719,low_both
Mumbai,KualaLumpur,0.9303024769067508,0.301502653473604,low_both
Mumbai,MexicoCity,0.9486972259978609,0.34561562986026684,high_composition_low_cooccurrence
Mumbai,Amsterdam,0.9195402211017029,0.26833634626637737,low_both
Mumbai,Lagos,0.8957358773259885,0.19880265756287857,low_both
Mumbai,Lima,0.9356289055484384,0.285992960260075,low_both
