gene,class,prevalence_n_cities,category,label,top_city,top_city_zh,top_share,top_lift_vs_global_mean,min_share_across_12,max_share,city_specificity_0to1,city_entropy_bits,present_cities_by_share,share_HongKong,share_Singapore,share_Amsterdam,share_CapeTown,share_Paris,share_SaoPaulo,share_MexicoCity,share_Sydney,share_Jakarta,share_Dhaka,share_NewDelhi,share_Manila,lift_HongKong,lift_Singapore,lift_Amsterdam,lift_CapeTown,lift_Paris,lift_SaoPaulo,lift_MexicoCity,lift_Sydney,lift_Jakarta,lift_Dhaka,lift_NewDelhi,lift_Manila
109,accessory_6to8cities,6,路面·道路,路口·人行道,Amsterdam,阿姆斯特丹,0.0076031037,7.8835415,0,0.0076031037,0.48296253,1.8535599,Amsterdam|Paris|Sydney|Singapore|HongKong|CapeTown,0.00054846939,0.00057079082,0.0076031037,0.00052295918,0.0011851616,0.00031356293,0.00015306122,0.0006207483,2.2321429e-05,0,1.2755102e-05,2.0195578e-05,0.56869949,0.59184423,7.8835415,0.54224835,1.2288758,0.32512858,0.15870683,0.64364438,0.023144746,0,0.013225569,0.020940485
110,accessory_6to8cities,6,建筑立面,建筑·结构,Manila,马尼拉,0.018434311,4.3188346,0,0.018434311,0.35086469,2.3271257,Manila|SaoPaulo|NewDelhi|Dhaka|MexicoCity|Jakarta,9.5663265e-06,4.2517007e-06,0,2.1258503e-06,4.0391156e-05,0.013736182,0.0042463861,4.3579932e-05,0.004119898,0.0049819303,0.0056016156,0.018434311,0.0022412219,0.00099609861,0,0.00049804931,0.0094629368,3.2181456,0.99485349,0.010210011,0.96521956,1.1671786,1.3123599,4.3188346
111,near_core_9to11cities,10,植被,树丛·灌木,Dhaka,达卡,0.001618835,1.9727979,0.00023171769,0.001618835,0.048107485,3.412499,Dhaka|Paris|Sydney|Amsterdam|NewDelhi|Jakarta|Singapore|SaoPaulo|Manila|MexicoCity,0.00023171769,0.00071215986,0.0009672619,0.00030612245,0.0014083759,0.00069090136,0.00053784014,0.0011819728,0.00077806122,0.001618835,0.00082589286,0.00058779762,0.28238342,0.86787565,1.1787565,0.37305699,1.7163212,0.84196891,0.65544041,1.4404145,0.94818653,1.9727979,1.0064767,0.71632124
112,core_universal_12cities,12,植被,沿墙绿篱,HongKong,香港,0.0043643707,1.5654826,0.0011904762,0.0043643707,0.02621688,3.490976,HongKong|Sydney|MexicoCity|CapeTown|Singapore|SaoPaulo|Manila|Dhaka|Jakarta|Amsterdam|Paris|NewDelhi,0.0043643707,0.0034683248,0.0018835034,0.0036065051,0.0016857993,0.0029198554,0.0037606293,0.0038881803,0.001889881,0.0020918367,0.0011904762,0.0027051446,1.5654826,1.2440745,0.67560526,1.2936392,0.60468958,1.0473407,1.3489229,1.394675,0.67789286,0.75033361,0.42701913,0.97032471
113,city_unique_1city,1,建筑立面,住宅·楼房,Manila,马尼拉,0.00065688776,3.0682664,3.295068e-05,0.00065688776,0.11196634,3.1835674,Manila,0.00012436224,0.00012861395,3.295068e-05,9.0348639e-05,8.8222789e-05,0.00038584184,0.00025829082,7.6530612e-05,0.00035607993,0.00015731293,0.00021364796,0.00065688776,0.58088539,0.60074472,0.1539098,0.42201076,0.41208109,1.8022342,1.2064543,0.35746793,1.6632189,0.7347952,0.99793132,3.0682664
114,core_universal_12cities,12,路面·道路,车行道,CapeTown,开普敦,0.0032057823,1.3726769,0.0010682398,0.0032057823,0.010804401,3.5462291,CapeTown|SaoPaulo|Paris|HongKong|Sydney|Singapore|MexicoCity|Manila|Jakarta|NewDelhi|Amsterdam|Dhaka,0.0026126701,0.0025063776,0.0019579082,0.0032057823,0.0026434949,0.0028592687,0.0022884779,0.0025552721,0.002116284,0.0010682398,0.00203125,0.0021800595,1.1187135,1.0732003,0.83835242,1.3726769,1.1319123,1.224304,0.97989835,1.0941364,0.90616703,0.45740727,0.8697565,0.93347493
115,regional_3to5cities,4,建筑立面,沿街立面,SaoPaulo,圣保罗,0.0011150085,2.2583423,0.00014136905,0.0011150085,0.074386316,3.3182903,SaoPaulo|Manila|MexicoCity|Paris,0.00017006803,0.00032312925,0.00047619048,0.0004772534,0.00072916667,0.0011150085,0.00074936224,0.00026147959,0.0004432398,0.00014136905,0.00015625,0.00088222789,0.3444564,0.65446717,0.96447793,0.96663078,1.4768568,2.2583423,1.517761,0.52960172,0.8977395,0.28632939,0.31646932,1.7868676
116,near_core_9to11cities,10,建筑立面,住宅·楼房,NewDelhi,新德里,0.0037659439,2.3038908,0.00029761905,0.0037659439,0.097274833,3.2362359,NewDelhi|Amsterdam|Jakarta|MexicoCity|Manila|Paris|SaoPaulo|CapeTown|Dhaka|HongKong,0.00059417517,0.00029761905,0.0034481293,0.00094706633,0.0016177721,0.0013945578,0.0018856293,0.0003125,0.0029166667,0.00077593537,0.0037659439,0.0016592262,0.36349843,0.18207435,2.1094614,0.57938658,0.98970413,0.85314837,1.153571,0.19117806,1.7843286,0.47469383,2.3038908,1.0150645
117,near_core_9to11cities,9,建筑立面,住宅·楼房,Paris,巴黎,0.0066103316,2.7352294,0.00012223639,0.0066103316,0.15833813,3.0173262,Paris|Singapore|HongKong|SaoPaulo|Amsterdam|CapeTown|MexicoCity|Sydney|Manila,0.0042102466,0.0052572279,0.003025085,0.0018856293,0.0066103316,0.0037383078,0.001803784,0.0011341412,0.00017963435,0.00012223639,0.00014030612,0.00089392007,1.7421199,2.1753409,1.2517226,0.7802375,2.7352294,1.5468406,0.7463715,0.46928603,0.074329277,0.050579094,0.058056003,0.36988711
118,unused,0,建筑立面,住宅·楼房,MexicoCity,墨西哥城,0.00013392857,1.6744186,2.4447279e-05,0.00013392857,0.027335467,3.4869659,,9.3537415e-05,8.8222789e-05,9.247449e-05,5.3146259e-05,9.1411565e-05,2.4447279e-05,0.00013392857,6.377551e-05,7.3341837e-05,5.3146259e-05,0.00011798469,7.4404762e-05,1.1694352,1.10299,1.1561462,0.66445182,1.1428571,0.30564784,1.6744186,0.79734218,0.91694351,0.66445182,1.475083,0.93023255
119,core_universal_12cities,12,路面·道路,车行道,Manila,马尼拉,0.0040688776,1.3931398,0.0011798469,0.0040688776,0.012817706,3.5390115,Manila|Paris|Sydney|Jakarta|SaoPaulo|MexicoCity|Singapore|HongKong|Amsterdam|Dhaka|NewDelhi|CapeTown,0.002983631,0.0030208333,0.0026817602,0.0011798469,0.0034970238,0.0032185374,0.0030559099,0.003338648,0.003267432,0.0023713861,0.0023639456,0.0040688776,1.0215631,1.0343008,0.9182058,0.40396688,1.1973433,1.1019925,1.0463106,1.1431171,1.1187335,0.81193704,0.8093895,1.3931398
120,near_core_9to11cities,11,建筑立面,建筑·结构,NewDelhi,新德里,0.0051594388,2.7093353,0.00044642857,0.0051594388,0.092159458,3.2545743,NewDelhi|SaoPaulo|Jakarta|Manila|Paris|MexicoCity|HongKong|Singapore|Amsterdam|Sydney|Dhaka,0.0013467262,0.0013382228,0.0012266156,0.00044642857,0.0018292942,0.0036468963,0.001392432,0.00067602041,0.0029421769,0.00053039966,0.0051594388,0.0023171769,0.70719568,0.70273036,0.64412298,0.23442951,0.96060282,1.9150658,0.7311968,0.35499326,1.5450021,0.27852458,2.7093353,1.2168008
121,accessory_6to8cities,8,建筑立面,沿街立面,SaoPaulo,圣保罗,0.002230017,2.2508717,0.00025829082,0.002230017,0.071683671,3.3279792,SaoPaulo|MexicoCity|CapeTown|Singapore|HongKong|Sydney|Manila|Paris,0.0012808248,0.0012893282,0.00042304422,0.001477466,0.00068027211,0.002230017,0.0016284014,0.0010321003,0.00034332483,0.00037308673,0.00025829082,0.00087266156,1.2928029,1.3013858,0.42700045,1.491283,0.68663388,2.2508717,1.6436299,1.0417523,0.34653554,0.37657577,0.2607063,0.88082253
122,pair_specific_2cities,2,建筑立面,住宅·楼房,Amsterdam,阿姆斯特丹,0.026172406,11.376713,0,0.026172406,0.88381003,0.41653668,Amsterdam|Paris,3.295068e-05,1.8069728e-05,0.026172406,0.00021577381,0.00071215986,0.00019238946,6.377551e-05,7.0153061e-05,6.2712585e-05,0,5.6335034e-05,9.5663265e-06,0.014323117,0.0078546127,11.376713,0.093793316,0.30956415,0.083628523,0.027722162,0.030494379,0.027260126,0,0.02448791,0.0041583243
123,core_universal_12cities,12,路面·道路,车行道,MexicoCity,墨西哥城,0.0022183248,1.2260844,0.0012372449,0.0022183248,0.0043212824,3.5694709,MexicoCity|Sydney|Paris|SaoPaulo|Singapore|CapeTown|Jakarta|Manila|NewDelhi|Amsterdam|HongKong|Dhaka,0.0015497449,0.0019270833,0.001618835,0.0018633078,0.0020716412,0.0019706633,0.0022183248,0.0020960884,0.001733631,0.0012372449,0.0017070578,0.0017176871,0.85655537,1.0651131,0.894742,1.0298639,1.1450113,1.0892,1.2260844,1.1585234,0.95819054,0.68383433,0.94350338,0.94937824
124,near_core_9to11cities,9,路面·道路,路口·人行道,SaoPaulo,圣保罗,0.0037329932,3.1903104,0.00027636054,0.0037329932,0.11856914,3.1598966,SaoPaulo|MexicoCity|HongKong|Manila|CapeTown|Sydney|Paris|Singapore|NewDelhi,0.001619898,0.00059311224,0.00049638605,0.0010873724,0.00065263605,0.0037329932,0.0024468537,0.00099808673,0.00027636054,0.0002912415,0.00053996599,0.001306335,1.3844058,0.50688872,0.42422407,0.92929599,0.55775927,3.1903104,2.0911431,0.85299016,0.23618471,0.24890235,0.46146858,1.1164269
125,accessory_6to8cities,6,建筑立面,矮墙·巷弄,Manila,马尼拉,0.0033439626,3.7582877,9.0348639e-05,0.0033439626,0.22667455,2.7723428,Manila|Jakarta|NewDelhi|MexicoCity|Amsterdam|HongKong,0.00056760204,0.00039221939,0.00064519558,0.00013605442,0.00026785714,0.00030187075,0.00072810374,9.0348639e-05,0.0031834609,0.00025297619,0.00076743197,0.0033439626,0.63792932,0.44081633,0.72513688,0.1529119,0.3010453,0.33927327,0.81831757,0.10154306,3.5778994,0.28432056,0.86251867,3.7582877
126,unused,0,建筑立面,窗·竖构件,MexicoCity,墨西哥城,9.1411565e-05,2.1410788,1.3818027e-05,9.1411565e-05,0.042288639,3.4333593,,4.2517007e-05,3.5076531e-05,4.0391156e-05,2.9761905e-05,4.0391156e-05,4.9957483e-05,9.1411565e-05,1.4880952e-05,5.952381e-05,4.2517007e-05,1.3818027e-05,5.2083333e-05,0.9958506,0.82157674,0.94605807,0.69709542,0.94605807,1.1701245,2.1410788,0.34854771,1.3941908,0.9958506,0.32365144,1.219917
127,near_core_9to11cities,11,建筑立面,矮墙·巷弄,Paris,巴黎,0.0052008929,2.2969135,0.00029017857,0.0052008929,0.063384152,3.3577327,Paris|Manila|SaoPaulo|MexicoCity|Dhaka|Singapore|HongKong|Jakarta|NewDelhi|Amsterdam|CapeTown,0.002102466,0.0026116071,0.0011043793,0.00076318027,0.0052008929,0.0028241922,0.0027774235,0.00029017857,0.0018941327,0.0027338435,0.0016836735,0.0031855867,0.92852951,1.1533858,0.48773618,0.33704964,2.2969135,1.2472714,1.2266166,0.12815397,0.83652153,1.20737,0.7435747,1.4068771
128,core_universal_12cities,12,建筑立面,住宅·楼房,Dhaka,达卡,0.0092208759,2.4490084,0.0011298895,0.0092208759,0.065619079,3.3497206,Dhaka|Sydney|Singapore|Jakarta|CapeTown|Manila|MexicoCity|Paris|Amsterdam|NewDelhi|HongKong|SaoPaulo,0.0014221939,0.0051477466,0.0019377126,0.0043526786,0.002670068,0.0011298895,0.0031749575,0.0056568878,0.0045344388,0.0092208759,0.0016294643,0.0043048469,0.37772602,1.3672101,0.51464465,1.1560449,0.70915379,0.30009175,0.84324935,1.5024349,1.2043193,2.4490084,0.43277578,1.1433411
129,regional_3to5cities,5,建筑立面,建筑·结构,Manila,马尼拉,0.0016560374,2.6343525,0.0001477466,0.0016560374,0.080729599,3.2955499,Manila|Jakarta|NewDelhi|SaoPaulo|MexicoCity,0.00028911565,0.00048681973,0.0004772534,0.00040922619,0.0001477466,0.00059417517,0.00051870748,0.00039859694,0.001335034,0.00035395408,0.00087691327,0.0016560374,0.45991264,0.77441172,0.75919402,0.65097929,0.23502889,0.94518811,0.82513738,0.63407073,2.1237142,0.56305481,1.3949556,2.6343525
130,core_universal_12cities,12,建筑立面,建筑·结构,Dhaka,达卡,0.003607568,2.348518,0.00057716837,0.003607568,0.059619866,3.3712275,Dhaka|Singapore|Sydney|HongKong|MexicoCity|NewDelhi|Paris|Amsterdam|Jakarta|Manila|SaoPaulo|CapeTown,0.001264881,0.0031164966,0.0011118197,0.00057716837,0.0011755952,0.00080994898,0.0012181122,0.0022045068,0.0011022534,0.003607568,0.0011989796,0.0010459184,0.82343444,2.0288317,0.72379195,0.37573521,0.76530965,0.52727482,0.79298812,1.4351286,0.71756429,2.348518,0.78053281,0.68089032
131,city_unique_1city,1,路面·道路,车行道,Sydney,悉尼,0.000625,2.5960265,3.295068e-05,0.000625,0.11721735,3.1647427,Sydney,0.00023915816,0.00037308673,3.295068e-05,8.7159864e-05,0.00027529762,0.00040391156,0.00045386905,0.000625,8.9285714e-05,4.0391156e-05,8.1845238e-05,0.00018707483,0.99337748,1.5496689,0.13686534,0.3620309,1.1434879,1.6777042,1.8852097,2.5960265,0.37086093,0.16777042,0.33995585,0.77704194
132,accessory_6to8cities,8,路面·道路,车行道,MexicoCity,墨西哥城,0.0011543367,1.6554878,0.00022640306,0.0011543367,0.054000001,3.3913745,MexicoCity|SaoPaulo|Paris|Sydney|Amsterdam|NewDelhi|Manila|HongKong,0.00054209184,0.00032419218,0.00090667517,0.00027848639,0.0010554847,0.0011468963,0.0011543367,0.00094919218,0.00025191327,0.00022640306,0.00085140306,0.00068027211,0.77743902,0.46493902,1.3003049,0.39939024,1.5137195,1.6448171,1.6554878,1.3612805,0.36128049,0.32469512,1.2210366,0.97560975
133,accessory_6to8cities,8,植被,树丛·灌木,Jakarta,雅加达,0.0033025085,3.0764915,0.00019132653,0.0033025085,0.12735516,3.128399,Jakarta|Dhaka|Manila|Singapore|Paris|Amsterdam|SaoPaulo|CapeTown,0.00027529762,0.00095663265,0.00072172619,0.00071747449,0.00088541667,0.00071853741,0.0004772534,0.00036458333,0.0033025085,0.002486182,0.00019132653,0.0017846514,0.2564568,0.89116264,0.6723327,0.66837198,0.82482053,0.66936216,0.44459114,0.33963198,3.0764915,2.3160327,0.17823253,1.6625134
134,accessory_6to8cities,7,建筑立面,沿街立面,Dhaka,达卡,0.0099904337,3.5884318,1.9132653e-05,0.0099904337,0.29386742,2.5314588,Dhaka|NewDelhi|Manila|Jakarta|MexicoCity|CapeTown|SaoPaulo,0.00014243197,9.247449e-05,4.7831633e-05,0.0013594813,6.2712585e-05,0.00099064626,0.0021619898,1.9132653e-05,0.0048915816,0.0099904337,0.0085586735,0.0050914116,0.051159683,0.033215615,0.017180491,0.48830772,0.022525532,0.35582705,0.77655817,0.0068721962,1.7569915,3.5884318,3.0741624,1.8287678
135,accessory_6to8cities,8,植被,树丛·灌木,HongKong,香港,0.0022076956,2.2271468,0.00012011054,0.0022076956,0.11497082,3.1727964,HongKong|Dhaka|NewDelhi|Manila|Jakarta|SaoPaulo|Singapore|MexicoCity,0.0022076956,0.00072172619,0.00018813776,0.00016156463,0.00040922619,0.00073660714,0.00069621599,0.00012011054,0.0014179422,0.002172619,0.0015497449,0.0015136054,2.2271468,0.72808507,0.18979537,0.16298812,0.41283174,0.74309713,0.7023501,0.1211688,1.4304352,2.1917612,1.5633992,1.5269413
136,core_universal_12cities,12,建筑立面,矮墙·巷弄,Singapore,新加坡,0.0064742772,1.9799545,0.0010140306,0.0064742772,0.051120373,3.4016979,Singapore|Sydney|HongKong|SaoPaulo|CapeTown|Paris|MexicoCity|Amsterdam|Manila|Jakarta|NewDelhi|Dhaka,0.0045269983,0.0064742772,0.0030931122,0.0040295493,0.0032769983,0.0040561224,0.0031303146,0.0048745748,0.0012595663,0.0010140306,0.0010321003,0.002471301,1.3844404,1.9799545,0.9459313,1.2323112,1.0021671,1.2404378,0.95730848,1.4907357,0.38519883,0.31010944,0.3156355,0.75576986
137,core_universal_12cities,12,建筑立面,窗·竖构件,Dhaka,达卡,0.0013871173,1.6529449,0.00054315476,0.0013871173,0.015977892,3.5276824,Dhaka|CapeTown|NewDelhi|HongKong|Sydney|Singapore|Manila|SaoPaulo|MexicoCity|Paris|Jakarta|Amsterdam,0.00097576531,0.00083652211,0.00054315476,0.0011107568,0.00057716837,0.00072385204,0.00066645408,0.00091730442,0.00056228741,0.0013871173,0.00097576531,0.0007940051,1.1627612,0.99683344,0.64724509,1.3236225,0.68777707,0.86257125,0.79417353,1.0930969,0.67004433,1.6529449,1.1627612,0.94616846
138,unused,0,路面·道路,车行道,SaoPaulo,圣保罗,0.0003252551,1.5773196,5.3146259e-05,0.0003252551,0.04411524,3.426811,,0.00010735544,0.00016156463,0.00016794218,6.377551e-05,0.00022746599,0.0003252551,0.00026360544,5.3146259e-05,0.00028805272,0.00023384354,0.00029443027,0.00028805272,0.52061855,0.78350515,0.81443299,0.30927835,1.1030928,1.5773196,1.2783505,0.25773196,1.3969072,1.1340206,1.427835,1.3969072
139,accessory_6to8cities,7,植被,沿墙绿篱,Dhaka,达卡,0.0035905612,3.3500826,1.0629252e-05,0.0035905612,0.25728932,2.6625899,Dhaka|NewDelhi|Jakarta|Manila|HongKong|MexicoCity|SaoPaulo,0.00083014456,4.9957483e-05,5.3146259e-05,1.0629252e-05,3.5076531e-05,0.00070259354,0.00077593537,1.2755102e-05,0.0022151361,0.0035905612,0.0027317177,0.0018537415,0.77454545,0.04661157,0.049586777,0.0099173554,0.032727273,0.65553719,0.72396694,0.011900826,2.0667769,3.3500826,2.5487603,1.7295868
140,accessory_6to8cities,6,路面·道路,路口·人行道,Sydney,悉尼,0.0020259354,2.6417186,6.377551e-06,0.0020259354,0.16825327,2.9817808,Sydney|CapeTown|SaoPaulo|MexicoCity|Singapore|Paris,0.00041772959,0.00097789116,0.00033588435,0.0015837585,0.00078231293,0.0015646259,0.0011670918,0.0020259354,7.2278912e-05,4.0391156e-05,6.377551e-06,0.00022852891,0.54469854,1.2751213,0.43797644,2.0651421,1.020097,2.040194,1.5218295,2.6417186,0.094248094,0.052668053,0.0083160083,0.2979903
141,accessory_6to8cities,6,路面·道路,路口·人行道,Amsterdam,阿姆斯特丹,0.0014073129,2.5535198,0.00027848639,0.0014073129,0.049980399,3.4057846,Amsterdam|Paris|Singapore|MexicoCity|HongKong|CapeTown,0.00054421769,0.00068877551,0.0014073129,0.00053358844,0.0007514881,0.0003082483,0.00064732143,0.00034970238,0.00043579932,0.00027848639,0.00034438776,0.00032419218,0.98746384,1.2497589,2.5535198,0.96817743,1.3635487,0.55930569,1.1745419,0.63452266,0.79074253,0.50530376,0.62487946,0.58823529
142,regional_3to5cities,3,路面·道路,车行道,NewDelhi,新德里,0.0014477041,3.4700637,3.4013605e-05,0.0014477041,0.1996137,2.8693549,NewDelhi|Paris|CapeTown,0.00017644558,0.00026785714,7.9719388e-05,0.00092155612,0.0010076531,0.0004815051,0.00017644558,0.00026785714,3.4013605e-05,5.1020408e-05,0.0014477041,9.460034e-05,0.42292994,0.64203822,0.1910828,2.2089172,2.4152866,1.1541401,0.42292994,0.64203822,0.081528662,0.12229299,3.4700637,0.22675159
143,regional_3to5cities,4,植被,树丛·灌木,NewDelhi,新德里,0.0037468112,3.6927106,0,0.0037468112,0.41108213,2.1112485,NewDelhi|Dhaka|Manila|Jakarta,9.5663265e-06,0.00027954932,0,0,0,7.2278912e-05,6.377551e-06,1.5943878e-05,0.0015593112,0.0035597364,0.0037468112,0.002926233,0.0094281973,0.27551288,0,0,0,0.071235268,0.0062854649,0.015713662,1.5367962,3.508337,3.6927106,2.8839808
144,unused,0,车辆,车辆·店面,Manila,马尼拉,0.00035607993,2.066838,2.5510204e-05,0.00035607993,0.055438574,3.3862173,,0.00011267007,0.00020727041,2.5510204e-05,0.00017857143,7.2278912e-05,0.00024766156,0.00016262755,9.1411565e-05,0.00014668367,0.00022321429,0.00024340986,0.00035607993,0.65398457,1.2030848,0.14807198,1.0365039,0.41953727,1.4375321,0.94395886,0.53059126,0.85141388,1.2956298,1.4128535,2.066838
145,regional_3to5cities,3,建筑立面,住宅·楼房,Amsterdam,阿姆斯特丹,0.0054389881,6.4847397,1.4880952e-05,0.0054389881,0.51438978,1.7408944,Amsterdam|Singapore|Paris,3.8265306e-05,0.0031558248,0.0054389881,0.00011798469,0.00081313776,7.2278912e-05,0.00018282313,1.4880952e-05,7.9719388e-05,8.6096939e-05,3.5076531e-05,2.9761905e-05,0.045622558,3.7625937,6.4847397,0.14066955,0.96947935,0.086175942,0.21797444,0.017742106,0.095046995,0.10265075,0.041820678,0.035484212
146,accessory_6to8cities,8,建筑立面,住宅·楼房,Paris,巴黎,0.0044610969,4.4117029,4.9957483e-05,0.0044610969,0.18055524,2.9376787,Paris|Singapore|NewDelhi|Amsterdam|MexicoCity|Dhaka|Manila|Jakarta,4.9957483e-05,0.0017421344,0.0009162415,0.00018388605,0.0044610969,0.0004559949,0.00091305272,0.00034332483,0.00057716837,0.00082376701,0.0010746173,0.00059311224,0.049404345,1.7228451,0.90609671,0.18185003,4.4117029,0.45094604,0.90294324,0.33952348,0.57077786,0.81464611,1.062719,0.5865452
147,regional_3to5cities,4,植被,沿墙绿篱,HongKong,香港,0.0012287415,3.0481213,6.0586735e-05,0.0012287415,0.09745198,3.2356008,HongKong|Manila|Dhaka|SaoPaulo,0.0012287415,0.00030080782,0.00028380102,6.0586735e-05,0.00015518707,0.00050488946,0.00033588435,0.00010097789,0.00031356293,0.00053890306,0.00038477891,0.0006292517,3.0481213,0.74620962,0.70402109,0.15029664,0.38497034,1.252472,0.83322347,0.2504944,0.77785102,1.336849,0.95451549,1.5609756
148,accessory_6to8cities,7,建筑立面,建筑·结构,Sydney,悉尼,0.0043707483,3.7667176,1.9132653e-05,0.0043707483,0.25847663,2.6583335,Sydney|CapeTown|Paris|Manila|SaoPaulo|Singapore|Jakarta,1.9132653e-05,0.00073022959,0.0001264881,0.0040306122,0.0012744473,0.0010002126,0.00018494898,0.0043707483,0.00059204932,0.00031356293,2.5510204e-05,0.0012563776,0.01648855,0.62931298,0.10900763,3.4735878,1.0983206,0.86198473,0.15938931,3.7667176,0.51022901,0.27022901,0.021984733,1.0827481
149,near_core_9to11cities,11,建筑立面,建筑·结构,HongKong,香港,0.0055569728,2.5043312,0.00046875,0.0055569728,0.076429838,3.3109644,HongKong|Paris|NewDelhi|Singapore|Dhaka|Amsterdam|SaoPaulo|MexicoCity|Manila|Jakarta|Sydney,0.0055569728,0.002827381,0.0024649235,0.00046875,0.0034502551,0.0019047619,0.0014540816,0.00064944728,0.00082801871,0.0028071854,0.0028847789,0.0013307823,2.5043312,1.2742006,1.1108539,0.21124905,1.554908,0.85840885,0.65530318,0.29268293,0.37315876,1.2650992,1.3000679,0.59973654
150,accessory_6to8cities,8,植被,沿墙绿篱,Jakarta,雅加达,0.0018643707,2.421537,0.00011267007,0.0018643707,0.085502831,3.2784381,Jakarta|HongKong|Manila|Dhaka|CapeTown|Singapore|NewDelhi|Paris,0.001547619,0.00074511054,0.00048256803,0.00075892857,0.00050063776,0.00031143707,0.00024128401,0.00011267007,0.0018643707,0.00077487245,0.00066857993,0.0012308673,2.0101242,0.96778647,0.62678325,0.98573401,0.65025311,0.40450989,0.31339162,0.14634146,2.421537,1.0064427,0.86838472,1.5987115
151,near_core_9to11cities,10,建筑立面,沿街立面,Singapore,新加坡,0.0049266582,1.8714041,4.4642857e-05,0.0049266582,0.083804981,3.2845248,Singapore|SaoPaulo|Sydney|Manila|CapeTown|Paris|Amsterdam|MexicoCity|Jakarta|HongKong,0.0012967687,0.0049266582,0.0026838861,0.0032791241,0.0030208333,0.0044610969,0.0023448129,0.0039987245,0.0015040391,0.00036458333,4.4642857e-05,0.0036660289,0.492581,1.8714041,1.0194812,1.2455839,1.1474715,1.6945594,0.89068335,1.518926,0.57131321,0.13848794,0.016957707,1.3925507
152,near_core_9to11cities,9,建筑立面,沿街立面,Paris,巴黎,0.0042974065,3.002042,0.00010841837,0.0042974065,0.1397414,3.0839948,Paris|Amsterdam|HongKong|SaoPaulo|Sydney|MexicoCity|CapeTown|Singapore|Manila,0.0027030187,0.00068346088,0.0033046344,0.00070578231,0.0042974065,0.0015136054,0.0011277636,0.0012011054,0.0004517432,0.00010841837,0.00046237245,0.00061862245,1.8882495,0.4774457,2.3085205,0.4930388,3.002042,1.0573603,0.78782254,0.83905699,0.31557453,0.075737887,0.32299981,0.43215148
153,near_core_9to11cities,10,路面·道路,车行道,CapeTown,开普敦,0.0033630952,2.5674871,9.672619e-05,0.0033630952,0.12089511,3.1515581,CapeTown|Dhaka|Jakarta|Manila|MexicoCity|NewDelhi|Sydney|Amsterdam|Paris|Singapore,9.672619e-05,0.00050063776,0.00059736395,0.0033630952,0.00053571429,0.00027210884,0.0013509779,0.00098533163,0.0020684524,0.0031420068,0.0012733844,0.0015327381,0.073843657,0.38220178,0.45604544,2.5674871,0.40898025,0.207736,1.0313768,0.75223154,1.5791182,2.3987016,0.97213957,1.1701379
154,unused,0,路面·道路,车行道,Singapore,新加坡,0.00010841837,1.5712452,5.1020408e-05,0.00010841837,0.012058055,3.5417348,,5.3146259e-05,0.00010841837,5.1020408e-05,5.8460884e-05,5.8460884e-05,7.2278912e-05,7.2278912e-05,8.9285714e-05,8.9285714e-05,5.7397959e-05,6.5901361e-05,5.2083333e-05,0.77021822,1.5712452,0.73940949,0.84724004,0.84724004,1.0474968,1.0474968,1.2939666,1.2939666,0.83183567,0.95507059,0.75481385
155,regional_3to5cities,5,建筑立面,建筑·结构,Paris,巴黎,0.0050595238,4.9969381,2.1258503e-06,0.0050595238,0.374711,2.2416376,Paris|Amsterdam|CapeTown|Sydney|HongKong,0.00056016156,0.0004474915,0.0041177721,0.0006079932,0.0050595238,0.00018920068,9.1411565e-05,0.00060693027,5.5272109e-05,2.1258503e-06,8.0782313e-05,0.00033163265,0.55323244,0.44195608,4.0668358,0.6004724,4.9969381,0.18686029,0.090280815,0.59942262,0.0545884,0.0020995538,0.079783046,0.3275304
156,accessory_6to8cities,8,植被,树丛·灌木,MexicoCity,墨西哥城,0.0042463861,2.8619187,0.00021045918,0.0042463861,0.16365452,2.9982672,MexicoCity|SaoPaulo|Sydney|Paris|HongKong|CapeTown|Amsterdam|Manila,0.0012404337,0.00021258503,0.00088329082,0.0011692177,0.0017835884,0.0042208759,0.0042463861,0.0024670493,0.00027636054,0.00021045918,0.00029655612,0.0007982568,0.83600979,0.14327503,0.59530774,0.78801266,1.2020775,2.8447257,2.8619187,1.6627067,0.18625754,0.14184228,0.19986866,0.53799773
157,regional_3to5cities,4,植被,树冠,MexicoCity,墨西哥城,0.0037712585,3.990253,0,0.0037712585,0.28844581,2.5508951,MexicoCity|Sydney|HongKong|Dhaka,0.0020610119,0.00035926871,0,0.00039753401,0.00028380102,3.1887755e-06,0.0037712585,0.0029846939,0.00036139456,0.00073448129,8.1845238e-05,0.00030293367,2.1806935,0.38013121,0,0.42061856,0.30028116,0.0033739456,3.990253,3.1580131,0.38238051,0.77713215,0.086597938,0.32052484
158,core_universal_12cities,12,建筑立面,建筑·结构,SaoPaulo,圣保罗,0.0035671769,1.6786995,0.00081845238,0.0035671769,0.03163588,3.4715491,SaoPaulo|Paris|MexicoCity|Manila|Dhaka|CapeTown|NewDelhi|Sydney|Singapore|Jakarta|Amsterdam|HongKong,0.00081845238,0.001577381,0.0014955357,0.0020068027,0.003422619,0.0035671769,0.0033567177,0.0016039541,0.0015263605,0.0020397534,0.0016315901,0.0024532313,0.38516048,0.7423093,0.70379325,0.9443935,1.6106711,1.6786995,1.5796582,0.75481451,0.71829929,0.95989996,0.76781992,1.154481
